Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;speed;memoryother;build;models;tbench;net5g;cam2features;displayprotection;sar-us;batlife;batstandby1;battalktime1;featuresother;displayother;sar-eu
https://www.gsmarena.com/lenovo_vibe_p1-7539.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-p1-new.jpg;Lenovo Vibe P1;Released 2015, October;189g, 9.9mm thickness;Android 5.1;32GB storage, microSDXC;268;0.1%;6,648,703 hits;"5.5""";1080x1920 pixels;2 GB RAM;Snapdragon 615;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 20, 40;;;2015, September. Released 2015, October;Discontinued;152.9 x 75.6 x 9.9 mm (6.02 x 2.98 x 0.39 in);189 g (6.67 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~72.1% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8939 Snapdragon 615 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53);Adreno 405;microSDXC (dedicated slot);32GB 2GB RAM;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.1, LE;GPS;Yes;FM radio;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Platinum, Graphite Grey;About 380 EUR;HSPA, LTE Cat4 150/50 Mbps;eMMC 4.5;;P1c58, P1a41;;;;Corning Gorilla Glass 3;;;Up to 648 h (2G) / Up to 600 h (3G);Up to 49 h (2G) / Up to 44 h (3G);;;
https://www.gsmarena.com/lenovo_a6010_plus-7711.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a6010.jpg;Lenovo A6010 Plus;Released 2015, October;128g, 8.2mm thickness;Android 5;16GB storage, microSDHC;48;N/A;2,037,640 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 410;2300 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);Yes;Yes;2015, September. Released 2015, October;Discontinued;141 x 70 x 8.2 mm (5.55 x 2.76 x 0.32 in);128 g (4.52 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5 (Lollipop);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSDHC (dedicated slot);16GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2300 mAh, removable;Black, White, Yellow;About 160 EUR;HSPA, LTE Cat4 150/50 Mbps;eMMC 4.5;;;;;;;;;Up to 348 h (2G) / Up to 288 h (3G);Up to 24 h (2G) / Up to 12 h (3G);;;
https://www.gsmarena.com/lenovo_a6010-7552.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a6010.jpg;Lenovo A6010;Released 2015, October;128g, 8.2mm thickness;Android 5;8GB storage, microSDHC;40;0.1%;3,256,068 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 410;2300 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA;LTE (unspecified);Yes;Yes;2015, September. Released 2015, October;Discontinued;141 x 70 x 8.2 mm (5.55 x 2.76 x 0.32 in);128 g (4.52 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5 (Lollipop);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, f/2.5, AF;LED flash;720p@30fps;2 MP, f/2.3;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2300 mAh, removable;Black, White, Yellow;About 150 EUR;HSPA, LTE Cat4 150/50 Mbps;eMMC 4.5;;A6010;;;;;;;Up to 348 h (2G) / Up to 288 h (3G);Up to 24 h (2G) / Up to 12 h (3G);;;
https://www.gsmarena.com/lenovo_vibe_p1m-7540.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-p1m.jpg;Lenovo Vibe P1m;Released 2015, October;148g, 9.3mm thickness;Android 5.1;16GB storage, microSDHC;155;0.2%;6,961,371 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6735P;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 7, 8, 20, 40;;;2015, September. Released 2015, October;Discontinued;141 x 71.8 x 9.3 mm (5.55 x 2.83 x 0.37 in);148 g (5.22 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~68.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC (dedicated slot);16GB 2GB RAM;8 MP, f/2.2, AF;LED flash;720p@30fps;5 MP;720p;;Wi-Fi 802.11 b/g/n, hotspot;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 4000 mAh, non-removable;Onyx Black, Pearl White;About 110 EUR;HSPA, LTE Cat4 150/50 Mbps;;;P1ma40;;;;;;;Up to 456 h (2G) / Up to 566 h (3G);Up to 36 h (2G) / Up to 16 h (3G);;;
https://www.gsmarena.com/lenovo_vibe_s1-7354.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-s1.jpg;Lenovo Vibe S1;Released 2015, November;132g, 7.8mm thickness;Android 5.0, up to 6.0;32GB storage, microSDXC;103;0.1%;3,418,507 hits;"5.0""";1080x1920 pixels;3 GB RAM;MT6752;2420 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 40;;;2015, September. Released 2015, November;Discontinued;143.3 x 70.8 x 7.8 mm (5.64 x 2.79 x 0.31 in);132 g (4.66 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow);Mediatek MT6752 (28 nm);Octa-core 1.7 GHz Cortex-A53;Mali-T760MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;8 MP2 MP, depth sensor;;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2420 mAh, non-removable;Pearl White, Midnight Blue;About 270 EUR;HSPA, LTE Cat4 150/50 Mbps;;;S1a40, S1c50;;;;Corning Gorilla Glass 3;;;Up to 264 h (2G) / Up to 240 h (3G);Up to 26 h (2G) / Up to 12 h (3G);;;
https://www.gsmarena.com/lenovo_zuk_z1-7511.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-zuk-z1.jpg;Lenovo ZUK Z1;Released 2015, September;175g, 8.9mm thickness;Android 5.1.1, up to 6.0;64GB storage, no card slot;240;0.1%;7,083,861 hits;"5.5""";1080x1920 pixels;3 GB RAM;Snapdragon 801;4100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 38, 39, 40, 41;;;2015, August. Released 2015, September;Discontinued;155.7 x 77.3 x 8.9 mm (6.13 x 3.04 x 0.35 in);175 g (6.17 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~69.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow);Qualcomm MSM8974AC Snapdragon 801 (28 nm);Quad-core 2.5 GHz Krait 400;Adreno 330;No;64GB 3GB RAM;"13 MP, f/2.2, 1/3.1"", 1.12µm, AF, OIS";Dual-LED flash, panorama;1080p@30fps, 1080p@60fps;8 MP, f/2.2;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.1, A2DP, LE;GPS, GLONASS;No;No;USB Type-C 3.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Po 4100 mAh, non-removable;White, Dark Gray;About 320 EUR;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;eMMC 5.0;;ZUK Z1;;;;;;;Up to 526 h (3G);Up to 38 h (3G);;CyanogenMod 12.1;
https://www.gsmarena.com/lenovo_a2010-7507.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a2010.jpg;Lenovo A2010;Released 2015, September;137g, 9.9mm thickness;Android 5.1;8GB storage, microSDHC;54;0.2%;7,321,882 hits;"4.5""";480x854 pixels;1 GB RAM;MT6735M;2000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;3, 40;;;2015, August. Released 2015, September;Discontinued;131.5 x 66.5 x 9.9 mm (5.18 x 2.62 x 0.39 in);137 g (4.83 oz);Dual SIM;;TFT;4.5 inches, 55.8 cm(~63.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);Mediatek MT6735M (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC (dedicated slot);8GB 1GB RAM;5 MP;LED flash;720p@30fps;2 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2000 mAh, removable;Black, Pearl White;About 70 EUR;HSPA, LTE;;Glass front, plastic back, plastic frame;A2010-a;;;;;;;;;;;
https://www.gsmarena.com/lenovo_a616-8043.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a616.jpg;Lenovo A616;Released 2015;174g, 9.2mm thickness;Android 4.4;4GB 512MB RAM storage, microSDHC slot;3;N/A;440,635 hits;"5.5""";480x854 pixels;512 MB RAM;MT6732M;2250 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE (unspecified);;;2015. Released 2015;Discontinued;149.9 x 77.1 x 9.2 mm (5.90 x 3.04 x 0.36 in);174 g (6.14 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~72.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~178 ppi density);Android 4.4 (KitKat);Mediatek MT6732M (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T760MP2;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;Yes;VGA;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2250 mAh, non-removable;Black, White;About 50 EUR;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;;;;;;;;;;;;
https://www.gsmarena.com/lenovo_a3900-7233.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a3900r.jpg;Lenovo A3900;Released 2015, August;157g, 9mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;12;N/A;848,604 hits;"5.0""";480x854 pixels;512 MB RAM;MT6752;2300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE (unspecified);;;2015, May. Released 2015, August;Discontinued;142.8 x 71.8 x 9 mm (5.62 x 2.83 x 0.35 in);157 g (5.54 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~67.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.4.2 (KitKat);Mediatek MT6752 (28 nm);Octa-core 1.2 GHz Cortex-A53;Mali-T760MP2;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;Yes;2 MP;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2300 mAh, removable;Black, Pearl White, Silver;About 70 EUR;HSPA, LTE Cat4 150/50 Mbps;;;;;;;;;;;;;;
https://www.gsmarena.com/lenovo_k80-7216.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-k80-.jpg;Lenovo K80;Released 2015, April;158g, 8.5mm thickness;Android 5.0;32GB/64GB storage, no card slot;71;N/A;2,174,456 hits;"5.5""";1080x1920 pixels;2/4 GB RAM;Intel Atom Z3560;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3;;;2015, April. Released 2015, April;Discontinued;8.5 mm thickness;158 g (5.57 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm;1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 5.0 (Lollipop);Intel Atom Z3560;Quad-core 1.83 GHz;;No;32GB 2GB RAM, 64GB 4GB RAM;13 MP, AF, OIS;Dual-LED flash, HDR, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 4000 mAh, non-removable;Black, Silver, Red;About 280 EUR;HSPA, LTE Cat4 150/50 Mbps;;;;;;;;;;Up to 520 h (3G);Up to 33 h (3G);;;
https://www.gsmarena.com/lenovo_s60-7214.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-s60.jpg;Lenovo S60;Released 2015, March;128g, 7.7mm thickness;Android 4.4.2, up to 5;8GB storage, microSDHC;56;0.1%;3,202,748 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 410;2150 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;;;2015, January. Released 2015, March;Discontinued;143.3 x 72 x 7.7 mm (5.64 x 2.83 x 0.30 in);128 g (4.52 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat), upgradable to 5 (Lollipop);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSDHC (dedicated slot);8GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2150 mAh, non-removable;Pearl White, Graphite Grey, Yellow;About 280 EUR;HSPA, LTE Cat4 150/50 Mbps;eMMC 4.5;;S60-a, S60;;;;;;;Up to 336 h (2G) / Up to 240 h (3G);Up to 30 h (2G) / Up to 16 h 30 min (3G);;;
https://www.gsmarena.com/lenovo_a6000_plus-7197.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a6000.jpg;Lenovo A6000 Plus;Released 2015, April;128g, 8.2mm thickness;Android 4.4.4, up to 5.2;16GB storage, microSDHC;137;0.1%;11,608,733 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 410;2300 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;1, 3, 7, 20, 40 - Data only, no voice;;;2015, April. Released 2015, April;Discontinued;141 x 70 x 8.2 mm (5.55 x 2.76 x 0.32 in);128 g (4.52 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.4 (KitKat), upgradable to 5.2 (Lollipop);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSDHC (dedicated slot);16GB 2GB RAM;8 MP, f/2.2, AF;LED flash;720p@30fps;2 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2300 mAh, removable;Black, White, Yellow, Red;About 110 EUR;HSPA, LTE Cat4 150/50 Mbps;eMMC 4.5;;;;;;;;;Up to 264 h (2G) / Up to 264 h (3G);Up to 22 h (2G) / Up to 13 h (3G);;;
https://www.gsmarena.com/lenovo_a1900-7192.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a1900.jpg;Lenovo A1900;Released 2015, April;117g, 9.5mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;8;N/A;281,717 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum SC7730;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;;;2015, April. Released 2015, April;Discontinued;121 x 62 x 9.5 mm (4.76 x 2.44 x 0.37 in);117 g (4.13 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);;IPS LCD;4.0 inches, 45.5 cm(~60.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);Spreadtrum SC7730;Quad-core 1.2 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;2 MP;;Yes;No;;;Wi-Fi 802.11 b/g/n, hotspot;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Black;About 60 EUR;HSPA;;;;;;;;;;;;;;
https://www.gsmarena.com/lenovo_k3_note-7147.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-k3-note.jpg;Lenovo K3 Note;Released 2015, March;150g, 8mm thickness;Android 5.2, up to 6;16GB storage, microSDHC;518;0.2%;17,670,933 hits;"5.5""";1080x1920 pixels;2 GB RAM;MT6752;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 38, 39, 40, 41;;;2015, March. Released 2015, March;Discontinued;152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in);150 g (5.29 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~71.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 5.2 (Lollipop), upgradable to 6 (Marshmallow);Mediatek MT6752 (28 nm);Octa-core 1.7 GHz Cortex-A53;Mali-T760MP2;microSDHC (dedicated slot);16GB 2GB RAM;13 MP, f/2.0, AF;Dual-LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.4;;;Wi-Fi 802.11 b/g/n, hotspot;4.1, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 3000 mAh, removable;Onyx Black, Pearl White, Laser Yellow;About 150 EUR;HSPA, TD-SCDMA, LTE, TD-LTE;;;K50a40, K50-t5, K50-t3s;Basemark OS II 2.0: 984Basemark X: 5656;;;Asahi Dragontrail Glass;;;Up to 750 h (3G);Up to 36 h (3G);;;
https://www.gsmarena.com/lenovo_vibe_shot-7046.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-shot.jpg;Lenovo Vibe Shot;Released 2015, June;145g, 7.3mm thickness;Android 5.0.2;32GB storage, microSDXC;299;0.2%;7,402,627 hits;"5.0""";1080x1920 pixels;3 GB RAM;Snapdragon 615;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE 800 / 1800 / 2100 / 2600 - Lenovo Z90-7;;;2015, March. Released 2015, June;Discontinued;142 x 70 x 7.3 mm (5.59 x 2.76 x 0.29 in);145 g (5.11 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~69.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 5.0.2 (Lollipop);Qualcomm MSM8939 Snapdragon 615 (28 nm);Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDXC (dedicated slot);32GB 3GB RAM;16 MP, f/2.2, AF, OIS;Triple-LED dual-tone flash, panorama, HDR;1080p@30fps;8 MP, f/2.2;1080p@30fps;;Wi-Fi 802.11 a/b/g/n, dual band, hotspot;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 3000 mAh, non-removable;Crimson, Pearl White, Graphite Grey;About 300 EUR;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;eMMC 4.5;;Z90a40, Z90-7;;;;Corning Gorilla Glass 3;;;Up to 456 h (3G);Up to 30 h (2G) / Up to 21 h (3G);;;
https://www.gsmarena.com/lenovo_a7000_plus-7886.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a7000-plus.jpg;Lenovo A7000 Plus;Released 2015, September;140g, 8mm thickness;Android 5.0, up to 6.0;16GB storage, microSDHC;41;0.1%;3,033,012 hits;"5.5""";1080x1920 pixels;2 GB RAM;MT6752;2900 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;LTE (unspecified);;;2015, September. Released 2015, September;Discontinued;152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in);140 g (4.94 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~71.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow);Mediatek MT6752 (28 nm);Octa-core 1.7 GHz Cortex-A53;Mali-T760MP2;microSDHC (dedicated slot);16GB 2GB RAM;13 MP, f/2.0, AF;Dual-LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Po 2900 mAh, removable;Onyx Black, Pearl White, Yellow;About 190 EUR;HSPA, LTE Cat4 150/50 Mbps;;;;;;;;;;;;;;
https://www.gsmarena.com/lenovo_a7000-7088.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a7000.jpg;Lenovo A7000;Released 2015, April 07;140g, 8mm thickness;Android 5.0.2, up to 6.0;8GB storage, microSDHC;241;0.4%;16,502,274 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6752m;2900 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;1, 3, 7, 20, 40 - Data only, no voice;;;2015, March 02. Released 2015, April 07;Discontinued;152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in);140 g (4.94 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~71.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.0.2 (Lollipop), upgradable to 6.0 (Marshmallow);Mediatek MT6752m;Octa-core 1.5 GHz Cortex-A53;Mali-T760MP2;microSDHC (dedicated slot);8GB 2GB RAM;8 MP, f/2.2, AF;Dual-LED flash;1080p@30fps;5 MP;720p;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2900 mAh, removable;Onyx Black, Pearl White, Yellow;About 150 EUR;HSPA, LTE Cat4 150/50 Mbps;;Glass front, plastic back, plastic frame;A7000-a;;;;;;;Up to 264 h (2G) / Up to 264 h (3G);Up to 39 h (2G) / Up to 16 h (3G);;;
https://www.gsmarena.com/lenovo_a5000-7167.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a5000.jpg;Lenovo A5000;Released 2015, April;160g, 10mm thickness;Android 4.4.2, up to 5.0.2;8GB storage, microSDHC;84;0.1%;4,465,661 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6582;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;;2015, February. Released 2015, April;Discontinued;140 x 71.4 x 10 mm (5.51 x 2.81 x 0.39 in);160 g (5.64 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~68.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, f/2.2, AF;LED flash, HDR;1080p@30fps;2 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 4000 mAh, non-removable;Black, White;About 150 EUR;HSPA 21.1/5.76 Mbps;;;A5000;;;;;;;Up to 768 h (2G) / Up to 804 h (3G);Up to 35 h (2G) / Up to 17 h (3G);;;
https://www.gsmarena.com/lenovo_tab_2_a10_70-7089.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-2-a10.jpg;Lenovo Tab 2 A10-70;Released 2015, April;509g, 8.9mm thickness;Android 4.4.4, up to 5.0;16GB storage, microSDXC;42;1.0%;1,271,019 hits;"10.1""";1200x1920 pixels;2 GB RAM;MT8732;7000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA;LTE (unspecified);Yes;Yes;2015, March. Released 2015, April;Discontinued;247 x 171 x 8.9 mm (9.72 x 6.73 x 0.35 in);509 g (1.12 lb);Micro-SIM;;IPS LCD;10.1 inches, 312.3 cm(~73.9% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~218 ppi density);Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop);Mediatek MT8732 (28 nm) - 4G modelMediatek MT8165 - Wi-Fi model;Quad-core 1.7 GHz Cortex-A53;Mali-T760;microSDXC (dedicated slot);16GB 2GB RAM;8 MP, AF;;Yes;5 MP;;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP;To be confirmed;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 7000 mAh, non-removable;Pearl White, Midnight Blue;About 180 EUR;HSPA, LTE;;;;;;;;;;;Up to 15 h 30 min (multimedia);;;
