Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;memoryother;displayprotection;models;batstandby1;battalktime1;cam2features;bodyother;build;gprstext;edge;featuresother;displayother;optionalother;batmusicplayback1
https://www.gsmarena.com/blu_dash_g-8456.php;https://fdn2.gsmarena.com/vv/bigpic/blu-dg.jpg;BLU Dash G;Released 2016, November;157g, 9.8mm thickness;Android 6.0;4GB 512MB RAM storage, microSDXC slot;0;N/A;64,614 hits;"5.0""";480x854 pixels;512 MB RAM;MT6580;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - D470U;;;HSPA 21.1/5.76 Mbps;2016, November. Released 2016, November;Discontinued;146.3 x 73.7 x 9.8 mm (5.76 x 2.90 x 0.39 in);157 g (5.54 oz);Dual SIM (Mini-SIM);IPS LCD;5.0 inches, 68.9 cm(~63.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;4GB 512MB RAM;5 MP;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2000 mAh, removable;Black, Gold, White;;;;;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 12 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_vivo_6-8426.php;https://fdn2.gsmarena.com/vv/bigpic/blu-vivo6.jpg;BLU Vivo 6;Released 2016, November;170g, 7mm thickness;Android 6.0;64GB storage, microSDXC;12;0.1%;273,191 hits;"5.5""";1080x1920 pixels;4 GB RAM;Helio P10;3130 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 8, 20, 38, 39, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, November. Released 2016, November;Discontinued;154.3 x 74.9 x 7 mm (6.07 x 2.95 x 0.28 in);170 g (6.00 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~72.2% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);64GB 4GB RAM;13 MP, f/2.0, PDAF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Po 3130 mAh, non-removable;Gold, Rose gold;;eMMC 5.1;Corning Gorilla Glass 3;;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_xl2-8427.php;https://fdn2.gsmarena.com/vv/bigpic/blu-sxl2.jpg;BLU Studio XL2;Released 2016, November;200g, 9.1mm thickness;Android 6.0;16GB storage, microSDXC;14;N/A;177,897 hits;"6.0""";720x1280 pixels;2 GB RAM;MT6737;4900 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, November. Released 2016, November;Discontinued;165.7 x 83.6 x 9.1 mm (6.52 x 3.29 x 0.36 in);200 g (7.05 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;6.0 inches, 99.2 cm(~71.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 2GB RAM;13 MP, f/2.2, AF;LED flash, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 4900 mAh, non-removable;Gray, Gold, Rose Gold;;eMMC 5.0;;Studio XL 2;Up to 800 h (2G) / Up to 700 h (3G);Up to 68 h (2G) / Up to 46 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_studio_g_max-8428.php;https://fdn2.gsmarena.com/vv/bigpic/blu-sgm.jpg;BLU Studio G Max;Released 2016, November;146g, 8.1mm thickness;Android 6.0;8GB storage, microSDXC;3;N/A;82,583 hits;"5.2""";720x1280 pixels;1 GB RAM;MT6580;2300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2016, November. Released 2016, November;Discontinued;148.4 x 73.9 x 8.1 mm (5.84 x 2.91 x 0.32 in);146 g (5.15 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm(~68.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2300 mAh, non-removable;Gray, Gold, Pink;;;;;Up to 750 h (2G) / Up to 700 h (3G);Up to 25 h (2G) / Up to 14 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_studio_g_plus_hd-8429.php;https://fdn2.gsmarena.com/vv/bigpic/blu-sgphd.jpg;BLU Studio G Plus HD;Released 2016, November;189g, 8.9mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;66,023 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2016, November. Released 2016, November;Discontinued;148.7 x 77.4 x 8.9 mm (5.85 x 3.05 x 0.35 in);189 g (6.67 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~72.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;5 MP, AF;LED flash;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, non-removable;Gold, Gray, Rose Gold;;;;;Up to 625 h (3G);Up to 22 h (2G) / Up to 20 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_life_one_x2-8349.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-x2.jpg;BLU Life One X2;Released 2016, September;166g, 9.5mm thickness;Android 6.0.1;16GB/64GB storage, microSDXC;23;N/A;333,001 hits;"5.2""";1080x1920 pixels;2/4 GB RAM;Snapdragon 430;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, September. Released 2016, September;Discontinued;148 x 72.4 x 9.5 mm (5.83 x 2.85 x 0.37 in);166 g (5.86 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm(~69.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Android 6.0.1 (Marshmallow);Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 1.4 GHz Cortex-A53;Adreno 505;microSDXC;16GB 2GB RAM, 64GB 4GB RAM;16 MP, f/2.0, PDAF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity;Li-Po 3150 mAh, non-removable;Gray, Rose Gold;;eMMC 5.1;Corning Gorilla Glass 3;Life One X2;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_vivo_5r-8338.php;https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-5r.jpg;BLU Vivo 5R;Released 2016, September;166g, 8.3mm thickness;Android 6.0;32GB storage, microSDXC;22;N/A;323,668 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6753;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, September. Released 2016, September;Discontinued;154.5 x 75.6 x 8.3 mm (6.08 x 2.98 x 0.33 in);166 g (5.86 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~71.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (uses shared SIM slot);32GB 3GB RAM;"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF";LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3150 mAh, non-removable;Gray, Gold;;;;5R;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_pure_xr-8296.php;https://fdn2.gsmarena.com/vv/bigpic/blu-pure-xr.jpg;BLU Pure XR;Released 2016, August;147.2g, 7mm thickness;Android 6.0;64GB storage, microSDXC;24;N/A;241,540 hits;"5.5""";1080x1920 pixels;4 GB RAM;Helio P10;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, August. Released 2016, August;Discontinued;154.3 x 74.9 x 7 mm (6.07 x 2.95 x 0.28 in);147.2 g (5.19 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);AMOLED;5.5 inches, 83.4 cm(~72.2% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x1.9 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);64GB 4GB RAM;16 MP, f/1.8, PDAF, Laser AF;LED flash, HDR, panorama;1080p@30fps;"8 MP, 1/4""";;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity;Li-Po 3000 mAh, non-removable;Gray, Gold;;eMMC 5.1;Corning Gorilla Glass 3;;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);;;;;;;3D Touch display;;
https://www.gsmarena.com/blu_studio_g_hd_lte-8322.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-g-hd-lte.jpg;BLU Studio G HD LTE;Released 2016, August;145g, 9.4mm thickness;Android 6.0;8GB storage, microSDXC;2;N/A;102,643 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6737;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, August. Released 2016, August;Discontinued;145 x 72 x 9.4 mm (5.71 x 2.83 x 0.37 in);145 g (5.11 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.1 GHz Cortex-A53;Mali-T720;microSDXC;8GB 1GB RAM;5 MP, f/2.2, AF;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2200 mAh, removable;Black, Gold;;eMMC 5.0;;;Up to 550 h (2G) / Up to 400 h (3G);Up to 22 h (2G) / Up to 14 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_g2-8323.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-g2.jpg;BLU Studio G2;Released 2016, August;145g, 9.4mm thickness;Android 6.0;8GB storage, microSDXC;0;N/A;121,587 hits;"5.0""";480x854 pixels;512 MB RAM;MT6580;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2016, August. Released 2016, August;Discontinued;145 x 72 x 9.4 mm (5.71 x 2.83 x 0.37 in);145 g (5.11 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 512MB RAM;5 MP, AF;LED flash;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2200 mAh, removable;Black, Blue, Gold, White;;;;;Up to 550 h (2G) / Up to 400 h (3G);Up to 22 h (2G) / Up to 14 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_m_lte-8324.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-m-lte.jpg;BLU Studio M LTE;Released 2016, August;155g, 8.5mm thickness;Android 6.0;8GB storage, microSDXC;2;N/A;65,956 hits;"5.0""";480x854 pixels;1 GB RAM;MT6735;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, August. Released 2016, August;Discontinued;145 x 72.5 x 8.5 mm (5.71 x 2.85 x 0.33 in);155 g (5.47 oz);Dual SIM (Micro-SIM);IPS LCD;5.0 inches, 68.9 cm(~65.5% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6735 (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2300 mAh battery;Black, Blue, White;;;;;Up to 550 h (2G) / Up to 400 h (3G);Up to 23 h (2G) / Up to 54 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_c_8+8-8256.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c88.jpg;BLU Studio C 8+8;Released 2016, August;152g, 8.5mm thickness;Android 6.0;8GB storage, microSDXC;3;N/A;92,550 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100 - S270Q;;;HSPA 21.1/5.76 Mbps;2016, August. Released 2016, August;Discontinued;144.4 x 72.5 x 8.5 mm (5.69 x 2.85 x 0.33 in);152 g (5.36 oz);Dual SIM (Micro-SIM, dual stand-by);LCD;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Blue, Rose Gold, Bronze;;;;;Up to 775 h (2G) / Up to 650 h (3G);Up to 32 h (2G) / Up to 24 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_c_8+8_lte-8255.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c88.jpg;BLU Studio C 8+8 LTE;Released 2016, August;143g, 8.5mm thickness;Android 6.0;8GB storage, microSDXC;2;N/A;65,821 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, August. Released 2016, August;Discontinued;144.4 x 72.5 x 8.5 mm (5.69 x 2.85 x 0.33 in);143 g (5.04 oz);Dual SIM (Micro-SIM, dual stand-by);LCD;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6735 (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Black;;;;;Up to 750 h (2G) / Up to 650 h (3G);Up to 30 h (2G) / Up to 20 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_energy_diamond-8252.php;https://fdn2.gsmarena.com/vv/bigpic/blu-energy-diamond1.jpg;BLU Energy Diamond;Released 2016, August;184g, 12.7mm thickness;Android 6.0;8GB storage, microSDXC;3;N/A;100,728 hits;"5.0""";480x854 pixels;1 GB RAM;MT6580;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - E130U;;;HSPA 21.1/5.76 Mbps;2016, August. Released 2016, August;Discontinued;147.5 x 71.5 x 12.7 mm (5.81 x 2.81 x 0.5 in);184 g (6.49 oz);Dual SIM (Micro-SIM, dual stand-by);LCD;5.0 inches, 68.9 cm(~65.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;5 MP, AF;LED flash;720@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 4000 mAh, removable;Grey, White, Pink, Gold, Blue;;;;;Up to 900 h (2G) / Up to 875 h (3G);Up to 52 h (2G) / Up to 38 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_diamond_m-8251.php;https://fdn2.gsmarena.com/vv/bigpic/blu-diamond-m1.jpg;BLU Diamond M;Released 2016, August;162g, 12mm thickness;Android 6.0;4GB 512MB RAM storage, microSDXC slot;1;N/A;97,843 hits;"5.0""";480x854 pixels;512 MB RAM;MT6580;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - D210U;;;HSPA 21.1/5.76 Mbps;2016, August. Released 2016, August;Discontinued;144.5 x 71.5 x 12 mm (5.69 x 2.81 x 0.47 in);162 g (5.71 oz);Dual SIM (Micro-SIM, dual stand-by);LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;4GB 512MB RAM;5 MP;LED flash;720@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2200 mAh, removable;Grey, White, Pink, Gold, Blue;;;;;Up to 700 h (2G) / Up to 600 h (3G);Up to 26 h (2G) / Up to 14 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_energy_m-8253.php;https://fdn2.gsmarena.com/vv/bigpic/blu-energy-m.jpg;BLU Energy M;Released 2016, August;136g, 10.5mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;82,406 hits;"5.0""";480x854 pixels;1 GB RAM;MT6580;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - E110U;;;HSPA 21.1/5.76 Mbps;2016, August. Released 2016, August;Discontinued;146.5 x 73.2 x 10.5 mm (5.77 x 2.88 x 0.41 in);136 g (4.80 oz);Dual SIM (Micro-SIM, dual stand-by);LCD;5.0 inches, 68.9 cm(~64.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;5 MP, AF;LED flash;720@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 4000 mAh, removable;Grey, White, Pink, Gold, Blue;;;;;Up to 900 h (2G) / Up to 875 h (3G);Up to 52 h (2G) / Up to 38 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_neo_x_lte-8254.php;https://fdn2.gsmarena.com/vv/bigpic/blu-neo-x-lte.jpg;BLU Neo X LTE;Released 2016, August;169g, 7.5mm thickness;Android 6.0;8GB storage, microSDXC;0;N/A;53,887 hits;"5.0""";480x854 pixels;1 GB RAM;MT6735;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, August. Released 2016, August;Discontinued;146.1 x 73.8 x 7.5 mm (5.75 x 2.91 x 0.30 in);169 g (5.96 oz);Dual SIM (Micro-SIM, dual stand-by);LCD;5.0 inches, 68.9 cm(~63.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6735 (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720;microSDXC;8GB 1GB RAM;5 MP, AF;LED flash;720@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, removable;Black;;;;;Up to 700 h (2G) / Up to 600 h (3G);Up to 28 h (2G) / Up to 16 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_r1_hd-8171.php;https://fdn2.gsmarena.com/vv/bigpic/blu-r1-hd.jpg;BLU R1 HD;Released 2016, June;142g, 8.7mm thickness;Android 6.0;8GB/16GB storage, microSDXC;26;N/A;610,131 hits;"5.0""";720x1280 pixels;1/2 GB RAM;MT6735;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, June. Released 2016, June;Discontinued;143.5 x 72 x 8.7 mm (5.65 x 2.83 x 0.34 in);142 g (5.01 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;"8 MP, f/2.0, 1/4.0"", 1.12µm, AF";LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Midnight Black;;;Corning Gorilla Glass 3;R1 HD;Up to 600 h (2G) / Up to 500 h (3G);Up to 24 h (2G) / Up to 15 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_grand_5_5_hd-8188.php;https://fdn2.gsmarena.com/vv/bigpic/blu-grand-55-hd.jpg;BLU Grand 5.5 HD;Released 2016, July;188g, 9.6mm thickness;Android 6.0;8GB storage, microSDXC;7;N/A;183,927 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100 - G030U;;;HSPA 21.1/5.76 Mbps;2016, July. Released 2016, July;Discontinued;155.2 x 79 x 9.6 mm (6.11 x 3.11 x 0.38 in);188 g (6.63 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~68.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, removable;Black, Gold, White, Rose Gold;;;;GRAND 5.5 HD;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);LED flash;;;;;;;;
