Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;models;price;cam2features;memoryother;tbench;batlife;displayother;sar-us;optionalother;gprstext;edge;sar-eu;battalktime1;batstandby1;batmusicplayback1
https://www.gsmarena.com/motorola_wx160-2981.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-wx160.jpg;Motorola WX160;Released 2009, November;65g, 14.5mm thickness;Feature phone;No card slot;9;N/A;144,954 hits;"1.3""";64x96 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;;2009, October. Released 2009, November;Discontinued;106 x 46 x 14.5 mm (4.17 x 1.81 x 0.57 in);65 g (2.29 oz);;Mini-SIM;;Monochrome graphic with colour background;1.3 inches, 5.0 cm(~10.3% screen-to-body ratio);64 x 96 pixels, 3:2 ratio (~89 ppi density);;;;;;No;;No;;;;;No;No;No;;FM radio, RDS;Proprietary;;CalendarVoice memoPredictive text input;Removable Li-Ion 650 mAh battery;Black;;About 30 EUR;;;;;;1.08 W/kg (head)     0.58 W/kg (body);;No;No;;Up to 8 h;Up to 400 h;
https://www.gsmarena.com/motorola_motocubo_a45-2951.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-a45.jpg;Motorola Motocubo A45;Released 2009, October;110g, 16.6mm thickness;Feature phone;32MB storage, microSDHC slot;21;N/A;430,376 hits;"2.5""";320x240 pixels; ;;930 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2009, October. Released 2009, October;Discontinued;82 x 61.5 x 16.6 mm (3.23 x 2.42 x 0.65 in);110 g (3.88 oz);;Mini-SIM;;TFT, 256K colors;2.5 inches, 19.4 cm(~38.4% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~160 ppi density);;;;;;microSDHC (dedicated slot), 2 GB included;32MB;2 MP;;15-20fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS, recording;microUSB 2.0;;MP3/WAV/eAAC+ playerMP4/H.263 playerOrganizerVoice memo/dialPredictive text input;Removable Li-Ion 930 mAh battery (BN60);White;;About 100 EUR;;;;;;0.55 W/kg (head)     0.98 W/kg (body);;Class 10;Class 10;0.36 W/kg (head);Up to 8 h 30 min;Up to 350 h;
https://www.gsmarena.com/motorola_dext_mb220-2934.php;https://fdn2.gsmarena.com/vv/bigpic/moto-cliq.jpg;Motorola DEXT MB220;Released 2009, October;163g, 15.6mm thickness;Android 1.5;1GB 256MB RAM storage, microSDHC slot;25;N/A;1,166,862 hits;"3.1""";320x480 pixels;256 MB RAM;MSM7201A;1420 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1700 / 2100;;;HSPA 7.2/0.384 Mbps;2009, September. Released 2009, October;Discontinued;114 x 58 x 15.6 mm (4.49 x 2.28 x 0.61 in);163 g (5.75 oz);;Mini-SIM;;TFT, 256K colors (65K effective);3.1 inches, 28.6 cm(~43.3% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~186 ppi density);Corning Gorilla Glass;Android 1.5 (Cupcake);Qualcomm MSM7201A;528 MHz ARM 11;Adreno 130;microSDHC (dedicated slot), 2 GB included;1GB 256MB RAM;5 MP, AF;;320p@24fps;No;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;MP3/eAAC+/WAV/WMA9 playerMP4/H.264/WMV9 playerOrganizerDocument viewerVoice memo/dialPredictive text input;Removable Li-Ion 1420 mAh battery;Midnight Titanium, Winter White;;About 130 EUR;;;;;MOTOBLUR UI with Live Widgets;0.69 W/kg (head)     1.11 W/kg (body);;;;0.95 W/kg (head);Up to 6 h;Up to 320 h;
https://www.gsmarena.com/motorola_rokr_zn50-2866.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-rokr-zn50.jpg;Motorola ROKR ZN50;Released 2009;143g, 14.3mm thickness;Feature phone;microSDHC slot;20;N/A;451,580 hits;"3.2""";240x427 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 2100;;;HSPA 7.2/0.384 Mbps;2009, July. Released 2009;Discontinued;108.9 x 54 x 14.3 mm (4.29 x 2.13 x 0.56 in);143 g (5.04 oz);;Mini-SIM;;TFT resistive touchscreen, 256K colors;3.2 inches, 28.2 cm(~48.0% screen-to-body ratio);240 x 427 pixels, 16:9 ratio (~153 ppi density);;;;;;microSDHC (dedicated slot);;3.15 MP, AF;;Yes;VGA;;No;2.1, A2DP;GPS, A-GPS;;FM radio, RDS;miniUSB;Accelerometer;T-DMB2 TV tunerSKT T-Map NavigationMP3/eAAC+/WMA playerMP4/WMV/H.263 playerOrganizerVoice memoPredictive text input;Removable Li-Ion 950 mAh battery;Black;;About 140 EUR;;;;;;0.37 W/kg (head)     0.41 W/kg (body);SRS WOW HD technology;;;;Up to 4 h;Up to 200 h;Up to 30 h
https://www.gsmarena.com/motorola_karma_qa1-2862.php;https://fdn2.gsmarena.com/vv/bigpic/Motorola-QA1-for-ATT.jpg;Motorola Karma QA1;Released 2009, August;141g, 17.9mm thickness;Feature phone;100MB storage, microSDHC slot;14;N/A;326,388 hits;"2.5""";320x240 pixels; ;;1170 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;;;HSPA;2009, June. Released 2009, August;Discontinued;88 x 64 x 17.9 mm (3.46 x 2.52 x 0.70 in);141 g (4.97 oz);;Mini-SIM;;TFT, 256K colors;2.5 inches, 19.4 cm(~34.4% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~160 ppi density);;;;;;microSDHC (dedicated slot);100MB;2 MP;LED flash;@15fps;No;;No;2.0, A2DP;GPS, A-GPS;;No;microUSB 2.0;;MP3/eAAC+/RealAudio/XMF playerMP4/H.263 playerOrganizerVoice memo/dialPredictive text input;Removable Li-Ion 1170 mAh battery;Black;;About 110 EUR;;;;;Screensavers and wallpapers;0.55 W/kg (head)     1.25 W/kg (body);;;;0.34 W/kg (head);Up to 5 h 20 min (2G) / Up to 3 h 40 min (3G);Up to 347 h (2G) / Up to 312 h (3G);
https://www.gsmarena.com/motorola_l800t-2830.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-l800t.jpg;Motorola L800t;Released 2009;110g, 15mm thickness;Feature phone;64MB storage, no card slot;11;N/A;180,052 hits;"1.9""";176x220 pixels; ;;1130 mAh Li-Ion;GSM 900 / 1800 / 1900;TD-SCDMA;;;;2009, June. Released 2009;Discontinued;117 x 49 x 15 mm (4.61 x 1.93 x 0.59 in);110g (3.88 oz);;Mini-SIM;;TFT, 16M colors;1.9 inches, 11.4 cm(~19.8% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;No;64MB;2 MP;;Yes;Yes;;No;2.0, A2DP;No;;No;miniUSB 2.0;;MP3/AAC+ playerMP4/H.263 playerOrganizerPredictive text input;Removable Li-Ion 1130 mAh battery;Hyun Black Shadow;;About 100 EUR;;;;;ModeShift morphing keypad;1.26 W/kg (head)     0.41 W/kg (body);;Class 10;Class 10;0.89 W/kg (head);Up to 5 h;Up to 200 h;
https://www.gsmarena.com/motorola_w7_active_edition-2794.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-w7.jpg;Motorola W7 Active Edition;Released 2009, September;105g, 15mm thickness;Feature phone;30MB storage, microSDHC slot;17;N/A;255,834 hits;"2.2""";240x320 pixels; ;;910 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;UMTS 850 / 1900 / 2100;;;Yes, 384 kbps;2009, May. Released 2009, September;Discontinued;99 x 49 x 15 mm (3.90 x 1.93 x 0.59 in);105g (3.70 oz);;Mini-SIM;;TFT, 256K colors;2.2 inches, 15.0 cm(~30.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;microSDHC (dedicated slot);30MB;2 MP;;QCIF@15fps;VGA;;No;2.0, A2DP;No;;FM radio;miniUSB;Accelerometer;MP3/AAC+ playerOrganizerVoice memoFitness applicationsPedometerStopwatchMotoID music recognitionPush-to-TalkPredictive text input;Removable Li-Ion 910 mAh battery;Black, Licorice and Alpine White;;About 70 EUR;;;;;;1.45 W/kg (head)     0.80 W/kg (body);;;;1.31 W/kg (head);Up to 8 h (2G) / Up to 3 h 30 min (3G);Up to 300 h (2G) / Up to 300 h (3G);
https://www.gsmarena.com/motorola_rokr_w6-2786.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-motorokr-w6.jpg;Motorola ROKR W6;Released 2009, May;107g, 17.5mm thickness;Feature phone;20MB storage, microSD slot;15;N/A;444,262 hits;"1.9""";176x220 pixels; ;;880 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2009, April. Released 2009, May;Discontinued;99 x 46 x 17.5 mm (3.90 x 1.81 x 0.69 in);107 g (3.77 oz);;Mini-SIM;;TFT, 256K colors;1.9 inches, 11.4 cm(~24.9% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;microSD (dedicated slot);20MB;1.3 MP;;Yes;No;;No;2.0, A2DP;No;;No;miniUSB;;MP3/AAC+ playerOrganizerVoice memoFitness applicationsMotoID music recognitionPush-to-TalkVoice memoPredictive text input;Removable Li-Ion 880 mAh battery;;;About 70 EUR;;;;;Second external CSTN, 65K colors display (96 x 80 pixels);1.08 W/kg (head)     0.55 W/kg (body);Dedicated music key;Class 10;Class 10;0.76 W/kg (head);Up to 6 h 40 min;Up to 350 h;
https://www.gsmarena.com/motorola_mc55-2740.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-mc55.jpg;Motorola MC55;Released 2009, May;336g, 27mm thickness;Microsoft Windows Mobile 6.1 Professional;256MB 128MB RAM storage, microSDHC slot;22;N/A;390,643 hits;"3.5""";240x320 pixels;128 MB RAM;;2400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2009, March. Released 2009, May;Discontinued;152 x 77 x 27 mm, 85 cc (5.98 x 3.03 x 1.06 in);336 g (11.85 oz);;Mini-SIM;Shock resistantDrop-to-concrete resistance up to 1.2mBarcode scanner;TFT resistive touchscreen, 65k colors;3.5 inches, 37.9 cm(~32.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~114 ppi density);;Microsoft Windows Mobile 6.1 Professional;;520 MHz Intel PXA270;;microSDHC (dedicated slot);256MB 128MB RAM;2 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11 b/g;2.0;GPS, A-GPS;;No;1.1, OTG;;Push-to-talk serviceSnap-on magnetic stripe readerMP3/AAC playerVoice memo;Removable Li-Ion 2400 mAh battery;Black;;About 150 EUR;;;;;;;;Class 12;Class 12;;Up to 6 h;Up to 100 h;
https://www.gsmarena.com/motorola_zn300-2736.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-zn300.jpg;Motorola ZN300;Released 2009, May;103g, 15mm thickness;Linux / Java-based MOTOMAGX;8MB storage, microSDHC slot;15;N/A;439,484 hits;;240x320 pixels; ;;940 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2009, March. Released 2009, May;Discontinued;95.6 x 46 x 15 mm (3.76 x 1.81 x 0.59 in);103 g (3.63 oz);;Mini-SIM;;TFT, 256K colors;;240 x 320 pixels, 4:3 ratio;;Linux / Java-based MOTOMAGX;;;;microSDHC (dedicated slot);8MB;3.15 MP;flash;@15-20fps;No;;No;2.0, A2DP;No;;Stereo FM radio;2.0;;MP3/WMA/eAAC+ playerMP4/WMV/3gp playerOrganizerVoice memoVideo mixerFacebook, Myspace, YouTube and Photobucket apps;Removable Li-Ion 940 mAh battery;Black;;About 60 EUR;;;;;ModeShift morphing keypad;1.09 W/kg (head)     0.77 W/kg (body);;Class 10;Class 10;0.83 W/kg (head);Up to 7 h 30 min;Up to 400 h;
https://www.gsmarena.com/motorola_e11-2939.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-e11.jpg;Motorola E11;Released 2009, Q4;139g, 14.2mm thickness;Feature phone;microSD slot;18;N/A;242,593 hits;"2.8""";240x320 pixels; ;;910 mAh Li-Ion;GSM 900 / 1800;;;;;2009, September. Released 2009, Q4;Discontinued;108 x 57 x 14.2 mm (4.25 x 2.24 x 0.56 in);139 g (4.90 oz);;Mini-SIM;;TFT resistive touchscreen, 256K colors;2.8 inches, 24.3 cm(~39.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;;microSD (dedicated slot);;3.15 MP;;Yes;No;;No;2.0, A2DP;No;;No;miniUSB;;MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerVoice memoPredictive text input;Removable Li-Ion 910 mAh battery;Black;;About 120 EUR;;;;;Handwriting recognition3D User Interface;;;Class 10;Class 10;;Up to 5 h;Up to 210 h;
https://www.gsmarena.com/motorola_a3100-2622.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-a3100.jpg;Motorola A3100;Released 2009, March;119g, 13.7mm thickness;Microsoft Windows Mobile 6.1 Professional;256MB 128MB RAM storage, microSDHC slot;14;N/A;707,520 hits;"2.8""";240x320 pixels;128 MB RAM;MSM7201A;1170 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;;HSPA 7.2/0.384 Mbps;2009, January. Released 2009, March;Discontinued;110 x 59.7 x 13.7 mm (4.33 x 2.35 x 0.54 in);119 g (4.20 oz);;Mini-SIM;;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~37.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;Microsoft Windows Mobile 6.1 Professional;Qualcomm MSM7201A;528 MHz ARM 11;Adreno 130;microSDHC (dedicated slot);256MB 128MB RAM;3.15 MP, AF;LED flash;Yes;VGA videocall camera;;Wi-Fi 802.11 b/g;2.0, A2DP;GPS, A-GPS;;No;miniUSB;;Pocket OfficeVoice memoMP3/WMA/MP4/WMV player;Removable Li-Ion 1170 mAh battery;Black;;About 150 EUR;;;;;Handwriting recognition;1.31 W/kg (head)     1.33 W/kg (body);;;;0.93 W/kg (head);Up to 6 h 48 min;Up to 298 h;
https://www.gsmarena.com/motorola_a3000-2894.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-a3000.jpg;Motorola A3000;Released 2009, March;119g, 13.8mm thickness;Microsoft Windows Mobile 6.1 Professional;256MB 128MB RAM storage, microSDHC slot;15;N/A;192,006 hits;"2.8""";240x320 pixels;128 MB RAM;ESM7206A;1130 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2009, January. Released 2009, March;Discontinued;109 x 60 x 13.8 mm (4.29 x 2.36 x 0.54 in);119 g (4.20 oz);;Mini-SIM;Trackball;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~37.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;Microsoft Windows Mobile 6.1 Professional;Qualcomm ESM7206A;400 MHz ARM 11;Adreno 130;microSDHC (dedicated slot);256MB 128MB RAM;3.15 MP, AF;LED flash;Yes;No;;No;2.0, A2DP;GPS, A-GPS;;No;miniUSB;;Pocket Office/Editor )MP3/WMA/MP4/WMV playerVoice memoPredictive text input;Removable Li-Ion 1130 mAh battery;Black;;About 130 EUR;;;;;Handwriting recognition;1.31 W/kg (head)     1.33 W/kg (body);;Class 12;Class 12;0.93 W/kg (head);Up to 7 h;Up to 300 h;
https://www.gsmarena.com/motorola_tundra_va76r-2623.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-va76r.jpg;Motorola Tundra VA76r;Released 2009, January;107g, 24mm thickness;Linux / Java-based MOTOMAGX;100MB storage, microSDHC slot;15;N/A;286,141 hits;"2.2""";240x320 pixels; ;;1130 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;;;HSPA 3.6/0.384 Mbps;2009, January. Released 2009, January;Discontinued;98 x 53.8 x 24 mm, 140 cc (3.86 x 2.12 x 0.94 in);107 g (3.77 oz);;Mini-SIM;;TFT, 256K colors;2.2 inches, 15.0 cm(~28.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;Linux / Java-based MOTOMAGX;;;;microSDHC (dedicated slot);100MB;2 MP;;Yes;No;;No;2.0, A2DP;GPS, A-GPS;;No;2.0;;MP3/AAC/MP4 playerOrganizerVoice dialVoice memo;Removable Li-Ion 1130 mAh battery;Grey;;About 150 EUR;;;;;External display, 96 x 80 pixels, 1.05 inches;1.32 W/kg (head)     0.80 W/kg (body);;;;0.91 W/kg (head);Up to 5 h 16 min;Up to 480 h;
https://www.gsmarena.com/motorola_w233_renew-2624.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-w233-renew.jpg;Motorola W233 Renew;Released 2009, February;83g, 14.7mm thickness;Feature phone;microSD slot;12;N/A;212,454 hits;"1.6""";128x128 pixels; ;;;GSM 850 / 1900;;;;;2009, January. Released 2009, February;Discontinued;111 x 45 x 14.7 mm, 66.7 cc (4.37 x 1.77 x 0.58 in);83 g (2.93 oz);;Mini-SIM;;CSTN, 65K colors;1.6 inches, 8.3 cm(~16.5% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~113 ppi density);;;;;;microSD (dedicated slot);;No;;;;;No;No;No;;No;1.1;;Body made from recycled plasticCarbon neutral, 100% recyclableMP3 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion battery;Green;;About 50 EUR;;;;;;1.26 W/kg (head)     1.58 W/kg (body);;Class 10;No;;Up to 9 h;Up to 450 h;
https://www.gsmarena.com/motorola_cocktail_ve70-2821.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-ve70.jpg;Motorola COCKTAIL VE70;Released 2009;123g, 20mm thickness;Linux / Java-based MOTOMAGX;36MB storage, microSDHC slot;14;N/A;143,205 hits;"2.2""";240x320 pixels; ;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;HSPA 7.2/3.6 Mbps;2008, November. Released 2009;Discontinued;105 x 51 x 20 mm (4.13 x 2.01 x 0.79 in);123 g (4.34 oz);;Mini-SIM;;TFT, 256K colors;2.2 inches, 15.0 cm(~28.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;Linux / Java-based MOTOMAGX;;;;microSDHC (dedicated slot);36MB;2 MP;;Yes;No;;No;2.0, A2DP;No;;;2.0;;MP3/WAV/WMA/AAC+ playerMP4/WMV/H.263/H.263 playerPush to TalkOrganizerVoice memoPredictive text input;Removable Li-Ion 700 mAh battery (BC50);Mint, Tropical;;About 130 EUR;;;;;Navigation scroll wheel;;;Class 12;Class 12;;Up to 4 h 40 min;Up to 240 h;
https://www.gsmarena.com/motorola_ve66-2612.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-ve66.jpg;Motorola VE66;Released 2009, February;121g, 15.2mm thickness;Linux / Java-based MOTOMAGX;110MB 256MB ROM storage, microSD slot;15;N/A;455,723 hits;"2.2""";240x320 pixels; ;;810 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2008, November. Released 2009, February;Discontinued;103 x 49.5 x 15.2 mm, 68 cc (4.06 x 1.95 x 0.60 in);121 g (4.27 oz);;Mini-SIM;;TFT, 256K colors;2.2 inches, 15.0 cm(~29.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;Linux / Java-based MOTOMAGX;;500 MHz Freescale MXC275-30;;microSD (dedicated slot);110MB 256MB ROM;5 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11 b/g, DLNA;2.0, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;;WidgetsMP3/ WAV/ WMA/ AAC++ playerMP4/ WMV/ H.263/ H.263 playerPush to TalkOrganizerVoice memoPredictive text input;Removable Li-Ion 810 mAh battery;;;About 100 EUR;;;;;Navigation scroll wheelScreensavers and wallpapers;0.99 W/kg (head)     0.59 W/kg (body);;Class 12;Class 12;0.71 W/kg (head);Up to 6 h 40 min;Up to 400 h;
https://www.gsmarena.com/motorola_em35-2586.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-em35.jpg;Motorola EM35;Released 2009, Q1;116g, 16mm thickness;Linux / Java-based MOTOMAGX;110MB storage, microSDHC slot;14;N/A;269,975 hits;"2.2""";320x240 pixels; ;;810 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2008, October. Released 2009, Q1;Discontinued;107 x 49.5 x 16 mm, 71.5 cc (4.21 x 1.95 x 0.63 in);116 g (4.09 oz);;Mini-SIM;;TFT, 256K colors;2.2 inches, 15.0 cm(~28.3% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~182 ppi density);;Linux / Java-based MOTOMAGX;;;;microSDHC (dedicated slot);110MB;3.15 MP;;Yes;No;;No;1.5, A2DP;No;;Stereo FM radio, RDS;Proprietary;;MP3 playerOrganizerVoice memo;Removable Li-Ion 810 mAh battery;Black;;About 90 EUR;;;;;Navigation scroll wheelScreensavers and wallpapers;0.76 W/kg (head)     0.54 W/kg (body);Dedicated music keys;Class 12;Class 12;0.70 W/kg (head);Up to 6 h 40 min;Up to 400 h;
https://www.gsmarena.com/motorola_aura-2562.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-aura.jpg;Motorola Aura;Released 2008, December;141g, 18.6mm thickness;Feature phone;2GB storage, no card slot;51;0.2%;1,061,436 hits;"1.55""";480 pixels diameter; ;;810 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2008, October. Released 2008, December;Discontinued;96.9 x 47.6 x 18.6 mm (3.81 x 1.87 x 0.73 in);141 g (4.97 oz);;Mini-SIM;;TFT, 16M colors;1.55 inches, 7.7 cm(~16.8% screen-to-body ratio);480 pixels diameter, 1:1 ratio (~309 ppi density);;;;;;No;2GB;2 MP;;Yes;No;;No;2.0, A2DP;No;;No;2.0;;Stainless steel housing with chemically etched texturesAssisted-opening blade mechanism with carbon carbide coated main gearsMP3/WAV/WMA/AAC+ playerMP4/3gp playerVoice memoPredictive text input;Removable Li-Ion 810 mAh battery;Silver;;About 530 EUR;;;;;;0.43 W/kg (head)     0.76 W/kg (body);;Class 12;Class 12;0.32 W/kg (head);Up to 7 h 20 min;Up to 410 h;
https://www.gsmarena.com/motorola_q_11-2541.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-q-11.jpg;Motorola Q 11;Released 2008, December;115g, 11.7mm thickness;Microsoft Windows Mobile 6.1 Standard;64MB RAM storage, microSDHC slot;15;N/A;586,172 hits;"2.4""";320x240 pixels;64 MB RAM;;1170 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;;2008, October. Released 2008, December;Discontinued;117 x 64 x 11.7 mm, 85 cc (4.61 x 2.52 x 0.46 in);115 g (4.06 oz);;Mini-SIM;;TFT, 65K colors;2.4 inches, 17.8 cm(~23.8% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~167 ppi density);;Microsoft Windows Mobile 6.1 Standard;;Freescale ARM 7 LTE;;microSDHC (dedicated slot);64MB RAM, 128MB Flash;3.15 MP;LED flash;@15fps;No;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;No;microUSB 1.1;;MP3/AAC+/WAV/WMA playerMP4/3gp/MWV/H.264 playerVoice memo/dialPredictive text input;Removable Li-Ion 1170 mAh battery;Black;;About 150 EUR;;;;;5-way navigation buttonDownloadable wallpaper and screensavers;1.48 W/kg (head)     0.73 W/kg (body);;Class 10;Class 10;0.85 W/kg (head);Up to 7 h 30 min;Up to 195 h;
https://www.gsmarena.com/motorola_ve538-2532.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-ve538.jpg;Motorola VE538;Released 2009, January;83g, 16mm thickness;Feature phone;10MB storage, microSDHC slot;10;N/A;275,467 hits;"2.0""";240x320 pixels; ;;;GSM 900 / 1800 / 1900;UMTS 2100;;;Yes, 384 kbps;2008, September. Released 2009, January;Discontinued;107 x 46 x 16 mm, 65 cc (4.21 x 1.81 x 0.63 in);83 g (2.93 oz);;Mini-SIM;;TFT, 256K colors;2.0 inches, 12.4 cm(~25.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;;microSDHC (dedicated slot);10MB;2 MP;;Yes;VGA videocall camera;;No;1.2, A2DP;No;;No;2.0;;MP3/AAC+/WMA/WMV playerOrganizerVoice memo/dialPredictive text input;Removable Li-Ion battery;Black;;About 70 EUR;;;;;;1.23 W/kg (head)     0.58 W/kg (body);;;;1.63 W/kg (head);Up to 6 h;Up to 310 h;
https://www.gsmarena.com/motorola_razr2_v9x-2547.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-v9x.jpg;Motorola RAZR2 V9x;Released 2008, July;125g, 13mm thickness;Feature phone;45MB storage, microSDHC slot;25;0.1%;693,253 hits;"2.2""";240x320 pixels; ;;950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;;HSPA 3.6/0.384 Mbps;2008, July;Discontinued;103 x 53 x 13 mm (4.06 x 2.09 x 0.51 in);125 g (4.41 oz);;Mini-SIM;;TFT, 256K colors;2.2 inches, 15.0 cm(~27.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;microSDHC (dedicated slot);45MB;2 MP;;QCIF;No;;No;2.0, A2DP;GPS, A-GPS;;No;microUSB 2.0;;Video downloadMP3/AAC/AAC+ playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 950 mAh battery;Black;;About 130 EUR;;;;;Second external 256K colors, 2 inches display (240 x 320 pixels) with contextual touch interactionScreensavers and wallpapersDownloadable logos;0.61 W/kg (head)     0.79 W/kg (body);;;;0.42 W/kg (head);Up to 3 h 30 min;Up to 260 h;
https://www.gsmarena.com/motorola_zn200-2484.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-zn200.jpg;Motorola ZN200;Released 2008, August;115g, 15.9mm thickness;Linux / Java-based MOTOMAGX;30MB storage, microSD slot;14;N/A;490,625 hits;"1.9""";176x220 pixels; ;;;GSM 850 / 900 / 1800 / 1900;;;;;2008, August. Released 2008, August;Discontinued;105 x 47 x 15.9 mm (4.13 x 1.85 x 0.63 in);115 g (4.06 oz);;Mini-SIM;;TFT, 256K colors;1.9 inches, 11.4 cm(~23.0% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;Linux / Java-based MOTOMAGX;;;;microSD (dedicated slot);30MB;2 MP;;Yes;No;;No;2.0, A2DP;No;;FM radio, RDS;2.0;;MP3/WMA/eAAC+ playerMotoID music recognitionCrystalTalk TechnologyOrganizerVoice memo;Removable Li-Ion (BC50);Licorice, Pink;;About 80 EUR;;;;;ModeShift morphing keypad;0.67 W/kg (head)     0.69 W/kg (body);;Class 12;Class 12;0.85 W/kg (head);Up to 8 h 30 min;Up to 340 h;
