Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;chipset;cpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;price;os;gpu;memoryother;cam1features;cam2video;bodyother;net5g;displayprotection;displayother;cam2features;batstandby1;battalktime1;sar-us;build
https://www.gsmarena.com/energizer_hardcase_h500s-9242.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h500s.jpg;Energizer Hardcase H500S;Released 2018, February;142.5g, 10.3mm thickness;Android 7.0;16GB storage, microSDXC;0;N/A;78,083 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6737;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 40;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;2018, February;Available. Released 2018, February;145.4 x 75 x 10.3 mm (5.72 x 2.95 x 0.41 in);142.5 g (5.04 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);TFT;5.0 inches, 68.9 cm(~63.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDXC (uses shared SIM slot);16GB 2GB RAM;13 MP, AF;720p@30fps;5 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 3000 mAh, non-removable;Black;About 230 EUR;Android 7.0 (Nougat);Mali-T720;eMMC 5.0;LED flash;;IP68 dust/water resistant (up to 1.5m for 30 min);;Corning Gorilla Glass 3;;;Up to 300 h (3G);Up to 13 h (3G);0.44 W/kg (head)     1.65 W/kg (body);
https://www.gsmarena.com/energizer_energy_e500s-9241.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e500s.jpg;Energizer Energy E500S;Released 2018, August;127g, 8.6mm thickness;Android 8.0;8GB storage, microSDXC;1;N/A;89,057 hits;"5.0""";480x854 pixels;1 GB RAM;MT6737M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;2018, August;Available. Released 2018, August;139.8 x 71.5 x 8.6 mm (5.50 x 2.81 x 0.34 in);127 g (4.48 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);TFT;5.0 inches, 68.9 cm(~68.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Mediatek MT6737M (28 nm);Quad-core 1.1 GHz Cortex-A53;microSDXC (uses shared SIM slot);8GB 1GB RAM;8 MP;720p@30fps;5 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;;Li-Ion 2000 mAh, removable;Black;About 100 EUR;Android 8.0 (Oreo);Mali-T720MP2;eMMC 5.0;LED flash;;;;;;;Up to 200 h (3G);Up to 12 h (3G);;
https://www.gsmarena.com/energizer_energy_e500-9240.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e500.jpg;Energizer Energy E500;Released 2018, August;127g, 8.6mm thickness;Android Go;8GB storage, microSDHC;0;N/A;75,931 hits;"5.0""";480x854 pixels;1 GB RAM;MT6580M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;HSPA 42.2/11.5 Mbps;;;2018, August;Available. Released 2018, August;139.8 x 71.5 x 8.6 mm (5.50 x 2.81 x 0.34 in);127 g (4.48 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);TFT;5.0 inches, 68.9 cm(~68.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Mediatek MT6580M (28 nm);Quad-core 1.3 GHz Cortex-A7;microSDHC (uses shared SIM slot);8GB 1GB RAM;5 MP;480p@30fps;2 MP;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;;Li-Ion 2000 mAh, removable;Black;About 70 EUR;Android Go;Mali-400MP2;;LED flash;;;;;;;Up to 200 h (3G);Up to 12 h (3G);;
https://www.gsmarena.com/energizer_energy_e11-9239.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e10-.jpg;Energizer Energy E11;Released 2018, July;90g, 25.9mm thickness;Feature phone;4MB 4MB RAM storage, microSDHC slot;3;N/A;77,302 hits;"1.8""";128x160 pixels;4 MB RAM;MT6261D;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;Class 12;No;2018, July;Available. Released 2018, July;114 x 48 x 25.9 mm (4.49 x 1.89 x 1.02 in);90 g (3.17 oz);Hybrid Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;1.8 inches, 10.2 cm(~18.6% screen-to-body ratio);128 x 160 pixels (~114 ppi density);Mediatek MT6261D;;microSDHC;4MB 4MB RAM;VGA;No;VGA;No;2.0;No;No;FM radio;microUSB 2.0;;;Li-Ion 1800 mAh, removable;Black;About 20 EUR;;;;;;Flashlight;;;;;Up to 216 h (3G);Up to 12.5 h (3G);1.03 W/kg (head)     1.26 W/kg (body);
https://www.gsmarena.com/energizer_energy_e10+-9238.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e10-.jpg;Energizer Energy E10+;Released 2018, July;69g, 14.3mm thickness;Feature phone;4MB 4MB RAM storage, microSDHC slot;1;N/A;67,083 hits;"1.8""";128x160 pixels;4 MB RAM;MT6261D;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;Class 12;No;2018, July;Available. Released 2018, July;110 x 47 x 14.3 mm (4.33 x 1.85 x 0.56 in);69 g (2.43 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;1.8 inches, 10.2 cm(~19.7% screen-to-body ratio);128 x 160 pixels (~114 ppi density);Mediatek MT6261D;;microSDHC;4MB 4MB RAM;VGA;No;VGA;No;3.0;No;No;FM radio;microUSB 2.0;;;Li-Ion 1000 mAh, removable;Black;About 10 EUR;;;;;;Flashlight;;;;;Up to 125 h (3G);Up to 7 h (3G);0.60 W/kg (head)     0.95 W/kg (body);
https://www.gsmarena.com/energizer_power_max_p20-9195.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-power-max-p20.jpg;Energizer Power Max P20;Released 2018, August;130g, 17.5mm thickness;Feature phone;32MB 32MB RAM storage, microSDHC slot;13;N/A;129,803 hits;"2.8""";240x320 pixels;32 MB RAM;Spreadtrum SC6531E;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;Yes;No;2018, May;Available. Released 2018, August;136.5 x 55 x 17.5 mm (5.37 x 2.17 x 0.69 in);130 g (4.59 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);TFT, 256K colors;2.8 inches, 24.3 cm(~32.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Spreadtrum SC6531E;;microSDHC (uses shared SIM slot);32MB 32MB RAM;VGA;480p;No;No;4.0, A2DP, LE;No;No;FM radio;microUSB 2.0, USB (Reverse charging out);;;Li-Ion 4000 mAh battery;Black;About 40 EUR;;;;;;Flashlight;;;;;Up to 750 h (3G);Up to 40 h (3G);0.61 W/kg (head)     0.89 W/kg (body);
https://www.gsmarena.com/energizer_power_max_p16k_pro-9079.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-p600s.jpg;Energizer Power Max P16K Pro;Cancelled;350 g;Android 8.0;128GB storage, no card slot;113;N/A;510,695 hits;"5.99""";1080x2160 pixels;6 GB RAM;Helio P23;;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;2018, February;Cancelled;-;350 g (12.35 oz);Nano-SIM;IPS LCD;5.99 inches, 92.6 cm;1080 x 2160 pixels, 18:9 ratio (~403 ppi density);Mediatek MT6763T Helio P23 (16 nm);Octa-core 2.5 GHz Cortex-A53;No;128GB 6GB RAM;16 MP, PDAF13 MP;4K@30fps;13 MP5 MP, depth sensor;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Ion 16,000 mAh, non-removable;Black;;Android 8.0 (Oreo);Mali-G71 MP2;eMMC 5.1;Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;;;;;;;;;
https://www.gsmarena.com/energizer_hardcase_h240s-8981.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-h240s.jpg;Energizer Hardcase H240S;Released 2018, January;256g, 18.5mm thickness;Android 6.0;8GB storage, microSDHC;11;N/A;135,983 hits;"2.4""";240x320 pixels;1 GB RAM;MT6737M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 20, 28;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;2018, January;Available. Released 2018, January;132 x 56 x 18.5 mm (5.20 x 2.20 x 0.73 in);256 g (9.03 oz);Hybrid Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;2.4 inches, 17.8 cm(~24.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Mediatek MT6737M (28 nm);Quad-core 1.1 GHz Cortex-A53;microSDHC (uses shared SIM slot);8GB 1GB RAM;5 MP;Yes;No;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer;;Li-Ion 2000 mAh, removable;Black;About 120 EUR;Android 6.0 (Marshmallow);Mali-T720MP2;eMMC 5.0;LED flash;;IP68 dust/water resistant (up to 1.5m for 30 min);;;;;Up to 230 h (3G);Up to 5 h (3G);0.61 W/kg (head)     1.08 W/kg (body);
https://www.gsmarena.com/energizer_hardcase_h550s-8979.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-h550s.jpg;Energizer Hardcase H550S;Released 2018, January;203g, 11.1mm thickness;Android 7.0;32GB storage, microSDHC;7;N/A;146,767 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6750;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;2018, January;Available. Released 2018, January;158.8 x 80.7 x 11.1 mm (6.25 x 3.18 x 0.44 in);203 g (7.16 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~65.1% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);microSDHC (uses shared SIM slot);32GB 3GB RAM;16 MP, PDAF;1080p@30fps;8 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS, GLONASS;Yes;FM radio;USB Type-C;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Ion 4000 mAh, non-removable;Black;About 450 EUR;Android 7.0 (Nougat);Mali-T860MP2;eMMC 5.1;LED flash, HDR, panorama;;IP68 dust/water resistant (up to 1.5m for 30 min)MIL-STD-810G compliant;;Corning Gorilla Glass 3;;;Up to 400 h (3G);Up to 10 h (3G);0.24 W/kg (head)     1.79 W/kg (body);
https://www.gsmarena.com/energizer_power_max_p600s-8974.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-p600s.jpg;Energizer Power Max P600S;Released 2018, January;190g, 9.8mm thickness;Android 7.0;32GB/64GB storage, microSDXC;24;N/A;294,349 hits;"5.9""";1080x2160 pixels;3/6 GB RAM;Helio P25;4500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28, 38, 40;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;2018, January;Available. Released 2018, January;152.5 x 82 x 9.8 mm (6.00 x 3.23 x 0.39 in);190 g (6.70 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.9 inches, 89.8 cm(~71.8% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~409 ppi density);Mediatek MT6757CD Helio P25 (16 nm);Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53);microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 6GB RAM;13 MP, PDAF5 MP, f/2.4, (depth);4K@30fps;8 MP;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;USB Type-C;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Ion 4500 mAh, non-removable;Black (32/3GB), Blue (64/6GB);About 360 EUR;Android 7.0 (Nougat);Mali-T880MP2;;Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;;;;;;Up to 400 h (3G);Up to 12 h (3G);;Glass front, plastic back, aluminum frame
https://www.gsmarena.com/energizer_power_max_p550s-8975.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-p550s.jpg;Energizer Power Max P550S;Released 2017, December;203g, 9.4mm thickness;Android 7.0;16GB storage, microSDXC;5;N/A;95,957 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6737;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;;;2017, December;Available. Released 2017, December;154.3 x 78.3 x 9.4 mm (6.07 x 3.08 x 0.37 in);203 g (7.16 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~69.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDXC (uses shared SIM slot);16GB 2GB RAM;13 MP, AF;720p@30fps;5 MP;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Ion 5000 mAh, non-removable;Black;About 190 EUR;Android 7.0 (Nougat);Mali-T720;eMMC 5.0;LED flash, panorama, HDR;;;;;;;Up to 500 h (3G);Up to 5 h (3G);0.16 W/kg (head)     1.74 W/kg (body);Glass front, aluminum back, aluminum frame
https://www.gsmarena.com/energizer_energy_s550-8976.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-s550.jpg;Energizer Energy S550;Released 2017, December;180g, 8.8mm thickness;Android 6.0;8GB storage, microSDXC;2;N/A;72,991 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6737;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;2017, December;Available. Released 2017, December;154.8 x 78.2 x 8.8 mm (6.09 x 3.08 x 0.35 in);180 g (6.35 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~68.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDXC (uses shared SIM slot);8GB 1GB RAM;13 MP, AF;720p@30fps;5 MP;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 3000 mAh, non-removable;Black;About 120 EUR;Android 6.0 (Marshmallow);Mali-T720;eMMC 5.0;LED flash;;;;;;;Up to 400 h (3G);Up to 10 h (3G);0.28 W/kg (head)     1.23 W/kg (body);
https://www.gsmarena.com/energizer_energy_s500e-8977.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-s500e.jpg;Energizer Energy S500E;Released 2017, December;167g, 8.9mm thickness;Android 6.0;8GB storage, microSDXC;0;N/A;70,624 hits;"5.0""";480x854 pixels;1 GB RAM;MT6580;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;;;2017, December;Available. Released 2017, December;145.5 x 74.8 x 8.9 mm (5.73 x 2.94 x 0.35 in);167 g (5.89 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);TN TFT;5.0 inches, 68.9 cm(~63.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;microSDXC (uses shared SIM slot);8GB 1GB RAM;5 MP;480p@30fps;2 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;;Li-Ion 2000 mAh, removable;Black;About 80 EUR;Android 6.0 (Marshmallow);Mali-400MP2;;LED flash;;;;;;;Up to 333 h (3G);Up to 8 h (3G);0.74 W/kg (head)     1.43 W/kg (body);Glass front, plastic back, plastic frame
https://www.gsmarena.com/energizer_energy_e520_lte-8978.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e520.jpg;Energizer Energy E520 LTE;Released 2017, September;206g, 11.1mm thickness;Android 6.0;16GB storage, microSDHC;0;N/A;75,698 hits;"5.2""";720x1280 pixels;2 GB RAM;MT6737;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;2017, September;Available. Released 2017, September;150.8 x 76.2 x 11.1 mm (5.94 x 3.00 x 0.44 in);206 g (7.27 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm(~64.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDHC (uses shared SIM slot);16GB 2GB RAM;13 MP, AF;1080p@30fps;5 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Ion 4000 mAh, non-removable;Black;About 330 EUR;Android 6.0 (Marshmallow);Mali-T720;eMMC 5.0;LED flash, HDR, panorama;;IP68 dust/water resistant (up to 1.5m for 30 min)MIL-STD-810G compliant;;Corning Gorilla Glass 3;;;Up to 220 h (3G);Up to 15 h (3G);0.26 W/kg (head)     0.60 W/kg (body);
https://www.gsmarena.com/energizer_energy_100_(2017)-8982.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-100-2017.jpg;Energizer Energy 100 (2017);Released 2017, June;112g, 15mm thickness;Feature phone;microSDHC slot;1;N/A;66,705 hits;"2.4""";240x320 pixels; ;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;Yes;No;2017, June;Available. Released 2017, June;129 x 63 x 15 mm (5.08 x 2.48 x 0.59 in);112 g (3.95 oz);Hybrid Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;2.4 inches, 17.8 cm(~21.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;microSDHC (uses shared SIM slot);;VGA;No;No;No;2.1, A2DP;No;No;FM radio;microUSB 2.0;;;Li-Ion 1500 mAh, removable;Black;About 50 EUR;;;;;;IP54, dust and water resistant;;;;;Up to 300 h (3G);Up to 11 h (3G);0.27 W/kg (head)     0.54 W/kg (body);
https://www.gsmarena.com/energizer_energy_400_lte-8980.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-400.jpg;Energizer Energy 400 LTE;Released 2017, Q3;204g, 15mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;82,297 hits;"4.0""";480x800 pixels;1 GB RAM;MT6737M;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20;HSPA, LTE;;;2017, Q3;Available. Released 2017, Q3;134 x 72 x 15 mm (5.28 x 2.83 x 0.59 in);204 g (7.20 oz);Hybrid Dual SIM (Micro-SIM, dual stand-by);TN TFT;4.0 inches, 45.5 cm(~47.2% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Mediatek MT6737M (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDXC (uses shared SIM slot);8GB 1GB RAM;8 MP, AF;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;;Li-Ion 2500 mAh battery;Black;About 180 EUR;Android 6.0 (Marshmallow);Mali-T720MP2;eMMC 5.0;LED flash, HDR;;IP67 dust/water resistant (up to 1m for 30 min);;Asahi Dragontrail Glass;;;Up to 420 h (3G);Up to 16 h (3G);0.64 W/kg (head)     1.52 W/kg (body);
