Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;net5g;speed;cam2features;optionalother;price;displayprotection;models;displayother;tbench;batlife;sar-us;featuresother;sar-eu
https://www.gsmarena.com/oneplus_6t-9350.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-6t-thunder-purple.jpg;OnePlus 6T;Released 2018, November 01;185g, 8.2mm thickness;Android 9.0, up to 11, OxygenOS 11.1.1.1;128GB/256GB storage, no card slot;744;5.9%;6,350,297 hits;"6.41""";1080x2340 pixels;6/8 GB RAM;Snapdragon 845;3700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 46, 66, 71 - Europe, North America;;;2018, October 29;Available. Released 2018, November 01;157.5 x 74.8 x 8.2 mm (6.20 x 2.94 x 0.32 in);185 g (6.53 oz);Glass front (Gorilla Glass 6), glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Optic AMOLED;6.41 inches, 100.9 cm(~85.6% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density);Android 9.0 (Pie), upgradable to Android 11, OxygenOS 11.1.1.1;Qualcomm SDM845 Snapdragon 845 (10 nm);Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Adreno 630;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;UFS 2.1;"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF, OIS20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS;"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, aptX HD, LE;GPS, GLONASS, BDS, GALILEO;Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 3700 mAh, non-removable;Thunder Purple, Mirror Black, Midnight Black;;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps;Auto-HDR, gyro-EIS;Dirac HD sound;About 430 EUR;Corning Gorilla Glass 6;A6010, A6013;;AnTuTu: 293994 (v7)GeekBench: 8977 (v4.4)GFXBench: 31fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_6-9109.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-6-red.jpg;OnePlus 6;Released 2018, May 17;177g, 7.8mm thickness;Android 8.1, up to 11, OxygenOS 11.1.1.1;64GB/128GB/256GB storage, no card slot;1568;5.1%;10,272,892 hits;"6.28""";1080x2280 pixels;6/8 GB RAM;Snapdragon 845;3300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 66, 71 - Europe, North America;;;2018, May 16;Available. Released 2018, May 17;155.7 x 75.4 x 7.8 mm (6.13 x 2.97 x 0.31 in);177 g (6.24 oz);Glass front (Gorilla Glass 5), glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);Water-repellent coating;Optic AMOLED;6.28 inches, 98.4 cm(~83.8% screen-to-body ratio);1080 x 2280 pixels, 19:9 ratio (~402 ppi density);Android 8.1 (Oreo), upgradable to Android 11, OxygenOS 11.1.1.1;Qualcomm SDM845 Snapdragon 845 (10 nm);Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Adreno 630;No;64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;UFS 2.1;"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF, OIS20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR;"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, LE, aptX HD;GPS, GLONASS, BDS, GALILEO;Yes;No;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 3300 mAh, non-removable;Midnight Black, Mirror Black, Silk White, Amber Red;;HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps;Auto-HDR, gyro-EIS;Dirac HD sound;About 410 EUR;Corning Gorilla Glass 5;A6000, A6003;;AnTuTu: 264200 (v7)GeekBench: 9011 (v4.4)GFXBench: 33fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_5t-8912.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-5t.jpg;OnePlus 5T;Released 2017, November 21;162g, 7.3mm thickness;Android 7.1.1, up to 10, OxygenOS 10.0.0;64GB/128GB storage, no card slot;1150;2.9%;9,007,584 hits;"6.01""";1080x2160 pixels;6/8 GB RAM;Snapdragon 835;3300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 66;;;2017, November 16. Released 2017, November 21;Discontinued;156.1 x 75 x 7.3 mm (6.15 x 2.95 x 0.29 in);162 g (5.71 oz);Glass front (Gorilla Glass 5), aluminum back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Optic AMOLED;6.01 inches, 93.7 cm(~80.0% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~401 ppi density);Android 7.1.1 (Nougat), upgradable to Android 10, OxygenOS 10.0.0;Qualcomm MSM8998 Snapdragon 835 (10 nm);Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo);Adreno 540;No;64GB 6GB RAM, 128GB 8GB RAM;UFS 2.1;"16 MP, f/1.7, 27mm (wide), 1/2.8"", 1.12µm, PDAF20 MP, f/1.7, 27mm (wide), 1/2.8"", 1.0µm, AF, PDAF";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60fps, 720p@30/120fps, Auto HDR;"16 MP, f/2.0, 20mm (wide), 1/3.06"", 1.0µm";1080p (gyro-EIS);Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, LE, aptX HD;GPS, GLONASS, BDS, GALILEO;Yes;No;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 3300 mAh, non-removable;Midnight Black, Lava Red, Sandstone White;;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps;Auto-HDR;Dirac HD sound;About 840 EUR;Corning Gorilla Glass 5;A5010;;AnTuTu: 207072 (v7), 260352 (v8)GeekBench: 6759 (v4.4), 1705 (v5.1)GFXBench: 24fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_5-8647.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-5.jpg;OnePlus 5;Released 2017, June;153g, 7.3mm thickness;Android 7.1.1, up to 10, OxygenOS 10.0.0;64GB/128GB storage, no card slot;1396;2.7%;13,628,939 hits;"5.5""";1080x1920 pixels;6/8 GB RAM;Snapdragon 835;3300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66;;;2017, June. Released 2017, June;Discontinued;154.2 x 74.1 x 7.3 mm (6.07 x 2.92 x 0.29 in);153 g (5.40 oz);Glass front (Gorilla Glass 5), aluminum back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Optic AMOLED;5.5 inches, 83.4 cm(~73.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 7.1.1 (Nougat), upgradable to Android 10, OxygenOS 10.0.0;Qualcomm MSM8998 Snapdragon 835 (10 nm);Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo);Adreno 540;No;64GB 6GB RAM, 128GB 8GB RAM;;"16 MP, f/1.7, 24mm (wide), 1/2.8"", 1.12µm, PDAF20 MP, f/2.6, 36mm (standard), 1/2.8"", 1.0µm, 1.6x optical zoom, AF";HDR, panorama, dual-LED flash;4K@30fps, 1080p@30/60fps, 720p@30/120/480fps, Auto HDR;"16 MP, f/2.0, 20mm (wide), 1/3.06"", 1.0µm";1080p (gyro-EIS);Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA;5.0, A2DP, LE, aptX HD;GPS, GLONASS, BDS, GALILEO;Yes;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Po 3300 mAh, non-removable;Midnight Black, Slate Gray;;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps;Auto-HDR;Dirac HD sound;About 500 EUR;Corning Gorilla Glass 5;A5000;;GeekBench: 6604 (v4.4)GFXBench: 24fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_3t-8416.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-3t-.jpg;OnePlus 3T;Released 2016, November;158g, 7.4mm thickness;Android 6.0.1, up to Android 9.0;64GB/128GB storage, no card slot;1398;1.5%;10,881,511 hits;"5.5""";1080x1920 pixels;6 GB RAM;Snapdragon 821;3400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - North America;1, 2, 4, 5, 7, 8, 12, 17, 30 - North America;;;2016, November. Released 2016, November;Discontinued;152.7 x 74.7 x 7.4 mm (6.01 x 2.94 x 0.29 in);158 g (5.57 oz);Glass front (Gorilla Glass 4), aluminum back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Optic AMOLED;5.5 inches, 83.4 cm(~73.1% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0.1 (Marshmallow), upgradable to Android 9.0 (Pie);Qualcomm MSM8996 Snapdragon 821 (14 nm);Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo);Adreno 530;No;64GB 6GB RAM, 128GB 6GB RAM;;"16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF, OIS";LED flash, panorama, HDR;4K@30fps, 1080p@30/60fps, 720p@120fps, Auto HDR;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA;4.2, A2DP, aptX HD, LE;GPS, GLONASS, BDS;Yes;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3400 mAh, non-removable;Gunmetal, Soft Gold, Midnight Black;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;About 440 EUR;Corning Gorilla Glass 4;A3010, A3003;;AnTuTu: 171678 (v7)GFXBench: 20fps (ES 3.1 onscreen);;0.99 W/kg (head)     0.65 W/kg (body);;
https://www.gsmarena.com/oneplus_3-7995.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-3-.jpg;OnePlus 3;Released 2016, June;158g, 7.4mm thickness;Android 6.0.1, up to Android 9.0;64GB storage, no card slot;1931;1.3%;19,582,300 hits;"5.5""";1080x1920 pixels;6 GB RAM;Snapdragon 820;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 38, 40;;;2016, June. Released 2016, June;Discontinued;152.7 x 74.7 x 7.4 mm (6.01 x 2.94 x 0.29 in);158 g (5.57 oz);Glass front (Gorilla Glass 4), aluminum back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Optic AMOLED;5.5 inches, 83.4 cm(~73.1% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0.1 (Marshmallow), upgradable to Android 9.0 (Pie);Qualcomm MSM8996 Snapdragon 820 (14 nm);Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo);Adreno 530;No;64GB 6GB RAM;;"16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF, OIS";LED flash, panorama, HDR;4K@30fps, 1080p@30/60fps, 720p@120fps, Auto HDR;"8 MP, f/2.0, 1/3.2"", 1.4µm";;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA;4.2, A2DP, LE, aptX HD;GPS, GLONASS, BDS;Yes;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3000 mAh, non-removable;Graphite, soft gold;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;About 400 EUR;Corning Gorilla Glass 4;A3003, A3000, SM-A3000;;Basemark OS II 2.0: 2365Basemark X: 32715;;;;0.39 W/kg (head)     0.32 W/kg (body)
https://www.gsmarena.com/oneplus_x-7630.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-x.jpg;OnePlus X;Released 2015, November;138g / 160g, 6.9mm thickness;Android 5.1.1, up to 6.0.1, OxygenOS 2.2.3;16GB storage, microSDXC;696;0.7%;12,255,584 hits;"5.0""";1080x1920 pixels;3 GB RAM;Snapdragon 801;2525 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Europe;1, 3, 5, 7, 8, 20, 38, 40 - Europe;;;2015, October. Released 2015, November;Discontinued;140 x 69 x 6.9 mm (5.51 x 2.72 x 0.27 in);138 g / 160 g (4.87 oz);Glass front (Gorilla Glass 3), glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;AMOLED;5.0 inches, 68.9 cm(~71.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), OxygenOS 2.2.3;Qualcomm Snapdragon 801 (28 nm);Quad-core 2.3 GHz Krait 400;Adreno 330;microSDXC (uses shared SIM slot);16GB 3GB RAM;eMMC 5.0;"13 MP, f/2.2, 1/3.1"", 1.14µm, PDAF";LED flash, panorama, HDR;1080p@30fps, 720p@120fps;8 MP, f/2.4;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Po 2525 mAh, non-removable;Onyx, Ceramic, Champagne;;HSPA, LTE;;;About 270 EUR;Corning Gorilla Glass 3;ONE E1003, ONE E1001, ONE E1005;;Basemark OS II 2.0: 1213Basemark X: 10572;;1.11 W/kg (head)     1.11 W/kg (body);;0.32 W/kg (head)     0.42 W/kg (body)
https://www.gsmarena.com/oneplus_2-6902.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-two.jpg;OnePlus 2;Released 2015, August;175g, 9.9mm thickness;Android 5.1, up to 6.0.1, Oxygen 3.5.6 UI;16GB/64GB storage, no card slot;1194;0.9%;17,506,095 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;Snapdragon 810;3300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 40, 41;;;2015, July. Released 2015, August;Discontinued;151.8 x 74.9 x 9.9 mm (5.98 x 2.95 x 0.39 in);175 g (6.17 oz);Glass front (Gorilla Glass 3), plastic back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~73.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), Oxygen 3.5.6 UI;Qualcomm MSM8994 Snapdragon 810 (20 nm);Octa-core (4x1.56 GHz Cortex-A53 & 4x1.82 GHz Cortex-A57);Adreno 430;No;16GB 3GB RAM, 64GB 4GB RAM;eMMC 5.0;"13 MP, f/2.0, 1/2.6"", 1.3µm, Laser AF, OIS";Dual-LED flash, panorama, HDR;4K@30fps, 4K(DCI)@24fps, 1080p@60fps, 720p@120fps, HDR, stereo sound rec.;5 MP, f/2.4;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot;4.1, A2DP;GPS, GLONASS;No;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Po 3300 mAh, non-removable;Sandstone Black;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;About 300 EUR;Corning Gorilla Glass 3;ONE A2003, ONE A2005, ONE A2001;;Basemark OS II 2.0: 1622Basemark X: 21937;;;;0.43 W/kg (head)     0.20 W/kg (body)
https://www.gsmarena.com/oneplus_one-6327.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-one.jpg;OnePlus One;Released 2014, June;162g, 8.9mm thickness;Android 4.4.2, up to 6.0.1;16GB/64GB storage, no card slot;1572;1.3%;20,734,477 hits;"5.5""";1080x1920 pixels;3 GB RAM;Snapdragon 801;3100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 3, 4, 7, 17, 38, 40;;;2014, April. Released 2014, June;Discontinued;152.9 x 75.9 x 8.9 mm (6.02 x 2.99 x 0.35 in);162 g (5.71 oz);Glass front (Gorilla Glass 3), plastic back, plastic frame;Micro-SIM;;IPS LCD;5.5 inches, 83.4 cm(~71.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 4.4.2 (KitKat), upgradable to 6.0.1 (Marshmallow);Qualcomm MSM8974AC Snapdragon 801 (28 nm);Quad-core 2.5 GHz Krait 400;Adreno 330;No;16GB 3GB RAM, 64GB 3GB RAM;eMMC 5.0;"13 MP, f/2.0, 1/3.1"", 1.12µm, AF";Dual-LED flash, panorama, HDR;4K@30fps, 4K(DCI)@24fps, 1080p@60fps, 720p@120fps, HDR, stereo sound rec.;5 MP, f/2.0;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot;4.1, A2DP;GPS, GLONASS;Yes;No;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 3100 mAh, non-removable;Silk White, Sandstone Black;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;About 250 EUR;Corning Gorilla Glass 3;A0001;CyanogenMod 13Oxygen 2.1.4;Basemark OS II 2.0: 1230Basemark X: 13129;;0.62 W/kg (head)     0.75 W/kg (body);ANT+;
https://www.gsmarena.com/oneplus_nord_2_lite-11530.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-ce-2-lite-5g-0.jpg;OnePlus Nord 2 Lite;Cancelled;195g, 8.5mm thickness;Android 12, OxygenOS 12.1;128GB storage, microSDXC;7;0.2%;46,016 hits;"6.59""";1080x2412 pixels;8 GB RAM;Snapdragon 695 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;;;Not announced yet;Cancelled;164.3 x 75.6 x 8.5 mm (6.47 x 2.98 x 0.33 in);195 g (6.88 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 120Hz;6.59 inches, 104.5 cm(~84.1% screen-to-body ratio);1080 x 2412 pixels, 20:9 ratio (~401 ppi density);Android 12, OxygenOS 12.1;Qualcomm SM6375 Snapdragon 695 5G (6 nm);Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);Adreno 619;microSDXC (uses shared SIM slot);128GB 8GB RAM;UFS 2.2;64 MP, f/1.7, 26mm (wide), 0.7µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, (wide), 1/3.0"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS, GLONASS, GALILEO, BDS, QZSS;Yes;Unspecified;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Black Dusk, Blue Tide;SA/NSA;HSPA, LTE-A (CA), 5G;HDR;;;;;;;;;;
https://www.gsmarena.com/oneplus_9e-10746.php;https://fdn2.gsmarena.com/vv/bigpic/smartphone.jpg;OnePlus 9E;Cancelled;;Android 11;128GB storage, microSDXC;34;0.1%;215,592 hits;"6.5""";1080x2400 pixels;8 GB RAM;Snapdragon 690 5G;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;;;Not announced yet;Cancelled;-;-;;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz;6.5 inches, 102.0 cm;1080 x 2400 pixels, 20:9 ratio (~405 ppi density);Android 11;Qualcomm SM6350 Snapdragon 690 5G (8 nm);Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver);Adreno 619L;microSDXC;128GB 8GB RAM;UFS;"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.3, 119˚ (ultrawide)2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)";LED flash, HDR, panorama;"4K@30fps, 1080p@30/60/120fps; gyro-EIS";16 MP;1080p@30/60fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;"Blue; other colours";SA/NSA;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1024/150 Mbps, 5G;HDR;;;;;;;;;;
