Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;battalktime1;colors;price;net3g;net4g;speed;gpu;cam1features;memoryother;featuresother;cam2features;optionalother;batstandby1;tbench;batlife;displayprotection;models;sar-eu;batmusicplayback1;displayother;sar-us
https://www.gsmarena.com/acer_chromebook_tab_10-9139.php;https://fdn2.gsmarena.com/vv/bigpic/acer-chromebook-tab-10.jpg;Acer Chromebook Tab 10;Released 2018, July;544.3g, 9.9mm thickness;Chrome OS;32GB storage, microSDXC;24;0.3%;379,607 hits;"9.7""";1536x2048 pixels;4 GB RAM;Rockchip RK3399;4500 mAh Li-Po;N/A;No;No;2018, March;Available. Released 2018, July;238.3 x 172.2 x 9.9 mm (9.38 x 6.78 x 0.39 in);544.3 g (1.20 lb);No;Stylus;IPS LCD;9.7 inches, 291.4 cm(~71.0% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);Chrome OS;Rockchip RK3399;Hexa-core (4x Cortex-A53 & 2x Cortex-A72);microSDXC (dedicated slot);32GB 4GB RAM;5 MP;720p;2 MP;;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP, LE;;No;No;USB Type-C 3.1;Accelerometer;Li-Po 4500 mAh, non-removable (34 Wh);Up to 9 h (multimedia);Black, Blue;About 330 EUR;;;;;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_talk_s-8306.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-talk-s.jpg;Acer Iconia Talk S;Released 2016, October;260g, 9.4mm thickness;Android 6.0;16GB/32GB storage, microSDXC;22;0.2%;565,224 hits;"7.0""";720x1280 pixels;2 GB RAM;MT8735;3400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2016, August. Released 2016, October;Discontinued;191.7 x 101 x 9.4 mm (7.55 x 3.98 x 0.37 in);260 g (9.17 oz);Dual SIM (Micro-SIM/Nano-SIM);;IPS LCD;7.0 inches, 135.1 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~210 ppi density);Android 6.0 (Marshmallow);Mediatek MT8735;Quad-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM;13 MP, AF;1080p@30fps;2 MP;720p;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 3400 mAh, non-removable (12.92 Wh);Up to 9 h (multimedia);Black;About 170 EUR;HSDPA 850 / 1900 / 2100;1, 3, 7, 8, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;Mali-T720MP2;HDR, panorama;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_z6_plus-8305.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z6-plus.jpg;Acer Liquid Z6 Plus;Released 2016, December;169g, 8.5mm thickness;Android 6.0;32GB storage, microSDXC;45;0.2%;716,311 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6753;4080 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2016, August. Released 2016, December;Discontinued;153.8 x 75.6 x 8.5 mm (6.06 x 2.98 x 0.33 in);169 g (5.96 oz);Single SIM (Micro-SIM) or Hybrid Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~71.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;microSDXC (uses shared SIM slot);32GB 3GB RAM;13 MP, AF;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, proximity;Li-Po 4080 mAh, non-removable;;Black, White;About 250 EUR;HSDPA;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;Mali-T720MP3;LED flash, HDR, panorama;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_z6-8304.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z6.jpg;Acer Liquid Z6;Released 2016, December;126g, 8.5mm thickness;Android 6.0;8GB storage, microSDXC;4;0.1%;287,652 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6737;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2016, August. Released 2016, December;Discontinued;145.5 x 72.5 x 8.5 mm (5.73 x 2.85 x 0.33 in);126 g (4.44 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~65.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.25 GHz Cortex-A53;microSDXC;8GB 1GB RAM;8 MP, AF;Yes;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;;Black, White;About 120 EUR;HSDPA;LTE (unspecified);HSPA, LTE;Mali-T720MP2;LED flash, HDR, panorama;eMMC 5.0;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_10_a3_a40-8080.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-10-a3-a40.jpg;Acer Iconia Tab 10 A3-A40;Released 2016, June;8.9mm thickness;Android 6.0;16GB/32GB/64GB storage, microSDXC;19;0.1%;386,880 hits;"10.1""";1920x1200 pixels;2 GB RAM;MT8163A;6100 mAh Li-Ion;N/A;No;No;2016, April. Released 2016, June;Discontinued;259 x 167 x 8.9 mm (10.20 x 6.57 x 0.35 in);-;No;;IPS LCD;10.1 inches, 295.8 cm(~68.4% screen-to-body ratio);1920 x 1200 pixels, 16:10 ratio (~224 ppi density);Android 6.0 (Marshmallow);Mediatek MT8163A;Quad-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM;5 MP;1080p@30fps;2 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band;4.0, A2DP;;No;No;microUSB 2.0;Accelerometer;Li-Ion 6100 mAh, non-removable;;Black;About 230 EUR;;;;Mali-T720 MP2;;;HDMI;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_x2-8034.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-x2-1.jpg;Acer Liquid X2;Released 2016, February;166g, 8.5mm thickness;Android 5.1;32GB storage, microSDHC;60;0.1%;646,967 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;4020 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2015, April. Released 2016, February;Discontinued;153.3 x 78.8 x 8.5 mm (6.04 x 3.10 x 0.33 in);166 g (5.86 oz);Triple SIM (Micro-SIM);;IPS LCD;5.5 inches, 83.4 cm(~69.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;microSDHC (dedicated slot);32GB 3GB RAM;13 MP, f/1.8, AF;1080p@30fps;13 MP, f/1.8, AF;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 4020 mAh, removable;Up to 23 h (3G);Black, Gold;About 230 EUR;HSDPA 900 / 1900 / 2100 - Europe, Taiwan;LTE 800 / 1800 / 2100 / 2600 - Europe;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;Mali-T720MP4;LED flash;;;LED flash;24-bit/192kHz audio;Up to 820 h (3G);Basemark OS II 2.0: 825Basemark X: 4300;;;;;;;
https://www.gsmarena.com/acer_liquid_jade_2-7956.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-jade-2.jpg;Acer Liquid Jade 2;Released 2016, February;150g, 8.4mm thickness;Android 6.0;32GB storage, microSDXC;29;0.1%;376,598 hits;"5.5""";1080x1920 pixels;3 GB RAM;Snapdragon 808;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2016, February;Discontinued;156.6 x 75.9 x 8.4 mm (6.17 x 2.99 x 0.33 in);150 g (5.29 oz);Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;5.5 inches, 83.4 cm(~70.2% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Qualcomm MSM8992 Snapdragon 808 (20 nm);Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57);microSDXC;32GB 3GB RAM;21 MP, AF;4K@30fps, 1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Po 3000 mAh, non-removable;;Black;;HSDPA 900 / 2100;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;Adreno 418;Dual-LED flash, HDR, panorama;eMMC 5.0;;;;;;;Corning Gorilla Glass 4;;;;;
https://www.gsmarena.com/acer_liquid_zest_plus-8059.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-zest-plus-z628.jpg;Acer Liquid Zest Plus;Released 2016, July;10mm thickness;Android 6.0;16GB storage, microSDXC;19;0.1%;485,567 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6735;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2016, April. Released 2016, July;Discontinued;154 x 77 x 10 mm (6.06 x 3.03 x 0.39 in);-;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~70.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);16GB 2GB RAM;13 MP, PDAF, Laser AF;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 5000 mAh, non-removable;;Blue, White;About 200 EUR;HSDPA;LTE (unspecified);HSPA, LTE;Mali-T720MP2;LED flash, HDR, panorama;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_zest-7955.php;https://fdn2.gsmarena.com/vv/bigpic/acer-zest.jpg;Acer Liquid Zest;Released 2016, April;125g, 8.4mm thickness;Android 6.0;8GB storage, microSDHC;9;0.1%;753,852 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2016, February. Released 2016, April;Discontinued;145.7 x 71.2 x 8.4 mm (5.74 x 2.80 x 0.33 in);125 g (4.41 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~66.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 - Z525Mediatek MT6735 - Z525;Quad-core 1.3 GHz - Z525Quad-core 1.0 GHz - Z528;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, f/2.0, AF;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, removable;;Black, White;About 110 EUR;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA, LTE Cat4 150/50 Mbps;Mali-400MP2 - Z525Mali-T720MP2 - Z528;LED flash, HDR, panorama;;;;;;;;;;;;;
https://www.gsmarena.com/acer_predator_8-7750.php;https://fdn2.gsmarena.com/vv/bigpic/acer-predator-8.jpg;Acer Predator 8;Released 2015, November;353.8g, 8.6mm thickness;Android 5.0;32GB/64GB storage, microSDXC;65;0.1%;811,071 hits;"8.0""";1920x1200 pixels;2 GB RAM;Intel Atom x7-Z8700;4420 mAh Li-Po;N/A;No;No;2015, September. Released 2015, November;Discontinued;217.9 x 127 x 8.6 mm (8.58 x 5.0 x 0.34 in);353.8 g (12.49 oz);No;;IPS LCD;8.0 inches, 185.6 cm(~67.1% screen-to-body ratio);1920 x 1200 pixels, 16:10 ratio (~283 ppi density);Android 5.0 (Lollipop);Intel Atom x7-Z8700;Quad-core 1.6 GHz;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 2GB RAM;5 MP;1080p@30fps;2 MP;;Wi-Fi 802.11 a/b/g/n;4.0, A2DP, LE;;No;No;microUSB 2.0;Yes;Li-Po 4420 mAh, non-removable;Up to 8 h 30 min;Black/Silver;About 350 EUR;;;;;;;;;;;;;;GT-810-15NC;;;;
https://www.gsmarena.com/acer_liquid_jade_primo-7650.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-jade-primo-.jpg;Acer Liquid Jade Primo;Released 2016, April;150g, 8.4mm thickness;Microsoft Windows 10;32GB storage, microSDXC;63;0.1%;503,734 hits;"5.5""";1080x1920 pixels;3 GB RAM;Snapdragon 808;2870 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2015, September. Released 2016, April;Discontinued;156.5 x 75.9 x 8.4 mm (6.16 x 2.99 x 0.33 in);150 g (5.29 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;AMOLED;5.5 inches, 83.4 cm(~70.2% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Microsoft Windows 10;Qualcomm MSM8992 Snapdragon 808 (20 nm);Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57);microSDXC (uses shared SIM slot);32GB 3GB RAM;21 MP, f/2.2, AF;4K@30fps, 1080p@30fps;8 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, LE, EDR;GPS;No;FM radio;USB Type-C 3.1;Accelerometer, gyro, proximity, compass;Li-Po 2870 mAh, non-removable;Up to 20 h (3G);Black;About 220 EUR;HSDPA 850 / 900 / 1900 / 2100 - Europe/ Taiwan;LTE 800 / 1800 / 2100 / 2600 - Europe;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;Adreno 418;Dual-LED flash, HDR, panorama;eMMC 5.0;Microsoft Continuum support;;;Up to 330 h (3G);;;Corning Gorilla Glass (unspecified version);;;;;
https://www.gsmarena.com/acer_liquid_z330-7530.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z320-z330.jpg;Acer Liquid Z330;Released 2015, October;142g, 9.6mm thickness;Android 5.1;8GB storage, microSDXC;10;0.1%;701,654 hits;"4.5""";480x854 pixels;1 GB RAM;Snapdragon 210;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2015, September. Released 2015, October;Discontinued;136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in);142 g (5.01 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~61.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8909 Snapdragon 210 (28 nm);Quad-core 1.1 GHz Cortex-A7;microSDXC (dedicated slot);8GB 1GB RAM;5 MP, AF;Yes;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Up to 11 h;Mystic Black, Pure White;About 110 EUR;HSDPA;LTE (unspecified);HSPA, LTE;Adreno 304;LED flash;eMMC 4.5;;;;Up to 430 h;;;;;;;;
https://www.gsmarena.com/acer_liquid_z320-7531.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z320-z330.jpg;Acer Liquid Z320;Released 2015, November;142g, 9.6mm thickness;Android 5.1;8GB storage, microSDXC;7;0.1%;848,711 hits;"4.5""";480x854 pixels;1 GB RAM;Snapdragon 210;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2015, September. Released 2015, November;Discontinued;136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in);142 g (5.01 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~61.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8909 Snapdragon 210 (28 nm);Quad-core 1.0 GHz Cortex-A7;microSDXC (dedicated slot);8GB 1GB RAM;5 MP, AF;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;;Pure White;About 90 EUR;HSDPA;;HSPA 42.2/5.76 Mbps;Adreno 304;LED flash;eMMC 4.5;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_z630s-7529.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z630.jpg;Acer Liquid Z630S;Released 2015, September;165g, 8.9mm thickness;Android 5.1;32GB storage, microSDXC;24;N/A;723,888 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2015, September. Released 2015, September;Discontinued;156.3 x 77.5 x 8.9 mm (6.15 x 3.05 x 0.35 in);165 g (5.82 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~68.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);32GB 3GB RAM;8 MP, AF;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 4000 mAh, removable (15.2 Wh);;Black, Gold;;HSDPA 900 / 1900 / 2100;LTE (unspecified);HSPA, LTE;Mali-T720MP3;LED flash, HDR, panorama;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_z630-7528.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z630.jpg;Acer Liquid Z630;Released 2015, September;165g, 8.9mm thickness;Android 5.1;8GB/16GB storage, microSDXC;15;0.1%;880,090 hits;"5.5""";720x1280 pixels;1/2 GB RAM;MT6735;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2015, September. Released 2015, September;Discontinued;156.3 x 77.5 x 8.9 mm (6.15 x 3.05 x 0.35 in);165 g (5.82 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~68.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;8 MP, AF;Yes;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 4000 mAh, removable;Up to 22 h;Black;About 200 EUR;HSDPA;LTE (unspecified);HSPA, LTE;Mali-T720MP2;LED flash, HDR, panorama;;;;;Up to 1030 h;;;;;;;;
https://www.gsmarena.com/acer_liquid_z530s-7527.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z530.jpg;Acer Liquid Z530S;Released 2015, November;145g, 8.9mm thickness;Android 5.1;32GB storage, microSDXC;6;N/A;190,121 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6753;2420 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2015, September. Released 2015, November;Discontinued;144 x 70.3 x 8.9 mm (5.67 x 2.77 x 0.35 in);145 g (5.11 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~68.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);32GB 3GB RAM;8 MP, AF;Yes;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2420 mAh, removable;;Black, White;;HSDPA;LTE (unspecified);HSPA, LTE;Mali-T720MP3;LED flash, HDR, panorama;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_z530-7526.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z530.jpg;Acer Liquid Z530;Released 2015, October;145g, 8.9mm thickness;Android 5.1;8GB/16GB storage, microSDXC;13;0.1%;1,187,006 hits;"5.0""";720x1280 pixels;1/2 GB RAM;MT6735;2420 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2015, September. Released 2015, October;Discontinued;144 x 70.3 x 8.9 mm (5.67 x 2.77 x 0.35 in);145 g (5.11 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~68.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;8 MP, AF;Yes;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2420 mAh, removable;;Black, White;About 150 EUR;HSDPA;LTE (unspecified);HSPA, LTE;Mali-T720MP2;LED flash, HDR, panorama;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_m330-7524.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-m320-m330.jpg;Acer Liquid M330;Released 2015, November;142g, 9.6mm thickness;Microsoft Windows 10;8GB storage, microSDXC;8;N/A;231,426 hits;"4.5""";480x854 pixels;1 GB RAM;Snapdragon 210;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2015, September. Released 2015, November;Discontinued;136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in);142 g (5.01 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~61.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Microsoft Windows 10;Qualcomm MSM8909 Snapdragon 210 (28 nm);Quad-core 1.0 GHz Cortex-A7;microSDXC (dedicated slot);8GB 1GB RAM;5 MP, AF;Yes;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;;Mystic Black, Pure White;;HSDPA;LTE (unspecified);HSPA, LTE;Adreno 304;LED flash;eMMC 4.5;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_m320-7525.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-m320-m330.jpg;Acer Liquid M320;Released 2015, November;142g, 9.6mm thickness;Microsoft Windows 10;8GB storage, microSDXC;3;N/A;145,259 hits;"4.5""";480x854 pixels;1 GB RAM;Snapdragon 210;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2015, September. Released 2015, November;Discontinued;136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in);142 g (5.01 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~61.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Microsoft Windows 10;Qualcomm MSM8909 Snapdragon 210 (28 nm);Quad-core 1.1 GHz Cortex-A7;microSDXC (dedicated slot);8GB 1GB RAM;5 MP, AF;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;;Mystic Black, Pure White;;HSDPA;;HSPA 42.2/5.76 Mbps;Adreno 304;LED flash;eMMC 4.5;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_10_a3_a30-7218.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-10-a3-a30-new.png;Acer Iconia Tab 10 A3-A30;Released 2015, June;540g, 9.7mm thickness;Android 5.0;16GB/32GB/64GB storage, microSDXC;6;0.1%;318,042 hits;"10.1""";1920x1200 pixels;2 GB RAM;Intel Atom Z3735F;5910 mAh Li-Ion;N/A;No;No;2015, April. Released 2015, June;Discontinued;260 x 176 x 9.7 mm (10.24 x 6.93 x 0.38 in);540 g (1.19 lb);No;;LED-backlit IPS LCD;10.1 inches, 295.8 cm(~64.6% screen-to-body ratio);1920 x 1200 pixels, 16:10 ratio (~224 ppi density);Android 5.0 (Lollipop);Intel Atom Z3735F;Quad-core 1.33 GHz;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM;5 MP;1080p@30fps;2 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.0, A2DP;A-GPS only;Yes;No;microUSB 2.0;Accelerometer;Li-Ion 5910 mAh, non-removable (22 Wh);Up to 7 h 30 min (multimedia);Black;About 250 EUR;;;;;;;;;;;;;Corning Gorilla Glass 4, oleophobic coating;;;;;
