Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;battalktime1;colors;price;net3g;net4g;speed;gpu;cam1features;memoryother;featuresother;cam2features;optionalother;batstandby1;tbench;batlife;displayprotection;models;sar-eu;batmusicplayback1;displayother;sar-us
https://www.gsmarena.com/acer_liquid_z4-6115.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z4.jpg;Acer Liquid Z4;Released 2014, April;122g, 9.7mm thickness;Android 4.2.2;4GB 512MB RAM storage, microSDXC slot;20;N/A;1,797,078 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1630 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2014, February. Released 2014, April;Discontinued;124 x 64 x 9.7 mm (4.88 x 2.52 x 0.38 in);122 g (4.30 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;TFT;4.0 inches, 45.5 cm(~57.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;microSDXC (dedicated slot);4GB 512MB RAM;5 MP, AF;720p@30fps;1.3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;No;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 1630 mAh, removable;;Black/White;About 100 EUR;HSDPA;;HSPA;Mali-400;LED flash;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_b1_721-5933.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-721.jpg;Acer Iconia B1-721;Released 2014, January;323g, 11.4mm thickness;Android 4.2;16GB storage, microSDHC;3;N/A;290,362 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8312;2955 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;Yes;Yes;2014, January. Released 2014, January;Discontinued;199 x 122.3 x 11.4 mm (7.83 x 4.81 x 0.45 in);323 g (11.39 oz);Yes;;TFT;7.0 inches, 137.9 cm(~56.7% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.2 (Jelly Bean);Mediatek MT8312 (28 nm);Dual-core 1.3 GHz Cortex-A7;microSDHC (dedicated slot);16GB 1GB RAM;VGA;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;No;microUSB 2.0;Accelerometer;Li-Po 2955 mAh, non-removable;;Black/Red;About 130 EUR;HSDPA;;HSPA;Mali-400;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_b1_720-5932.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-b1-720.jpg;Acer Iconia B1-720;Released 2014, January;315g, 10.2mm thickness;Android 4.2;8GB/16GB storage, microSDHC;5;N/A;332,645 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8111;2955 mAh Li-Po;N/A;No;No;2014, January. Released 2014, January;Discontinued;198.1 x 121.9 x 10.2 mm (7.80 x 4.80 x 0.40 in);315 g (11.11 oz);No;;TFT;7.0 inches, 137.9 cm(~57.1% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.2 (Jelly Bean);Mediatek MT8111;Dual-core 1.3 GHz;microSDHC (dedicated slot);8GB 1GB RAM, 16GB 1GB RAM;VGA;Yes;No;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer;Li-Po 2955 mAh, non-removable;Up to 5 h (multimedia);Black, Gold;About 100 EUR;;;;PowerVR SGX531;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_a1_830-5930.php;https://fdn2.gsmarena.com/vv/bigpic/Acer-Iconia-A1-830.jpg;Acer Iconia A1-830;Released 2014, March;380g, 8.2mm thickness;Android 4.2;16GB storage, microSDHC;13;N/A;585,493 hits;"7.9""";768x1024 pixels;1 GB RAM;Intel Atom Z2560;4000 mAh Li-Ion;N/A;No;No;2014, January. Released 2014, March;Discontinued;203 x 138.4 x 8.2 mm (7.99 x 5.45 x 0.32 in);380 g (13.40 oz);No;;LED-backlit IPS LCD;7.9 inches, 193.3 cm(~68.8% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~162 ppi density);Android 4.2 (Jelly Bean);Intel Atom Z2560;Dual-core 1.6 GHz;microSDHC (dedicated slot);16GB 1GB RAM;5 MP, AF;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;3.0;GPS;No;No;microUSB 2.0;Accelerometer;Li-Ion 4000 mAh, non-removable;Up to 7 h 30 min (multimedia);White;About 130 EUR;;;;PowerVR SGX544MP2;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_z5-5929.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z5.jpg;Acer Liquid Z5;Released 2014, January;150g, 8.8mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;15;N/A;1,366,572 hits;"5.0""";480x854 pixels;512 MB RAM;MT6572;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2014, January. Released 2014, January;Discontinued;145.5 x 73.5 x 8.8 mm (5.73 x 2.89 x 0.35 in);150 g (5.29 oz);Dual SIM;;TFT;5.0 inches, 68.9 cm(~64.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;microSDHC (dedicated slot);4GB 512MB RAM;5 MP;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, non-removable;;Essential White, Gentle Grey;About 170 EUR;HSDPA 900 / 2100;;HSPA;Mali-400;LED flash;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_s2-5670.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-s2.jpg;Acer Liquid S2;Released 2013, December;229g, 9mm thickness;Android 4.2.2;16GB storage, microSDXC;75;N/A;832,599 hits;"6.0""";1080x1920 pixels;2 GB RAM;Snapdragon 800;3300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2013, August. Released 2013, December;Discontinued;166 x 86.2 x 9 mm (6.54 x 3.39 x 0.35 in);229 g (8.08 oz);Nano-SIM;;IPS LCD;6.0 inches, 98.7 cm(~69.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~368 ppi density);Android 4.2.2 (Jelly Bean);Qualcomm MSM8974 Snapdragon 800 (28 nm);Quad-core 2.2 GHz Krait 400;microSDXC (dedicated slot);16GB 2GB RAM;13 MP, AF;4K@24fps, 1080p@60fps;2 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP;GPS, GLONASS;Yes;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Po 3300 mAh, non-removable;Up to 13 h (3G);Black, Red;About 340 EUR;HSDPA 900 / 2100;3, 7, 20;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps;Adreno 330;Quad-LED ring flash;eMMC 4.5;;;;Up to 700 h (3G);;;Corning Gorilla Glass 3;;;;;
https://www.gsmarena.com/acer_liquid_z3-5624.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z3.jpg;Acer Liquid Z3;Released 2013, September;120g, 10.4mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;16;N/A;1,106,931 hits;"3.5""";320x480 pixels;512 MB RAM;MT6572;1500 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2013, August. Released 2013, September;Discontinued;109 x 60 x 10.4 mm (4.29 x 2.36 x 0.41 in);120 g (4.23 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;TFT;3.5 inches, 36.5 cm(~55.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.0 GHz Cortex-A7;microSDHC (dedicated slot);4GB 512MB RAM;3.15 MP;Yes;No;;Wi-Fi 802.11 a/b/g/n, hotspot;3.0, A2DP, EDR;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;;Rock Black, Classic White;About 100 EUR;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;Mali-400;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_s1-5496.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-s1.jpg;Acer Liquid S1;Released 2013, August;195g, 9.6mm thickness;Android 4.2, Float UI;8GB storage, microSDHC;18;N/A;742,116 hits;"5.7""";720x1280 pixels;1 GB RAM;MT6589;2400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2013, June. Released 2013, August;Discontinued;163 x 83 x 9.6 mm (6.42 x 3.27 x 0.38 in);195 g (6.88 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;TFT;5.7 inches, 89.6 cm(~66.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~258 ppi density);Android 4.2 (Jelly Bean), Float UI;Mediatek MT6589 (28 nm);Quad-core 1.5 GHz Cortex-A7;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Po 2400 mAh, removable;Up to 11 h;White, Black;About 320 EUR;HSDPA 900 / 2100;;HSPA 42.2/5.76 Mbps;PowerVR SGX544;LED flash;;;;;Up to 450 h;;;;;0.44 W/kg (head)     0.41 W/kg (body);;;
https://www.gsmarena.com/acer_iconia_tab_a3-5700.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-a3-a10.jpg;Acer Iconia Tab A3;Released 2013, November;560g, 10.2mm thickness;Android 4.2.2;16GB/32GB storage, microSDHC;8;0.1%;413,391 hits;"10.1""";800x1280 pixels;1 GB RAM;MT8125T;7300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2013, September. Released 2013, November;Discontinued;260 x 175 x 10.2 mm (10.24 x 6.89 x 0.40 in);560 g (1.23 lb);Micro-SIM;;LED-backlit IPS LCD;10.1 inches, 295.8 cm(~65.0% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT8125T - Wi-FiMediatek MT8389W - 3G;Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);16GB 1GB RAM, 32GB 1GB RAM;5 MP;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;No;microUSB 2.0, OTG;Accelerometer, gyro;Li-Po 7300 mAh, non-removable (27 Wh);Up to 11 h (multimedia);Black/Silver, White;About 190 EUR;HSDPA 850 / 900 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;PowerVR SGX544;;;HDMI port;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_a1_811-5892.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg;Acer Iconia Tab A1-811;Released 2013, Q2;430g, 11.1mm thickness;Android 4.2;8GB storage, microSDHC;11;N/A;442,929 hits;"7.9""";768x1024 pixels;1 GB RAM;MT8389W;4960 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;Yes;Yes;2013, Q2. Released 2013, Q2;Discontinued;208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in);430 g (15.17 oz);Yes;;TFT;7.9 inches, 193.3 cm(~63.6% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~162 ppi density);Android 4.2 (Jelly Bean);Mediatek MT8389W;Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);8GB 1GB RAM;5 MP, AF;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, gyro;Li-Ion 4960 mAh, non-removable (18.6 Wh);Up to 7 h (multimedia);White;About 150 EUR;HSDPA;;HSPA;PowerVR SGX544;;;HDMI port;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_a1_810-5399.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg;Acer Iconia Tab A1-810;Released 2013, May;410g, 11.1mm thickness;Android 4.2.2, upgradаble to 4.4.2;8GB/16GB storage, microSDHC;25;0.1%;1,028,242 hits;"7.9""";768x1024 pixels;1 GB RAM;MT8125;4960 mAh Li-Ion;N/A;No;No;2013, April. Released 2013, May;Discontinued;208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in);410 g (14.46 oz);No;;LED-backlit IPS LCD;7.9 inches, 193.3 cm(~63.6% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~162 ppi density);Android 4.2.2 (Jelly Bean), upgradаble to 4.4.2 (KitKat);Mediatek MT8125 (28 nm);Quad-core 1.2 GHz;microSDHC (dedicated slot);8GB 1GB RAM, 16GB 1GB RAM;5 MP, AF;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, gyro;Li-Ion 4960 mAh, non-removable (18.6 Wh);Up to 10 h (multimedia);Black;About 120 EUR;;;;PowerVR SGX544;;;HDMI port;;;Up to 350 h;;;;;;;;
https://www.gsmarena.com/acer_liquid_e2-5418.php;https://fdn2.gsmarena.com/vv/bigpic/Acer-Liquid-E2.jpg;Acer Liquid E2;Released 2013, May;140g, 9.9mm thickness;Android 4.2.1;4GB 1GB RAM storage, microSDHC slot;76;N/A;1,532,642 hits;"4.5""";540x960 pixels;1 GB RAM;MT6589;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2013, April. Released 2013, May;Discontinued;131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in);140 g (4.94 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~62.7% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.2.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh, removable;Up to 9 h;Black, White;About 180 EUR;HSDPA 900 / 2100;;HSPA;PowerVR SGX544;LED flash;;;;;Up to 450 h;;;;;0.23 W/kg (head);;;
https://www.gsmarena.com/acer_liquid_z2-5302.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z2.jpg;Acer Liquid Z2;Released 2013, March;110g, 12.3mm thickness;Android 4.1.1;4GB 512MB RAM storage, microSDHC slot;18;N/A;1,362,110 hits;"3.5""";320x480 pixels;512 MB RAM;Snapdragon S1;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2013, February. Released 2013, March;Discontinued;110 x 62.5 x 12.3 mm (4.33 x 2.46 x 0.48 in);110 g (4.59 oz);Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);;TFT, 256K colors;3.5 inches, 36.5 cm(~53.1% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.1.1 (Jelly Bean);Qualcomm MSM7227A Snapdragon S1;1.0 GHz Cortex-A5;microSDHC (dedicated slot);4GB 512MB RAM;3 MP or 5 MP;Yes;No;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1300 mAh, removable;Up to 4 h;Black, Black/White;About 100 EUR;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;Adreno 200;;;;;SRS audio;Up to 450 h;;;;;;;;
https://www.gsmarena.com/acer_liquid_c1-5276.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-c1.jpg;Acer Liquid C1;Released 2013, March;140g, 10mm thickness;Android 4.0;4GB 1GB RAM storage, microSDHC slot;17;N/A;605,796 hits;"4.3""";540x960 pixels;1 GB RAM;Intel Atom Z2420;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2013, January. Released 2013, March;Discontinued;127.3 x 65.5 x 10 mm (5.01 x 2.58 x 0.39 in);140 g (4.94 oz);Mini-SIM;;IPS LCD;4.3 inches, 51.0 cm(~61.1% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);Android 4.0 (Ice Cream Sandwich);Intel Atom Z2420;1.2 GHz;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Up to 9 h;Black, White;About 180 EUR;HSDPA 850 / 900 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;PowerVR SGX540;LED flash;;;;;;;;;;0.38 W/kg (head)     0.70 W/kg (body);;;
https://www.gsmarena.com/acer_liquid_e1-5262.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e1.jpg;Acer Liquid E1;Released 2013, March;130g, 9.9mm thickness;Android 4.1.1;4GB 1GB RAM storage, microSDHC slot;20;N/A;463,600 hits;"4.5""";540x960 pixels;1 GB RAM;MT6577;1760 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2013, January. Released 2013, March;Discontinued;132 x 68.5 x 9.9 mm (5.20 x 2.70 x 0.39 in);130 g (4.59 oz);Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~61.7% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.1.1 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;microSDHC (dedicated slot);4GB 1GB RAM;5 MP, AF;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP, EDR;GPS;Yes (single sim model only);FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 1760 mAh, removable;Up to 8 h;Black, White;About 170 EUR;HSDPA 900 / 2100;;HSPA;SGX531u;LED flash;;;;;Up to 400 h;;;;;0.47 W/kg (head);;;
https://www.gsmarena.com/acer_iconia_tab_b1_710-5897.php;https://fdn2.gsmarena.com/vv/bigpic/acer-b1-710.jpg;Acer Iconia Tab B1-710;Released 2013, November;339.9g, 12.7mm thickness;Android OS;8GB storage, microSDHC;5;N/A;391,298 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8317T;2640 mAh Li-Ion;N/A;No;No;2013, November. Released 2013, November;Discontinued;198.1 x 129.5 x 12.7 mm (7.80 x 5.10 x 0.5 in);339.9 g (11.99 oz);No;;TFT;7.0 inches, 137.9 cm(~53.8% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android OS;Mediatek MT8317T;Dual-core 1.2 GHz Cortex-A9;microSDHC (dedicated slot);8GB 1GB RAM;Yes;Yes;No;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer;Li-Ion 2640 mAh, non-removable;Up to 3 h 30 min (multimedia);White;About 110 EUR;;;;PowerVR SGX531u;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_b1_a71-5239.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-a71-new.jpg;Acer Iconia Tab B1-A71;Released 2013, January;320g, 11.3mm thickness;Android 4.1;8GB/16GB storage, microSDHC;23;0.1%;1,817,338 hits;"7.0""";600x1024 pixels;512 MB RAM;MT8317;2710 mAh Li-Po;N/A;No;No;2013, January. Released 2013, January;Discontinued;197.4 x 128.5 x 11.3 mm (7.77 x 5.06 x 0.44 in);320 g (11.29 oz);No;;TFT, 256K colors;7.0 inches, 137.9 cm(~54.4% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.1 (Jelly Bean);Mediatek MT8317;Dual-core 1.2 GHz Cortex-A9;microSDHC (dedicated slot);8GB 512MB RAM, 16GB 512MB RAM;VGA;Yes;No;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer;Li-Po 2710 mAh, non-removable (10 Wh);;Black;About 100 EUR;;;;SGX531u;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_a110-5067.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a210.jpg;Acer Iconia Tab A110;Released 2012, October;390g, 11.4mm thickness;Android 4.1;8GB storage, microSDHC;11;N/A;435,709 hits;"7.0""";600x1024 pixels;1 GB RAM;Nvidia Tegra 3 T30L;3420 mAh Li-Po;N/A;No;No;2012, October. Released 2012, October;Discontinued;193 x 126.5 x 11.4 mm (7.60 x 4.98 x 0.45 in);390 g (13.76 oz);No;;TFT, 256K colors;7.0 inches, 137.9 cm(~56.5% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.1 (Jelly Bean);Nvidia Tegra 3 T30L;Quad-core 1.2 GHz;microSDHC (dedicated slot);8GB 1GB RAM;2 MP;720p@30fps;No;;Wi-Fi 802.11 b/g/n;3.0, A2DP;GPS (3G model), GLONASS;No;No;microUSB 2.0;Accelerometer, gyro, compass;Li-Po 3420 mAh, non-removable (12.7 Wh);Up to 7 h 30 min (multimedia);Black/Silver;About 150 EUR;;;;ULP GeForce;;;HDMI portMP3/WAV/WMA/eAAC+ playerXviD/MP4/H.264 playerDocument viewerPhoto viewer/editor;;;Up to 270 h;;;;;;;Acer UI;
https://www.gsmarena.com/acer_liquid_z110-5057.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z.jpg;Acer Liquid Z110;Released 2012, October;100g, 12.3mm thickness;Android 2.3;4GB 512MB RAM storage, microSDHC slot;26;N/A;1,120,460 hits;"3.5""";320x480 pixels;512 MB RAM;MT6575;1300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, October. Released 2012, October;Discontinued;110 x 61.5 x 12.3 mm (4.33 x 2.42 x 0.48 in);100 g (3.53 oz);Dual SIM (Mini-SIM, dual stand-by);;TFT, 256K colors;3.5 inches, 36.5 cm(~53.9% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3 (Gingerbread);Mediatek MT6575 (40 nm);1.0 GHz Cortex-A9;microSDHC (dedicated slot);4GB 512MB RAM;3.15 MP;Yes;No;;Wi-Fi 802.11 b/g/n;3.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 1300 mAh, removable;Up to 5 h;Black, White;About 100 EUR;HSDPA 2100 - SIM 1 only;;HSPA 7.2/0.384 Mbps;PowerVR SGX531;;;MP3/WAV/WMA/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editor;;SRS audio;Up to 450 h;;;;;0.53 W/kg (head)     0.64 W/kg (body);;;
https://www.gsmarena.com/acer_liquid_gallant_e350-4924.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-e350.jpg;Acer Liquid Gallant E350;Released 2012, September;145g, 9.9mm thickness;Android 4.0.3;4GB 1GB RAM storage, microSDHC slot;18;N/A;485,046 hits;"4.3""";540x960 pixels;1 GB RAM;MT6575;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2012, August. Released 2012, September;Discontinued;129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in);145 g (5.11 oz);Mini-SIM;;TFT;4.3 inches, 51.0 cm(~60.0% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);Android 4.0.3 (Ice Cream Sandwich);Mediatek MT6575 (40 nm);1.0 GHz Cortex-A9;microSDHC (dedicated slot);4GB 1GB RAM;5 MP, AF;Yes;No;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0, A2DP, EDR;GPS, A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity;Removable Li-Ion 1500 mAh battery;;Gentle Black, Ceramic White;About 160 EUR;HSDPA 900 / 2100;;HSPA;PowerVR SGX531;LED flash;;MP3/WAV/WMA/eAAC+ playerMP4/H.264 playerOrganizerDocument viewerVoice memo/dialPredictive text input;;;;;;;;0.50 W/kg (head);;;0.49 W/kg (head)     0.54 W/kg (body)
https://www.gsmarena.com/acer_liquid_gallant_duo-4871.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-duo-new.jpg;Acer Liquid Gallant Duo;Released 2012, September;145g, 9.9mm thickness;Android 4.0.3;4GB 1GB RAM storage, microSDHC slot;13;N/A;591,009 hits;"4.3""";540x960 pixels;1 GB RAM;MT6575;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, July. Released 2012, September;Discontinued;129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in);145 g (5.11 oz);Dual SIM (Mini-SIM);;TFT;4.3 inches, 51.0 cm(~60.0% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);Android 4.0.3 (Ice Cream Sandwich);Mediatek MT6575 (40 nm);1.0 GHz Cortex-A9;microSDHC (dedicated slot);4GB 1GB RAM;5 MP, AF;Yes;No;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0, A2DP, EDR;GPS, A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity;Removable Li-Ion 1500 mAh battery;;Gentle Black, Ceramic White;About 140 EUR;HSDPA 900 / 2100;;HSPA;PowerVR SGX531;LED flash;;MP3/WAV/WMA/eAAC+ playerMP4/H.264 playerOrganizerDocument viewerVoice memo/dialPredictive text input;;;;;;;;;;;
