Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;memoryslot;internalmemory;cam1modules;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;displayother;bodyother;cam1video;cam2modules;memoryother;net3g;speed;cam1features;os;cpu;optionalother;cam2video;chipset
https://www.gsmarena.com/siemens_al21-1379.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-al21.gif;Siemens AL21;Released 2005, November;78g, 19.2mm thickness;Feature phone;1.5MB storage, no card slot;11;0.1%;547,925 hits;;130x130 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 8;No;2005, November;Discontinued;86.8 x 45.8 x 19.2 mm (3.42 x 1.80 x 0.76 in);78 g (2.75 oz);Mini-SIM;TFT, 65K colors;;130 x 130 pixels, 1:1 ratio;No;1.5MB;No;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion 600 mAh battery;Up to 220 h;Up to 5 h;Red Temptation, Black Magic;;;;;;;;;;;;;
https://www.gsmarena.com/siemens_a31-1378.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-a31.gif;Siemens A31;Released 2005, November;85g, 17.6mm thickness;Feature phone;1.5MB storage, no card slot;12;N/A;307,842 hits;;128x128 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800;Class 8;No;2005, November;Discontinued;102 x 46 x 17.6 mm, 75 cc (4.02 x 1.81 x 0.69 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;1.5MB;No;No;No;No;No;No;;Predictive text inputOrganizer;Removable Li-Ion 820 mAh battery;Up to 270 h;Up to 5 h;Anthracite, Ruby Red;;;;;;;;;;;;;
https://www.gsmarena.com/siemens_af51-1377.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-af51.gif;Siemens AF51;Released 2005, November;80g, 19.6mm thickness;Feature phone;No card slot;9;N/A;335,387 hits;;130x130 pixels; ;;620 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 8;No;2005, November;Discontinued;79 x 41 x 19.6 mm (3.11 x 1.61 x 0.77 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;130 x 130 pixels, 1:1 ratio;No;;No;No;No;No;No;;;Predictive text inputOrganizerVoice dial;Removable Li-Ion 620 mAh battery;Up to 220 h;Up to 5 h;Panther Black, Dolphin Grey;Second external 65K colors display, CSTN (96 x 64 pixels);;;;;;;;;;;;
https://www.gsmarena.com/siemens_me75-1324.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-me75.gif;Siemens ME75;Released 2005, October;95g, 18mm thickness;Feature phone;10MB storage, no card slot;15;N/A;420,844 hits;;132x176 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, October;Discontinued;105 x 46 x 18 mm (4.13 x 1.81 x 0.71 in);95 g (3.35 oz);Mini-SIM;TFT, 65K colors;;132 x 176 pixels, 4:3 ratio;No;10MB;VGA;No;No;No;No;Proprietary;;OrganizerSyncMLVoice memoPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 450 h;Up to 8 h;Amazon Green, Atlas Grey;;Dust, shock and splash resistant;Yes;No;;;;;;;;;
https://www.gsmarena.com/siemens_ap75-1326.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-ap75.gif;Siemens AP75;Released 2005, October;86g, 18mm thickness;Feature phone;No card slot;8;N/A;227,950 hits;;128x128 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, October;Discontinued;102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in);86 g (3.03 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;;CIF;No;Yes;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion 860 mAh battery;Up to 161 h;Up to 5 h 40 min;Cosmic Grey;5-way navigation key;;No;No;500 KB free memory;;;;;;;;
https://www.gsmarena.com/siemens_ax72-1327.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-ax72.gif;Siemens AX72;Released 2005, October;79g, 17.5mm thickness;Feature phone;No card slot;14;N/A;302,508 hits;;128x128 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 8;No;2005, October;Discontinued;105.6 x 46.8 x 17.5 mm (4.16 x 1.84 x 0.69 in);79 g (2.79 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;;No;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion 600 mAh battery;Up to 220 h;Up to 5 h;Basalt Black;5-way navigation key;;;;1.5 MB free memory;;;;;;;;
https://www.gsmarena.com/siemens_sg75-1288.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-sg75.gif;Siemens SG75;Cancelled;123g, 23mm thickness;Feature phone;70MB storage, RS-MMC slot;8;N/A;314,663 hits;"2.0""";176x220 pixels; ;;920 mAh Li-Po;GSM 900 / 1800 / 1900;;;2005, Sep;Cancelled;98 x 49.5 x 23 mm, 104 cc (3.86 x 1.95 x 0.91 in);123 g (4.34 oz);Mini-SIM;TFD, 256K colors;2.0 inches, 30 x 40 mm, 12.6 cm(~26.0% screen-to-body ratio);176 x 220 pixels (~141 ppi density);RS-MMC;70MB;1.3 MP;No;Yes;No;No;Proprietary;;Video telephonyMP3 playerPredictive text inputOrganizer;Removable Li-Po 920 mAh battery;Up to 325 h;Up to 3 h 20 min;Metallic White;;;Yes;CIF videocall camera;;UMTS 2100;Yes, 384 kbps;;;;;;
https://www.gsmarena.com/siemens_sfg75-1289.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-sfg75.gif;Siemens SFG75;Released 2005, Sep;110g, 24mm thickness;Feature phone;32MB storage, miniSD slot;8;N/A;183,413 hits;"2.0""";176x220 pixels; ;;840 mAh Li-Ion;GSM 900 / 1800;;;2005, Sep;Discontinued;90 x 45 x 24 mm, 97 cc (3.54 x 1.77 x 0.94 in);110 g (3.88 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 30 x 40 mm, 12.6 cm(~31.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);miniSD;32MB;1.3 MP;No;Yes;No;No;Proprietary;;Video telephonyMP3/MP4 playerPredictive text inputOrganizer;Removable Li-Ion 840 mAh battery;Up to 250 h;Up to 3 h;Silver Black;Second CSTN display (96 x 96 pixels), 65K colorsWallpapersDownloadable pictures;;Yes;CIF videocall camera;;UMTS 2100;Yes, 384 kbps;LED flash;;;;;
https://www.gsmarena.com/siemens_cc75-1247.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-cc75.gif;Siemens CC75;Cancelled;80g, 12.6mm thickness;Feature phone;3MB storage, no card slot;8;N/A;193,867 hits;;128x160 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, August;Cancelled;111 x 44 x 12.6 mm, 65 cc (4.37 x 1.73 x 0.50 in);80 g (2.82 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;No;3MB;No;No;No;No;No;Proprietary;;Predictive text inputOrganizerBirthday reminderVoice memo;Removable Li-Ion 800 mAh battery (EBA-720);Up to 270 h;Up to 3 h 30 min;Aluminium Silver;5-way navigation key;;;;;;;;;;;;
https://www.gsmarena.com/siemens_cf110-1248.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-cf110.gif;Siemens CF110;Released 2005, August;76.5g, 18mm thickness;Feature phone;1.5MB storage, no card slot;9;N/A;342,908 hits;;130x130 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 8;No;2005, August;Discontinued;83 x 45 x 18 mm, 68 cc (3.27 x 1.77 x 0.71 in);76.5 g (2.68 oz);Mini-SIM;TFT, 65K colors;;130 x 130 pixels, 1:1 ratio;No;1.5MB;No;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion 600 mAh battery (EBA-160);Up to 220 h;Up to 5 h;Moonlight Silver, Midnight Blue;;;;;;;;;;;;;
https://www.gsmarena.com/siemens_c72-1259.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-c72.gif;Siemens C72;Released 2005, August;86g, 18mm thickness;Feature phone;No card slot;14;N/A;326,881 hits;;128x128 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, August;Discontinued;105 x 47 x 18 mm (4.13 x 1.85 x 0.71 in);86 g (3.03 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;;VGA;No;No;No;No;Proprietary;;Predictive text inputStopwatchOrganizer;Removable Li-Ion 750 mAh battery;Up to 300 h;Up to 5 h;Liquid Silver;Download assistant for logos;;Yes;No;;;;;;;;;
https://www.gsmarena.com/siemens_s75-1212.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-s75.gif;Siemens S75;Released 2005, Q2;99g, 18.5mm thickness;Feature phone;20MB storage, RS-MMC slot;16;N/A;393,053 hits;"1.9""";132x176 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;Yes;2005, Q2;Discontinued;103 x 47 x 18.5 mm, 84 cc (4.06 x 1.85 x 0.73 in);99 g (3.49 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 28 x 38 mm, 11.2 cm(~23.1% screen-to-body ratio);132 x 176 pixels, 4:3 ratio (~116 ppi density);RS-MMC, up to 1 GB, 128 MB included;20MB;1.3 MP;No;1.2;No;No;Proprietary;;Push to TalkMP3/AAC/MP4 playerPredictive text inputOrganizerSyncMLVoice memo;Removable Li-Ion 820 mAh battery;Up to 300 h;Up to 5 h;Piano Black, Zirconia;;;Yes;No;100 short messages;;;LED flash;;;;;
https://www.gsmarena.com/siemens_sl75-1213.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-sl75.gif;Siemens SL75;Released 2005, Q2;99g, 23mm thickness;Feature phone;52MB storage, no card slot;12;N/A;463,513 hits;;132x176 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;Yes;2005, Q2;Discontinued;92 x 48 x 23 mm, 78 cc (3.62 x 1.89 x 0.91 in);99 g (3.49 oz);Mini-SIM;TFT, 256K colors;;132 x 176 pixels, 4:3 ratio;No;52MB;1.3 MP;No;1.2;No;No;Proprietary;;MP3/AAC/MP4 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 700 mAh battery;Up to 300 h;Up to 5 h;Pure Silver, Polar White, Onyx Black;;;Yes;No;;;;LED flash;;;;;
https://www.gsmarena.com/siemens_c75-1186.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-c75.gif;Siemens C75;Released 2005, May;85g, 17mm thickness;Feature phone;10MB storage, no card slot;17;N/A;560,174 hits;;132x176 pixels, 9 lines; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, May;Discontinued;103 x 44 x 17 mm (4.06 x 1.73 x 0.67 in);85 g (3.00 oz);Mini-SIM;TFT, 65K colors;;132 x 176 pixels, 9 lines, 4:3 ratio;No;10MB;VGA;No;No;No;No;Proprietary;;Predictive text inputStopwatchOrganizerVoice memoClip-it coversUser profilesSyncML;Removable Li-Ion 750 mAh battery;Up to 300 h;Up to 5 h 30 min;Palladium and Light Silver;5-way joystickDownload assistant for logos;;Yes;No;100 short messages;;;;;;;;
https://www.gsmarena.com/siemens_sp65-1135.php;https://fdn2.gsmarena.com/vv/bigpic/sisp65.gif;Siemens SP65;Released 2005, March;98g, 18mm thickness;Feature phone;RS-MMC slot;14;N/A;369,145 hits;"2.1""";132x176 pixels, 9 lines; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, March;Discontinued;109 x 48 x 18 mm, 85 cc (4.29 x 1.89 x 0.71 in);98 g (3.46 oz);Mini-SIM;TFT, 65K colors;2.1 inches, 32 x 42 mm, 13.7 cm(~26.1% screen-to-body ratio);132 x 176 pixels, 9 lines, 4:3 ratio (~105 ppi density);RS-MMC;;No;No;1.2;No;No;Proprietary;;Predictive text inputOrganizerStopwatchReminder listVoice memoSyncML;Removable Li-Ion 750 mAh battery;Up to 250 h;Up to 5 h;Steel black, Bordeaux;Download assistant for logos;;;;;;;;;;;;
https://www.gsmarena.com/siemens_sxg75-1101.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-sxg75.gif;Siemens SXG75;Released 2005, Q1;134g, 20mm thickness;Feature phone;128MB storage, RS-MMC slot;16;N/A;581,829 hits;"2.2""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q1;Discontinued;111.5 x 53 x 20 mm, 108 cc (4.39 x 2.09 x 0.79 in);134 g (4.73 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 33 x 45 mm, 15.0 cm(~25.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);RS-MMC;128MB;2 MP;No;1.1;GPS;Stereo FM radio, RDS;Proprietary;;Predictive text inputOrganizerInfrared transfer of data between compatible phonesXpress-on coversProfiles;Removable Li-Ion 1000 mAh battery;Up to 400 h;Up to 6 h;Metallic White, Metallic Black;;;Yes;CIF videocall camera;64 MB free memory;UMTS 2100;Yes, 384 kbps;;;;;;
https://www.gsmarena.com/siemens_m75-1100.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-m75.gif;Siemens M75;Released 2005, Q1;110g, 20.8mm thickness;Feature phone;14MB storage, RS-MMC slot;12;N/A;363,087 hits;"1.9""";132x176 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, Q1;Discontinued;110.5 x 51.5 x 20.8 mm, 104 cc (4.35 x 2.03 x 0.82 in);110 g (3.88 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 28 x 38 mm, 11.2 cm(~19.6% screen-to-body ratio);132 x 176 pixels, 4:3 ratio (~116 ppi density);RS-MMC, 32 MB included;14MB;1.3 MP;No;1.2;No;No;Proprietary;;MP3/AAC playerVideo playerOrganizerVoice memoPredictive text input;Removable Li-Ion 750 mAh battery;Up to 250 h;Up to 5 h;Safari Green, Volcano Black;;Dust, shock and splash resistantMetal frame;Yes;No;;;;;;;;;
https://www.gsmarena.com/siemens_cx75-1099.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-cx75.gif;Siemens CX75;Released 2005, Q1;98g, 19mm thickness;Feature phone;14MB storage, RS-MMC slot;18;N/A;440,422 hits;"1.9""";132x176 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, Q1;Discontinued;112 x 48 x 19 mm, 90 cc (4.41 x 1.89 x 0.75 in);98 g (3.46 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 28 x 38 mm, 11.2 cm(~20.8% screen-to-body ratio);132 x 176 pixels, 4:3 ratio (~116 ppi density);RS-MMC;14MB;1.3 MP;No;1.2;No;No;Proprietary;;Push and TalkMP3/AAC playerPredictive text inputOrganizerSyncML;Removable Li-Ion 750 mAh battery;Up to 250 h;Up to 5 h;Titan grey, Sand silver;;;QCIF;No;;;;;;;;;
https://www.gsmarena.com/siemens_cf75-1098.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-cf75.gif;Siemens CF75;Released 2005, Q1;91g, 22mm thickness;Feature phone;10MB storage, no card slot;10;N/A;353,350 hits;;128x160 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;Yes;2005, Q1;Discontinued;94 x 47 x 22 mm, 80 cc (3.70 x 1.85 x 0.87 in);91 g (3.21 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;10MB;VGA;No;No;No;No;Proprietary;;Push to talkMedia playerPredictive text inputOrganizerSyncMLVoice memo;Removable Li-Ion 600 mAh battery;Up to 250 h;Up to 2 h 30 min;Ocean blue, Pearl black;Second external 4K colors display, CSTN (96 x 64 pixels)5-way navigation key;;Yes;No;;;;;;;;;
https://www.gsmarena.com/siemens_cl75-1097.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-cl75.gif;Siemens CL75;Released 2005, Q1;90g, 23mm thickness;Feature phone;11MB storage, no card slot;9;N/A;398,858 hits;;128x160 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, Q1;Discontinued;87 x 44 x 23 mm, 74 cc (3.43 x 1.73 x 0.91 in);90 g (3.17 oz);Mini-SIM;TFT, 256K colors;;128 x 160 pixels;No;11MB;VGA;No;No;No;No;Proprietary;;Push to talkPredictive text inputOrganizerVoice memo;Removable Li-Ion 780 mAh battery;Up to 220 h;Up to 3 h;Silk Flower Red,  Pin Striped Black;Second external 65K colors display, CSTN (96 x 64 pixels);;Yes;No;100 short messages;;;;;;;;
https://www.gsmarena.com/siemens_ax75-1085.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-ax75.gif;Siemens AX75;Released 2005, Q1;76g, 18mm thickness;Feature phone;1.5MB storage, no card slot;11;N/A;196,626 hits;;128x128 pixels, 7 lines; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 8;No;2005, Q1;Discontinued;106 x 47 x 18 mm, 75 cc (4.17 x 1.85 x 0.71 in);76 g (2.68 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 7 lines, 1:1 ratio;No;1.5MB;No;No;No;No;No;Proprietary;;Predictive text inputOrganizerVoice dial/voice commandOptional VGA camera;Removable Li-Ion 600 mAh battery;Up to 220 h;Up to 5 h;2 - Ice Blue, Cream Stone;4-way navigation keySoftkeys;;;;100 short messages;;;;;;;;
https://www.gsmarena.com/siemens_a75-1084.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-a75.gif;Siemens A75;Released 2005, Q1;78g, 20mm thickness;Feature phone;No card slot;14;N/A;252,803 hits;;101x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 8;No;2005, Q1;Discontinued;101 x 44 x 20 mm (3.98 x 1.73 x 0.79 in);78 g (2.75 oz);Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels;No;;No;No;No;No;No;;;Predictive text inputCalculatorStopwatch;Removable Li-Ion 650 mAh battery;Up to 250 h;Up to 5 h;2 - Atlantic Blue, Polar Silver;4-way navigation keyScreensaver;;;;100 short messages;;;;;;;;
https://www.gsmarena.com/siemens_a70-1083.php;https://fdn2.gsmarena.com/vv/bigpic/siemens-a70.gif;Siemens A70;Released 2005, Q1;78g, 20mm thickness;Feature phone;No card slot;15;N/A;299,281 hits;;101x64 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800 / 1900;;No;2005, Q1;Discontinued;101 x 45 x 20 mm (3.98 x 1.77 x 0.79 in);78 g (2.75 oz);Mini-SIM;Monochrome graphic;;101 x 64 pixels;No;;No;No;No;No;No;;;Predictive text inputCalculator;Removable Li-Ion 650 mAh battery;Up to 250 h;Up to 5 h;2 - Pebble, Palladium;Softkeys;;;;;;;;;;;;
https://www.gsmarena.com/siemens_sf65-888.php;https://fdn2.gsmarena.com/vv/bigpic/sisf65.gif;Siemens SF65;Released 2004, Q3;97g, 23mm thickness;Feature phone;20MB storage, no card slot;10;N/A;498,815 hits;;128x160 pixels; ;;660 mAh Li-Ion;GSM 900 / 1800;Class 10;No;2004, Q3;Discontinued;91 x 44 x 23 mm, 86 cc (3.58 x 1.73 x 0.91 in);97 g (3.42 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;No;20MB;1.3 MP;No;No;No;No;Proprietary;;Predictive text inputPhoto editorOrganizer;Removable Li-Ion 660 mAh battery;Up to 400 h;Up to 4 h;2 - Polar white, Onyx black;Swivel and rotate 180 degScreensavers and wallpapersDownloadable logos;;No;No;;;;LED flash;;;;;
https://www.gsmarena.com/siemens_cx70_emoty-885.php;https://fdn2.gsmarena.com/vv/bigpic/sicx70em.gif;Siemens CX70 Emoty;Released 2004, Q3;116g, 24mm thickness;Feature phone;9.5MB storage, no card slot;8;N/A;225,690 hits;;132x176 pixels, 9 lines; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2004, Q3;Discontinued;115 x 56 x 24 mm (4.53 x 2.20 x 0.94 in);116 g (4.09 oz);Mini-SIM;TFT, 65K colors;;132 x 176 pixels, 9 lines, 4:3 ratio;No;9.5MB;VGA;No;No;No;No;Proprietary;;Push-To-TalkPredictive text inputStopwatchOrganizerEmoty characters can be sent via MMSClip-it covers;Removable Li-Ion 750 mAh battery;Up to 300 h;Up to 5 h 30 min;Bluewater;5-way joystickDownloadable logosIntegrated stroke, press and shake sensors control 3 preinstalled Emoty characters;;Yes;No;;;;;;;;;
https://www.gsmarena.com/siemens_cx70-869.php;https://fdn2.gsmarena.com/vv/bigpic/sicx70.gif;Siemens CX70;Released 2004, Q3;90g, 18mm thickness;Feature phone;9.5MB storage, no card slot;23;N/A;440,581 hits;;132x176 pixels, 9 lines; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2004, Q3;Discontinued;108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in);90 g (3.17 oz);Mini-SIM;TFT, 65K colors;;132 x 176 pixels, 9 lines, 4:3 ratio;No;9.5MB;VGA;No;No;No;No;Proprietary;;Push-To-TalkPredictive text inputStopwatchOrganizerVoice dial, commandClip-it covers;Removable Li-Ion 750 mAh battery;Up to 250 h;Up to 5 h;;5-way joystickDownloadable logos;;Yes;No;;;;;;;;;
https://www.gsmarena.com/siemens_sx66-992.php;https://fdn2.gsmarena.com/vv/bigpic/sisx66.gif;Siemens SX66;Released 2004, Q4;210g, 18mm thickness;Microsoft Windows Mobile 2003 SE PocketPC;128MB RAM storage, SDIO/MMC slot;9;N/A;468,579 hits;"3.5""";240x320 pixels;128 MB RAM;;670 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;Class 10;No;2004, Q4;Discontinued;125 x 71 x 18 mm (4.92 x 2.80 x 0.71 in);210 g (7.41 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;3.5 inches, 53 x 71 mm, 37.9 cm(~42.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~114 ppi density);SDIO/MMC;128MB RAM;No;Wi-Fi 802.11b;Yes;No;No;Proprietary;;Microsoft ActiveSyncMP3/AAC playerPredictive text input;Removable Li-Ion battery;Up to 200 h;Up to 4 h;Silver;Downloadable logos;;;;;;;;Microsoft Windows Mobile 2003 SE PocketPC;Intel Xscale PXA272 520 MHz;;;
https://www.gsmarena.com/siemens_sk65-861.php;https://fdn2.gsmarena.com/vv/bigpic/sisk65.gif;Siemens SK65;Released 2004, Q3;144g, 22mm thickness;Feature phone;64MB storage, no card slot;17;N/A;673,081 hits;;132x176 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2004, Q3;Discontinued;120 x 47 x 22 mm, 115 cc (4.72 x 1.85 x 0.87 in);144 g (5.08 oz);Mini-SIM;TFT, 65K colors;;132 x 176 pixels, 4:3 ratio;No;64MB;No;No;1.2;No;No;Proprietary;;Push to talk (VoIP service)E-mail push based on BlackBerry Built-In technology from RIMPredictive text inputSyncMLOrganizer;Removable Li-Ion 750 mAh battery (EBA-660);Up to 250 h;Up to 5 h;Black Silver;Downloadable pictures;;;;30 MB available to user;;;;;;;;
https://www.gsmarena.com/siemens_a65-849.php;https://fdn2.gsmarena.com/vv/bigpic/sia65.gif;Siemens A65;Released 2004, July;75g, 19mm thickness;Feature phone;1.5MB storage, no card slot;19;N/A;351,598 hits;;101x80 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 8;No;2004, July;Discontinued;101 x 45 x 19 mm, 72 cc (3.98 x 1.77 x 0.75 in);75 g (2.65 oz);Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels;No;1.5MB;No;No;No;No;No;;;Predictive text inputCurrency converterCalculatorStopwatchReminder listOptional digital camera;Removable Li-Ion 700 mAh battery (EBA-510);Up to 260 h;Up to 2 h;Sparkling Silver and Mystery Silver;Download assistant for logos;;;;;;;;;;;;
https://www.gsmarena.com/siemens_a62-981.php;https://fdn2.gsmarena.com/vv/bigpic/sia62.gif;Siemens A62;Released 2004, Q4;76g, 19mm thickness;Feature phone;No card slot;13;N/A;192,612 hits;;101x80 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 8;No;2004, Q4;Discontinued;101 x 45 x 19 mm, 72 cc (3.98 x 1.77 x 0.75 in);76 g (2.68 oz);Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels;No;;No;No;No;No;No;;;Predictive text inputCurrency converterCalculatorStopwatchReminder list;Removable Li-Ion 700 mAh battery;Up to 250 h;Up to 5 h;Denim Blue and Mystic Purple;4-way navi keyDownload assistant for logos;;;;;;;;;;;;
https://www.gsmarena.com/siemens_a51-982.php;https://fdn2.gsmarena.com/vv/bigpic/sia51.gif;Siemens A51;Released 2004, Q4;84g, 21mm thickness;Feature phone;No card slot;17;N/A;170,586 hits;;101x64 pixels, 5 lines; ;;700 mAh Li-Ion;GSM 900 / 1800;;No;2004, Q4;Discontinued;103 x 46 x 21 mm, 75 cc (4.06 x 1.81 x 0.83 in);84 g (2.96 oz);Mini-SIM;Monochrome graphic;;101 x 64 pixels, 5 lines;No;;No;No;No;No;No;;;Predictive text inputCurrency converterCalculatorExchangable covers;Removable Li-Ion 700 mAh battery;Up to 250 h;Up to 5 h;Urban Grey;Screensavers;;;;;;;;;;;;
https://www.gsmarena.com/siemens_sl65-823.php;https://fdn2.gsmarena.com/vv/bigpic/sisl65.gif;Siemens SL65;Released 2004, June;99g, 21mm thickness;Feature phone;11MB storage, no card slot;18;N/A;791,700 hits;"1.8""";130x130 pixels, 7 lines; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2004, June;Discontinued;90 x 47.6 x 21 mm, 78 cc (3.54 x 1.87 x 0.83 in);99 g (3.49 oz);Mini-SIM;TFT, 65K colors;1.8 inches, 10.5 cm(~24.4% screen-to-body ratio);130 x 130 pixels, 7 lines, 1:1 ratio (~102 ppi density);No;11MB;VGA;No;No;No;No;Proprietary;;Predictive text inputStopwatchOrganizerSyncML;Removable Li-Ion 700 mAh battery (EBA-650);Up to 230;Up to 4h 3 min;2 - Ivory, Ebony;5-way navi keyDownloadable logos;;Yes;No;;;;;;;;;
https://www.gsmarena.com/siemens_cfx65-822.php;https://fdn2.gsmarena.com/vv/bigpic/sicfx65.gif;Siemens CFX65;Released 2004, June;88g, 23mm thickness;Feature phone;4MB storage, no card slot;10;N/A;332,144 hits;;128x160 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800;Class 10;No;2004, June;Discontinued;85 x 48 x 23 mm, 78 cc (3.35 x 1.89 x 0.91 in);88 g (3.10 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;4MB;VGA;No;No;No;No;Proprietary;;Predictive text inputOrganizerStopwatchSupported formats: JPEG, GIF, PNG, BMP, WBMPVoice memo;Removable Li-Ion 600 mAh battery (EBA-670);Up to 200 h;Up to 3 h 20 min;2 - Chameleon, Blue Pearl;Second external display B/W (96 x 64 pixels)Downloadable logos;;No;No;;;;LED flash;;;;;
