Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;displayother;net5g;models;sar-eu;tbench;batlife;sar-us;gprstext;edge;featuresother;cam2features;batstandby1;battalktime1;optionalother;batmusicplayback1
https://www.gsmarena.com/nokia_800c-4662.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-800c.jpg;Nokia 800c;Released 2012, September;142g, 12.1mm thickness;Microsoft Windows Phone 7.5 Mango;16GB storage, no card slot;72;N/A;1,231,536 hits;"3.7""";480x800 pixels;512 MB RAM;Snapdragon S2;1450 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;EV-DO Rev.A 3.1 Mbps;2012, March. Released 2012, September;Discontinued;116.5 x 61.2 x 12.1 mm, 76 cc (4.59 x 2.41 x 0.48 in);142 g (5.01 oz);;Micro-SIM;;AMOLED;3.7 inches, 39.0 cm(~54.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~252 ppi density);;Microsoft Windows Phone 7.5 Mango;Qualcomm MSM8655T Snapdragon S2;1.4 GHz Scorpion;Adreno 205;No;16GB 512MB RAM;;8 MP, AF;Carl Zeiss optics, dual-LED flash;720p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1450 mAh battery (BV-5JW);Black, Cyan;About 170 EUR;Nokia ClearBlack display;;;;;;;;;MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument editorVideo/photo editorVoice memo/command/dialPredictive text input;;Up to 210 h (2G) / Up to 158 h (3G);Up to 9 h (2G) / Up to 7 h (3G);;Up to 55 h
https://www.gsmarena.com/nokia_lumia_610-4576.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-610.jpg;Nokia Lumia 610;Released 2012, April;131.5g, 12mm thickness;Microsoft Windows Phone 7.5 Mango;8GB storage, no card slot;202;0.1%;10,047,334 hits;"3.7""";480x800 pixels;256 MB RAM;Snapdragon S1;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;HSPA 7.2/0.384 Mbps;2012, February. Released 2012, April;Discontinued;119 x 62 x 12 mm, 77.6 cc (4.69 x 2.44 x 0.47 in);131.5 g (4.62 oz);;Micro-SIM;;TFT, 65K colors;3.7 inches, 39.0 cm(~52.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~252 ppi density);;Microsoft Windows Phone 7.5 Mango;Qualcomm MSM7227A Snapdragon S1;800 MHz ARM Cortex-A5;Adreno 200;No;8GB 256MB RAM;;5 MP, AF;LED flash;480p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1300 mAh battery (BP-3L);White, Cyan, Magenta, Black;About 90 EUR;;;;0.83 W/kg (head);;;1.32 W/kg (head)     0.97 W/kg (body);;;MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument viewerVideo/photo editor;;Up to 670 h (2G) / Up to 720 h (3G);Up to 10 h 30 min (2G) / Up to 9 h 30 min (3G);;Up to 35 h
https://www.gsmarena.com/nokia_asha_302-4546.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-302-ofic.jpg;Nokia Asha 302;Released 2012, March;106g, 13.5mm thickness;Feature phone;100MB 256MB ROM 128MB RAM storage, microSDHC slot;151;0.2%;6,887,080 hits;"2.4""";320x240 pixels;128 MB RAM;;1320 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2012, February. Released 2012, March;Discontinued;115.2 x 58.9 x 13.5 mm, 77 cc (4.54 x 2.32 x 0.53 in);106 g (3.74 oz);;Mini-SIM;;TFT, 256K colors;2.4 inches, 17.8 cm(~26.3% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~167 ppi density);;;;1.0 GHz;;microSDHC (dedicated slot);100MB 256MB ROM 128MB RAM;;3.15 MP;;480p@15fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;No;;Stereo FM radio, RDS;microUSB 2.0, OTG;;Removable Li-Ion 1320 mAh battery (BL-5J);Dark Grey, Mid Blue, Plum Red, White, Golden Light;About 80 EUR;;;;1.11 W/kg (head);;;1.27 W/kg (head)     1.01 W/kg (body);;;SNS integrationMP4/H.264/WMV playerMP3/WAV/WMA/AAC playerOrganizerVoice memoPredictive text input;;Up to 707 h (2G) / Up to 830 h (3G);Up to 9 h (2G) / Up to 5 h 50 min (3G);;Up to 50 h
https://www.gsmarena.com/nokia_asha_203-4579.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-203.jpg;Nokia Asha 203;Released 2012, May;90g, 13.9mm thickness;Feature phone;10MB 32MB ROM 16MB RAM storage, microSDHC slot;51;0.1%;1,419,358 hits;"2.4""";240x320 pixels;16 MB RAM;;1020 mAh Li-Ion;GSM 900 / 1800 - RM-833;;;;2012, February. Released 2012, May;Discontinued;114.8 x 49.8 x 13.9 mm, 91.5 cc (4.52 x 1.96 x 0.55 in);90 g (3.17 oz);;Mini-SIM;;TFT resistive touchscreen;2.4 inches, 17.8 cm(~31.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);10MB 32MB ROM 16MB RAM;;2 MP;;176x144@15fps;No;;No;2.1, A2DP, EDR;No;;Stereo FM radio, RDS, recording;microUSB 2.0;;Removable Li-Ion 1020 mAh battery (BL-5C);Dark Red, Dark Grey, Silver White;About 80 EUR;;;;0.65 W/kg (head);;;1.10 W/kg (head)     0.88 W/kg (body);Class 12;Class 12;SNS integrationMP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerOrganizerVoice memoPredictive text input;;Up to 650 h;Up to 5 h;;Up to 25 h
https://www.gsmarena.com/nokia_asha_202-4580.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-202.jpg;Nokia Asha 202;Released 2012, June;90g, 13.9mm thickness;Feature phone;10MB 32MB ROM 16MB RAM storage, microSDHC slot;60;0.1%;3,515,931 hits;"2.4""";240x320 pixels;16 MB RAM;;1020 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2012, February. Released 2012, June;Discontinued;114.8 x 49.8 x 13.9 mm, 91.5 cc (4.52 x 1.96 x 0.55 in);90 g (3.17 oz);;Dual SIM (Mini-SIM);;TFT resistive touchscreen;2.4 inches, 17.8 cm(~31.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);10MB 32MB ROM 16MB RAM;;2 MP;;176x144@15fps;No;;No;2.1, EDR;No;;Stereo FM radio, RDS, recording;microUSB 2.0;;Removable Li-Ion 1020 mAh battery (BL-5C);Dark Red, Black, Silver White, Dark Grey, Golden White;About 70 EUR;;;;1.11 W/kg (head);;;1.27 W/kg (head)     1.01 W/kg (body);Class 12;Class 12;SNS integrationMP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerOrganizerVoice memoPredictive text input;;Up to 400 h;Up to 5 h;;Up to 25 h
https://www.gsmarena.com/nokia_lumia_900-4578.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-900-white.jpg;Nokia Lumia 900;Released 2012, May;160g, 11.5mm thickness;Microsoft Windows Phone 7.5 Mango;16GB storage, no card slot;204;0.1%;6,150,477 hits;"4.3""";480x800 pixels;512 MB RAM;Snapdragon S2;1830 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;HSPA 42.2/5.76 Mbps;2012, February. Released 2012, May;Discontinued;127.8 x 68.5 x 11.5 mm, 90 cc (5.03 x 2.70 x 0.45 in);160 g (5.64 oz);;Micro-SIM;;AMOLED;4.3 inches, 52.6 cm(~60.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Corning Gorilla Glass;Microsoft Windows Phone 7.5 Mango;Qualcomm APQ8055 Snapdragon S2;1.4 GHz Scorpion;Adreno 205;No;16GB 512MB RAM;;8 MP, AF;Carl Zeiss optics, dual-LED flash;720p@30fps;1 MP;VGA@15fps;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS, GLONASS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, gyro, proximity, compass;Non-removable Li-Ion 1830 mAh battery (BP-6EW);Black, cyan, white, magenta;About 160 EUR;Nokia ClearBlack display;;;1.33 W/kg (head);;;1.29 W/kg (head)     0.95 W/kg (body);;;MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument viewer/editorVideo/photo editor;;Up to 300 h (2G) / Up to 300 h (3G);Up to 7 h (2G) / Up to 7 h (3G);;Up to 60 h
https://www.gsmarena.com/nokia_lumia_900_at&t-4275.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-900-black.jpg;Nokia Lumia 900 AT&T;Released 2012, April;160g, 11.5mm thickness;Microsoft Windows Phone 7.5 Mango;16GB storage, no card slot;89;N/A;2,810,315 hits;"4.3""";480x800 pixels;512 MB RAM;Snapdragon S2;1830 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;4, 17;HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps;2012, January. Released 2012, April;Discontinued;127.8 x 68.5 x 11.5 mm, 90 cc (5.03 x 2.70 x 0.45 in);160 g (5.64 oz);;Micro-SIM;;AMOLED;4.3 inches, 52.6 cm(~60.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Corning Gorilla Glass;Microsoft Windows Phone 7.5 Mango;Qualcomm APQ8055 Snapdragon S2;1.4 GHz Scorpion;Adreno 205;No;16GB 512MB RAM;;8 MP, AF;Carl Zeiss optics, dual-LED flash;720p@30fps;1.3 MP;VGA@30fps;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, gyro, proximity, compass;Non-removable Li-Ion 1830 mAh battery (BP-6EW);Matte black, cyan, pink;About 160 EUR;Nokia ClearBlack display;;;1.24 W/kg (head);;;1.51 W/kg (head)     1.30 W/kg (body);;;MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument viewer/editorVideo/photo editor;;Up to 300 h;Up to 7 h;;Up to 60 h
https://www.gsmarena.com/nokia_801t-4391.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-801t.jpg;Nokia 801T;Released 2012, September;170g, 12.8mm thickness;Symbian Anna OS;8GB storage, microSDHC;44;0.1%;834,073 hits;"4.0""";360x640 pixels;256 MB RAM;Broadcom BCM2727;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;TD-SCDMA;;TD-SCDMA;2011, December. Released 2012, September;Discontinued;125.2 x 65 x 12.8 mm, 83.2 cc (4.93 x 2.56 x 0.50 in);170 g (6.00 oz);;Mini-SIM;;TFT;4.0 inches, 44.1 cm(~54.2% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~184 ppi density);;Symbian Anna OS;Broadcom BCM2727;680 MHz ARM 11;;microSDHC (dedicated slot);8GB 256MB RAM;;8 MP;Dual-LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n;3.0, A2DP;GPS, A-GPS;Yes;Stereo FM radio, RDS;microUSB 2.0, OTG;Accelerometer, proximity, compass;Removable Li-Ion 1300 mAh battery (BP-3L);Black;About 220 EUR;ClearBlack display;;;;;;;Yes;Yes;CMMB mobile TVTV Out with compositeMP3/WMA/WAV/eAAC+ playerMP4/H.264/WMV playerVoice command/dialDocument viewerVideo/photo editorPredictive text input;;Up to 400 h (2G) / Up to 400 h (3G);Up to 5 h 40 min (2G) / Up to 8 h (3G);;Up to 65 h
https://www.gsmarena.com/nokia_x2_02-4354.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-x2-02.jpg;Nokia X2-02;Released 2012, January;71g, 15mm thickness;Feature phone;10MB 64MB ROM 32MB RAM storage, microSDHC slot;98;0.3%;5,991,478 hits;"2.2""";240x320 pixels;32 MB RAM;;1020 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011, December. Released 2012, January;Discontinued;113 x 50 x 15 mm, 125.5 cc (4.45 x 1.97 x 0.59 in);71 g (2.50 oz);;Dual SIM (Mini-SIM);;TFT;2.2 inches, 15.0 cm(~26.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;microSDHC (dedicated slot);10MB 64MB ROM 32MB RAM;;2 MP;;Yes;No;;No;2.1, A2DP, EDR;No;;"Stereo FM radio, RDS, recording; FM transmitter, built-in antenna";microUSB 2.0;;Removable Li-Ion 1020 mAh battery (BL-5C);Bright Red, Dark Silver, Orange, Violet, Ocean Blue;About 60 EUR;;;;0.91 W/kg (head);;;;Class 12;Class 12;SNS applicationsMP4/WMV/H.263 playerMP3/WAV/WMA/AAC+ playerOrganizerVoice memoPredictive text input;;Up to 443 h;Up to 9 h 50 min;;
https://www.gsmarena.com/nokia_lumia_800-4240.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-800-ofic.jpg;Nokia Lumia 800;Released 2011, November;142g, 12.1mm thickness;Microsoft Windows Phone 7.5 Mango, up to 7.8;16GB storage, no card slot;395;0.2%;15,763,314 hits;"3.7""";480x800 pixels;512 MB RAM;Snapdragon S2;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - RM-819;;HSPA 14.4/5.76 Mbps;2011, October. Released 2011, November;Discontinued;116.5 x 61.2 x 12.1 mm, 76.1 cc (4.59 x 2.41 x 0.48 in);142 g (5.01 oz);;Micro-SIM;;AMOLED;3.7 inches, 39.0 cm(~54.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~252 ppi density);Corning Gorilla Glass;Microsoft Windows Phone 7.5 Mango, upgradable to 7.8;Qualcomm MSM8255 Snapdragon S2;1.4 GHz Scorpion;Adreno 205;No;16GB 512MB RAM;;8 MP, AF;Carl Zeiss optics, dual-LED flash;720p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Non-removable Li-Ion 1450 mAh battery (BV-5JW);Black, Cyan, Magenta, White;About 140 EUR;Nokia ClearBlack display;;;0.94 W/kg (head);;;1.27 W/kg (head)     1.08 W/kg (body);;;MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument viewer/editorVideo/photo editor;;Up to 265 h (2G) / Up to 335 h (3G);Up to 13 h (2G) / Up to 9 h 30 min (3G);;Up to 55 h
https://www.gsmarena.com/nokia_lumia_710_t_mobile-4372.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-710-t-mobile.jpg;Nokia Lumia 710 T-Mobile;Released 2012, January;125.5g, 12.5mm thickness;Microsoft Windows Phone 7.5 Mango;8GB storage, no card slot;68;N/A;861,472 hits;"3.7""";480x800 pixels;512 MB RAM;Snapdragon S2;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, December. Released 2012, January;Discontinued;119 x 62.4 x 12.5 mm, 81.1 cc (4.69 x 2.46 x 0.49 in);125.5 g (4.41 oz);;Micro-SIM;;TFT;3.7 inches, 39.0 cm(~52.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~252 ppi density);Corning Gorilla Glass;Microsoft Windows Phone 7.5 Mango;Qualcomm MSM8255 Snapdragon S2;1.4 GHz Scorpion;Adreno 205;No;8GB 512MB RAM;;5 MP, AF;LED flash;720p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1300 mAh battery (BP-3L);Black, white/black;About 130 EUR;Nokia ClearBlack display;;;1.30 W/kg (head);;;1.06 W/kg (head)     0.94 W/kg (body);;;MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument viewer/editorVideo/photo editor;;Up to 396 h;Up to 7 h;;
https://www.gsmarena.com/nokia_lumia_710-4276.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-710.jpg;Nokia Lumia 710;Released 2011, December;125.5g, 12.5mm thickness;Microsoft Windows Phone 7.5 Mango;8GB storage, no card slot;219;0.1%;9,637,887 hits;"3.7""";480x800 pixels;512 MB RAM;Snapdragon S2;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1900 / 2100 - RM-803;;HSPA 14.4/5.76 Mbps;2011, October. Released 2011, December;Discontinued;119 x 62.4 x 12.5 mm, 81.1 cc (4.69 x 2.46 x 0.49 in);125.5 g (4.41 oz);;Micro-SIM;;TFT;3.7 inches, 39.0 cm(~52.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~252 ppi density);Corning Gorilla Glass;Microsoft Windows Phone 7.5 Mango;Qualcomm MSM8255 Snapdragon S2;1.4 GHz Scorpion;Adreno 205;No;8GB 512MB RAM;;5 MP, AF;LED flash;720p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1300 mAh battery (BP-3L);Black, White (front)/ black, white, cyan, fuchsia, yellow (back);About 100 EUR;Nokia ClearBlack display;;;1.30 W/kg (head);;;1.06 W/kg (head)     0.94 W/kg (body);;;MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument viewer/editorVideo/photo editor;;Up to 400 h (2G) / Up to 400 h (3G);Up to 6 h 50 min (2G) / Up to 7 h 40 min (3G);;Up to 38 h
https://www.gsmarena.com/nokia_asha_303-4278.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-303.jpg;Nokia Asha 303;Released 2011, December;99g, 13.9mm thickness;Feature phone;170MB storage, microSDHC slot;96;0.1%;6,370,671 hits;"2.6""";320x240 pixels;128 MB RAM;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 10.2/2 Mbps;2011, October. Released 2011, December;Discontinued;116.5 x 55.7 x 13.9 mm, 72 cc (4.59 x 2.19 x 0.55 in);99 g (3.49 oz);;Mini-SIM;;TFT, 256K colors;2.6 inches, 20.9 cm(~32.3% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~154 ppi density);;;;1.0 GHz;;microSDHC (dedicated slot);170MB (100MB user available), 256MB ROM, 128MB RAM;;3.2 MP;fixed focus;480p@15fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;No;;Stereo FM radio, RDS;microUSB 2.0, OTG;;Removable Li-Ion 1300 mAh battery (BP-3L);Red, Graphite, Silver White, Aqua, Green, Purple;About 110 EUR;;;;0.79 W/kg (head);;;1.16 W/kg (head)     1.10 W/kg (body);;;SNS integrationMP4/H.264/WMV playerMP3/WAV/WMA/AAC playerOrganizerVoice memoPredictive text input;;Up to 720 h (2G) / Up to 840 h (3G);Up to 8 h 10 min (2G) / Up to 7 h 10 min (3G);;Up to 47 h
https://www.gsmarena.com/nokia_asha_300-4279.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-300.jpg;Nokia Asha 300;Released 2011, November;85g, 12.7mm thickness;Feature phone;140MB 256MB ROM 128MB RAM storage, microSDHC slot;84;0.2%;6,640,571 hits;"2.4""";240x320 pixels;128 MB RAM;;1110 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;HSPA 10.2/2 Mbps;2011, October. Released 2011, November;Discontinued;112.8 x 49.5 x 12.7 mm, 59 cc (4.44 x 1.95 x 0.5 in);85 g (3.00 oz);;Mini-SIM;;TFT resistive touchscreen, 256K colors;2.4 inches, 17.8 cm(~31.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;1.0 GHz;;microSDHC (dedicated slot);140MB 256MB ROM 128MB RAM;;5 MP;fixed focus;480p@15fps;No;;No;2.1, A2DP, EDR;No;;Stereo FM radio, RDS;microUSB 2.0, OTG;Proximity;Removable Li-Ion 1110 mAh battery (BL-4U);Graphite, Night Shade, Gold, White Silver, Pink, Red;About 70 EUR;;;;1.51 W/kg (head);;;;;;SNS integrationMP4/H.264/WMV playerMP3/WAV/WMA/AAC playerOrganizerVoice memoPredictive text input;;Up to 550 h (2G) / Up to 597 h (3G);Up to 6 h 54 min (2G) / Up to 4 h 18 min (3G);;Up to 28 h
https://www.gsmarena.com/nokia_asha_201-4280.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-201.jpg;Nokia Asha 201;Released 2012, February;105g, 14mm thickness;Feature phone;10MB 64MB ROM 32MB RAM storage, microSDHC slot;63;0.1%;2,937,178 hits;"2.4""";320x240 pixels;32 MB RAM;;1430 mAh Li-Ion;GSM 900 / 1800 - RM-799;;;;2011, October. Released 2012, February;Discontinued;115.5 x 61.1 x 14 mm, 47.7 cc (4.55 x 2.41 x 0.55 in);105 g (3.70 oz);;Mini-SIM;;TFT, 256K colors;2.4 inches, 17.8 cm(~25.3% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);10MB 64MB ROM 32MB RAM;;2 MP;;176x144@10fps;No;;No;2.1, EDR;No;;Stereo FM radio, RDS, recording;microUSB 2.0;;Removable Li-Ion 1430 mAh battery (BL-5J);Graphite, Green, Blue, Aqua, Pearl White, Light Pink, Pink, Orange;About 50 EUR;;;;0.95 W/kg (head);;;1.28 W/kg (head)     0.92 W/kg (body);Class 12;Class 12;SNS integrationMP4/H.264/WMV playerMP3/WAV/WMA/AAC playerOrganizerVoice memoPredictive text input;;Up to 888 h;Up to 7 h;;Up to 52 h
https://www.gsmarena.com/nokia_asha_200-4281.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-201.jpg;Nokia Asha 200;Released 2011, December;105g, 14mm thickness;Feature phone;10MB 64MB ROM 32MB RAM storage, microSDHC slot;90;0.2%;7,000,484 hits;"2.4""";320x240 pixels;32 MB RAM;;1430 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011, October. Released 2011, December;Discontinued;115.4 x 61.1 x 14 mm, 47.7 cc (4.54 x 2.41 x 0.55 in);105 g (3.70 oz);;Dual SIM (Mini-SIM, dual stand-by);;TFT, 256K colors;2.4 inches, 17.8 cm(~25.3% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);10MB 64MB ROM 32MB RAM;;2 MP;;176x144@10fps;No;;No;2.1, EDR;No;;Stereo FM radio, RDS, recording;microUSB 2.0;;Removable Li-Ion 1430 mAh battery (BL-5J);Graphite, Green, Blue, Aqua, Pearl White, Light Pink, Pink, Orange;About 50 EUR;;;;0.89 W/kg (head);;;;Class 12;Class 12;SNS integrationMP4/H.264/WMV playerMP3/WAV/WMA/AAC playerOrganizerVoice memoPredictive text input;;Up to 552 h;Up to 7 h;;Up to 52 h
https://www.gsmarena.com/nokia_603-4243.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-603-ofic.jpg;Nokia 603;Released 2011, October;109.6g, 12.7mm thickness;Symbian Belle, up to Belle FP1;2GB storage, microSDHC slot;152;0.1%;3,425,325 hits;"3.5""";360x640 pixels;512 MB RAM;;;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, October. Released 2011, October;Discontinued;113.5 x 57.1 x 12.7 mm, 74 cc (4.47 x 2.25 x 0.5 in);109.6 g (3.84 oz);;Micro-SIM;;IPS LCD;3.5 inches, 33.8 cm(~52.1% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~210 ppi density);Scratch-resistant glass;Symbian Belle, upgradable to Belle FP1;;1.0 GHz;;microSDHC (dedicated slot);2GB (340MB user available), 512MB RAM, 1GB ROM;;5 MP;fixed focus;720p@30fps;No;;Wi-Fi 802.11 b/g/n;3.0, A2DP;GPS, A-GPS;Yes;Stereo FM radio, RDS;microUSB 2.0, OTG;Accelerometer, proximity, compass;Removable Li-Ion battery (BP-3L);Black, white (front panel)/ black, white, fuchsia, green, yellow, blue (back panel);About 100 EUR;Nokia ClearBlack display;;;0.98 W/kg (head);;;1.33 W/kg (head)     1.02 W/kg (body);;;SNS integrationMP4/WMV/H.264 playerMP3/WAV/еAAC+ playerDolby Digital Plus (via FP1 update)Photo editorOrganizerQuickoffice document editorAdobe PDF ReaderVoice command/dialPredictive text input;;Up to 460 h (2G) / Up to 490 h (3G);Up 16 h (2G) / Up to 7 h (3G);;Up to 75 h
https://www.gsmarena.com/nokia_c2_05-4241.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-05.jpg;Nokia C2-05;Released 2011, December;98.5g, 16.3mm thickness;Feature phone;64MB storage, microSDHC slot;62;0.2%;1,912,688 hits;"2.0""";240x320 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800;;;;2011, October. Released 2011, December;Discontinued;99.4 x 47.8 x 16.3 mm, 59.5 cc (3.91 x 1.88 x 0.64 in);98.5 g (3.46 oz);;Mini-SIM;;TFT, 65K colors;2.0 inches, 12.4 cm(~26.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;;microSDHC (dedicated slot);64MB;;VGA;;Yes;No;;No;2.1, A2DP, EDR;No;;FM radio, recording;microUSB 2.0;;Removable Li-Ion 860 mAh battery (BL-4C);Dynamic Gray, Peacock Blue, Pink;About 60 EUR;;;;0.60 W/kg (head);;;;Class 12;Class 12;Facebook, Twitter applicationsMP4/H.263 playerMP3/eAAC+ playerNokia MapsOrganizerVoice memoPredictive text input;;Up to 600 h;Up to 5 h;;
https://www.gsmarena.com/nokia_x2_05-4242.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-x2-05.jpg;Nokia X2-05;Released 2011, December;87.8g, 15mm thickness;Feature phone;64MB storage, microSDHC slot;58;0.1%;1,512,078 hits;"2.2""";240x320 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;;2011, October. Released 2011, December;Discontinued;113 x 50 x 15 mm, 125.5 cc (4.45 x 1.97 x 0.59 in);87.8 g (3.07 oz);;Mini-SIM;;TFT, 65K colors;2.2 inches, 15.0 cm(~26.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;microSDHC (dedicated slot);64MB;;VGA;;No;No;;No;2.1, A2DP, EDR;No;;FM radio, recording;microUSB 2.0;;Removable Li-Ion 800 mAh battery (BL-5CB);Black, Silver, White, Bright Red;About 90 EUR;;;;1.25 W/kg (head);;;;Class 12;Class 12;MP4/H.263 playerMP3/AAC+ playerOrganizerVoice memoPredictive text input;;Up to 643 h;Up to 7 h 25 min;;Up to 20 h
