Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;displayother;net5g;models;sar-eu;tbench;batlife;sar-us;gprstext;edge;featuresother;cam2features;batstandby1;battalktime1;optionalother;batmusicplayback1
https://www.gsmarena.com/nokia_5210-286.php;https://fdn2.gsmarena.com/vv/bigpic/no5210.gif;Nokia 5210;Released 2002, Q1;92g, 22.5mm thickness;Feature phone;No card slot;102;0.2%;805,046 hits;;5 lines; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2002, Q1;Discontinued;105.5 x 47.5 x 22.5 mm, 83 cc (4.15 x 1.87 x 0.89 in);92 g (3.25 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Ediatable message templates10 voice dial numbers100 Calendar notes;No;;;;;No;No;No;;No;;Thermometer;Removable Li-Ion 750 mAh battery (BLB-2);Burned Orange, four Xpress-on shells as accessories;;Pastel orange backlightDynamic font sizeSoftkeyScreensaversWelcome message;;;0.62 W/kg (head);;;;No;No;Downloadable game packs via WAPPredictive text inputSmart messagingOrganizerVoice DialMobile Chat mode for SMSProfilesImproved DurabilityPicture messaging(10 predefined + 1 empty)Photo editor;;Up to 170 h;Up to 3 h 50 min;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_5510-284.php;https://fdn2.gsmarena.com/vv/bigpic/no5510.gif;Nokia 5510;Released 2001, Q4;155g, 28mm thickness;Feature phone;64MB storage, no card slot;68;0.2%;508,459 hits;;5 lines; ;;950 mAh Li-Ion;GSM 900 / 1800;;;;2001, Q4;Discontinued;134 x 58 x 28 mm, 165 cc (5.28 x 2.28 x 1.10 in);155 g (5.47 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;64MB;150 messages or 50 picture messagesMessage templates220 calendar notes8 voice dial numbers;No;;;;;No;No;No;;Stereo FM radio;;;Removable Li-Ion 950 mAh battery (BLC-2);2 - Groove Red and Melody Blue;;Dynamic font sizeSoftkeyScreensaversWelcome message;;;0.74 W/kg (head);;;;No;No;MP3 player and recorderSmart messagingCalculatorVoice DialMobile chatProfilesCurrency converter;;55 h - 260 h;2 h 30 min - 4 h 30;6 Ringing tone levels10 Volume levelsUp to 10 h MP3 playbackUp to 13 h 30 min FM playback;
https://www.gsmarena.com/nokia_8310-241.php;https://fdn2.gsmarena.com/vv/bigpic/no8310.gif;Nokia 8310;Released 2001;84g, 19mm thickness;Feature phone;No card slot;98;0.2%;930,379 hits;;5 lines; ;;830 mAh Li-Ion;GSM 900 / 1800;;;;2001;Discontinued;97 x 43 x 19 mm, 66 cc (3.82 x 1.69 x 0.75 in);84 g (2.96 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Memory for 8 voice dial numbers50 calendar notes;No;;;;;No;No;No;;FM radio;;;Removable Li-Ion 830 mAh battery (BLB-2);9 Xpress-on covers;;Dynamic font size Softkey;;;0.82 W/kg (head);;;;Class 4;No;2 Coloured PhoneWraps (included)Handsfree Stereo Headset (included);;100 - 400 h;2 - 4 h;;
https://www.gsmarena.com/nokia_6310-240.php;https://fdn2.gsmarena.com/vv/bigpic/no6310.gif;Nokia 6310;Released 2001;111g, 19mm thickness;Feature phone;No card slot;71;0.1%;778,856 hits;;96x65 pixels, 6 lines; ;;1050 mAh Li-Ion;GSM 900 / 1800;;;;2001;Discontinued;129 x 47 x 19 mm, 97 cc (5.08 x 1.85 x 0.75 in);111 g (3.92 oz);;Mini-SIM;;Monochrome graphic;;96 x 65 pixels, 6 lines, 3:2 ratio;;;;;;No;;3 phone numbers per name150 text messages10 voice dial numbers;No;;;;;No;1.1;No;;No;;;Removable Li-Ion 1050 mAh battery (BLS-2N);3 - Jet Black, Lightening Silver and Laser Red;;Dynamic font sizeSoftkey;;;0.81 W/kg (head);;;;Class 4;No;SyncMLPredictive text inputOrganizerVoice recordVoice commandInfrared transfer of data between compatible phonesProfile Selection;;Up to 410 h;Up to 5 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_3350-294.php;https://fdn2.gsmarena.com/vv/bigpic/no3350.gif;Nokia 3350;Released 2001;108g, 23mm thickness;Feature phone;No card slot;39;0.1%;382,354 hits;;96x65 pixels, 5 lines; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;;2001;Discontinued;113 x 49 x 23 mm, 98 cc (4.45 x 1.93 x 0.91 in);108 g (3.81 oz);;Mini-SIM;;Monochrome graphic;;96 x 65 pixels, 5 lines, 3:2 ratio;;;;;;No;;Message templates8 voice dial numbers;No;;;;;No;No;No;;No;;;Removable Li-Ion 1000 mAh battery (BLC-2);User exchangeable front and back covers;;Dynamic font sizeSoftkeyScreensaversWelcome message;;;0.52 W/kg (head);;;;No;No;Downloadable game packs via WAPPredictive text inputSmart messagingCalculatorVoice DialMobile Chat mode for SMSProfilesCurrency converterPhoto editor;;Up to 260 h;Up to 4 h 45 min;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_3330-239.php;https://fdn2.gsmarena.com/vv/bigpic/no3330.gif;Nokia 3330;Released 2001;133g, 22mm thickness;Feature phone;No card slot;117;0.2%;600,642 hits;;5 lines; ;;900 mAh NiMH;GSM 900 / 1800;;;;2001;Discontinued;113 x 48 x 22 mm, 97 cc (4.45 x 1.89 x 0.87 in);133 g (2.86 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Message templates8 voice dial numbers;No;;;;;No;No;No;;No;;;Removable NiMH 900 mAh battery (BMC-3);User exchangeable front and back covers;;Dynamic font sizeSoftkeyScreensaversWelcome message;;;0.96 W/kg (head);;;;No;No;Downloadable game packs via WAPPredictive text inputSmart messagingCalculatorVoice DialMobile Chat mode for SMSProfilesCurrency converter;;55 h to 260 h;2 h 30 min to 4 h 30;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_8250-217.php;https://fdn2.gsmarena.com/vv/bigpic/no8250.gif;Nokia 8250;Released 2000;81g, 19mm thickness;Feature phone;No card slot;74;0.2%;786,256 hits;;84x48 pixels, 5 lines; ;;830 mAh Li-Ion;GSM 900 / 1800;;;;2000;Discontinued;102.5 x 45 x 19 mm, 69 cc (4.04 x 1.77 x 0.75 in);81 g (2.86 oz);;Mini-SIM;;Monochrome graphic;;84 x 48 pixels, 5 lines, 16:9 ratio;;;;;;No;;Memory for 8 voice dial numbers50 calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 830 mAh battery (BLB-2);Xpress-on covers;;Blue backlightDynamic font sizeSoftkeyDownloadable profiles, screensavers;;;;;;;No;No;SMS chatPredictive text inputOver-the-air activation for sending/receiving phone numbersBusiness card sending/receivingOrganizer;;50 h - 150 h;2 h - 3 h 20 min;;
https://www.gsmarena.com/nokia_9210_communicator-210.php;https://fdn2.gsmarena.com/vv/bigpic/no9210.gif;Nokia 9210 Communicator;Released 2000;244g, 27mm thickness;Open Symbian, based on Symbian v6.0;MMC slot;69;0.1%;580,567 hits;"4.5""";640x200 pixels; ;;1300 mAh Li-Ion;GSM 900 / 1800;;;;2000;Discontinued;158 x 56 x 27 mm (6.22 x 2.20 x 1.06 in);244 g (8.61 oz);;Mini-SIM;;TFT, 4096 colors;4.5 inches, 110 x 35 mm, 37.2 cm(~42.0% screen-to-body ratio);640 x 200 pixels (~149 ppi density);;Open Symbian, based on Symbian v6.0, Series 80 UI;;52 MHz ARM 9;;MMC, 16 MB included;;14 MB application memory2 MB + card capacity user memoryProcessor: 32-bit ARM9-based RISC CPU at 52 MHz;No;;;;;No;No;No;;No;;;Removable Li-Ion 1300 mAh battery (BLL-3);Black;;Second display (80x48 pixels);;;0.34 W/kg (head);;;;No;No;Attachment viewersVideo playerDocument viewer (Word, Excel, PowerPoint, PDF)All PDA functionsImaging (Digital camera connectivity);;Up to 230 h;Up to 4 - 10 h;Audio SpeakerRingtone formats: RNG, WAV, AU, WVE;
https://www.gsmarena.com/nokia_3310-192.php;https://fdn2.gsmarena.com/vv/bigpic/no3310b.gif;Nokia 3310;Released 2000;133g, 22mm thickness;Feature phone;No card slot;772;0.9%;3,547,287 hits;;5 lines; ;;900 mAh NiMH;GSM 900 / 1800;;;;2000;Discontinued;113 x 48 x 22 mm, 97 cc (4.45 x 1.89 x 0.87 in);133 g (4.69 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Message templates;No;;;;;No;No;No;;No;;;Removable NiMH 900 mAh battery (BMC-3);User exchangeable front and back covers;;Dynamic font sizeSoftkeyScreensaversWelcome message;;;0.96 W/kg (head);;;;No;No;Predictive text inputSmart messagingCalculatorVoice DialMobile Chat mode for SMSProfilesCurrency converter;;55 h to 260 h;2 h 30 min to 4 h 30;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_8890-22.php;https://fdn2.gsmarena.com/vv/bigpic/no8890t.gif;Nokia 8890;Released 2000;91g, 18mm thickness;Feature phone;No card slot;50;0.1%;451,357 hits;;5 lines; ;;830 mAh Li-Ion;GSM 900 / 1900;;;;2000;Discontinued;100 x 44 x 18 mm, 70 cc (3.94 x 1.73 x 0.71 in);91 g (3.21 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Memory for 8 voice dialnumbers50 calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 830 mAh battery (BLB-2);Metallic;;Dynamic font sizeSoftkey;;;;;;;No;No;Picture messagingPredictive text inputSmart MessagingOrganizerInfrared transfer of names and phone numbers;;50 - 150 h;2 h - 3 h 20 min;Space for 5 received ringing tones;
https://www.gsmarena.com/nokia_8210-19.php;https://fdn2.gsmarena.com/vv/bigpic/no8210t.gif;Nokia 8210;Released 1999;79g, 17.4mm thickness;Feature phone;No card slot;123;0.2%;808,575 hits;;5 lines; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;1999;Discontinued;101.5 x 44.5 x 17.4 mm, 66 cc (4.00 x 1.75 x 0.69 in);79 g (2.79 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Memory for 8 voice dial numbers50 calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 650 mAh battery (BLB-2);6 Xpress-on covers;;Dynamic font sizeSoftkey;;;;;;;No;No;Picture messagingPredictive text inputOver-the-air activation for sending/receiving phone numbersBusiness card sending/receivingOrganizer;;50 - 150 h;2 h - 3 h 20 min;;
https://www.gsmarena.com/nokia_8850-21.php;https://fdn2.gsmarena.com/vv/bigpic/no8850t.gif;Nokia 8850;Released 1999;91g, 17mm thickness;Feature phone;No card slot;57;0.2%;608,197 hits;;5 lines; ;;830 mAh Li-Ion;GSM 900 / 1800;;;;1999;Discontinued;100 x 44 x 17 mm, 70 cc (3.94 x 1.73 x 0.67 in);91 g (3.21 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Memory for 8 voice dialnumbers50 calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 830 mAh battery (BLB-2);Metallic;;Dynamic font sizeSoftkey;;;0.43 W/kg (head);;;;No;No;Picture messagingPredictive text inputSmart MessagingOrganizerInfrared transfer of names and phone numbers;;50 - 150 h;2 h - 3 h 20 min;Space for 5 received ringing tones;
https://www.gsmarena.com/nokia_8810-20.php;https://fdn2.gsmarena.com/vv/bigpic/no8810t.gif;Nokia 8810;Released 1998;118g, 18mm thickness;Feature phone;No card slot;57;0.1%;534,193 hits;;5 lines; ;;600 mAh NiMH;GSM 900;;;;1998;Discontinued;107 x 46 x 18 mm, 74 cc (4.21 x 1.81 x 0.71 in);118 g (4.16 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable NiMH 600 mAh battery (BMP-1A);Metallic;;Dynamic font sizeSoftkey;;;;;;;No;No;Smart messagingOrganizer;;36 - 133 h;1 h 40 min - 2 h 50;;
https://www.gsmarena.com/nokia_6250-13.php;https://fdn2.gsmarena.com/vv/bigpic/no6250b.gif;Nokia 6250;Released 2000;167g, 27mm thickness;Feature phone;No card slot;32;N/A;327,782 hits;;96x60 pixels, 6 lines; ;;1200 mAh Li-Ion;GSM 900 / 1800;;;;2000;Discontinued;142 x 50-58 x 23-27 mm, 159 cc;167 g (5.89 oz);;Mini-SIM;;Monochrome graphic;;96 x 60 pixels, 6 lines, 16:10 ratio;;;;;;No;;3 phone numbers per name150 text messages10 voice dial numbers;No;;;;;No;No;No;;No;;Sound level meter;Removable Li-Ion 1200 mAh battery (BLL-2);Black Night, Grey Dusk and Red Sunset;;Dynamic font sizeSoftkey;;;;;;;No;No;Voice recognitionPredictive text inputOrganizerInfrared transfer of data between compatible phonesTask journalStopwatch;;Up to 336 h;Up to 5 h 50 min;Profile SelectionAscending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_6210-12.php;https://fdn2.gsmarena.com/vv/bigpic/no6210b.gif;Nokia 6210;Released 2000;114g, 18.8mm thickness;Feature phone;No card slot;95;0.2%;711,248 hits;;96x60 pixels, 6 lines; ;;1050 mAh Li-Ion;GSM 900 / 1800;;;;2000;Discontinued;129.5 x 47.3 x 18.8 mm, 95 cc (5.10 x 1.86 x 0.74 in);114 g (4.02 oz);;Mini-SIM;;Monochrome graphic;;96 x 60 pixels, 6 lines, 16:10 ratio;;;;;;No;;3 phone numbers per name150 text messages10 voice dial numbers;No;;;;;No;No;No;;No;;;Removable Li-Ion 1050 mAh battery (BLS-2N);Black Night, Grey Dusk and Red Sunset;;Dynamic font sizeSoftkey;;;;;;;No;No;Predictive text inputOrganizerInfrared transfer of data between compatible phones;;Up to 300 h;Up to 5 h 10 min;Profile SelectionAscending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_7110-15.php;https://fdn2.gsmarena.com/vv/bigpic/no7110b.gif;Nokia 7110;Released;141g, 24mm thickness;Feature phone;No card slot;86;0.2%;514,531 hits;;96x65 pixels, 6 lines; ;;600 mAh Li-Po;GSM 900 / 1800;;;;;Discontinued;125 x 53 x 24 mm, 125 cc (4.92 x 2.09 x 0.94 in);141 g (4.97 oz);;Mini-SIM;;Monochrome graphic;;96 x 65 pixels, 6 lines, 3:2 ratio;;;;;;No;;3 numbers and 1 text field for each name;No;;;;;No;No;No;;No;;;Removable Li-Po 600 mAh battery (BPS-1);Dark green;;Dynamic font sizeSoftkey;;;;;;;No;No;Predictive text inputNavi rollerOrganizer;;35 - 170 h;1 h 40 min - 3 h;Profile SelectionAscending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_9110i_communicator-18.php;https://fdn2.gsmarena.com/vv/bigpic/no9110ib.gif;Nokia 9110i Communicator;Released 1999;253g, 27mm thickness;Feature phone;8MB storage, MMC slot;75;0.1%;488,824 hits;"4.5""";640x200 pixels; ;;1100 mAh Li-Ion;GSM 900;;;;1999;Discontinued;158 x 56 x 27 mm, 218 cc (6.22 x 2.20 x 1.06 in);253 g (8.92 oz);;Mini-SIM;;Grayscale LCD;4.5 inches, 110 x 35 mm, 37.2 cm(~42.0% screen-to-body ratio);640 x 200 pixels (~149 ppi density);;;;AMD 486;;MMC;8MB;4 MB Operating System and applications2 MB program execution2 MB user data storageOperating System: GEOSE-mail protocols: SMTP, IMAP4, POP3 and MIME1;No;;;;;No;No;No;;No;;;Removable Li-Ion 1100 mAh battery (BLN-3);Black;;Second display;;;;;;;No;No;TelnetTerminalOrganizerHelpSystem & security;;60 - 170 h;3 - 6 h;;
https://www.gsmarena.com/nokia_9000_communicator-16.php;https://fdn2.gsmarena.com/vv/bigpic/no9000b.gif;Nokia 9000 Communicator;Released 1998;397g, 38mm thickness;Feature phone;8MB storage, no card slot;65;0.1%;590,723 hits;;640x200 pixels; ;;;GSM 900;;;;1998;Discontinued;173 x 64 x 38 mm (6.81 x 2.52 x 1.50 in);397 g (14.00 oz);;Mini-SIM;;Grayscale LCD;;640 x 200 pixels;;;;Intel 386;;No;8MB;4 MB Operating System and applications2 MB program execution2 MB user data storageOperating System: GEOSTM 3.0;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;Black;;Second display;;;;;;;No;No;TelnetTerminalOrganizerRinging tone composerHelpSystem & security;;35 h;3 h;;
https://www.gsmarena.com/nokia_3210-6.php;https://fdn2.gsmarena.com/vv/bigpic/no3210b.gif;Nokia 3210;Released 1999;151g, 22.5mm thickness;Feature phone;No card slot;176;0.4%;1,052,047 hits;;5 lines; ;;;GSM 900 / 1800;;;;1999;Discontinued;123.8 x 50.5 x 16.7-22.5 mm;151 g (5.33 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;User exchangeable front and back covers;;Dynamic font sizeSoftkeyWelcome message;;;;;;;No;No;Predictive text inputSmart messaging (Over the Air SMS)Calculator;;;;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_6150-10.php;https://fdn2.gsmarena.com/vv/bigpic/no6150b.gif;Nokia 6150;Released 1998;141g, 28mm thickness;Feature phone;No card slot;57;0.1%;417,867 hits;;5 lines; ;;600 mAh Li-Po;GSM 900 / 1800;;;;1998;Discontinued;129 x 47 x 28 mm, 130 cc (5.08 x 1.85 x 1.10 in);141 g (4.97 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable Li-Po 600 mAh battery (BPS-1);2;;Dynamic font sizeSoftkeyWelcome message;;;;;;;No;No;Organizer;;30 - 170 h;1 h 40 min - 3 h;6 Ringing tone levels10 Volume levelsProfile function;
https://www.gsmarena.com/nokia_6130-9.php;https://fdn2.gsmarena.com/vv/bigpic/no6130b.gif;Nokia 6130;Released 1998;152g, 25mm thickness;Feature phone;No card slot;36;N/A;385,200 hits;;5 lines; ;;600 mAh Li-Po;GSM 1800;;;;1998;Discontinued;141 x 48 x 25 mm (5.55 x 1.89 x 0.98 in);152 g (5.36 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable Li-Po 600 mAh battery (BPS-1);2;;Dynamic font sizeSoftkeyWelcome message;;;;;;;No;No;Organizer;;40 - 150 h;2 h - 3 h 20 min;6 Ringing tone levels10 Volume levelsProfile function;
https://www.gsmarena.com/nokia_6110-8.php;https://fdn2.gsmarena.com/vv/bigpic/no6110b.gif;Nokia 6110;Released 1998;137g, 28mm thickness;Feature phone;No card slot;107;0.1%;856,133 hits;;5 lines; ;;600 mAh Li-Po;GSM 900;;;;1998;Discontinued;130 x 47 x 28 mm, 130 cc (5.12 x 1.85 x 1.10 in);137 g (4.83 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable Li-Po 600 mAh battery;2;;Dynamic font sizeSoftkeyWelcome message;;;1.52 W/kg (head);;;1.25 W/kg (head)     0.51 W/kg (body);No;No;Organizer;;40 - 180 h;2 h - 3 h 20 min;6 Ringing tone levels10 Volume levelsProfile function;
https://www.gsmarena.com/nokia_5110-7.php;https://fdn2.gsmarena.com/vv/bigpic/no5110b.gif;Nokia 5110;Released 1998;170g, 31mm thickness;Feature phone;No card slot;159;0.3%;943,955 hits;;5 lines; ;;600 mAh Li-Po;GSM 900;;;;1998;Discontinued;132 x 47.5 x 31 mm, 143 cc (5.20 x 1.87 x 1.22 in);170 g (6.00 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable Li-Po 600 mAh battery;Xpress-On covers, 4 basic, 7 metallic;;Dynamic font sizeSoftkeyWelcome message;;;;;;;No;No;Closed user group;;40 - 180 h;2 h - 3 h 20 min;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_3110-23.php;https://fdn2.gsmarena.com/vv/bigpic/no3110b.gif;Nokia 3110;Released 1997;146g with slim battery, 21mm thickness;Feature phone;No card slot;47;0.1%;521,475 hits;;4x13 characters; ;;400 mAh Li-Ion;GSM 900;;;;1997;Discontinued;136 x 45 x 21 mm, 139 cc (5.35 x 1.77 x 0.83 in);146 g with slim battery (5.15 oz);;Mini-SIM;;Monochrome graphic;;4 x 13 characters;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable Li-Ion 400 mAh battery;Black;;Navi Key;;;;;;;No;No;;;30 - 70 h;1 - 2 h;;
https://www.gsmarena.com/nokia_8110-11.php;https://fdn2.gsmarena.com/vv/bigpic/no8110b.gif;Nokia 8110;Released 1996;152g, 25mm thickness;Feature phone;No card slot;82;0.1%;594,930 hits;;4x13 characters; ;;400 mAh Li-Ion;GSM 900;;;;1996;Discontinued;141 x 48 x 25 mm (5.55 x 1.89 x 0.98 in);152 g (5.36 oz);;Mini-SIM;;Monochrome graphic;;4 x 13 characters;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable Li-Ion 400 mAh battery;black;;Dynamic font sizeSoftkeyWelcome message;;;;;;;No;No;Conference calling (1+5 persons);;30 - 70 h;1 - 2 h;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_2110-24.php;https://fdn2.gsmarena.com/vv/bigpic/no2110b.gif;Nokia 2110;Released 1995;236g, 25mm thickness;Feature phone;No card slot;86;0.1%;873,437 hits;;4x13 characters; ;;550 mAh NiMH;GSM 900;;;;1995;Discontinued;148 x 56 x 25 mm (5.83 x 2.20 x 0.98 in);236g (8.32 oz);;Mini-SIM;;Monochrome graphic;;4 x 13 characters;;;;;;No;;;No;;;;;No;No;No;;No;;;Removable NiMH 550 mAh battery;Black;;Navi Key;;;0.85 W/kg (head);;;1.48 W/kg (head)     0.13 W/kg (body);No;No;;;30 h;2 h 40 min;;
https://www.gsmarena.com/nokia_g-10792.php;https://fdn2.gsmarena.com/vv/bigpic/smartphone.jpg;Nokia G;Cancelled;180g, 8.7mm thickness;Android 11;32GB/64GB storage, microSDXC;20;N/A;95,992 hits;"6.38""";720x1560 pixels;3/4 GB RAM;Snapdragon 460;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 13, 28, 66;HSPA, LTE;Exp. announcement 2021, April 08;Cancelled;161 x 76 x 8.7 mm (6.34 x 2.99 x 0.34 in);180 g (6.35 oz);;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 400 nits (typ);6.38 inches, 99.9 cm(~81.7% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~269 ppi density);;Android 11;Qualcomm SM4250 Snapdragon 460 (11 nm);Octa-core (4x1.8 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);Adreno 610;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;48 MP, (wide), PDAF5 MP, (ultrawide)2 MP, (macro)2 MP, (depth);LED flash, HDR, panorama;1080p@30fps;16 MP, (wide);1080p@30fps;Wi-Fi 802.11 b/g/n;4.2, A2DP, aptX Adaptive;GPS, GLONASS, GALILEO, BDS;Yes (market/region dependent);FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity;Li-Po 4000 mAh, non-removable;Blue, Purple;About 140 EUR;;;;;;;;;;;;;;;
https://www.gsmarena.com/nokia_7_3-10468.php;https://fdn2.gsmarena.com/vv/bigpic/smartphone.jpg;Nokia 7.3;Cancelled;8.2mm thickness;Android 10, Android One;64GB/128GB storage, microSDXC;49;N/A;309,601 hits;"6.5""";1080x2400 pixels;6 GB RAM;Snapdragon 690 5G;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;HSPA, LTE-A, 5G;Not announced yet;Cancelled;165.8 x 76.3 x 8.2 mm (6.53 x 3.00 x 0.32 in);-;Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), plastic frame;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, HDR10;6.5 inches, 102.0 cm(~80.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~405 ppi density);Corning Gorilla Glass 3;Android 10, Android One;Qualcomm SM6350 Snapdragon 690 5G (8 nm);Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver);Adreno 619L;microSDXC (dedicated slot);64GB 6GB RAM, 128GB 6GB RAM;eMMC 5.1;"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Zeiss optics, LED flash, panorama, HDR;4K@30fps, 1080p@30fps (gyro-EIS);24 MP, (wide);1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, EDR, LE, aptX;GPS, GLONASS, GALILEO, BDS;Yes;Unspecified;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4000 mAh, non-removable;"Light blue; others";;Always-on display;SA/NSA;;;;;;;;;Zeiss optics, HDR;;;;
https://www.gsmarena.com/nokia_9_3_pureview-10242.php;https://fdn2.gsmarena.com/vv/bigpic/smartphone.jpg;Nokia 9.3 PureView;Cancelled;;Android 10, Android One;128GB/256GB storage, no card slot;210;0.1%;687,207 hits;"6.7""";1440x2880 pixels;6/8 GB RAM;Snapdragon 865 5G;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;HSPA, LTE-A, 5G;Not announced yet;Cancelled;-;-;Glass front (Gorilla Glass 5), glass back, aluminum frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant;P-OLED, 120Hz, HDR10+;6.7 inches, 115.8 cm;1440 x 2880 pixels, 18:9 ratio (~481 ppi density);Corning Gorilla Glass 5;Android 10, Android One;Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Adreno 650;No;128GB 6GB RAM, 256GB 8GB RAM;UFS 3.0;"108 MP, f/1.8, (wide), 1/1.33"", 0.8µm, PDAF, OIS8 MP, (telephoto)13 MP, (ultrawide)TOF 3D, (depth)";Zeiss optics, dual-LED dual-tone flash, HDR, panorama;8K@30fps, 4K@30/60fps, 1080p@30/60/120fps, gyro-EIS;"20 MP, f/2.0, (wide), 1/2.8"", 1.0µmTOF 3D, (depth)";4K@30fps, 1080p@30fps, HDR;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.1, A2DP, LE, aptX;GPS, GLONASS, BDS;Yes;No;USB Type-C 3.1;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Blue, Black;;Always-on display;SA/NSA;;;;;;;;ANT+;HDR;;;24-bit/192kHz audio;
