Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;sar-us;sar-eu;price;tbench;cam2features;bodyother;batlife;batstandby1;battalktime1;batmusicplayback1;displayother;featuresother;gprstext;edge;optionalother
https://www.gsmarena.com/blackberry_torch_9850-4088.php;https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Torch-9850.jpg;BlackBerry Torch 9850;Released 2011, August;135g, 11.5mm thickness;BlackBerry OS 7;4GB 768MB RAM storage, microSDHC slot;20;0.1%;2,060,981 hits;"3.7""";480x800 pixels;768 MB RAM;Snapdragon S2;1230 mAh Li-Ion;CDMA 800 / 1900;HSDPA 2100;;HSPA 14.4/5.76 Mbps, EV-DO Rev A 3.1 Mbps;2011, August. Released 2011, August;Discontinued;120 x 62 x 11.5 mm (4.72 x 2.44 x 0.45 in);135 g (4.76 oz);;Mini-SIM;TFT;3.7 inches, 39.0 cm(~52.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~252 ppi density);;BlackBerry OS 7;Qualcomm MSM8655 Snapdragon S2;1.2 GHz Scorpion;Adreno 205;microSDHC (dedicated slot);4GB 768MB RAM;;5 MP, AF;LED flash;720p;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1230 mAh battery;Black;;0.90 W/kg (head)     0.66 W/kg (body);0.76 W/kg (head)     0.43 W/kg (body);About 130 EUR;;;;;Up to 320 h;Up to 6 h 50 min;Up to 50 h;;Social feedsBlackBerry mapsDocument viewerMP3/WMA/eAAC+/FlAC playerDivX/XviD/MP4/WMV/H.264OrganizerVoice memo/dialPredictive test input;;;
https://www.gsmarena.com/blackberry_bold_touch_9900-3116.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-touch-9900.jpg;BlackBerry Bold Touch 9900;Released 2011, August;130g, 10.5mm thickness;BlackBerry OS 7.0;8GB storage, microSDHC;224;0.6%;12,430,995 hits;"2.8""";640x480 pixels;768 MB RAM;;1230 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100 / 800;;HSPA 14.4/5.76 Mbps;2011, May. Released 2011, August;Discontinued;115 x 66 x 10.5 mm (4.53 x 2.60 x 0.41 in);130 g (4.59 oz);;Mini-SIM;TFT;2.8 inches, 24.3 cm(~32.0% screen-to-body ratio);640 x 480 pixels, 4:3 ratio (~286 ppi density);;BlackBerry OS 7.0;;1.2 GHz QC 8655;;microSDHC (dedicated slot);8GB 768MB RAM;;5 MP;LED flash;720p;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS, BlackBerry Maps;Yes;No;microUSB 2.0;Proximity, compass;Removable Li-Ion 1230 mAh battery;Black, White;;1.19 W/kg (head)     1.03 W/kg (body);0.76 W/kg (head)     0.90 W/kg (body);About 140 EUR;;;;;Up to 307 h (2G) / Up to 307 h (3G);Up to 6 h 30 min (2G) / Up to 5 h 50 min (3G);Up to 50 h;;;;;
https://www.gsmarena.com/blackberry_bold_touch_9930-3755.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-touch-9900.jpg;BlackBerry Bold Touch 9930;Released 2011, August;130g, 10.5mm thickness;BlackBerry OS 7.0;8GB storage, microSDHC;40;0.1%;3,439,983 hits;"2.8""";640x480 pixels;768 MB RAM;;1230 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 14.4/5.76 Mbps, EV-DO Rev.A 3.1 Mbps;2011, May. Released 2011, August;Discontinued;115 x 66 x 10.5 mm (4.53 x 2.60 x 0.41 in);130 g (4.59 oz);;Mini-SIM;TFT;2.8 inches, 24.3 cm(~32.0% screen-to-body ratio);640 x 480 pixels, 4:3 ratio (~286 ppi density);;BlackBerry OS 7.0;;1.2 GHz QC 8655;;microSDHC (dedicated slot);8GB 768MB RAM;;5 MP;LED flash;720p;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS, BlackBerry Maps;Yes;No;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1230 mAh battery;Black;;1.38 W/kg (head)     0.78 W/kg (body);0.77 W/kg (head)     0.84 W/kg (body);About 120 EUR;;;Optical trackpad;;Up to 307 h (2G) / Up to 307 h (3G);Up to 6 h 40 min (2G) / Up to 5 h 50 min (3G);Up to 50 h;;BlackBerry mapsDocument viewerMP4/WMV/H.264 playerMP3/eAAC+/WMA/WAV playerOrganizerVoice memo/dialPredictive text input;;;
https://www.gsmarena.com/blackberry_4g_playbook_hspa+-3900.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook.jpg;BlackBerry 4G Playbook HSPA+;Released 2011, February;425g, 10mm thickness;BlackBerry Tablet OS;16GB/32GB/64GB storage, no card slot;20;N/A;1,156,897 hits;"7.0""";600x1024 pixels;1 GB RAM;TI OMAP 4430;5300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2011, February;Discontinued;194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in);425 g (14.99 oz);;Mini-SIM;TFT;7.0 inches, 137.9 cm(~54.7% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;BlackBerry Tablet OS;TI OMAP 4430;Dual-core 1.0 GHz Cortex-A9;PowerVR SGX540;No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM;;5 MP, AF;;1080p@30fps;3 MP;;Wi-Fi 802.11 a/b/g/n, dual-band;2.1, A2DP, EDR;No;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 5300 mAh battery;Black;;;;;;;;;;;;;Micro HDMI portDocument viewerMedia player MP3/WMA/AAC+Video player DivX/WMV/XviD/3gpOrganizerPredictive text input;;;
https://www.gsmarena.com/blackberry_playbook_wimax-3899.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook.jpg;BlackBerry Playbook Wimax;Released 2010, September;425g, 10mm thickness;BlackBerry Tablet OS;16GB/32GB/64GB storage, no card slot;16;N/A;510,013 hits;"7.0""";600x1024 pixels;1 GB RAM;TI OMAP 4430;5300 mAh Li-Po;N/A;;;;2010, September;Discontinued;194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in);425 g (14.99 oz);;No;TFT;7.0 inches, 137.9 cm(~54.7% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;BlackBerry Tablet OS;TI OMAP 4430;Dual-core 1.0 GHz Cortex-A9;PowerVR SGX540;No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM;;5 MP, AF;;1080p@30fps;3 MP;;Wi-Fi 802.11 a/b/g/n, WiMAX 802.16 e, dual-band;2.1, A2DP, EDR;No;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 5300 mAh battery;Black;;;;;;;;;;;;;Micro HDMI portDocument viewerMedia player MP3/WMA/AAC+Video player DivX/WMV/XviD/3gpOrganizerPredictive text input;No;No;
https://www.gsmarena.com/blackberry_playbook-3830.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook.jpg;BlackBerry Playbook;Released 2011, April;425g, 10mm thickness;BlackBerry Tablet OS;16GB/32GB/64GB storage, no card slot;65;0.2%;3,120,909 hits;"7.0""";600x1024 pixels;1 GB RAM;TI OMAP 4430;5300 mAh Li-Po;N/A;;;;2010, September. Released 2011, April;Discontinued;194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in);425 g (14.99 oz);;No;TFT;7.0 inches, 137.9 cm(~54.7% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;BlackBerry Tablet OS;TI OMAP 4430;Dual-core 1.0 GHz Cortex-A9;PowerVR SGX540;No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM;;5 MP, AF;;1080p@30fps;3 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;2.1, EDR;GPS;;No;microUSB 2.0;Accelerometer, gyro;Non-removable Li-Po 5300 mAh battery;Black;;1.41 W/kg (body);1.69 W/kg (body);About 120 EUR;;;;;;Up to 10 h (multimedia);;;Micro HDMI portDocument viewerMedia player MP3/WMA/AAC+Video player DivX/WMV/XviD/3gpOrganizerPredictive text input;No;No;
https://www.gsmarena.com/blackberry_bold_9780-3431.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-9780.jpg;BlackBerry Bold 9780;Released 2010, November;122g, 14mm thickness;BlackBerry OS 6.0;256MB 512MB RAM storage, microSDHC slot;100;0.3%;10,510,687 hits;"2.44""";480x360 pixels;512 MB RAM;;1500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA;2010, October. Released 2010, November;Discontinued;109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in);122 g (4.30 oz);;Mini-SIM;TFT, 65K colors;2.44 inches, 18.4 cm(~28.2% screen-to-body ratio);480 x 360 pixels, 4:3 ratio (~246 ppi density);;BlackBerry OS 6.0;;624 MHz;;microSDHC (dedicated slot), 2 GB included;256MB 512MB RAM;;5 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11 b/g, UMA;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;;Removable Li-Po 1500 mAh battery;Black, White;;1.41 W/kg (head)     0.82 W/kg (body);1.15 W/kg (head)     0.40 W/kg (body);About 90 EUR;;;Optical trackpad;;Up to 528 h (2G) / Up to 408 h (3G);Up to 6 h (2G) / Up to 6 h (3G);;;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)Media player MP3/WMA/AAC+Video player DivX/WMV/XviD/3gpOrganizerVoice memo/dialPredictive text input;;;
https://www.gsmarena.com/blackberry_style_9670-3326.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-style-9670.jpg;BlackBerry Style 9670;Released 2010, November;131g, 18.5mm thickness;BlackBerry OS 6.0;512MB storage, microSDHC slot;34;0.1%;2,618,685 hits;;360x400 pixels; ;;1150 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;EV-DO Rev.A 3.1 Mbps;2010, October. Released 2010, November;Discontinued;96 x 60 x 18.5 mm (3.78 x 2.36 x 0.73 in);131 g (4.62 oz);;Mini-SIM;TFT, 65K colors;;360 x 400 pixels;;BlackBerry OS 6.0;;;;microSDHC (dedicated slot), 8 GB included;512MB;;5 MP, AF;LED flash;480p;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;;Removable Li-Ion 1150 mAh battery;Steel Grey, Royal Purple;;0.97 W/kg (head)     0.43 W/kg (body);;About 50 EUR;;;Optical trackpad;;Up to 264 h;Up to 4 h 30 min;Up to 14 h;External QVGA display;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)Media player MP3/WAV/WMA/eAAC+Video player MP4/WMV/H.264OrganizerVoice memo/dialPredictive text input;;;
https://www.gsmarena.com/blackberry_curve_3g_9330-3591.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-3g-9330.jpg;BlackBerry Curve 3G 9330;Released 2010, September;104g, 13.9mm thickness;BlackBerry OS 5.0, up;512MB RAM storage, microSDHC slot;28;N/A;2,936,574 hits;"2.46""";320x240 pixels;512 MB RAM;;1150 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;EV-DO Rev.A 3.1 Mbps;2010, September. Released 2010, September;Discontinued;109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in);104 g (3.67 oz);;Mini-SIM;TFT, 65K colors;2.46 inches, 18.7 cm(~28.7% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~163 ppi density);;BlackBerry OS 5.0, upgradable;;;;microSDHC (dedicated slot);512MB RAM, 512MB ROM;;2 MP;;Yes;No;;Wi-Fi 802.11b/g;2.1, A2DP;"GPS, A-GPS; BlackBerry Maps";;No;microUSB 2.0;;Removable Li-Ion 1150 mAh battery;Black, Red, Pink;;1.28 W/kg (head)     0.74 W/kg (body);;About 50 EUR;;;Optical trackpad;;Up to 252 h;Up to 4 h 30 min;Up to 15 h;;MP3/eAAC+/WMA/WAV playerMP4/H.264/WMV playerOrganizerVoice memo/dial/commandsPredictive text input;;;Dedicated music keys
https://www.gsmarena.com/blackberry_curve_3g_9300-3422.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-3g-9300.jpg;BlackBerry Curve 3G 9300;Released 2010, August;104g, 13.9mm thickness;BlackBerry 5.0, up to 6.0;256MB RAM storage, microSDHC slot;69;0.1%;9,541,309 hits;"2.46""";320x240 pixels;256 MB RAM;;1150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA;2010, August. Released 2010, August;Discontinued;109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in);104 g (3.67 oz);;Mini-SIM;TFT, 65K colors;2.46 inches, 18.7 cm(~28.7% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~163 ppi density);;BlackBerry 5.0, upgradable to 6.0;;;;microSDHC (dedicated slot);256MB RAM, 256MB ROM;;2 MP;;Yes;No;;Wi-Fi 802.11b/g/n, UMA (carrier dependent);2.1, A2DP;"GPS, A-GPS; BlackBerry Maps";;No;microUSB 2.0;;Removable Li-Ion 1150 mAh battery;Black, Red;;1.07 W/kg (head)     0.72 W/kg (body);1.42 W/kg (head)     0.78 W/kg (body);About 80 EUR;;;Optical trackpad;;Up to 456 h (2G) / Up to 348 h (3G);Up to 4 h 30 min (2G) / Up to 5 h 30 min (3G);Up to 29 h;;MP3/eAAC+/WMA/WAV/FLAC playerMP4/H.264/WMV playerOrganizerVoice memo/dialPredictive text input;;;Dedicated music keys
https://www.gsmarena.com/blackberry_torch_9800-3203.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-torch.jpg;BlackBerry Torch 9800;Released 2010, August;161g, 14.6mm thickness;BlackBerry OS 6.0;4GB 512MB RAM storage, microSDHC slot;92;0.3%;9,774,390 hits;"3.2""";360x480 pixels;512 MB RAM;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100 /800;;HSPA;2010, August. Released 2010, August;Discontinued;111 x 62 x 14.6 mm (4.37 x 2.44 x 0.57 in);161 g (5.68 oz);;Mini-SIM;TFT;3.2 inches, 31.7 cm(~46.1% screen-to-body ratio);360 x 480 pixels, 4:3 ratio (~188 ppi density);;BlackBerry OS 6.0;;624 MHz;;microSDHC (dedicated slot), 4 GB included;4GB 512MB RAM;;5 MP, AF;LED flash;480p@24fps;No;;Wi-Fi 802.11 b/g/n, UMA (carrier-dependent);2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;Proximity;Removable Li-Ion 1300 mAh battery;Black, White, Dark Orange;;0.91 W/kg (head)     0.68 W/kg (body);0.86 W/kg (head)     0.81 W/kg (body);About 110 EUR;;;Optical trackpad;;Up to 432 h (2G) / Up to 336 h (3G);Up to 5 h 30 min (2G) / Up to 5 h 40 min (3G);Up to 30 h;;Social feedsBlackBerry mapsDocument viewer (Word, Excel, PowerPoint)Media player MP3/WMA/eAAC+/FlAC/OGG playerVideo player DivX/XviD/MP4/WMV/H.264OrganizerVoice memo/dial;;;
https://www.gsmarena.com/blackberry_pearl_3g_9105-3287.php;https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-pearl-3g-9105.jpg;BlackBerry Pearl 3G 9105;Released 2010, April;93.6g, 13.3mm thickness;BlackBerry OS 5, up;256MB storage, microSDHC slot;43;0.1%;3,516,583 hits;"2.25""";360x400 pixels; ;;1150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA 3.6/0.384 Mbps;2010, April. Released 2010, April;Discontinued;108 x 50 x 13.3 mm (4.25 x 1.97 x 0.52 in);93.6 g (3.28 oz);;Mini-SIM;TFT, 256K colors;2.25 inches, 16.2 cm(~30.1% screen-to-body ratio);360 x 400 pixels (~239 ppi density);;BlackBerry OS 5, upgradable;;624 MHz;;microSDHC (dedicated slot), 2 GB included;256MB;;3.15 MP, AF;LED flash;480p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;;Removable Li-Ion 1150 mAh battery;Piano Black, Opal Pink, Royal Purple, Flash White, Red Gradient;;1.37 W/kg (head)     1.06 W/kg (body);1.67 W/kg (head)     1.03 W/kg (body);About 90 EUR;;;Optical trackpad;;Up to 432 h (2G) / Up to 312 h (3G);Up to 5 h 30 min (2G) / Up to 5 h (3G);Up to 30 h;;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)MP3/WMA/WAV/eAAC+ playerMP4/H.264/WMV playerOrganizerVoice memo/dial;;;Dedicated music keys
https://www.gsmarena.com/blackberry_pearl_3g_9100-3032.php;https://fdn2.gsmarena.com/vv/bigpic/bb-pearl-9100-new1.jpg;BlackBerry Pearl 3G 9100;Released 2010, May;93.6g, 13.3mm thickness;BlackBerry OS;256MB storage, microSDHC slot;27;N/A;1,760,639 hits;"2.25""";360x400 pixels; ;;1150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA 3.6/0.384 Mbps;2010, April. Released 2010, May;Discontinued;108 x 50 x 13.3 mm (4.25 x 1.97 x 0.52 in);93.6 g (3.28 oz);;Mini-SIM;TFT, 256K colors;2.25 inches, 16.2 cm(~30.1% screen-to-body ratio);360 x 400 pixels (~239 ppi density);;BlackBerry OS;;624 MHz;;microSDHC (dedicated slot), 2 GB included;256MB;;3.15 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS, A-GPS;;No;;;Removable Li-Ion 1150 mAh battery;Piano Black, Opal Pink, Royal Purple, Flash White, Red Gradient;;1.37 W/kg (head)     1.06 W/kg (body);1.67 W/kg (head)     1.03 W/kg (body);About 90 EUR;;;Optical trackpad;;Up to 432 h (2G) / Up to 312 h (3G);Up to 5 h 30 min (2G) / Up to 5 h (3G);Up to 30 h;;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)MP3/WMA/WAV/eAAC+ playerMP4/H.264/WMV playerOrganizerVoice memo/dial;;;Dedicated music keys
https://www.gsmarena.com/blackberry_bold_9650-3284.php;https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Bold-9650.jpg;BlackBerry Bold 9650;Released 2010, July;136g, 14mm thickness;BlackBerry OS;512MB storage, microSDHC slot;36;N/A;4,392,743 hits;"2.44""";480x360 pixels; ;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;HSPA 3.6/0.384 Mbps;2010, April. Released 2010, July;Discontinued;112 x 62 x 14 mm (4.41 x 2.44 x 0.55 in);136 g (4.80 oz);;Mini-SIM;TFT, 65K colors;2.44 inches, 18.4 cm(~26.6% screen-to-body ratio);480 x 360 pixels, 4:3 ratio (~246 ppi density);;BlackBerry OS;;;;microSDHC (dedicated slot), 2 GB included;512MB;;3.15 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;;Removable Li-Ion 1400 mAh battery;Black;;1.35 W/kg (head)     0.50 W/kg (body);1.68 W/kg (head)     0.27 W/kg (body);About 60 EUR;;;Optical trackpad;;Up to 312 h;Up to 5 h;Up to 18 h;;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)MP3/WMA/eAAC+ playerMP4/H.263/WMV playerOrganizerVoice memo/dial;;;
https://www.gsmarena.com/blackberry_bold_9700-2963.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-9700-new.jpg;BlackBerry Bold 9700;Released 2009, November;122g, 14mm thickness;BlackBerry 5.0, up to 6.0;256MB 256MB RAM storage, microSDHC slot;108;0.3%;12,157,649 hits;"2.44""";480x360 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA 3.6/0.384 Mbps;2009, October. Released 2009, November;Discontinued;109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in);122 g (4.30 oz);;Mini-SIM;TFT, 65K colors;2.44 inches, 18.4 cm(~28.2% screen-to-body ratio);480 x 360 pixels, 4:3 ratio (~246 ppi density);;BlackBerry 5.0, upgradable to 6.0;;624 MHz;;microSDHC (dedicated slot), 2 GB included;256MB 256MB RAM;;3.15 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11 b/g, UMA;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;;Removable Li-Ion 1500 mAh battery;Black, White;;1.55 W/kg (head)     1.39 W/kg (body);1.36 W/kg (head)     1.18 W/kg (body);About 90 EUR;;;Optical trackpad;;Up to 408 h;Up to 6 h;;;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)Media player MP3/WMA/AAC+Video player DivX/WMV/XviD/3gpOrganizerVoice memo/dial;;;
https://www.gsmarena.com/blackberry_storm2_9520-2962.php;https://fdn2.gsmarena.com/vv/bigpic/bb-storm2-new1.jpg;BlackBerry Storm2 9520;Released 2009, November;160g, 14mm thickness;BlackBerry OS;2GB storage, microSDHC slot;33;N/A;4,168,875 hits;"3.25""";360x480 pixels; ;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;HSPA 7.2/2 Mbps;2009, October. Released 2009, November;Discontinued;112.5 x 62.2 x 14 mm (4.43 x 2.45 x 0.55 in);160 g (5.64 oz);;Mini-SIM;TFT, 65K colors;3.25 inches, 32.7 cm(~46.7% screen-to-body ratio);360 x 480 pixels, 4:3 ratio (~185 ppi density);;BlackBerry OS;;;;microSDHC (dedicated slot);2GB;;3.15 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;Accelerometer;Removable Li-Ion 1400 mAh battery;Black;;0.97 W/kg (head)     0.60 W/kg (body);1.02 W/kg (head)     0.53 W/kg (body);About 70 EUR;;;;;Up to 305 h (2G) / Up to 280 h (3G);Up to 5 h (2G) / Up to 6 h (3G);;;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)MP3/WMA/AAC+ playerMP4/H.264/WMV playerOrganizerVoice memo/dial;;;
https://www.gsmarena.com/blackberry_storm2_9550-2970.php;https://fdn2.gsmarena.com/vv/bigpic/bb-storm2-9550.jpg;BlackBerry Storm2 9550;Released 2009, November;160g, 14mm thickness;BlackBerry OS;2GB storage, microSD slot;27;N/A;3,614,273 hits;"3.25""";360x480 pixels; ;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;HSPA 7.2/2 Mbps, EV-DO RevA 3.1 Mbps;2009, October. Released 2009, November;Discontinued;112.5 x 62.2 x 14 mm (4.43 x 2.45 x 0.55 in);160 g (5.64 oz);;Mini-SIM;TFT, 65K colors;3.25 inches, 32.7 cm(~46.7% screen-to-body ratio);360 x 480 pixels, 4:3 ratio (~185 ppi density);;BlackBerry OS;;;;microSD (dedicated slot);2GB;;3.15 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;Accelerometer;Removable Li-Ion 1400 mAh battery;Black;;1.01 W/kg (head)     0.63 W/kg (body);0.92 W/kg (head)     0.45 W/kg (body);About 70 EUR;;;;;Up to 305 h (2G) / Up to 280 h (3G);Up to 5 h (2G) / Up to 6 h (3G);;;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)MP3/WMA/AAC+ playerMP4/H.264/WMV playerOrganizerVoice memo/dial;;;
https://www.gsmarena.com/blackberry_curve_8530-3592.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-8530.jpg;BlackBerry Curve 8530;Released 2009, December;106g, 13.9mm thickness;BlackBerry OS 5.0;256MB ROM storage, microSDHC slot;28;0.1%;2,767,866 hits;"2.46""";320x240 pixels; ;;1150 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;EV-DO Rev.0, 153.2 Kbps;2009, November. Released 2009, December;Discontinued;109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in);106 g (3.74 oz);;Mini-SIM;TFT, 65K colors;2.46 inches, 18.7 cm(~28.7% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~163 ppi density);;BlackBerry OS 5.0;;528 MHz;;microSDHC (dedicated slot);256MB ROM;;2 MP;;Yes;No;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;No;microUSB;;Removable Li-Ion 1150 mAh battery;Black, Purple;;1.24 W/kg (head)     0.66 W/kg (body);;About 60 EUR;;;Optical trackpad;;Up to 252 h;Up to 4 h 30 min;;;BlackBerry mapsMP3/eAAC+/WMA/WAV playerMP4/H.264/WMV playerOrganizerDocument viewerVoice memo/dial/commandsPredictive text input;;;Dedicated music keys
https://www.gsmarena.com/blackberry_curve_8520-2889.php;https://fdn2.gsmarena.com/vv/bigpic/bb-curve-8520.jpg;BlackBerry Curve 8520;Released 2009, August;106g, 13.9mm thickness;BlackBerry OS 5.0;256MB storage, microSDHC slot;112;0.3%;16,325,084 hits;"2.46""";320x240 pixels; ;;1150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2009, July. Released 2009, August;Discontinued;109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in);106 g (3.74 oz);;Mini-SIM;TFT, 65K colors;2.46 inches, 18.7 cm(~28.7% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~163 ppi density);;BlackBerry OS 5.0;;512 MHz;;microSDHC (dedicated slot);256MB;;2 MP;;320p;No;;Wi-Fi 802.11b/g;2.0, A2DP;No;;No;microUSB;;Removable Li-Ion 1150 mAh battery;Black;;1.22 W/kg (head)     0.83 W/kg (body);1.02 W/kg (head)     0.78 W/kg (body);About 70 EUR;;;Optical trackpad;;Up to 408 h;Up to 4 h 30 min;;;MP3/eAAC+/WMA/WAV playerMP4/H.264/WMV playerOrganizerVoice memo/dialPredictive text input;Class 10;Class 10;Dedicated music keys
https://www.gsmarena.com/blackberry_tour_9630-2868.php;https://fdn2.gsmarena.com/vv/bigpic/bb-tour-9630.jpg;BlackBerry Tour 9630;Released 2009, July;130g, 14.2mm thickness;BlackBerry OS;256MB storage, microSDHC slot;27;0.1%;3,981,120 hits;"2.4""";480x360 pixels; ;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;HSPA;2009, July. Released 2009, July;Discontinued;112 x 62 x 14.2 mm (4.41 x 2.44 x 0.56 in);130 g (4.59 oz);;Mini-SIM;65K colors;2.4 inches, 17.8 cm(~25.7% screen-to-body ratio);480 x 360 pixels, 4:3 ratio (~250 ppi density);;BlackBerry OS;;;;microSDHC (dedicated slot);256MB;;3.15 MP, AF;LED flash;Yes;No;;No;2.0, A2DP;GPS, A-GPS, BlackBerry Maps;;No;microUSB 2.0;;Removable Li-Ion 1400 mAh battery;Black;;1.43 W/kg (head)     0.53 W/kg (body);1.72 W/kg (head)     0.48 W/kg (body);About 70 EUR;;;Trackball;;Up to 336 h;Up to 5 h;;;BlackBerry mapsDocument editor (Word, Excel, PowerPoint, PDF)MP3/WMA/eAAC+/WAV playerMP4/WMV/H.264 playerOrganizerVoice memo;;;
