Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;displayprotection;build;net5g;gprstext;edge;tbench;batlife;cam2features
https://www.gsmarena.com/blackview_tab_8-11595.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-TAB8.jpg;Blackview Tab 8;Released 2020, July;600g, 8.9mm thickness;Android 10;64GB storage, microSDXC;0;0.1%;17,282 hits;"10.1""";1200x1920 pixels;4 GB RAM;Unisoc SC9863A;6580 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA, LTE;2020, July 21;Available. Released 2020, July;243.6 x 162.4 x 8.9 mm (9.59 x 6.39 x 0.35 in);600 g (1.32 lb);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;10.1 inches, 295.8 cm(~74.8% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~224 ppi density);Android 10;Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC;64GB 4GB RAM;eMMC;13 MP, f/2.2, (wide);LED flash;1080p@30fps;5 MP, f/2.2, (wide);Yes;Wi-Fi 802.11 b/g/n/ac;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;USB Type-C, OTG;Accelerometer;Li-Ion 6580 mAh, non-removable;Gray, Gold;About 150 EUR;Asahi Glass;;;;;;;
https://www.gsmarena.com/blackview_bv6300_pro-11563.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-BV6300pro-b.jpg;Blackview BV6300 Pro;Released 2020, May;230g, 12.8mm thickness;Android 10;128GB storage, microSDXC;1;0.1%;19,935 hits;"5.7""";720x1440 pixels;6 GB RAM;Helio P70;4380 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 40, 41, 66;HSPA, LTE;2020, February 24;Available. Released 2020, May;159.6 x 78.2 x 12.8 mm (6.28 x 3.08 x 0.50 in);230 g (8.11 oz);Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;IPS LCD;5.7 inches, 83.8 cm(~67.2% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 10;Mediatek MT6771T Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC;128GB 6GB RAM;eMMC;16 MP, f/2.0, (wide), PDAF8 MP, f/2.2, 120˚ (ultrawide)2 MP, f/2.0, (macro)0.3 MP, f/1.8, (depth);Dual-LED flash, HDR;1080p@30fps;13 MP, f/2.2, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4380 mAh, non-removable;Black, Orange, Green, Yellow;About 200 EUR;Corning Gorilla Glass 3;;;;;;;
https://www.gsmarena.com/blackview_a80_plus-11583.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-A80plus.jpg;Blackview A80 Plus;Released 2020, December;180g, 8.8mm thickness;Android 10;64GB storage, microSDXC;0;0.1%;21,409 hits;"6.49""";720x1560 pixels;4 GB RAM;MT6762V;4680 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 40;HSPA, LTE;2020, December 10;Available. Released 2020, December;162.8 x 77.8 x 8.8 mm (6.41 x 3.06 x 0.35 in);180 g (6.35 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.49 inches, 103.4 cm(~81.6% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~265 ppi density);Android 10;Mediatek MT6762V/WD Helio A25 (12 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC;64GB 4GB RAM;eMMC;13 MP, f/2.0, (wide), AFother unspecified cameras;LED flash, HDR;1080p@30fps;8 MP, (wide);1080p@30fps;Wi-Fi 802.11 b/g/n/ac;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 4680 mAh, non-removable;Black, Blue, Red;About 130 EUR;;;;;;;;
https://www.gsmarena.com/blackview_bv4900-11569.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-BV4900-b.jpg;Blackview BV4900;Released 2020, August;261g, 13.7mm thickness;Android 10;32GB storage, microSDXC;0;0.1%;14,626 hits;"5.7""";720x1440 pixels;3 GB RAM;MT6761V;5580 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 7, 8, 20, 40;HSPA, LTE;2020, August 18;Available. Released 2020, August;157.5 x 78.1 x 13.7 mm (6.20 x 3.07 x 0.54 in);261 g (9.21 oz);Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;IPS LCD;5.7 inches, 83.8 cm(~68.2% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 10;Mediatek MT6761V/WE Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC;32GB 3GB RAM;eMMC;8 MP, f/2.4, (wide), AF;LED flash;1080p@30fps;5 MP, f/2.2, (wide);Yes;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio;microUSB 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5580 mAh, non-removable;Black, Orange, Green, Yellow;About 130 EUR;Dragontrail Glass;;;;;;;
https://www.gsmarena.com/blackview_bv9800_pro-11559.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-BV9800pro-b.jpg;Blackview BV9800 Pro;Released 2019, November;322g, 14.8mm thickness;Android 9.0;128GB storage, microSDXC;2;0.1%;19,869 hits;"6.3""";1080x2340 pixels;6 GB RAM;MT6771V;6580 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;HSPA, LTE;2019, October 28;Available. Released 2019, November;168.5 x 81 x 14.8 mm (6.63 x 3.19 x 0.58 in);322 g (11.36 oz);Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810H compliant;IPS LCD;6.3 inches, 97.4 cm(~71.4% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);Android 9.0 (Pie);Mediatek MT6771V/CT Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC;128GB 6GB RAM;eMMC;48 MP, (wide), PDAF5 MP, thermal assisted cameraFLIR thermal camera (Lepton module);Thermal imaging, LED flash;1080p@30fps;16 MP, f/2.0, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac;4.1, A2DP;GPS, GLONASS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;Li-Po 6580 mAh, non-removable;Black, Orange;About 340 EUR;;;;;;;;
https://www.gsmarena.com/blackview_bv5900-11566.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-BV5900-b.jpg;Blackview BV5900;Released 2019, August;268g, 15mm thickness;Android 9.0;32GB storage, microSD;0;0.1%;12,690 hits;"5.7""";720x1520 pixels;3 GB RAM;Helio A22;5580 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900  / 900 / 1800;1, 3, 7, 8, 20, 40;HSPA, LTE;2019, August 14;Available. Released 2019, August;159 x 80 x 15 mm (6.26 x 3.15 x 0.59 in);268 g (9.45 oz);Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;IPS LCD;5.7 inches, 81.1 cm(~63.8% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~295 ppi density);Android 9.0 (Pie);Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSD;32GB 3GB RAM;eMMC;13 MP, f/2.2, (wide), AF0.3 MP, f/2.8;LED flash;1080p@30fps;5 MP, f/2.2, (wide);Yes;Wi-Fi 802.11 a/b/g/n;4.2, A2DP;GPS, GLONASS, GALILEO, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5580 mAh, non-removable;Black, Orange, Green;About 80 EUR;;;;;;;;
https://www.gsmarena.com/blackview_s6-9040.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-s6.jpg;Blackview S6;Released 2018, January;9.7mm thickness;Android 7.0;16GB storage, microSDXC;7;N/A;190,854 hits;"5.7""";720x1440 pixels;2 GB RAM;MT6737VWH;4180 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA, LTE;2018, January;Available. Released 2018, January;155 x 73.4 x 9.7 mm (6.10 x 2.89 x 0.38 in);-;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.7 inches, 83.8 cm(~73.7% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 7.0 (Nougat);Mediatek MT6737VWH;Quad-core 1.3 GHz Cortex-A53;Mali-T720MP1;microSDXC (dedicated slot);16GB 2GB RAM;eMMC 5.0;8 MP, AF0.3 MP, (depth);Dual-LED dual-tone flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.1, A2DP;GPS;No;No;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity;Li-Ion 4180 mAh, non-removable;Black, Gold, Silver;About 100 EUR;;;;;;;;
https://www.gsmarena.com/blackview_s8-9039.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-s8.jpg;Blackview S8;Released 2017, October;190g, 8.5mm thickness;Android 7.0;64GB storage, microSDXC;10;N/A;279,476 hits;"5.7""";720x1440 pixels;4 GB RAM;MT6750T;3180 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA, LTE;2017, September;Available. Released 2017, October;154 x 71.9 x 8.5 mm (6.06 x 2.83 x 0.33 in);190 g (6.70 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);;IPS LCD;5.7 inches, 83.8 cm(~75.7% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 7.0 (Nougat);Mediatek MT6750T (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC;64GB 4GB RAM;eMMC 5.1;13 MP, f/2.0, AF0.3 MP, (depth);Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;13 MP, AF, f/2.0VGA, depth sensor;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3180 mAh, non-removable;Black, Gold, Blue;About 170 EUR;;Glass front, aluminum back, aluminum frame;;;;;;LED flash
https://www.gsmarena.com/blackview_p6000-9042.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-p6000.jpg;Blackview P6000;Released 2017;230g, 10.2mm thickness;Android 7.1.1;64GB storage, microSDXC;17;N/A;207,481 hits;"5.5""";1080x1920 pixels;6 GB RAM;Helio P25;6180 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA, LTE;2017;Available. Released 2017;154.5 x 76.5 x 10.2 mm (6.08 x 3.01 x 0.40 in);230 g (8.11 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~70.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 7.1.1 (Nougat);Mediatek MT6757CD Helio P25 (16 nm);Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53);Mali-T880MP2;microSDXC;64GB 6GB RAM;;21 MP, f/2.0, AF0.3 MP, (depth);Dual-LED flash, HDR, panorama;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n;4.1, A2DP, LE;GPS, GLONASS;No;No;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 6180 mAh, non-removable;Black, Blue;About 250 EUR;;;;;;;;
https://www.gsmarena.com/blackview_a10-9043.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-a10.jpg;Blackview A10;Released 2017;169g, 8.8mm thickness;Android 7.0;16GB storage, microSDHC;0;N/A;101,288 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6580A;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2017;Available. Released 2017;143.2 x 70.3 x 8.8 mm (5.64 x 2.77 x 0.35 in);169 g (5.96 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~68.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 7.0 (Nougat);Mediatek MT6580A (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (uses shared SIM slot);16GB 2GB RAM;;8 MP, AF5 MP, f/2.4, (depth);LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Fingerprint (rear-mounted), accelerometer;Li-Po 2800 mAh, non-removable;Olive Black, Lily White, Barley Golden, Coral Blue;About 70 EUR;;;;;;;;
https://www.gsmarena.com/blackview_a7_pro-9044.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-a7-pro.jpg;Blackview A7 Pro;Released 2017;176g, 9.5mm thickness;Android 7.0;16GB storage, microSDHC;0;N/A;117,878 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6737;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA;2017;Available. Released 2017;143 x 71 x 9.5 mm (5.63 x 2.80 x 0.37 in);176 g (6.21 oz);Dual SIM;;IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 7.0 (Nougat);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDHC;16GB 2GB RAM;eMMC 5.0;8 MP, AF0.3 MP, (depth);LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Fingerprint (rear-mounted), accelerometer;Li-Po 2800 mAh, removable;Champagne Gold, Chocolate Black, Cream White, Jelly Blue;About 80 EUR;;;;;;;;
https://www.gsmarena.com/blackview_a7-9045.php;https://fdn2.gsmarena.com/vv/bigpic/blackview-a7.jpg;Blackview A7;Released 2017;176g, 9.5mm thickness;Android 7.0;8GB storage, microSDHC;1;N/A;145,203 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580A;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2017;Available. Released 2017;143 x 71 x 9.5 mm (5.63 x 2.80 x 0.37 in);176 g (6.21 oz);Dual SIM;;IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 7.0 (Nougat);Mediatek MT6580A (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;5 MP, AF0.3 MP, (depth);LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer;Li-Po 2800 mAh, removable;Champagne Gold, Chocolate Black, Cream White, Jelly Blue;About 60 EUR;;;;;;;;
