Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;build;models;displayprotection;cam2features;tbench;batlife;optionalother;bodyother;sar-us
https://www.gsmarena.com/tecno_camon_15_pro-10094.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-15-pro.jpg;Tecno Camon 15 Pro;Released 2020, February 25;203g, 9.1mm thickness;Android 10, HIOS 6.0;128GB storage, microSDXC;50;0.3%;1,472,849 hits;"6.6""";1080x2340 pixels;6 GB RAM;Helio P35;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, February 21;Available. Released 2020, February 25;163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in);203 g (7.16 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.6 inches, 106.9 cm(~84.3% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density);;Android 10, HIOS 6.0;Mediatek MT6765 Helio P35 (12nm);Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);128GB 6GB RAM;eMMC 5.1;48 MP, PDAF5 MP2 MPQVGA;Dual-LED flash, panorama, HDR;1080p@30fps;Motorized pop-up 32 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Ice Jadeite, Opal White;About 220 EUR;Glass front, plastic back, plastic frame;CD8;;;;;;;0.57 W/kg (head)     0.79 W/kg (body)
https://www.gsmarena.com/tecno_camon_15-10093.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-15.jpg;Tecno Camon 15;Released 2020, February 25;196g, 8.8mm thickness;Android 10, HIOS 6.0;64GB storage, microSDXC;29;0.7%;1,358,281 hits;"6.6""";720x1600 pixels;4 GB RAM;Helio P22;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, February 21;Available. Released 2020, February 25;164.1 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in);196 g (6.91 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.6 inches, 105.2 cm(~83.9% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~266 ppi density);;Android 10, HIOS 6.0;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM;eMMC 5.1;48 MP, PDAF2 MP2 MPQVGA;Quad-LED flash, panorama, HDR;1080p@30fps;16 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Shoal Gold, Fascinating Purple, Jade;About 130 EUR;Glass front, plastic back, plastic frame;CD7;;Dual-LED flash, HDR;;;;;0.80 W/kg (head)     0.82 W/kg (body)
https://www.gsmarena.com/tecno_camon_12_air-10005.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12-air.jpg;Tecno Camon 12 Air;Released 2019, October;181g, 8.2mm thickness;Android 9.0, HIOS 5.5;32GB/64GB storage, microSD;15;0.4%;607,902 hits;"6.55""";720x1600 pixels;3/4 GB RAM;Helio A22;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, October;Available. Released 2019, October;164.2 x 76.1 x 8.2 mm (6.46 x 3.00 x 0.32 in);181 g (6.38 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.55 inches, 103.6 cm(~82.9% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~268 ppi density);;Android 9.0 (Pie), HIOS 5.5;Mediatek MT6761 Helio A22 (12 nm)Mediatek MT6762 Helio P22 (12 nm);Quad-core 2.0 GHz Cortex-A53Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSD;32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;16 MP, PDAF5 MP2 MP, (depth);Quad-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Ocean Blue, Alpenglow Gold, Stellar Purple;;Glass front, plastic back, plastic frame;;;HDR;;;;;
https://www.gsmarena.com/tecno_pop_3_plus-10006.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pop-3-plus.jpg;Tecno Pop 3 Plus;Released 2019, December;180.5g, 8.4mm thickness;Android 9.0, HIOS 5.5;16GB storage, microSDXC;1;0.3%;693,196 hits;"6.52""";720x1600 pixels;1 GB RAM;Helio A22;4000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, December;Available. Released 2019, December;166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in);180.5 g (6.38 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.2% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 9.0 (Pie), HIOS 5.5;Mediatek MT6761 Helio A22 (12 nm);Quad-core 1.8 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);16GB 1GB RAM;eMMC 5.1;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Midnight Black, Vacation Blue, Hillier Purple;;;;;LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_spark_4_lite-10007.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-4-lite.jpg;Tecno Spark 4 Lite;Released 2019, December;8.4mm thickness;Android 9.0, HIOS 5.5;32GB storage, microSDXC;4;0.3%;812,086 hits;"6.52""";720x1600 pixels;2 GB RAM;Helio A22;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, December;Available. Released 2019, December;166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.2% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 9.0 (Pie), HIOS 5.5;Mediatek MT6761 Helio A22 (12 nm);Quad-core 1.8 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 2GB RAM;eMMC 5.1;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Midnight Black, Vacation Blue, Hillier Purple;;Glass front, plastic back, plastic frame;KC8S;;LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_spark_4-10695.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark4.jpg;Tecno Spark 4;Released 2019, September 25;8.2mm thickness;Android 9.0, HIOS 5.5;32GB storage, microSDXC;6;1.2%;487,851 hits;"6.52""";720x1600 pixels;2/3 GB RAM;;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, September 25;Available. Released 2019, September 25;165.3 x 75.9 x 8.2 mm (6.51 x 2.99 x 0.32 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.8% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 9.0 (Pie), HIOS 5.5;;Quad-core 2.0 GHz;;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, AFQVGAQVGA;Dual LED flash, HDR, panorama;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 4000 mAh, non-removable;Royal Purple, Vacation Blue;;Glass front, plastic back, plastic frame;KC8;;LED flash;;;;;
https://www.gsmarena.com/tecno_camon_12_pro-9865.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12-pro.jpg;Tecno Camon 12 Pro;Released 2019, September;161g, 7.8mm thickness;Android 9.0, HIOS 5.5;64GB storage, microSDXC;29;0.5%;1,237,335 hits;"6.35""";720x1600 pixels;6 GB RAM;Helio P22;3500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, September;Available. Released 2019, September;158.6 x 75.5 x 7.8 mm (6.24 x 2.97 x 0.31 in);161 g (5.68 oz);Dual SIM (Nano-SIM, dual stand-by);AMOLED;6.35 inches, 97.4 cm(~81.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~276 ppi density);;Android 9.0 (Pie), HIOS 5.5;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);64GB 6GB RAM;eMMC 5.1;16 MP, PDAF8 MP2 MP, (depth);Quad-LED flash, panorama, HDR;1080p@30fps;"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (under display, optical), accelerometer, proximity;Li-Po 3500 mAh, non-removable;Dawn Blue;About 10000 INR;Glass front, plastic back, plastic frame;;;LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_camon_12-9864.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12.jpg;Tecno Camon 12;Released 2019, August;170.7g, 8.2mm thickness;Android 9.0, HIOS 5.5;64GB storage, microSDXC;17;0.6%;1,219,104 hits;"6.52""";720x1600 pixels;4 GB RAM;Helio P22;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, August;Available. Released 2019, August;166 x 75.8 x 8.2 mm (6.54 x 2.98 x 0.32 in);170.7 g (6.03 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 9.0 (Pie), HIOS 5.5;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM;eMMC 5.1;16 MP, PDAF8 MP2 MP, (depth);Quad-LED flash, panorama, HDR;1080p@30fps;"16 MP, f/1.8, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Dawn Blue, Dark Jade, Sky Cyan;;Glass front, plastic back, plastic frame;CC7S;;HDR;;;;;
https://www.gsmarena.com/tecno_pouvoir_3_air-9868.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3-air.jpg;Tecno Pouvoir 3 Air;Released 2019, August;9.3mm thickness;Android 9.0 Pie, HIOS 5.0;16GB storage, microSDXC;1;0.3%;464,542 hits;"6.0""";480x960 pixels;1 GB RAM;Helio A22;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, August;Available. Released 2019, August;163 x 78.2 x 9.3 mm (6.42 x 3.08 x 0.37 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~72.9% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~179 ppi density);;Android 9.0 Pie (Go edition), HIOS 5.0;Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);16GB 1GB RAM;eMMC 5.1;8 MP, AF;LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer;Li-Po 5000 mAh, non-removable;Champagne Gold, Midnight Black, Aqua Blue;;;;;LED flash;;;;;
https://www.gsmarena.com/tecno_pouvoir_3_plus-9867.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3-plus.jpg;Tecno Pouvoir 3 Plus;Released 2019, August;9.2mm thickness;Android 9.0, HIOS 5.0;64GB storage, microSDXC;21;0.3%;900,328 hits;"6.35""";720x1548 pixels;6 GB RAM;Helio P22;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, August;Available. Released 2019, August;159 x 76 x 9.2 mm (6.26 x 2.99 x 0.36 in);-;Dual SIM (Nano-SIM, dual stand-by);AMOLED;6.35 inches, 99.5 cm(~82.3% screen-to-body ratio);720 x 1548 pixels (~269 ppi density);;Android 9.0 (Pie), HIOS 5.0;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);64GB 6GB RAM;eMMC 5.1;32 MP, AF;Dual-LED flash, HDR, panorama;1080p@30fps;"13 MP, 1/3.1"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 6000 mAh, non-removable;Gold, Black, Blue;;Glass front, plastic back, plastic frame;LB8, LB8a;;Dual-LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_pouvoir_3-9866.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3.jpg;Tecno Pouvoir 3;Released 2019, June;168g, 8.5mm thickness;Android 8.1, HIOS 4.1;32GB storage, microSDXC;7;0.3%;468,904 hits;"6.2""";720x1500 pixels;2 GB RAM;MT6739WA;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 7, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, June;Available. Released 2019, June;157.6 x 76.7 x 8.5 mm (6.20 x 3.02 x 0.33 in);168 g (5.93 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;6.2 inches, 96.7 cm(~80.0% screen-to-body ratio);720 x 1500 pixels (~268 ppi density);;Android 8.1 (Oreo), HIOS 4.1;Mediatek MT6739WA (28 nm);Quad-core 1.3 GHz Cortex-A53;PowerVR GE8100;microSDXC (dedicated slot);32GB 2GB RAM;eMMC 5.1;13 MP, AF;Dual-LED flash, HDR, panorama;1080p@30fps;13 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Gold, Black, Blue;;;;NEG;LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_spark_3-9869.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-3.jpg;Tecno Spark 3;Released 2019, April;8.2mm thickness;Android 9.0, HIOS 5.0;16GB storage, microSD;3;0.4%;745,172 hits;"6.2""";720x1500 pixels;2 GB RAM;Helio A22;3500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, April;Available. Released 2019, April;155.3 x 75.8 x 8.2 mm (6.11 x 2.98 x 0.32 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.2 inches, 96.7 cm(~82.2% screen-to-body ratio);720 x 1500 pixels (~268 ppi density);;Android 9.0 (Pie), HIOS 5.0;Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSD;16GB 2GB RAM;eMMC 5.1;13 MP, AF;Dual-LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 3500 mAh, non-removable;Midnight Black, Champagne Gold, Aqua Blue, Bordeaux Red;;Glass front, plastic back, plastic frame;;;LED flash;;;;;
https://www.gsmarena.com/tecno_spark_3_pro-9870.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark3-pro-.jpg;Tecno Spark 3 Pro;Released 2019, April;7.9mm thickness;Android 9.0;32GB storage, microSD;6;0.2%;475,104 hits;"6.2""";720x1500 pixels;2 GB RAM;Helio A22;3500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, April;Available. Released 2019, April;154.3 x 75.5 x 7.9 mm (6.07 x 2.97 x 0.31 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.2 inches, 96.7 cm(~83.0% screen-to-body ratio);720 x 1500 pixels (~268 ppi density);;Android 9.0 (Pie);Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSD;32GB 2GB RAM;eMMC 5.1;13 MP, AF2 MP;Dual-LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 3500 mAh, non-removable;Midnight Black, Champagne Gold, Nebula Black;;;;;LED flash;;;;;
https://www.gsmarena.com/tecno_spark_go-9871.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-go.jpg;Tecno Spark Go;Released 2019, August;174g, 9.2mm thickness;Android 9.0, HIOS 5.0;16GB storage, microSDXC;0;0.4%;293,772 hits;"6.1""";720x1560 pixels;1/2 GB RAM;Helio A22;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, August;Available. Released 2019, August;156.1 x 75 x 9.2 mm (6.15 x 2.95 x 0.36 in);174 g (6.14 oz);Dual SIM;IPS LCD;6.1 inches, 91.3 cm(~78.0% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);;Android 9.0 (Pie), HIOS 5.0;Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);16GB 1GB RAM, 16GB 2GB RAM;eMMC 5.1;8 MP, f/2.0, AF;Dual-LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.2;;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 3000 mAh, removable;Nebula Black, Royal Purple;;;KC1;;LED flash;;;;;
https://www.gsmarena.com/tecno_pop_2_f-9874.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pop-2f.jpg;Tecno Pop 2 F;Released 2019, May;155g, 9.4mm thickness;Android 8.1 Oreo;16GB storage, microSD;1;0.5%;627,912 hits;"5.45""";480x960 pixels;1 GB RAM;MT6580M;2400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;;HSPA;2019, May;Available. Released 2019, May;149.8 x 72.8 x 9.4 mm (5.90 x 2.87 x 0.37 in);155 g (5.47 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.45 inches, 76.7 cm(~70.3% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~197 ppi density);;Android 8.1 Oreo (Go edition);Mediatek MT6580M;Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD;16GB 1GB RAM;;5 MP;Dual-LED flash, HDR;1080p@30fps;8 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer;Li-Ion 2400 mAh, removable;Midnight Black, Champagne Gold, City Blue;;;B1c;;LED flash;;;;;
https://www.gsmarena.com/tecno_pop_2_plus-9875.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pop2plus.jpg;Tecno Pop 2 Plus;Released 2019, May;205g, 9.6mm thickness;Android 8.1 Oreo;16GB storage, microSD;0;0.3%;676,425 hits;"6.0""";480x960 pixels;1 GB RAM;MT6580P;5000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;;HSPA;2019, May;Available. Released 2019, May;161.7 x 78.9 x 9.6 mm (6.37 x 3.11 x 0.38 in);205 g (7.23 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~72.8% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~179 ppi density);;Android 8.1 Oreo (Go edition);Mediatek MT6580P;Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD;16GB 1GB RAM;;5 MP;Dual-LED flash, HDR;1080p@30fps;8 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Midnight Black, Champagne Gold, Nebula Black;;Glass front, plastic back, plastic frame;BA2, RB8S;;LED flash;;;;;
https://www.gsmarena.com/tecno_phantom_9-9767.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-phantom-9.jpg;Tecno Phantom 9;Released 2019, July;164.4g, 7.9mm thickness;Android 9.0;128GB storage, microSDXC;35;0.3%;984,950 hits;"6.39""";1080x2340 pixels;6 GB RAM;Helio P35;3500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, July;Available. Released 2019, July;158.5 x 75.3 x 7.9 mm (6.24 x 2.96 x 0.31 in);164.4 g (5.78 oz);Dual SIM (Nano-SIM, dual stand-by);AMOLED;6.39 inches, 100.2 cm(~84.0% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density);;Android 9.0 (Pie);Mediatek MT6765 Helio P35 (12nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);128GB 6GB RAM;eMMC 5.1;16 MP, f/1.8, PDAF8 MP, f/2.4, 13mm (ultrawide)2 MP, f/2.8, (depth);LED flash, HDR, panorama;1080p@30fps;"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Ion 3500 mAh, non-removable;Lapland Aurora;About 15000 INR;Glass front (Gorilla Glass 3), plastic back, plastic frame;AB7;Corning Gorilla Glass 3;HDR;;;;;
https://www.gsmarena.com/tecno_camon_iace2x-9577.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-iace2x.jpg;Tecno Camon iACE2X;Released 2019, February;150g, 8.5mm thickness;Android 8.1, HIOS 4.1;32GB storage, microSDXC;6;0.1%;139,515 hits;"5.5""";720x1440 pixels;3 GB RAM;Helio A22;3050 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;1,3,5,40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, February;Available. Released 2019, February;148.3 x 71.9 x 8.5 mm (5.84 x 2.83 x 0.33 in);150 g (5.29 oz);Dual SIM;IPS LCD;5.5 inches, 78.1 cm(~73.2% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);;Android 8.1 (Oreo), HIOS 4.1;Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.1;13 MP, f/1.8, AF0.3 MP, (depth);Dual-LED, HDR, panorama;1080p@30fps;8 MP, f/2.0;;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3050 mAh, non-removable;Champagne Gold, Midnight Black, Nebula Black;About 7600 INR;;;;LED flash;;;;;
