Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;memoryslot;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;batmusicplayback1;colors;price;gprstext;edge;internalmemory;displayother;displayprotection;optionalother;memoryother;bodyother;sar-eu;os;cpu
https://www.gsmarena.com/sagem_mc_959-167.php;https://fdn2.gsmarena.com/vv/bigpic/samc959b.gif;Sagem MC 959;Released 2000;95g, 18mm thickness;Feature phone;No card slot;8;N/A;72,509 hits;;up to 7 lines; ;;500 mAh Li-Ion;GSM 900 / 1800;;;2000;Discontinued;116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in);95 g (3.35 oz);Mini-SIM;Monochrome graphic;;up to 7 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converterActive flip;Removable Li-Ion battery;150 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;20 short messages;;;;
https://www.gsmarena.com/sagem_mc_940-166.php;https://fdn2.gsmarena.com/vv/bigpic/samc940b.gif;Sagem MC 940;Released 2000;117g, 18mm thickness;Feature phone;No card slot;10;N/A;76,007 hits;;up to 7 lines; ;;500 mAh Li-Ion;GSM 900 / 1800;;;2000;Discontinued;116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in);117 g (4.13 oz);Mini-SIM;Monochrome graphic;;up to 7 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable Li-Ion battery;160 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;20 short messages;;;;
https://www.gsmarena.com/sagem_mc_932-165.php;https://fdn2.gsmarena.com/vv/bigpic/samc932b.gif;Sagem MC 932;Released 1999;117g, 18mm thickness;Feature phone;No card slot;9;N/A;74,366 hits;;up to 7 lines; ;;500 mAh Li-Ion;GSM 900 / 1800;;;1999;Discontinued;116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in);117 g (4.13 oz);Mini-SIM;Monochrome graphic;;up to 7 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable Li-Ion battery;150 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;20 short messages;;;;
https://www.gsmarena.com/sagem_rc_922-164.php;https://fdn2.gsmarena.com/vv/bigpic/sarc922b.gif;Sagem RC 922;Released 1999;121g, 18mm thickness;Feature phone;No card slot;11;N/A;86,059 hits;;3x 12 chars; ;;500 mAh NiMH;GSM 900 / 1800;;;1999;Discontinued;116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in);121 g (4.27 oz);Mini-SIM;Alphanumeric;;3x 12 chars;No;No;;;;;No;No;No;No;;;CalculatorCurency converter;Removable NiMH 500 mAh battery;130 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;20 short messages;;;;
https://www.gsmarena.com/sagem_mc_912-163.php;https://fdn2.gsmarena.com/vv/bigpic/samc912b.gif;Sagem MC 912;Released 1999;117g, 22mm thickness;Feature phone;No card slot;10;N/A;77,153 hits;;4x12 chars; ;;600 mAh Li-Ion;GSM 900 / 1800;;;1999;Discontinued;116 x 45 x 22 mm (4.57 x 1.77 x 0.87 in);117 g (4.13 oz);Mini-SIM;Alphanumeric;;4 x 12 chars;No;No;;;;;No;No;No;No;;;CalculatorCurency converter;Removable Li-Ion battery;130 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;20 short messages;;;;
https://www.gsmarena.com/sagem_mc_850-162.php;https://fdn2.gsmarena.com/vv/bigpic/samc850b.gif;Sagem MC 850;Released 1998;137g, 21mm thickness;Feature phone;No card slot;8;N/A;73,776 hits;;3x12 chars; ;;600 mAh Li-Ion;GSM 900 / 1800;;;1998;Discontinued;132 x 50 x 21 mm (5.20 x 1.97 x 0.83 in);137 g (4.83 oz);Mini-SIM;Monochrome graphic;;3 x 12 chars;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable Li-Ion battery;140 h;5 h;;;;No;No;;Fixed iconsSoftkeys;;;;;;;
https://www.gsmarena.com/sagem_mc_825_fm-161.php;https://fdn2.gsmarena.com/vv/bigpic/sa825fmb.gif;Sagem MC 825 FM;Released 1998;152g, 26mm thickness;Feature phone;No card slot;6;N/A;74,157 hits;;3x12 chars; ;;600 mAh NiMH;GSM 900 / 1800;;;1998;Discontinued;132 x 50 x 26 mm (5.20 x 1.97 x 1.02 in);152 g (5.36 oz);Mini-SIM;Alphanumeric;;3 x 12 chars;No;No;;;;;No;No;No;FM radio;;;CalculatorCurency converter;Removable NiMH battery;90 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;6 FM stations;;;;
https://www.gsmarena.com/sagem_mc_820-160.php;https://fdn2.gsmarena.com/vv/bigpic/samc820b.gif;Sagem MC 820;Released 1998;135g, 26mm thickness;Feature phone;No card slot;8;N/A;92,399 hits;;3x12 chars; ;;600 mAh NiMH;GSM 900 / 1800;;;1998;Discontinued;130 x 50 x 26 mm (5.12 x 1.97 x 1.02 in);135 g (4.76 oz);Mini-SIM;Alphanumeric;;3 x 12 chars;No;No;;;;;No;No;No;No;;;Calculator;Removable NiMH battery;90 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;;;;;
https://www.gsmarena.com/sagem_rc_750-159.php;https://fdn2.gsmarena.com/vv/bigpic/sarc750b.gif;Sagem RC 750;Released 1998;158g, 21mm thickness;Feature phone;No card slot;5;N/A;66,357 hits;;3x12 chars; ;;600 mAh NiMH;GSM 900;;;1998;Discontinued;140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in);158 g (5.57 oz);Mini-SIM;Alphanumeric;;3 x 12 chars;No;No;;;;;No;No;No;No;;;CalculatorVoice memoSerial cable;Removable NiMH 600 mAh battery;80 h;150 min;;;;No;No;;Fixed icons;;;;;;;
https://www.gsmarena.com/sagem_rc_730-158.php;https://fdn2.gsmarena.com/vv/bigpic/sarc730b.gif;Sagem RC 730;Released 1997;158g, 21mm thickness;Feature phone;No card slot;7;N/A;84,171 hits;;3x12 chars; ;;600 mAh NiMH;GSM 900;;;1997;Discontinued;140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in);158 g (5.57 oz);Mini-SIM;Alphanumeric;;3 x 12 chars;No;No;;;;;No;No;No;No;;;Calculator;Removable NiMH 600 mAh battery;70 h;150 min;;;;No;No;;Fixed icons;;;;;;;
