Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;cam2features;batstandby1;battalktime1;gprstext;edge;optionalother;featuresother
https://www.gsmarena.com/qmobile_power3-7413.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-power3.jpg;QMobile Power3;Released 2015, June;13.5mm thickness;Feature phone;32MB 32MB RAM storage, microSDHC slot;0;N/A;63,519 hits;"2.4""";240x320 pixels;32 MB RAM;;2500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, June. Released 2015, June;Discontinued;124.5 x 51.5 x 13.5 mm (4.90 x 2.03 x 0.53 in);-;Dual SIM;TFT, 65K colors;2.4 inches, 17.8 cm(~27.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC;32MB 32MB RAM;;Yes;LED flash;Yes;No;;No;2.0;No;No;FM radio;microUSB 2.0;No;Li-Ion 2500 mAh battery;Black;;About 20 EUR;;;;Yes;No;;MP4/H.263 playerOrganizerVoice memo
https://www.gsmarena.com/qmobile_t50_bolt-7386.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-bolt-t50.jpg;QMobile T50 Bolt;Released 2015, June;11.2mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;0;N/A;63,284 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum 7715;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, June. Released 2015, June;Discontinued;124 x 64.5 x 11.2 mm (4.88 x 2.54 x 0.44 in);-;Dual SIM;TFT, 256K colors;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.4.2 (KitKat);Spreadtrum 7715;1.0 GHz;;microSDHC;4GB 512MB RAM;;VGA;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1200 mAh battery;Black;;About 50 EUR;;Up to 155 h (3G);Up to 4 h 30 min (3G);;;;
https://www.gsmarena.com/qmobile_t200_bolt-7332.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-t200.jpg;QMobile T200 Bolt;Released 2015, June;11.2mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;57,728 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum 7731;1450 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, June. Released 2015, June;Discontinued;124 x 64.5 x 11.2 mm (4.88 x 2.54 x 0.44 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.4.2 (KitKat);Spreadtrum 7731;Quad-core 1.2 GHz;;microSDHC;4GB 512MB RAM;;2 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1450 mAh battery;Black;;About 60 EUR;;Up to 279 h;Up to 5 h;;;;
https://www.gsmarena.com/qmobile_noir_x950-7317.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-x950.jpg;QMobile Noir X950;Released 2015, June;5.9mm thickness;Android 4.4.2;16GB storage, microSDHC;3;N/A;98,387 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6752M;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7;HSPA 21.1/5.76 Mbps, LTE;2015, June. Released 2015, June;Discontinued;139 x 68 x 5.9 mm (5.47 x 2.68 x 0.23 in);-;Dual SIM;Super AMOLED;5.0 inches, 68.9 cm(~72.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6752M;Octa-core 1.5 GHz Cortex-A53;Mali-T760MP2;microSDHC;16GB 2GB RAM;;13 MP;LED flash, HDR, panorama;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 2500 mAh battery;Black;;About 200 EUR;;;;;;;
https://www.gsmarena.com/qmobile_qtab_v10-7405.php;https://fdn2.gsmarena.com/vv/bigpic/qtab-v10.jpg;QMobile QTab V10;Released 2015, May;;Android 4.4;8GB storage, microSDHC;1;N/A;85,383 hits;"7.85""";768x1024 pixels;1 GB RAM;MT8382;4700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;HSPA 42.2/11.5 Mbps;2015, May. Released 2015, May;Discontinued;-;-;Nano-SIM;IPS LCD;7.85 inches, 190.8 cm;768 x 1024 pixels, 4:3 ratio (~163 ppi density);;Android 4.4 (KitKat);Mediatek MT8382 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP, AF;;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0, OTG;Accelerometer, compass;Li-Ion 4700 mAh battery;Black;;About 120 EUR;;;;;;;
https://www.gsmarena.com/qmobile_explorer_3g-7380.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-explorer-3g.jpg;QMobile Explorer 3G;Released 2015, May;12.4mm thickness;Feature phone;128MB 64MB RAM storage, microSDHC slot;2;N/A;90,598 hits;"2.8""";240x320 pixels;64 MB RAM;;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;HSPA 7.2/5.76 Mbps;2015, May. Released 2015, May;Discontinued;131 x 56 x 12.4 mm (5.16 x 2.20 x 0.49 in);-;Dual SIM;TFT, 65K colors;2.8 inches, 24.3 cm(~33.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;;microSDHC;128MB 64MB RAM;;2 MP;;320p@15fps;VGA;;Wi-Fi 802.11 b/g/n;2.0;No;No;FM radio;microUSB 2.0;No;Li-Ion 1450 mAh battery;Black;;About 40 EUR;;;;;;;MP4/H.263 playerOrganizerVoice memo
https://www.gsmarena.com/qmobile_noir_i8-7340.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-i8.jpg;QMobile Noir i8;Released 2015, May;151g, 8.8mm thickness;Android 5.0;8GB storage, microSDHC;1;N/A;80,015 hits;"4.7""";480x800 pixels;1 GB RAM;MT6582M;2120 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, May. Released 2015, May;Discontinued;139 x 71.6 x 8.8 mm (5.47 x 2.82 x 0.35 in);151 g (5.33 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);IPS LCD;4.7 inches, 62.9 cm(~63.2% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~199 ppi density);;Android 5.0 (Lollipop);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 2120 mAh battery;Black;;About 100 EUR;;Up to 360 h (2G) / Up to 360 h (3G);Up to 16 h 30 min (2G) / Up to 15 h 30 min (3G);;;;
https://www.gsmarena.com/qmobile_noir_x450-7324.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-x450.jpg;QMobile Noir X450;Released 2015, May;150g, 8.6mm thickness;Android 4.4.2;8GB storage, microSDHC;0;N/A;61,594 hits;"5.0""";480x854 pixels;1 GB RAM;MT6582M;1950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, May. Released 2015, May;Discontinued;142.8 x 74.3 x 8.6 mm (5.62 x 2.93 x 0.34 in);150 g (5.29 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~64.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;5 MP, AF;LED flash, panorama;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1950 mAh battery;Black;;About 160 EUR;LED flash;Up to 162 h (2G) / Up to 108 h (3G);Up to 13 h 30 min (2G) / Up to 9 h 30 min (3G);;;;
https://www.gsmarena.com/qmobile_noir_z8_plus-7314.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-z8-plus.jpg;QMobile Noir Z8 Plus;Released 2015, May;7.5mm thickness;Android 4.4.2;16GB storage, microSDXC;6;N/A;143,809 hits;"5.5""";720x1280 pixels;2 GB RAM;Snapdragon 410;2820 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;3, 5, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, May. Released 2015, May;Discontinued;143.5 x 72 x 7.5 mm (5.65 x 2.83 x 0.30 in);-;Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~80.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 4.4.2 (KitKat);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSDXC;16GB 2GB RAM;eMMC 4.5;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity;Li-Ion 2820 mAh, removable;Black;;About 180 EUR;;Up to 710 h (2G) / Up to 660 h (3G);Up to 28 h (2G) / Up to 17 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_x350-7326.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-x350.jpg;QMobile Noir X350;Released 2015, April;8.5mm thickness;Android 4.4.2;8GB storage, microSDHC;0;N/A;51,616 hits;"4.5""";480x854 pixels;1 GB RAM;MT6582V;1800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, April. Released 2015, April;Discontinued;131.5 x 66 x 8.5 mm (5.18 x 2.60 x 0.33 in);-;Dual SIM;TFT, 256K colors;4.5 inches, 55.8 cm(~64.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6582V/X;Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;5 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 1800 mAh battery;Black;;About 110 EUR;;Up to 386 h (2G) / Up to 386 h (3G);Up to 16 h 30 min (2G) / Up to 11 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_lt600-7335.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-lt600.jpg;QMobile Noir LT600;Released 2015, March;6.9mm thickness;Android 4.4.2;8GB storage, microSDHC;1;N/A;49,383 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 400;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;39, 40, 41;HSPA, LTE;2015, March. Released 2015, March;Discontinued;143 x 70.7 x 6.9 mm (5.63 x 2.78 x 0.27 in);-;Dual SIM;TFT;5.0 inches, 68.9 cm(~68.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.4.2 (KitKat);Qualcomm MSM8926 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDHC;8GB 1GB RAM;eMMC 4.5;8 MP, AF;LED flash, panorama;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh battery;Black;;About 160 EUR;LED flash;;;;;;
https://www.gsmarena.com/qmobile_noir_m300-7334.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-m300.jpg;QMobile Noir M300;Released 2015, March;180g, 10.4mm thickness;Android 4.4.2;8GB storage, microSDHC;1;N/A;64,998 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6582;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, March. Released 2015, March;Discontinued;144.5 x 71.5 x 10.4 mm (5.69 x 2.81 x 0.41 in);180 g (6.35 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 5000 mAh battery;Black;;About 160 EUR;;Up to 1090 h (2G) / Up to 1090 h (3G);Up to 52 h (2G) / Up to 33 h (3G);;;;
https://www.gsmarena.com/qmobile_w1-7331.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-w1.jpg;QMobile W1;Released 2015, March;10.5mm thickness;Microsoft Windows Phone 8.1;4GB 512MB RAM storage, microSDHC slot;3;N/A;51,904 hits;"4.0""";480x800 pixels;512 MB RAM;Snapdragon 200;1950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, March. Released 2015, March;Discontinued;126 x 64 x 10.5 mm (4.96 x 2.52 x 0.41 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~56.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Microsoft Windows Phone 8.1;Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC;4GB 512MB RAM;eMMC 4.5;5 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1950 mAh battery;Black;;About 60 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_z8-7315.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-z8.jpg;QMobile Noir Z8;Released 2015, March;120g, 7.5mm thickness;Android 4.4.2;16GB storage, microSDXC;3;N/A;127,685 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 410;2400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;3, 5, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, March. Released 2015, March;Discontinued;143.5 x 72 x 7.5 mm (5.65 x 2.83 x 0.30 in);120 g (4.23 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Corning Gorilla Glass 3;Android 4.4.2 (KitKat);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSDXC;16GB 2GB RAM;eMMC 4.5;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity;Li-Ion 2400 mAh, removable;Black;;About 170 EUR;;Up to 700 h (2G) / Up to 650 h (3G);Up to 26 h (2G) / Up to 15 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_a750-7407.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a750.jpg;QMobile Noir A750;Released 2015, February;158g, 8.9mm thickness;Android 4.2;16GB storage, microSDHC;1;N/A;42,523 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, February. Released 2015, February;Discontinued;144.5 x 73.8 x 8.9 mm (5.69 x 2.91 x 0.35 in);158 g (5.29 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~64.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC;16GB 1GB RAM;;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;720p;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 2000 mAh battery;Black;;About 220 EUR;;Up to 220 h;Up to 8 h;;;;
https://www.gsmarena.com/qmobile_linq_x70-7403.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-linq-x70.jpg;QMobile Linq X70;Released 2015, February;9mm thickness;Android 4.4.2;8GB storage, microSDHC;0;N/A;61,765 hits;"4.0""";480x640 pixels;1 GB RAM;MT6582;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, February. Released 2015, February;Discontinued;128 x 63 x 9 mm (5.04 x 2.48 x 0.35 in);-;Dual SIM;IPS LCD, 256K colors;4.0 inches, 49.5 cm(~61.4% screen-to-body ratio);480 x 640 pixels, 4:3 ratio (~200 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;5 MP;LED flash, panorama, HDR;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh battery;Black;;About 90 EUR;;Up to 390 h (2G) / Up to 320 h (3G);Up to 16 h (2G) / Up to 7 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_z7-7384.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z7.jpg;QMobile Noir Z7;Released 2015, February;97.7g, 5.2mm thickness;Android 4.4.2;16GB storage, no card slot;2;N/A;58,907 hits;"4.8""";720x1280 pixels;1 GB RAM;MT6592;2050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 42.2/5.76 Mbps;2015, February. Released 2015, February;Discontinued;139.8 x 67.4 x 5.2 mm (5.50 x 2.65 x 0.20 in);97.7 g (3.46 oz);Micro-SIM;AMOLED;4.8 inches, 63.5 cm(~67.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;No;16GB 1GB RAM;;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 2050 mAh, non-removable;Black;;About 210 EUR;;;;;;;
https://www.gsmarena.com/qmobile_linq_l10-7342.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-l10.jpg;QMobile Linq L10;Released 2015, February;8.8mm thickness;Android 4.4.2;8GB storage, microSDHC;0;N/A;57,944 hits;"5.0""";720x1280 pixels;1 GB RAM;MSM8252;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, February. Released 2015, February;Discontinued;146.2 x 74.2 x 8.8 mm (5.76 x 2.92 x 0.35 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~63.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.4.2 (KitKat);Qualcomm MSM8252;Quad-core 1.2 GHz Cortex-A7;;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh battery;Black;;About 120 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_lt250-7336.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-lt250.jpg;QMobile Noir LT250;Released 2015, February;119g, 8.8mm thickness;Android 4.4.2;4GB 1GB RAM storage, microSDHC slot;1;N/A;41,940 hits;"4.7""";720x1280 pixels;1 GB RAM;Nvidia Tegra 4i;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1900 / 2100;3, 5, 20;HSPA, LTE Cat3 100/50 Mbps;2015, February. Released 2015, February;Discontinued;140.1 x 67.5 x 8.8 mm (5.52 x 2.66 x 0.35 in);119 g (4.20 oz);Micro-SIM;IPS LCD;4.7 inches, 60.9 cm(~64.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Corning Gorilla Glass 2;Android 4.4.2 (KitKat);Nvidia Tegra 4i;Quad-core 1.7 GHz;ULP GeForce;microSDHC (dedicated slot);4GB 1GB RAM;;8 MP, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 2000 mAh battery;Black;;About 150 EUR;;Up to 162 h (2G) / Up to 162 h (3G);Up to 14 h 50 min (2G) / Up to 8 h 40 min (3G);;;;
https://www.gsmarena.com/qmobile_noir_lt150-7337.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-lt150.jpg;QMobile Noir LT150;Released 2015, February;8.9mm thickness;Android 4.4.2;8GB storage, microSDHC;1;N/A;39,164 hits;"4.7""";480x854 pixels;1 GB RAM;MT6590;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7;HSPA, LTE;2015, February. Released 2015, February;Discontinued;137.5 x 68.5 x 8.9 mm (5.41 x 2.70 x 0.35 in);-;Dual SIM;TFT;4.7 inches, 60.9 cm(~64.6% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~208 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6590;Quad-core 1.3 GHz Cortex-A7;;microSDHC;8GB 1GB RAM;;5 MP, AF;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1800 mAh battery;Black;;About 120 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_x600-7321.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-x600.jpg;QMobile Noir X600;Released 2015, February;8.3mm thickness;Android 4.2.2;16GB storage, microSDHC;1;N/A;39,114 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6592M;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, February. Released 2015, February;Discontinued;8.3 mm thickness;-;Dual SIM;TFT;5.0 inches, 68.9 cm;720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.2.2 (Jelly Bean);Mediatek MT6592M (28 nm);Octa-core 1.4 GHz Cortex-A7;Mali-450MP4;microSDHC;16GB 2GB RAM;;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 1800 mAh battery;Black;;About 150 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_x700-7320.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-x700.jpg;QMobile Noir X700;Released 2015, February;7.9mm thickness;Android 4.2.2;8GB storage, microSDHC;1;N/A;56,462 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6592M;1920 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, February. Released 2015, February;Discontinued;140 x 70 x 7.9 mm (5.51 x 2.76 x 0.31 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~70.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.2.2 (Jelly Bean);Mediatek MT6592M (28 nm);Octa-core 1.4 GHz Cortex-A7;Mali-450MP4;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 1920 mAh battery;Black;;About 150 EUR;;;;;;;
