Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;build;net5g;models;displayprotection;cam2features;batstandby1;battalktime1;sar-eu;batmusicplayback1;gprstext;edge;bodyother;displayother
https://www.gsmarena.com/lava_x41_plus-8422.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x41-plus.jpg;Lava X41 Plus;Released 2016, October;156g, 8.8mm thickness;Android 6.0;32GB storage, microSDHC;1;N/A;186,775 hits;"5.0""";720x1280 pixels;2 GB RAM;;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2016, October. Released 2016, October;Discontinued;145 x 71.2 x 8.8 mm (5.71 x 2.80 x 0.35 in);156 g (5.50 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.3 GHz;;microSDHC (dedicated slot);32GB 2GB RAM;;"8 MP, f/2.0, 1/3.2"", 1.4µm";Panorama, LED flash;1080p@30fps;5 MP, f/2.2;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, removable;Black, Gold;;;;;Corning Gorilla Glass (unspecified version);LED flash;;;;;;;;
https://www.gsmarena.com/lava_a51-8406.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a51.jpg;Lava A51;Released 2016, October;9.9mm thickness;Android 6.0;8GB storage, microSDHC;0;N/A;122,407 hits;"4.5""";480x854 pixels;512 MB RAM;Spreadtrum SC7731C;1750 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2016, October. Released 2016, October;Discontinued;136 x 66 x 9.9 mm (5.35 x 2.60 x 0.39 in);-;Dual SIM;TFT;4.5 inches, 55.8 cm(~62.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 6.0 (Marshmallow);Spreadtrum SC7731C;Quad-core 1.2 GHz;;microSDHC;8GB 512MB RAM;;5 MP;LED flash, panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.1, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1750 mAh, removable;Gray, Black, Gold;;;;;;;Up to 420 h (3G);Up to 10 h 30 min (3G);;;;;;
https://www.gsmarena.com/lava_a76+-8391.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a76-plus.jpg;Lava A76+;Released 2016, October;135g, 9.3mm thickness;Android 6.0;8GB storage, microSDHC;0;N/A;108,009 hits;"4.5""";480x854 pixels;1 GB RAM;;1850 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, October. Released 2016, October;Discontinued;134 x 66 x 9.3 mm (5.28 x 2.60 x 0.37 in);135 g (4.76 oz);Dual SIM;TFT;4.5 inches, 55.8 cm(~63.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.5 GHz;;microSDHC;8GB 1GB RAM;;5 MP;LED flash, HDR, panorama;Yes;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1850 mAh, non-removable;Black, White;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a97-8341.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a97.jpg;Lava A97;Released 2016, September;160g, 9.2mm thickness;Android 6.0;8GB storage, microSDHC;4;N/A;326,088 hits;"5.0""";480x854 pixels;1 GB RAM;;2350 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, September. Released 2016, September;Discontinued;145.5 x 72 x 9.2 mm (5.73 x 2.83 x 0.36 in);160 g (5.64 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.3 GHz;;microSDHC;8GB 1GB RAM;;5 MP;LED flash, HDR, panorama;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2350 mAh, removable;Black, Gold, Gray;;;;A97;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_x28-8340.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x28.jpg;Lava X28;Released 2016, September;9mm thickness;Android 6.0;8GB storage, microSDHC;1;N/A;123,219 hits;"5.5""";720x1280 pixels;1 GB RAM;;2600 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2016, September. Released 2016, September;Discontinued;155 x 78 x 9 mm (6.10 x 3.07 x 0.35 in);-;Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~69.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.3 GHz;;microSDHC;8GB 1GB RAM;;8 MP;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2600 mAh battery;Black/Gold;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_p7+-8274.php;https://fdn2.gsmarena.com/vv/bigpic/lava-p7p.jpg;Lava P7+;Released 2016, June;8.9mm thickness;Android 6.0;8GB storage, microSDXC;5;N/A;136,730 hits;"5.0""";720x1280 pixels;1 GB RAM;;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2016, June. Released 2016, June;Discontinued;143.5 x 71.8 x 8.9 mm (5.65 x 2.83 x 0.35 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.3 GHz;;microSDXC;8GB 1GB RAM;;8 MP;LED flash, panorama;Yes;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2500 mAh, removable;White/Gold, Gray;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a48-8237.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a48.jpg;Lava A48;Released 2016, August;116.4g, 9.9mm thickness;Android OS;8GB storage, microSDHC;0;N/A;111,667 hits;"4.0""";480x800 pixels;512 MB RAM;;1300 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2016, August. Released 2016, August;Discontinued;125.8 x 64 x 9.9 mm (4.95 x 2.52 x 0.39 in);116.4 g (4.09 oz);Dual SIM;TFT, 256K colors;4.0 inches, 45.5 cm(~56.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android OS;;Quad-core 1.2 GHz;;microSDHC;8GB 512MB RAM;;2 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;2.0;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1300 mAh battery;White, Champagne, Blue;;;;;;;;;;;;;;
https://www.gsmarena.com/lava_x38-8217.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x38.jpg;Lava X38;Released 2016, July;;Android 6.0;8GB storage, microSDHC;0;N/A;148,727 hits;"5.0""";720x1280 pixels;1 GB RAM;;4000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2016, July. Released 2016, July;Discontinued;-;-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm;720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.0 GHz;;microSDHC;8GB 1GB RAM;;8 MP;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 4000 mAh, non-removable;Black;;;;X38;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a32-8211.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a32.jpg;Lava A32;Released 2016, July;92g, 10.8mm thickness;Android OS;512MB 256MB RAM storage, microSDHC slot;0;N/A;102,956 hits;"4.0""";480x800 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2016, July. Released 2016, July;Discontinued;124.4 x 64.6 x 10.8 mm (4.90 x 2.54 x 0.43 in);92 g (3.25 oz);Dual SIM;TFT, 256K colors;4.0 inches, 45.5 cm(~56.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android OS;;1 GHz;;microSDHC;512MB 256MB RAM;;2 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;2.1;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1500 mAh, removable;Black, White;;;;;;;;;;;;;;
https://www.gsmarena.com/lava_a68-8210.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a68.jpg;Lava A68;Released 2016, June;130g, 9.6mm thickness;Android 6.0;8GB storage, microSDHC;0;N/A;139,736 hits;"4.5""";480x854 pixels;1 GB RAM;;1750 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2016, June. Released 2016, June;Discontinued;134 x 66 x 9.6 mm (5.28 x 2.60 x 0.38 in);130 g (4.59 oz);Dual SIM;TFT;4.5 inches, 55.8 cm(~63.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.2 GHz;;microSDHC;8GB 1GB RAM;;5 MP;LED flash, HDR, panorama;Yes;VGA, LED flash;;Wi-Fi 802.11 b/g/n;2.1, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1750 mAh, removable;Black, Gold, Silver;;;;;;;;;;;;;;
https://www.gsmarena.com/lava_x50-8209.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x501.jpg;Lava X50;Released 2016, July;8.9mm thickness;Android 5.1, up to 6.0;8GB storage, microSDHC;3;N/A;193,378 hits;"5.5""";720x1280 pixels;2 GB RAM;;2800 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, July. Released 2016, July;Discontinued;155 x 71.8 x 8.9 mm (6.10 x 2.83 x 0.35 in);-;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~74.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow);;Quad-core;;microSDHC;8GB 2GB RAM;;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2800 mAh, removable;Blue;;;;X50;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_x17-8194.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x17.jpg;Lava X17;Released 2016, July;8.5mm thickness;Android OS;8GB storage, microSD;0;N/A;185,147 hits;"5.0""";720x1280 pixels;1 GB RAM;;2350 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;HSPA, LTE;2016, July. Released 2016, July;Discontinued;145 x 72 x 8.5 mm (5.71 x 2.83 x 0.33 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android OS;;Quad-core;;microSD;8GB 1GB RAM;;8 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2350 mAh, removable;Gold, Black/Gold, White/Gold;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_x81-8144.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x81.jpg;Lava X81;Released 2016, June;8.4mm thickness;Android 6.0.1;16GB storage, microSDXC;10;N/A;473,696 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;2700 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, June. Released 2016, June;Discontinued;142.6 x 73.4 x 8.4 mm (5.61 x 2.89 x 0.33 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio;Android 6.0.1 (Marshmallow);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 3GB RAM;;13 MP, f/2.0, AF;Dual-LED flash;1080p@30fps;5 MP, f/2.4;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 2700 mAh, non-removable;Space Grey/Gold;;;;;;;Up to 336 h (3G);Up to 10 h (3G);;;;;;
https://www.gsmarena.com/lava_x46-8141.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x46.jpg;Lava X46;Released 2016, June;8.5mm thickness;Android 5.1, up to 6.0.1;8GB storage, microSDHC;2;N/A;131,364 hits;"5.0""";720x1280 pixels;2 GB RAM;;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, June. Released 2016, June;Discontinued;143 x 71.5 x 8.5 mm (5.63 x 2.81 x 0.33 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~67.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow);;Quad-core 1.3 GHz;;microSDHC;8GB 2GB RAM;;8 MP;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2500 mAh battery;Black;;;;;;;;;;;;;;
https://www.gsmarena.com/lava_a89-8124.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a89.jpg;Lava A89;Released 2016, May;157g, 9.1mm thickness;Android 5.1;8GB storage, microSDHC;1;N/A;161,590 hits;"5.0""";480x854 pixels;1 GB RAM;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, May. Released 2016, May;Discontinued;145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in);157 g (5.54 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 5.1 (Lollipop);;Quad-core 1.5 GHz;;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash, HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, non-removable;Black, White;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a82-8123.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a82-.jpg;Lava A82;Released 2016, June;9mm thickness;Android 5.1;8GB storage, microSDHC;1;N/A;201,193 hits;"5.0""";480x854 pixels;1 GB RAM;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2016, June. Released 2016, June;Discontinued;144 x 72.7 x 9 mm (5.67 x 2.86 x 0.35 in);-;Dual SIM;TN;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 5.1 (Lollipop);;Quad-core 1.2 GHz;;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash, HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Black, White;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a79-8122.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a79.jpg;Lava A79;Released 2016, May;134g, 9.2mm thickness;Android 5.1;8GB storage, microSDHC;0;N/A;169,187 hits;"5.5""";480x854 pixels;1 GB RAM;;2200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2016, May. Released 2016, May;Discontinued;155 x 78.6 x 9.2 mm (6.10 x 3.09 x 0.36 in);134 g (4.73 oz);Dual SIM;TN;5.5 inches, 83.4 cm(~68.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~178 ppi density);Android 5.1 (Lollipop);;Quad-core 1.2 GHz;;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash, HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2200 mAh, non-removable;Black, White;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a59-8121.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a59.jpg;Lava A59;Released 2016, May;155g, 9.3mm thickness;Android 5.1;4GB 512MB RAM storage, microSDHC slot;0;N/A;129,969 hits;"4.5""";480x854 pixels;512 MB RAM;;1750 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2016, May. Released 2016, May;Discontinued;134 x 66 x 9.3 mm (5.28 x 2.60 x 0.37 in);155 g (5.47 oz);Dual SIM;TFT;4.5 inches, 55.8 cm(~63.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);;Quad-core 1.3 GHz;;microSDHC (dedicated slot);4GB 512MB RAM;;5 MP;LED flash, HDR, panorama;Yes;VGA, LED flash;;Wi-Fi 802.11 b/g/n, hotspot;2.1, EDR;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1750 mAh, removable;Black, White;;;;;;;;;;;;;;
https://www.gsmarena.com/lava_a67-8120.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a67.jpg;Lava A67;Released 2016, May;152g, 9.2mm thickness;Android 5.1;4GB 512MB RAM storage, microSDHC slot;1;N/A;149,313 hits;"5.0""";480x854 pixels;512 MB RAM;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2016, May. Released 2016, May;Discontinued;145.5 x 72 x 9.2 mm (5.73 x 2.83 x 0.36 in);152 g (5.36 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 5.1 (Lollipop);;Quad-core 1.3 GHz;;microSDHC (dedicated slot);4GB 512MB RAM;;5 MP;LED flash, HDR, panorama;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;2.1, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;White, Gold, Gray;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_v2_s-8068.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-v2s.jpg;Lava V2 s;Released 2016, April;129g, 8mm thickness;Android 5.1.1;8GB storage, microSDHC;1;N/A;118,721 hits;"5.0""";720x1280 pixels;2 GB RAM;;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, April. Released 2016, April;Discontinued;141.6 x 70.8 x 8 mm (5.57 x 2.79 x 0.31 in);129 g (4.55 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~68.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1.1 (Lollipop);;;;microSDHC;8GB 2GB RAM;;8 MP, f/2.0, AF;Dual-LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2500 mAh, removable;White, Black;;;;;Corning Gorilla Glass 3;LED flash;;;;;;;;
https://www.gsmarena.com/lava_v2_3gb-8069.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-v2-3gb.jpg;Lava V2 3GB;Released 2016, March;128, 7.6mm thickness;Android 6.0;16GB storage, microSDHC;9;N/A;419,424 hits;"5.0""";720x1280 pixels;3 GB RAM;;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, March. Released 2016, March;Discontinued;141.6 x 70.8 x 7.6 mm (5.57 x 2.79 x 0.30 in);128 (4.55 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~68.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);;;;microSDHC;16GB 3GB RAM;;13 MP, f/2.0, AF;Dual-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.2;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2500 mAh, non-removable;White, Black;;;;V23GB;Asahi Dragontrail Glass;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a76-8077.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a76.jpg;Lava A76;Released 2016, April;135g, 9.1mm thickness;Android 5.1;8GB storage, microSDHC;1;N/A;159,631 hits;"4.5""";480x854 pixels;1 GB RAM;;1850 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, April. Released 2016, April;Discontinued;145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in);135 g (4.76 oz);Dual SIM;TN;4.5 inches, 55.8 cm(~53.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);;Quad-core 1.5 GHz;;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash, HDR, panorama;Yes;VGA, LED flash;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1850 mAh, removable;Black, White;;;;;;;;;;;;;;
https://www.gsmarena.com/lava_a72-8076.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a72.jpg;Lava A72;Released 2016, April;142g, 8.5mm thickness;Android 5.1, up to 6.0;8GB storage, microSDHC;1;N/A;188,008 hits;"5.0""";720x1280 pixels;1 GB RAM;;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2016, April. Released 2016, April;Discontinued;145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in);142 g (5.01 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow);;Quad-core 1.5 GHz;;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, removable;Dark blue;;;;;Corning Gorilla Glass;LED flash;;;;;;;;
https://www.gsmarena.com/lava_x11-8071.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x11.jpg;Lava X11;Released 2016, February;141g, 8.5mm thickness;Android 5.1, up to 6.0;8GB storage, microSDHC;3;N/A;228,450 hits;"5.0""";720x1280 pixels;2 GB RAM;;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2016, February. Released 2016, February;Discontinued;145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in);141 g (4.97 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow);;Quad-core 1.5 GHz;;microSDHC;8GB 2GB RAM;;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2500 mAh, non-removable;White;;;;;Corning Gorilla Glass (unspecified version);LED flash;;;;;;;;
https://www.gsmarena.com/lava_a88-8070.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a88.jpg;Lava A88;Released 2016, February;157g, 9.1mm thickness;Android 5.1;4GB 512MB RAM storage, microSDHC slot;0;N/A;121,419 hits;"5.0""";480x854 pixels;512 MB RAM;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;3, 5, 40;HSPA;2016, February. Released 2016, February;Discontinued;145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in);157 g (5.54 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 5.1 (Lollipop);;Quad-core 1.5 GHz;;microSDHC (dedicated slot);4GB 512MB RAM;;5 MP;LED flash, panorama, HDR;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Black, White;;;;;;LED flash;Up to 240 h (3G);Up to 14 h (3G);;;;;;
