Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;build;net5g;models;displayprotection;cam2features;batstandby1;battalktime1;sar-eu;batmusicplayback1;gprstext;edge;bodyother;displayother
https://www.gsmarena.com/lava_iris_350m-6469.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-350m.jpg;Lava Iris 350m;Released 2014, June;10.2mm thickness;Android 4.2.2;512MB 512MB RAM storage, microSDHC slot;3;N/A;107,511 hits;"3.5""";320x480 pixels;512 MB RAM;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2014, June. Released 2014, June;Discontinued;118 x 62 x 10.2 mm (4.65 x 2.44 x 0.40 in);-;Dual SIM;TFT;3.5 inches, 36.5 cm(~49.9% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2.2 (Jelly Bean);;Dual-core 1.0 GHz;Mali-400;microSDHC;512MB 512MB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.0;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1200 mAh, removable;Grey, Midnight Black;;;;;;;Up to 240 h;Up to 9 h 30 min;;;Yes;Yes;;
https://www.gsmarena.com/lava_3g_412-6470.php;https://fdn2.gsmarena.com/vv/bigpic/lava-3g-412.jpg;Lava 3G 412;Released 2014, June;120g, 11.7mm thickness;Android 4.2.2;512MB 512MB RAM storage, microSDHC slot;4;N/A;100,241 hits;"4.0""";480x800 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, June. Released 2014, June;Discontinued;123 x 64 x 11.7 mm (4.84 x 2.52 x 0.46 in);120 g (4.23 oz);Dual SIM;TFT;4.0 inches, 45.5 cm(~57.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2.2 (Jelly Bean);;Dual-core 1.0 GHz;Mali-400;microSDHC;512MB 512MB RAM;;2 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1500 mAh, removable;Dark grey;;;;;;;Up to 200 h;;;;;;;
https://www.gsmarena.com/lava_iris_x1-6399.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x11.jpg;Lava Iris X1;Released 2014, May;138g, 8.9mm thickness;Android 4.4.2;8GB storage, microSDHC;165;N/A;5,296,071 hits;"4.5""";480x854 pixels;1 GB RAM;Broadcom BCM23550;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, May. Released 2014, May;Discontinued;134 x 66 x 8.9 mm (5.28 x 2.60 x 0.35 in);138 g (4.87 oz);Dual SIM;IPS LCD;4.5 inches, 55.8 cm(~63.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.4.2 (KitKat);Broadcom BCM23550;Quad-core 1.2 GHz;Broadcom VideoCore IV;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, LE;GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Ion 2100 mAh, removable;Black, White;About 100 EUR;;;;;;;Up to 9 h 45 min;;;;;;
https://www.gsmarena.com/lava_3g_415-6393.php;https://fdn2.gsmarena.com/vv/bigpic/lava-3g-415.jpg;Lava 3G 415;Released 2014, May;119g, 10.7mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;5;N/A;180,287 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, May. Released 2014, May;Discontinued;125 x 64 x 10.7 mm (4.92 x 2.52 x 0.42 in);119 g (4.20 oz);Dual SIM;TFT, 256K colors;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;;5 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1500 mAh, removable;Black, Grey;;;;;;;Up to 200 h;Up to 9 h 40 min;;;;;;
https://www.gsmarena.com/lava_3g_354-6392.php;https://fdn2.gsmarena.com/vv/bigpic/lava-3g-354.jpg;Lava 3G 354;Released 2014, May;103.8g, 11.8mm thickness;Android 4.2;2GB 256MB RAM storage, microSDHC slot;3;N/A;119,006 hits;"3.5""";320x480 pixels;256 MB RAM;MT6572;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, May. Released 2014, May;Discontinued;118 x 61 x 11.8 mm (4.65 x 2.40 x 0.46 in);103.8 g (3.63 oz);Dual SIM;TFT, 256K colors;3.5 inches, 36.5 cm(~50.7% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;2GB 256MB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh, removable;Dark Blue & White;;;;;;;;;;;;;;
https://www.gsmarena.com/lava_iris_504q+-6350.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-504q-plus.jpg;Lava Iris 504q+;Released 2014, April;149g, 7.9mm thickness;Android 4.2.2, up to 4.4.2;8GB storage, microSDHC;23;N/A;373,953 hits;"5.0""";720x1280 pixels;1 GB RAM;;2000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA 21.1/5.76 Mbps;2014, April. Released 2014, April;Discontinued;146.7 x 72.5 x 7.9 mm (5.78 x 2.85 x 0.31 in);149 g (5.26 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~64.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat);;Quad-core 1.3 GHz;Mali-400MP2;microSDHC;8GB 1GB RAM;;10 MP, AF;LED flash, panorama, HDR;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Grey, White;;;;;;;Up to 230 h;Up to 4 h 30 min;;;;;;
https://www.gsmarena.com/lava_iris_356-6349.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-356.jpg;Lava Iris 356;Released 2014, April;112g, 12.6mm thickness;Android 4.2;512MB 256MB RAM storage, microSDHC slot;5;N/A;185,876 hits;"3.5""";320x480 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;Yes, 384 kbps;2014, April. Released 2014, April;Discontinued;116.9 x 62.5 x 12.6 mm (4.60 x 2.46 x 0.50 in);112 g (3.95 oz);Dual SIM;TFT;3.5 inches, 36.5 cm(~49.9% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.2 GHz;;microSDHC;512MB 256MB RAM;;1.3 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.0;GPS;No;FM radio, recording;microUSB;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Crystal White, Black, Grey;;;;;;;Up to 200 h;Up to 5 h;;;;;Flashlight;
https://www.gsmarena.com/lava_iris_450_colour-6299.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-450.jpg;Lava Iris 450 Colour;Released 2014, April;136g, 10.5mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;12;N/A;254,441 hits;"4.5""";480x854 pixels;512 MB RAM;;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, April. Released 2014, April;Discontinued;136 x 63.5 x 10.5 mm (5.35 x 2.5 x 0.41 in);136 g (4.80 oz);Dual SIM;IPS LCD;4.5 inches, 55.8 cm(~64.6% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.3 GHz;Mali-400;microSDHC;4GB 512MB RAM;;5 MP;LED flash, panorama, HDR;720p;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Ion 1800 mAh, removable;Blue, Tan Brown, Raspberry Pink, Ivory White, Pro Black;About 100 EUR;;;;;;;Up to 9 h 15 min;;;;;;
https://www.gsmarena.com/lava_iris_406q-6298.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-406q.jpg;Lava Iris 406Q;Released 2014, April;10.3mm thickness;Android 4.3, up to 4.4.2;4GB 1GB RAM storage, microSDHC slot;36;N/A;510,071 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 200;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, April. Released 2014, April;Discontinued;124 x 64.5 x 10.3 mm (4.88 x 2.54 x 0.41 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat);Qualcomm MSM8610 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC;4GB 1GB RAM;eMMC 4.5;5 MP;LED flash, panorama, HDR;720p;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Ion 1700 mAh, removable;Black, White;About 80 EUR;;;;;;;;;;;;;
https://www.gsmarena.com/lava_iris_550q-6253.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-550q.jpg;Lava Iris 550Q;Released 2014, April;177g, 9.8mm thickness;Android 4.2;4GB 1GB RAM storage, microSDHC slot;14;N/A;202,871 hits;"5.5""";720x1280 pixels;1 GB RAM;;2600 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA 21.1/5.76 Mbps;2014, April. Released 2014, April;Discontinued;156 x 77.8 x 9.8 mm (6.14 x 3.06 x 0.39 in);177 g (6.24 oz);Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~68.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.2 GHz;PowerVR SGX544;microSDHC;4GB 1GB RAM;;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 2600 mAh battery;Black, White;About 150 EUR;;;;;;Up to 500 h;Up to 10 h (2G) / Up to 5 h (3G);;;;;;
https://www.gsmarena.com/lava_iris_pro_20-6300.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-20.jpg;Lava Iris Pro 20;Released 2014, April;112g, 7.7mm thickness;Android 4.2.1;4GB 1GB RAM storage, microSDHC slot;15;N/A;193,504 hits;"4.7""";540x960 pixels;1 GB RAM;;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, April. Released 2014, April;Discontinued;138 x 67.5 x 7.7 mm (5.43 x 2.66 x 0.30 in);112 g (3.95 oz);Dual SIM;IPS LCD;4.7 inches, 60.9 cm(~65.4% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~234 ppi density);Android 4.2.1 (Jelly Bean);;Quad-core 1.2 GHz;PowerVR SGX544;microSDHC;4GB 1GB RAM;;8 MP, AF;Dual-LED flash, panorama, HDR;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Dark Blue;About 150 EUR;;;;Corning Gorilla Glass;;Up to 400 h;Up to 7 h 30 min;;;;;;
https://www.gsmarena.com/lava_iris_pro_30-6301.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-30.jpg;Lava Iris Pro 30;Released 2014, January;114g, 7.5mm thickness;Android 4.2.1;4GB 1GB RAM storage, microSDHC slot;16;N/A;406,145 hits;"4.7""";720x1280 pixels;1 GB RAM;;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, January. Released 2014, January;Discontinued;138 x 66.7 x 7.5 mm (5.43 x 2.63 x 0.30 in);114 g (4.02 oz);Dual SIM;IPS LCD;4.7 inches, 60.9 cm(~66.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2.1 (Jelly Bean);;Quad-core 1.2 GHz;PowerVR SGX544;microSDHC;4GB 1GB RAM;;8 MP, AF;Dual-LED flash, panorama, HDR;1080p@30fps;3 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Grey/Black;About 180 EUR;;;;Corning Gorilla Glass;;Up to 400 h;Up to 7 h 30 min;;;;;;
https://www.gsmarena.com/lava_iris_401e-6302.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-401e.jpg;Lava Iris 401e;Released 2013, June;133g, 10mm thickness;Android 2.3.5;512MB 256MB RAM storage, microSDHC slot;3;N/A;100,495 hits;"4.0""";480x800 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2013, June. Released 2013, June;Discontinued;124 x 63 x 10 mm (4.88 x 2.48 x 0.39 in);133 g (4.69 oz);Dual SIM;TFT, 256K colors;4.0 inches, 45.5 cm(~58.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 2.3.5 (Gingerbread);;1.0 GHz;;microSDHC;512MB 256MB RAM;;3.15 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;A-GPS only;No;FM radio;Proprietary;Accelerometer;Li-Ion 1500 mAh, removable;Grey/Blue;About 50 EUR;;;;;;Up to 210 h;Up to 10 h 40 min;;;Yes;Yes;;Flashlight
https://www.gsmarena.com/lava_iris_349s-6303.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-349s.jpg;Lava Iris 349S;Released 2013, June;115.4g, 13.3mm thickness;Android 2.3;512MB 256MB RAM storage, microSDHC slot;9;N/A;106,788 hits;"3.5""";320x480 pixels;256 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2013, June. Released 2013, June;Discontinued;115 x 61.5 x 13.3 mm (4.53 x 2.42 x 0.52 in);115.4 g (4.06 oz);Dual SIM;TFT, 256K colors;3.5 inches, 36.5 cm(~51.6% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3 (Gingerbread);;1.0 GHz;;microSDHC;512MB 256MB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;Proprietary;Accelerometer;Li-Ion 1400 mAh, removable;Brown/cool gold;About 40 EUR;;;;;;Up to 250 h;Up to 5 h;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_349+-6304.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-349-plus.jpg;Lava Iris 349+;Released 2013, July;115.4g, 13.3mm thickness;Android 2.3;512MB 256MB RAM storage, microSDHC slot;4;N/A;121,027 hits;"3.5""";320x480 pixels;256 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2013, July. Released 2013, July;Discontinued;115 x 61.5 x 13.3 mm (4.53 x 2.42 x 0.52 in);115.4 g (4.06 oz);Dual SIM;TFT, 256K colors;3.5 inches, 36.5 cm(~51.6% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3 (Gingerbread);;1.0 GHz;;microSDHC;512MB 256MB RAM;;2 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;Proprietary;Accelerometer;Li-Ion 1400 mAh, removable;Brown/cool gold;About 40 EUR;;;;;;Up to 250 h;Up to 5 h;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_404e-6305.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-404.jpg;Lava Iris 404e;Released 2013, December;113g, 9.9mm thickness;Android 4.2;2GB 256MB RAM storage, microSDHC slot;9;N/A;152,668 hits;"4.0""";480x800 pixels;256 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2013, December. Released 2013, December;Discontinued;125 x 64 x 9.9 mm (4.92 x 2.52 x 0.39 in);113 g (3.99 oz);Dual SIM;TFT, 256K colors;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.2 GHz;Mali-400;microSDHC;2GB 256MB RAM;;2 MP;Panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n;3.0, A2DP;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh, removable;Black/White;About 50 EUR;;;;;;Up to 150 h;Up to 7 h;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_503e-6306.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-503.jpg;Lava Iris 503e;Released 2013, October;175g, 10.5mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;3;N/A;73,709 hits;"5.0""";480x854 pixels;512 MB RAM;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2013, October. Released 2013, October;Discontinued;143.2 x 73.3 x 10.5 mm (5.64 x 2.89 x 0.41 in);175 g (6.17 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~65.6% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.0 GHz;Mali-400;microSDHC;4GB 512MB RAM;;3.15 MP;LED flash;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Black;About 90 EUR;;;;;;;;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_506q-6308.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-506q.jpg;Lava Iris 506Q;Released 2013, September;143.5g, 8.9mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;10;N/A;93,141 hits;"5.0""";540x960 pixels;512 MB RAM;;2000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2013, September. Released 2013, September;Discontinued;143 x 73 x 8.9 mm (5.63 x 2.87 x 0.35 in);143.5 g (5.04 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.2 GHz;PowerVR SGX544;microSDHC;4GB 512MB RAM;;5 MP, AF;LED flash, panorama, HDR;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Dark Grey;About 110 EUR;;;;;;Up to 230 h;Up to 5 h 20 min;;;;;;
https://www.gsmarena.com/lava_iris_505-6309.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-505.jpg;Lava Iris 505;Released 2013, August;9.5mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;5;N/A;534,919 hits;"5.0""";480x854 pixels;512 MB RAM;;2000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2013, August. Released 2013, August;Discontinued;149.6 x 75 x 9.5 mm (5.89 x 2.95 x 0.37 in);-;Dual SIM;TFT;5.0 inches, 68.9 cm(~61.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.2 GHz;Mali-400;microSDHC;4GB 512MB RAM;;5 MP, AF;LED flash, panorama, HDR;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Dark Grey;About 100 EUR;;;iris505;;;;Up to 6 h;;;;;;
https://www.gsmarena.com/lava_iris_504q-6310.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-504q.jpg;Lava Iris 504q;Released 2013, June;140g, 8.4mm thickness;Android 4.2;4GB 1GB RAM storage, microSDHC slot;23;N/A;314,026 hits;"5.0""";720x1280 pixels;1 GB RAM;;2000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2013, June. Released 2013, June;Discontinued;142.9 x 72.9 x 8.4 mm (5.63 x 2.87 x 0.33 in);140 g (4.94 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~66.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.2 GHz;PowerVR SGX544;microSDHC;4GB 1GB RAM;;8 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2000 mAh, removable;Dark Grey;About 170 EUR;;;;;;Up to 230 h;Up to 4 h;;;;;;
https://www.gsmarena.com/lava_3g_402+-6311.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-402.jpg;Lava 3G 402+;Released 2013, December;124g, 11.4mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;4;N/A;70,538 hits;"4.0""";480x800 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2013, December. Released 2013, December;Discontinued;125.5 x 64.5 x 11.4 mm (4.94 x 2.54 x 0.45 in);124 g (4.37 oz);Dual SIM;TFT;4.0 inches, 45.5 cm(~56.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.2 GHz;Mali-400;microSDHC;4GB 512MB RAM;;3.15 MP;;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n;Yes;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;White, Black, Brown;About 70 EUR;;;;;;Up to 200 h;Up to 4 h;;;;;;
https://www.gsmarena.com/lava_3g_402-6312.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-402.jpg;Lava 3G 402;Released 2013, August;124g, 11.4mm thickness;Android 4.2;512MB 256MB RAM storage, microSDHC slot;4;N/A;183,181 hits;"4.0""";480x800 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2013, August. Released 2013, August;Discontinued;125.5 x 64.5 x 11.4 mm (4.94 x 2.54 x 0.45 in);124 g (4.37 oz);Dual SIM;TFT;4.0 inches, 45.5 cm(~56.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.2 GHz;Mali-400;microSDHC;512MB 256MB RAM;;3.15 MP, AF;Panorama;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Metallic Brown, Metallic Grey, Metallic White;About 60 EUR;;;;;;Up to 200 h;Up to 4 h;;;;;;
https://www.gsmarena.com/lava_iris_405+-6313.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-405-plus.jpg;Lava Iris 405+;Released 2013, December;127g, 9mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;17;N/A;354,137 hits;"4.0""";480x800 pixels;512 MB RAM;;1400 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA 21.1/5.76 Mbps;2013, December. Released 2013, December;Discontinued;125 x 64 x 9 mm (4.92 x 2.52 x 0.35 in);127 g (4.48 oz);Dual SIM;TFT;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.3 GHz;Mali-400;microSDHC;4GB 512MB RAM;;5 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;A-GPS only;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 1400 mAh, removable;Black, White;About 70 EUR;;;;;;Up to 200 h;Up to 6 h 30 min;;;;;Flashlight;
https://www.gsmarena.com/lava_iris_503-6314.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-503.jpg;Lava Iris 503;Released 2013, October;175g, 10.5mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;11;N/A;138,722 hits;"5.0""";540x960 pixels;512 MB RAM;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2013, October. Released 2013, October;Discontinued;143.2 x 73.3 x 10.5 mm (5.64 x 2.89 x 0.41 in);175 g (6.17 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.7% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.0 GHz;Mali-400;microSDHC;4GB 512MB RAM;;3.15 MP;Panorama;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Black;About 90 EUR;;;;;;;;;;;;;
