Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;build;tbench;batlife;displayother;optionalother;gprstext;edge;batmusicplayback1;batstandby1;battalktime1;featuresother
https://www.gsmarena.com/meizu_m1_metal-7674.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-metal1.jpg;Meizu M1 Metal;Released 2015, October;162g, 8.2mm thickness;Android, 5.1.1, Flyme 5.1;16GB/32GB storage, microSDXC;128;N/A;1,291,085 hits;"5.5""";1080x1920 pixels;2 GB RAM;Helio X10;3140 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 38, 39, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, October;Discontinued;150.7 x 75.3 x 8.2 mm (5.93 x 2.96 x 0.32 in);162g (5.71 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 82.6 cm(~72.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);Dinorex T2X-1 scratch/shock resistant glass;Android, 5.1.1 (Lollipop), Flyme 5.1;Mediatek MT6795 Helio X10 (28 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR G6200;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 2GB RAM;eMMC 5.0;13 MP, f/2.2, AF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP, f/2.0;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.1, A2DP, LE;GPS, GLONASS, BDS;No;No;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3140 mAh, non-removable;White, Gold, Gray, Blue, Pink;;About 170 EUR;;Basemark OS II 2.0: 1039Basemark X: 8526;;;;;;;;;
https://www.gsmarena.com/meizu_pro_5-7573.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-5.jpg;Meizu PRO 5;Released 2015, October;168g, 7.5mm thickness;Android 5.1, Flyme 5;32GB/64GB storage, microSDXC;240;N/A;1,704,970 hits;"5.7""";1080x1920 pixels;3/4 GB RAM;Exynos 7420 Octa;3050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - M576 model;1, 3, 7, 38, 39, 40, 41 - M576 model;;HSPA, LTE-A (2CA) Cat6 300/50 Mbps;2015, September. Released 2015, October;Discontinued;156.7 x 78 x 7.5 mm (6.17 x 3.07 x 0.30 in);168 g (5.93 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;AMOLED;5.7 inches, 89.6 cm(~73.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~386 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop), Flyme 5;Exynos 7420 Octa (14 nm);Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53);Mali-T760MP8;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;"21 MP, f/2.2, 31mm (standard), 1/2.4"", 1.12µm, PDAF, Laser AF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;5 MP, f/2.0, 27mm (wide);;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.1, A2DP, LE;GPS, GLONASS, BDS;Yes;No;USB Type-C;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3050 mAh, non-removable;Gray, Gold, Silver, Black/Silver;;About 390 EUR;;Basemark OS II 2.0: 1837Basemark X: 20038;;;32-bit/192kHz audio;;;Up to 48 h;;;
https://www.gsmarena.com/meizu_m2-7455.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m2.jpg;Meizu M2;Released 2015, July;131g, 8.7mm thickness;Android 5.1, Flyme 4.5;16GB storage, microSDXC;152;0.1%;4,023,927 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6735;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;LTE (unspecified);;HSPA, LTE;2015, July. Released 2015, July;Discontinued;140.1 x 68.9 x 8.7 mm (5.52 x 2.71 x 0.34 in);131 g (4.62 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~71.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop), Flyme 4.5;Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM;;13 MP, f/2.2, AF;LED flash;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, non-removable;Gray, White, Blue, Pink;m2;About 130 EUR;;;;;;;;Up to 45 h;Up to 680 h;Up to 23 h;
https://www.gsmarena.com/meizu_mx5-7240.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx5.jpg;Meizu MX5;Released 2015, July;149g, 7.6mm thickness;Android 5.0.1, Flyme 4.5;16GB/32GB/64GB storage, no card slot;213;0.1%;2,653,484 hits;"5.5""";1080x1920 pixels;3 GB RAM;Helio X10;3150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA, LTE Cat4 150/50 Mbps;2015, June. Released 2015, July;Discontinued;149.9 x 74.7 x 7.6 mm (5.90 x 2.94 x 0.30 in);149 g (5.26 oz);Dual SIM (Nano-SIM, dual stand-by);;AMOLED;5.5 inches, 83.4 cm(~74.5% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;Android 5.0.1 (Lollipop), Flyme 4.5;Mediatek MT6795 Helio X10 (28 nm);Octa-core 2.2 GHz Cortex-A53;PowerVR G6200;No;16GB 3GB RAM, 32GB 3GB RAM, 64GB 3GB RAM;eMMC 5.0;"20.7 MP, f/2.2, 1/2.3"", 1.2µm, Laser AF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps, 720p@100fps;5 MP, f/2.2;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.1, A2DP, LE;GPS, GLONASS, BDS;No;No;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3150 mAh, non-removable;Gray, Gold, Silver, Black/Silver;MX5;About 210 EUR;;Basemark OS II 2.0: 1252Basemark X: 10403;;;;Yes;Yes;;;;
https://www.gsmarena.com/meizu_m2_note-7266.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m1-note2.jpg;Meizu M2 Note;Released 2015, June;149g, 8.7mm thickness;Android 5.0, Flyme 4.5;16GB/32GB storage, microSDXC;227;0.1%;5,178,082 hits;"5.5""";1080x1920 pixels;2 GB RAM;MT6753;3100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 38, 39, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, June. Released 2015, June;Discontinued;150.9 x 75.2 x 8.7 mm (5.94 x 2.96 x 0.34 in);149 g (5.26 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IGZO IPS LCD;5.5 inches, 82.6 cm(~72.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);Asahi Dragontrail Glass or Dinorex T2X-1 scratch/shock resistant glass;Android 5.0 (Lollipop), Flyme 4.5;Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 2GB RAM;;"13 MP, f/2.2, 1/3"", AF";Dual-LED dual-tone flash, HDR, panorama;1080p, 1080p@30fps;"5 MP, f/2.0, 1/5"", 1.12µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 3100 mAh, non-removable;Gray, White, Blue, Pink;m2 note, MZ-m2 note;About 200 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_m1-6978.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m1-note-mini.jpg;Meizu M1;Released 2015, April;128g, 8.9mm thickness;Android 4.4.4;8GB storage, microSDXC;77;N/A;598,483 hits;"5.0""";768x1280 pixels;1 GB RAM;MT6732;2500 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 1900 / 2100;1, 3, 38, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, January. Released 2015, April;Discontinued;140.2 x 72.1 x 8.9 mm (5.52 x 2.84 x 0.35 in);128 g (4.52 oz);Micro-SIM;;TFT;5.0 inches, 70.7 cm(~69.9% screen-to-body ratio);768 x 1280 pixels, 5:3 ratio (~300 ppi density);Corning Gorilla Glass 3;Android 4.4.4 (KitKat);Mediatek MT6732 (28 nm);Quad-core 1.5 GHz Cortex-A53;Mali-T760MP2;microSDXC (dedicated slot);8GB 1GB RAM;;13 MP, f/2.2, AF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 2500 mAh, non-removable;White, BLue, Yellow, Green, Pink, Mint;;About 100 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_m1_note-6890.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m1-note-1.jpg;Meizu M1 Note;Released 2015, January;145g, 8.9mm thickness;Android 4.4.4, Flyme 4;16GB/32GB storage, no card slot;154;0.1%;2,339,446 hits;"5.5""";1080x1920 pixels;2 GB RAM;MT6752;3140 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 38, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2014, December. Released 2015, January;Discontinued;150.7 x 75.2 x 8.9 mm (5.93 x 2.96 x 0.35 in);145 g (5.11 oz);Dual SIM (Micro-SIM, dual stand-by);;IGZO IPS LCD;5.5 inches, 82.6 cm(~72.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);Corning Gorilla Glass 3;Android 4.4.4 (KitKat), Flyme 4;Mediatek MT6752 (28 nm);Octa-core 1.7 GHz Cortex-A53;Mali-T760;No;16GB 2GB RAM, 32GB 2GB RAM;;"13 MP, f/2.2, 1/3"", AF";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 3140 mAh, non-removable;White, Blue, Yellow, Green, Pink;;About 130 EUR;;Basemark OS II 2.0: 880Basemark X: 4617;;;;;;Up to 60 h;;Up to 40 h;
https://www.gsmarena.com/meizu_mx4_pro-6815.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx4-pro1.jpg;Meizu MX4 Pro;Released 2014, December;158g, 9mm thickness;Android 4.4.4, Flyme 4;16GB/32GB/64GB storage, no card slot;180;0.1%;1,988,732 hits;"5.5""";1536x2560 pixels;3 GB RAM;Exynos 5430 Octa;3350 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7;;HSPA, LTE Cat4 150/50 Mbps;2014, October. Released 2014, December;Discontinued;150.1 x 77 x 9 mm (5.91 x 3.03 x 0.35 in);158 g (5.57 oz);Micro-SIM;;IPS LCD;5.5 inches, 85.2 cm(~73.7% screen-to-body ratio);1536 x 2560 pixels, 5:3 ratio (~546 ppi density);Corning Gorilla Glass 3;Android 4.4.4 (KitKat), Flyme 4;Exynos 5430 Octa (20 nm);Octa-core (4x2.0 GHz Cortex-A15 & 4x1.5 GHz Cortex-A7);Mali-T628MP6;No;16GB 3GB RAM, 32GB 3GB RAM, 64GB 3GB RAM;eMMC 5.0;"20.7 MP, f/2.2, 1/2.3"", AF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;5 MP, f/2.0;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS, GLONASS, BDS, QZSS;Yes;No;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3350 mAh, non-removable;Gray, Gold, White;MX4 Pro;About 400 EUR;;Basemark OS II 2.0: 863Basemark X: 9111;;;;;;;;;
https://www.gsmarena.com/meizu_mx4-6627.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx4-new.jpg;Meizu MX4;Released 2014, September;147g, 8.9mm thickness;Android 4.4.4, Flyme 4;16GB/32GB/64GB storage, no card slot;232;0.1%;3,364,993 hits;"5.36""";1152x1920 pixels;2 GB RAM;MT6595;3100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7;;HSPA, LTE Cat4 150/50 Mbps;2014, September. Released 2014, September;Discontinued;144 x 75.2 x 8.9 mm (5.67 x 2.96 x 0.35 in);147 g (5.19 oz);Micro-SIM;;IPS LCD;5.36 inches, 81.8 cm(~75.5% screen-to-body ratio);1152 x 1920 pixels, 5:3 ratio (~418 ppi density);Corning Gorilla Glass 3;Android 4.4.4 (KitKat), Flyme 4;Mediatek MT6595;Octa-core (4x2.2 GHz Cortex-A17 & 4x1.7 GHz Cortex-A7);PowerVR G6200;No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM;;"20.7 MP, f/2.2, 1/2.3"", AF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;2 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.0, A2DP;GPS, GLONASS, BDS, QZSS;No;No;microUSB 2.0 (MHL TV-out), OTG;Accelerometer, gyro, proximity, compass;Li-Ion 3100 mAh, non-removable;Gray, Gold, White;;About 340 EUR;;Basemark OS II 2.0: 666Basemark X: 8324;;;;;;;;;
https://www.gsmarena.com/meizu_mx3-5679.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx3.jpg;Meizu MX3;Released 2013, October;143g, 9.1mm thickness;Android 4.2, Flyme 3;16GB/32GB/128GB storage, no card slot;94;N/A;849,223 hits;"5.1""";1080x1800 pixels;2 GB RAM;Exynos 5410 Octa;2400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 2100;;;HSPA;2013, September. Released 2013, October;Discontinued;139 x 71.9 x 9.1 mm (5.47 x 2.83 x 0.36 in);143 g (5.04 oz);Micro-SIM;;IPS LCD;5.1 inches, 74.0 cm(~74.1% screen-to-body ratio);1080 x 1800 pixels, 5:3 ratio (~412 ppi density);Corning Gorilla Glass;Android 4.2 (Jelly Bean), Flyme 3;Exynos 5410 Octa (28 nm);Octa-core (4x1.6 GHz Cortex-A15 & 4x1.2 GHz Cortex-A7);PowerVR SGX544MP3;No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM;eMMC 5.0;"8 MP, f/2.0, 1/3.2"", 1.4µm, AF";LED flash;1080p@30fps;2 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.0, A2DP;GPS, GLONASS;Yes;No;microUSB 2.0 (MHL TV-out), OTG;Accelerometer, gyro, proximity, compass;Li-Po 2400 mAh, non-removable;"Black (front panel), several color options (back panel); white";;About 370 EUR;;;;;;;;Up to 40 h;Up to 429 h (2G) / Up to 393 h (3G);Up to 12 h (2G) / Up to 14 h (3G);
https://www.gsmarena.com/meizu_mx2-5142.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx2.jpg;Meizu MX2;Released 2012, December;142g, 10.2mm thickness;Android 4.1.1;16GB/32GB/64GB storage, no card slot;121;N/A;580,406 hits;"4.4""";800x1280 pixels;2 GB RAM;Exynos 4412 Quad;1800 mAh Li-Ion;GSM 900 / 1800;HSDPA 2100;;;HSPA 21.1/5.76 Mbps;2012, November. Released 2012, December;Discontinued;124.9 x 64.9 x 10.2 mm (4.92 x 2.56 x 0.40 in);142 g (5.01 oz);Micro-SIM;;IPS LCD;4.4 inches, 56.1 cm(~69.3% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~343 ppi density);Corning Gorilla Glass;Android 4.1.1 (Jelly Bean);Exynos 4412 Quad (32 nm);Quad-core 1.6 GHz Cortex-A9;Mali-400MP4;No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM;;8 MP, f/2.4, AF;LED flash;1080p@30fps;1.2 MP;;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS, GLONASS;No;No;microUSB 2.0 (MHL TV-out), OTG;Accelerometer, gyro, proximity, compass;Li-Ion 1800 mAh, non-removable;Black front & white back;;About 310 EUR;;;;;;;;Up to 46 h;Up to 380 h (2G) / Up to 330 h (3G);Up to 13 h (2G) / Up to 10 h (3G);
https://www.gsmarena.com/meizu_mx_4_core-4697.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx-quad-core.jpg;Meizu MX 4-core;Released 2012, August;139g, 10.3mm thickness;Android 4.0;32GB/64GB storage, no card slot;74;N/A;707,770 hits;"4.0""";640x960 pixels;1 GB RAM;Exynos;1700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2012, April. Released 2012, August;Discontinued;121.3 x 63.3 x 10.3 mm (4.78 x 2.49 x 0.41 in);139 g (4.90 oz);Micro-SIM;;ASV;4.0 inches, 47.6 cm(~62.0% screen-to-body ratio);640 x 960 pixels, 3:2 ratio (~288 ppi density);;Android 4.0 (Ice Cream Sandwich);Exynos;Quad-core 1.4 GHz Cortex-A9;Mali-400;No;32GB 1GB RAM, 64GB 1GB RAM;;8 MP, f/2.2, AF;LED flash;1080p@30fps;VGA;;;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP, EDR;GPS, A-GPS;;No;microUSB 2.0 (MHL TV-out), OTG;Accelerometer, gyro, proximity, compass;Non-removable Li-Po 1700 mAh battery;Black (front)/ white, green, blue, pink, violet (back);;About 310 EUR;;;;;;;;;;;MP3/WAV/eAAC+/FLAC playerMP4/H.264 playerOrganizerDocument viewer/editorPhoto viewerVoice memo/dialPredictive text input
https://www.gsmarena.com/meizu_mx-4373.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx.jpg;Meizu MX;Released 2012, March;139g, 10.3mm thickness;Android 2.3.5, up to 4.0;16GB storage, no card slot;77;N/A;676,622 hits;"4.0""";640x960 pixels;1 GB RAM;Exynos;1600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2011, December. Released 2012, March;Discontinued;121.3 x 63.3 x 10.3 mm (4.78 x 2.49 x 0.41 in);139 g (4.90 oz);Micro-SIM;;ASV;4.0 inches, 47.6 cm(~62.0% screen-to-body ratio);640 x 960 pixels, 3:2 ratio (~288 ppi density);;Android 2.3.5 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich);Exynos;Dual-core 1.4 GHz Cortex-A9;Mali-400;No;16GB 1GB RAM;;8 MP, f/2.2, AF;LED flash;1080p@30fps;VGA;;;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP, EDR;GPS, A-GPS;;No;microUSB 2.0 (MHL TV-out), OTG;Accelerometer, gyro, proximity, compass;Non-removable Li-Ion 1600 mAh battery;Black/White;;About 270 EUR;;;;;;;;;;;MP3/WAV/eAAC+/FLAC playerMP4/H.264 playerOrganizerDocument viewerPhoto viewerVoice memo/dialPredictive text input
https://www.gsmarena.com/meizu_pro_5_mini-7741.php;https://fdn2.gsmarena.com/vv/bigpic/smartphone.jpg;Meizu PRO 5 mini;Cancelled;;Android 5.1, Flyme 5;32GB storage, microSDXC;95;N/A;504,238 hits;"4.7""";1080x1920 pixels;3 GB RAM;Helio X20;;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA, LTE Cat4 150/50 Mbps;Not announced yet;Cancelled;-;-;Hybrid Dual SIM (Nano-SIM, dual stand-by);;AMOLED;4.7 inches, 60.9 cm;1080 x 1920 pixels, 16:9 ratio (~469 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop), Flyme 5;Mediatek MT6797 Helio X20 (20 nm);Deca-core (2x2.3 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53);Mali-T880 MP4;microSDXC (uses shared SIM slot);32GB 3GB RAM;;16 MP, f/2.2, AF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.1, A2DP, LE;GPS, GLONASS, BDS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion, non-removable;Gray, Gold, Silver, Black/Silver;;About 360 EUR;;;;;;Yes;Yes;;;;
