Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;batstandby1;battalktime1;colors;price;displayother;featuresother;gprstext;edge;memoryother;optionalother
https://www.gsmarena.com/nec_terrain-5553.php;https://fdn2.gsmarena.com/vv/bigpic/nec-terrain.jpg;NEC Terrain;Released 2013, June;171.8g, 14.5mm thickness;Android 4.0;8GB storage, microSDHC;20;0.1%;307,848 hits;"3.1""";640x480 pixels;1 GB RAM;Snapdragon S4 Plus;1900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;4, 17;HSPA, LTE;2013, June. Released 2013, June;Discontinued;127.5 x 64.5 x 14.5 mm (5.02 x 2.54 x 0.57 in);171.8 g (6.07 oz);Yes;IP67 dust/water resistant (up to 1m for 30 min)MIL-STD-810G compliant;TFT;3.1 inches, 29.8 cm(~36.2% screen-to-body ratio);640 x 480 pixels, 4:3 ratio (~258 ppi density);Corning Gorilla Glass 2;Android 4.0 (Ice Cream Sandwich);Qualcomm MSM8960 Snapdragon S4 Plus;Dual-core 1.5 GHz Krait;Adreno 225;microSDHC (dedicated slot);8GB 1GB RAM;5 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1900 mAh, removable;Up to 348 h;Up to 10 h;Black;About 330 EUR;;;;;;
https://www.gsmarena.com/nec_804n-1611.php;https://fdn2.gsmarena.com/vv/bigpic/nec-804N.gif;NEC 804N;Released 2006, April;115g, 23mm thickness;Feature phone;450MB storage, microSD slot;9;N/A;298,619 hits;"2.2""";240x320 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;;Yes, 384 kbps;2006, April;Discontinued;93 x 48 x 23 mm (3.66 x 1.89 x 0.91 in);115 g (4.06 oz);Mini-SIM;;TFT, 65K colors;2.2 inches, 15.0 cm(~33.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;microSD (dedicated slot);450MB;2 MP;;Yes;Videocall camera;;No;1.2;No;;No;2.0;;Removable Li-Ion 720 mAh battery;Up to 210 h;Up to 4 h 20 min;Plumeria White, Coral Pink, Lapis Blue;;Second external 0.9-inch STN, 65K colors display (96 x 64 pixels);MP3 player with music assist buttonsMail artPC SyncBilungual menusOR code readingDocument viewer (Word, Excel, PowerPoint, PDF)Organizer;;;;
https://www.gsmarena.com/nec_e1108-1927.php;https://fdn2.gsmarena.com/vv/bigpic/nec-e1108.gif;NEC e1108;Released 2006;84g, 18.5mm thickness;Feature phone;28MB storage, microSD slot;7;N/A;139,621 hits;"1.8""";128x160 pixels; ;;1530 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006;Discontinued;103 x 44 x 18.5 mm (4.06 x 1.73 x 0.73 in);84 g (2.96 oz);Mini-SIM;;TFT, 65K colors;1.8 inches, 10.2 cm(~22.5% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;microSD (dedicated slot);28MB;1.3 MP;;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion battery;Up to 100 h;Up to 2 h 20 min;Fluorescent Green, Metallic Orange;;;MP3 playerPredictive text inputOrganizer;Class 10;No;;
https://www.gsmarena.com/nec_n344i-1610.php;https://fdn2.gsmarena.com/vv/bigpic/nec-N344i.gif;NEC N344i;Cancelled;95g, 11.9mm thickness;Feature phone;5MB storage, no card slot;7;N/A;116,613 hits;"1.8""";128x160 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005;Cancelled;109 x 47 x 11.9 mm (4.29 x 1.85 x 0.47 in);95 g (3.35 oz);Mini-SIM;;TFT, 65K colors;1.8 inches, 10.2 cm(~19.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;No;5MB;VGA;;Yes;No;;No;Yes;No;;No;Proprietary;;Removable Li-Ion 720 mAh battery;Up to 200 h;Up to 3 h;Black;;;Predictive text inputOrganizerPC SyncPhoto editorExchangable covers;Class 10;No;;
https://www.gsmarena.com/nec_e373-1603.php;https://fdn2.gsmarena.com/vv/bigpic/nec-e373.gif;NEC e373;Released 2006, May;90g, 19.2mm thickness;Feature phone;32MB storage, no card slot;7;N/A;204,568 hits;"1.9""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;;Yes, 384 kbps;2006, May;Discontinued;92 x 44 x 19.2 mm, 78 cc (3.62 x 1.73 x 0.76 in);90 g (3.17 oz);Mini-SIM;;TFT, 65K colors;1.9 inches, 11.4 cm(~28.1% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;No;32MB;VGA;;Yes;VGA videocall camera;;No;No;No;;No;Proprietary;;Removable Li-Ion 1000 mAh battery;Up to 250 h;Up to 3 h 40 min;Black;;12 colour led backlight;MP3 playerPredictive text inputOrganizerVoice memo;;;;
https://www.gsmarena.com/nec_e636-1476.php;https://fdn2.gsmarena.com/vv/bigpic/nec-e636.gif;NEC e636;Released 2006, February;110g, 13.9mm thickness;Feature phone;32MB storage, miniSD slot;9;N/A;436,510 hits;"2.2""";240x320 pixels; ;;900 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;;Yes, 384 kbps;2006, February;Discontinued;102 x 48 x 13.9 mm, 65 cc (4.02 x 1.89 x 0.55 in);110 g (3.88 oz);Mini-SIM;;TFT, 256K colors;2.2 inches, 33 x 45 mm, 15.0 cm(~30.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;miniSD;32MB;2 MP;;Yes;CIF videocall camera;;No;Yes;No;;No;Proprietary;;Removable Li-Ion 900 mAh battery;Up to 270 h;Up to 4 h;Black;;Second external mono OLED display;MP3/AAC/MP4 playerPredictive text inputOrganizerVoice memoSyncML;;;;
https://www.gsmarena.com/nec_n500i-1475.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n500i.gif;NEC N500i;Released 2006, February;99g, 25mm thickness;Feature phone;54MB storage, no card slot;7;N/A;120,771 hits;"1.9""";176x220 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006, February;Discontinued;93 x 46 x 25 mm, 80 cc (3.66 x 1.81 x 0.98 in);99 g (3.49 oz);Mini-SIM;;TFT, 65K colors;1.9 inches, 30 x 37 mm, 11.4 cm(~26.6% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;No;54MB;1.3 MP;LED flash;Yes;No;;No;Yes;No;;No;Proprietary;;Removable Li-Ion 850 mAh battery;Up to 200 h;Up to 2 h 50 min;Black;;Second external 4096 colors OLED display;MP3/AAC/MP4 playerPredictive text inputOrganizerVoice memoSyncML;Class 10;Class 10;;
https://www.gsmarena.com/nec_n500is-1428.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n500is.gif;NEC N500iS;Released 2006, February;95g, 13.6mm thickness;Feature phone;54MB storage, no card slot;7;N/A;266,932 hits;;176x220 pixels, 1.9 inch; ;;820 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006, February;Discontinued;101 x 48 x 13.6 mm (3.98 x 1.89 x 0.54 in);95 g (3.35 oz);Mini-SIM;;TFT, 65K colors;;176 x 220 pixels, 1.9 inch;;;;;;No;54MB;1.3 MP;;Yes;No;;No;Yes;No;;No;Proprietary;;Removable Li-Ion 820 mAh battery;Up to 200 h;Up to 3 h;Black;;Second external mono OLED display (39x96 pixels);MP3/AAC/MP4 playerPredictive text inputOrganizerVoice memoSyncML;Class 10;Class 10;;
https://www.gsmarena.com/nec_n908-1719.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n908.gif;NEC N908;Released 2006, July;84g, 12.8mm thickness;Feature phone;31MB storage, microSD slot;11;N/A;324,752 hits;"2.2""";240x320 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006, July;Discontinued;83.4 x 53.2 x 12.8 mm (3.28 x 2.09 x 0.50 in);84 g (2.96 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;2.2 inches, 15.0 cm(~33.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;microSD (dedicated slot);31MB;1.3 MP;;Yes;No;;No;1.2;No;;No;;;Removable Li-Ion battery;Up to 100 h;Up to 3 h 20 min;Silver , Black;;Handwriting recognition;Photo editorMP3 playerStopwatchUnit/Currency converterCalculator;Class 10;No;;
https://www.gsmarena.com/nec_n938-1374.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n938.gif;NEC N938;Released 2005, Q2;79g, 14mm thickness;Feature phone;2MB storage, no card slot;9;N/A;235,004 hits;;176x220 pixels; ;;550 mAh Li-Ion;GSM 900 / 1800;;;;2005, Q2;Discontinued;87 x 56 x 14 mm (3.43 x 2.20 x 0.55 in);79 g (2.79 oz);Mini-SIM;;TFT resistive touchscreen, 65K colors;;176 x 220 pixels;;;;;;No;2MB;VGA;LED flash;No;No;;No;1.1;No;;No;;;Removable Li-Ion 550 mAh battery;Up to 130 h;Up to 2 h;White;;Handwriting recognitionDownloadable pictures;Organizer;Yes;No;;
https://www.gsmarena.com/nec_e353-1339.php;https://fdn2.gsmarena.com/vv/bigpic/nec-e353.gif;NEC e353;Released 2005, Q4;90g, 16mm thickness;Feature phone;32MB storage, no card slot;7;N/A;129,526 hits;;176x220 pixels; ;;770 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;;Yes, 384 kbps;2005, Q4;Discontinued;117 x 46 x 16 mm (4.61 x 1.81 x 0.63 in);90 g (3.17 oz);Mini-SIM;;TFT, 65K colors;;176 x 220 pixels;;;;;;No;32MB;VGA;;Yes;CIF videocall camera;;No;No;No;;No;Proprietary;;Removable Li-Ion 770 mAh battery;Up to 190 h;Up to 3 h;Silver, Black;;Downloadable pictures;MP3 playerPredictive text inputOrganizer;;;;
https://www.gsmarena.com/nec_e121-1399.php;https://fdn2.gsmarena.com/vv/bigpic/nec-e121.gif;NEC e121;Released 2005, Q4;95g, 12.4mm thickness;Feature phone;3.6MB storage, no card slot;8;N/A;128,937 hits;"1.8""";128x160 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q4;Discontinued;106 x 44 x 12.4 mm (4.17 x 1.73 x 0.49 in);95 g (3.35 oz);Mini-SIM;;CSTN, 65K colors;1.8 inches, 29 x 35 mm, 10.2 cm(~21.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;No;3.6MB;VGA;;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 800 mAh battery;Up to 150 h;Up to 2 h 30 min;Silver;;Downloadable pictures;Predictive text inputOrganizerVoice memo;Class 10;No;;
https://www.gsmarena.com/nec_e122-1338.php;https://fdn2.gsmarena.com/vv/bigpic/nec-e122.gif;NEC e122;Released 2005, Q4;90g, 18mm thickness;Feature phone;2.5MB storage, no card slot;7;N/A;139,726 hits;;128x128 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q4;Discontinued;102.5 x 43 x 18 mm (4.04 x 1.69 x 0.71 in);90 g (3.17 oz);Mini-SIM;;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;;;;;No;2.5MB;VGA;;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 720 mAh battery;Up to 180 h;Up to 3 h;Silver, Black;;Downloadable pictures;Predictive text inputOrganizer;Class 10;No;;
https://www.gsmarena.com/nec_e949_l1-1266.php;https://fdn2.gsmarena.com/vv/bigpic/nec-l1-e949.gif;NEC e949/L1;Released 2005, Q2;96g, 11.9mm thickness;Feature phone;25MB storage, no card slot;11;N/A;367,996 hits;"1.9""";176x220 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q2;Discontinued;102 x 47.9 x 11.9 mm (4.02 x 1.89 x 0.47 in);96 g (3.39 oz);Mini-SIM;;TFT, 65K colors;1.9 inches, 30 x 37 mm, 11.4 cm(~23.3% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;No;25MB;1.3 MP;;Yes;No;;No;1.2;No;;No;Proprietary;;Removable Li-Ion 600 mAh battery;Up to 140 h;Up to 2 h 20 min;Black;;Second external mono OLED display (96x39 pixels);MP3/AAC/MP4 playerPredictive text inputOrganizerVoice memoCurrency convertorSyncML;Class 10;No;;
https://www.gsmarena.com/nec_n600i-1329.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n600i.gif;NEC N600i;Released 2005, Q3;113g, 24.5mm thickness;Feature phone;20MB storage, microSD slot;8;N/A;142,228 hits;"2.0""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;;Yes, 384 kbps;2005, Q3;Discontinued;94.4 x 47.5 x 24.5 mm (3.72 x 1.87 x 0.96 in);113 g (3.99 oz);Mini-SIM;;TFT, 65K colors;2.0 inches, 30 x 40 mm, 12.4 cm(~27.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;;microSD (dedicated slot);20MB;1.3 MP;LED flash;Yes;VGA videocall camera;;No;1.1;No;;No;Proprietary;;Removable Li-Ion 1000 mAh battery;Up to 200 h;Up to 3 h 20 min;Silver;;Second external B/W STN display (30 x 120 pixels)Incoming LED indicatorDownloadable pictures;MP3 playerPredictive text inputOrganizer;;;;
https://www.gsmarena.com/nec_e540_n411i-1094.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n411i-e540.gif;NEC e540/N411i;Released 2005, Q1;95g, 24mm thickness;Feature phone;26MB storage, no card slot;9;N/A;258,784 hits;"1.9""";176x220 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q1;Discontinued;93 x 46 x 24 mm (3.66 x 1.81 x 0.94 in);95 g (3.35 oz);Mini-SIM;;TFT, 65K colors;1.9 inches, 30 x 37 mm, 11.4 cm(~26.6% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;No;26MB;1.3 MP;;Yes;No;;No;1.2;No;;No;Proprietary;;Removable Li-Ion 850 mAh battery;Up to 200 h;Up to 3 h;Silver;;Second external 4096 colors STN display (128 x 128 pixels)Incoming LED indicatorDownloadable pictures;MP3 playerPredictive text inputSyncMLOrganizerVoice memo/dial;Class 10;No;400 short messages400 emails;
https://www.gsmarena.com/nec_n401i-1082.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n401i.gif;NEC N401i;Released 2005, Q1;90g, 23mm thickness;Feature phone;22MB storage, no card slot;7;N/A;134,517 hits;"1.9""";176x220 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q1;Discontinued;90 x 44 x 23 mm, 85 cc (3.54 x 1.73 x 0.91 in);90 g (3.17 oz);Mini-SIM;;65K colors;1.9 inches, 30 x  37 mm, 11.4 cm(~28.7% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;No;22MB;VGA;LED flash;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 850 mAh battery;Up to 200 h;Up to 3 h 20 min;;;Second external 4096 colors LCD display (30 x 120 pixels)Incoming LED indicatorDownloadable pictures;MP3 playerPredictive text inputOrganizerVoice memo/dial;Yes;No;;
https://www.gsmarena.com/nec_n343i-1174.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n343i.gif;NEC N343i;Released 2005, Q2;95g, 12.7mm thickness;Feature phone;1.3MB storage, no card slot;11;N/A;290,465 hits;;128x160 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q2;Discontinued;109 x 43 x 12.7 mm (4.29 x 1.69 x 0.5 in);95 g (3.35 oz);Mini-SIM;;CSTN, 65K colors;;128 x 160 pixels;;;;;;No;1.3MB;VGA;;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 800 mAh battery;Up to 200 h;Up to 3 h;;;Downloadable pictures;Predictive text inputOrganizer;Class 10;No;;
https://www.gsmarena.com/nec_n900ig-967.php;https://fdn2.gsmarena.com/vv/bigpic/nen900g.gif;NEC N900iG;Released 2004, Q4;132g, 28mm thickness;Feature phone;miniSD slot;7;N/A;165,621 hits;;240x320 pixels; ;;530 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;;Yes, 384 kbps;2004, Q4;Discontinued;103 x 50 x 28 mm (4.06 x 1.97 x 1.10 in);132 g (4.66 oz);Mini-SIM;;TFT, 65K colors;;240 x 320 pixels, 4:3 ratio;;;;;;miniSD;;1.3 MP;;Yes;CIF videocall camera;;No;No;No;;No;Proprietary;;Removable Li-Ion battery;Up to 150 h;Up to 2 h;Ocean Blue;;Second external 65K colors TFT display (90 x 120 pixels)Downloadable pictures;Bar-code readerPredictive text inputOrganizer;;;;
https://www.gsmarena.com/nec_n200-1020.php;https://fdn2.gsmarena.com/vv/bigpic/nen200.gif;NEC N200;Released 2005, Q1;70g, 18.6mm thickness;Feature phone;No card slot;8;N/A;328,327 hits;;128x160 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800;;;;2005, Q1;Discontinued;70 x 51 x 18.6 mm (2.76 x 2.01 x 0.73 in);70 g (2.47 oz);Mini-SIM;;TFT, 65K colors;;128 x 160 pixels;;;;;;No;;VGA;;Yes;No;;No;No;No;;No;;;Removable Li-Ion battery;Up to 110 h;Up to 2 h;;;WallpapersDownloadable pictures;Predictive text inputOrganizerVoice memo;Yes;No;;
https://www.gsmarena.com/nec_n160-995.php;https://fdn2.gsmarena.com/vv/bigpic/nen160.gif;NEC N160;Released 2004, Q4;80g, 22.6mm thickness;Feature phone;30MB storage, no card slot;7;N/A;164,442 hits;;128x128 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2004, Q4;Discontinued;82.5 x 45 x 22.6 mm (3.25 x 1.77 x 0.89 in);80 g (2.82 oz);Mini-SIM;;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;;;;;No;30MB;VGA;;Yes;No;;No;No;No;;No;;;Removable Li-Ion 720 mAh battery;;;Black;;Second external 65K colorsdisplay, (96 x 64 pixels)Downloadable pictures;Predictive text inputOrganizer;Class 10;No;;
https://www.gsmarena.com/nec_n923-1025.php;https://fdn2.gsmarena.com/vv/bigpic/nen923.gif;NEC N923;Released 2004,Q4;70g, 9.5mm thickness;Feature phone;2.7MB storage, no card slot;9;N/A;182,595 hits;;120x160 pixels; ;;300 mAh Li-Ion;GSM 900 / 1800;;;;2004,Q4;Discontinued;85 x 54 x 9.5 mm (3.35 x 2.13 x 0.37 in);70 g (2.47 oz);Mini-SIM;;TFT, 65K colors;;120 x 160 pixels, 4:3 ratio;;;;;;No;2.7MB;VGA;;Yes;No;;No;No;No;;No;;;Removable Li-Ion 300 mAh battery;Up to 120 h;Up to 2 h;;;Wallpapers, screensaversDownloadable logos;Predictive text inputOrganizer;Yes;No;;
https://www.gsmarena.com/nec_n150-994.php;https://fdn2.gsmarena.com/vv/bigpic/nen150.gif;NEC N150;Released 2004, Q4;80g, 20mm thickness;Feature phone;3MB storage, no card slot;7;N/A;103,890 hits;;128x128 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2004, Q4;Discontinued;91 x 44 x 20 mm (3.58 x 1.73 x 0.79 in);80 g (2.82 oz);Mini-SIM;;STN, 65K colors;;128 x 128 pixels, 1:1 ratio;;;;;;No;3MB;VGA;;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion battery;Up to 180 h;Up to 2 h 30 min;Silver, Blue;;Downloadable pictures;MP3 playerPredictive text inputOrganizerVoice memo;Class 10;No;;
https://www.gsmarena.com/nec_e238-945.php;https://fdn2.gsmarena.com/vv/bigpic/nee238.gif;NEC e238;Released 2004, Q4;95g, 23mm thickness;Feature phone;26MB storage, no card slot;8;N/A;142,081 hits;;176x220 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2004, Q4;Discontinued;90 x 44 x 23 mm (3.54 x 1.73 x 0.91 in);95 g (3.35 oz);Mini-SIM;;TFT, 65K colors;;176 x 220 pixels;;;;;;No;26MB;VGA;LED flash;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 850 mAh battery;Up to 200 h;Up to 3 h;Silver, Blue;;Second external 4096 colors display (STN, 30 x 120 pixels)Downloadable pictures;MP3 playerPredictive text inputOrganizer;Class 10;No;400 short messages;
https://www.gsmarena.com/nec_n940-919.php;https://fdn2.gsmarena.com/vv/bigpic/nen940.gif;NEC N940;Released 2004, Q4;112g, 20.7mm thickness;Feature phone;No card slot;10;N/A;371,497 hits;;176x220 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800;;;;2004, Q4;Discontinued;101.5 x 51.5 x 20.7 mm (4.00 x 2.03 x 0.81 in);112 g (3.95 oz);Mini-SIM;;TFT tochscreen, 256K colors;;176 x 220 pixels;;;;;;No;;VGA;LED flash;Yes;No;;No;No;No;;No;;;Removable Li-Ion 1200 mAh battery;;;Black, Silver;;Handwriting recognitionDownloadable pictures;TV tunerOrganizer;Yes;No;;
https://www.gsmarena.com/nec_n930-1149.php;https://fdn2.gsmarena.com/vv/bigpic/nec-n930.gif;NEC N930;Released 2004, Q4;72g, 11.9mm thickness;Feature phone;2MB storage, no card slot;9;N/A;260,527 hits;;176x220 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;;2004, Q4;Discontinued;85.5 x 54 x 11.9 mm (3.37 x 2.13 x 0.47 in);72 g (2.54 oz);Mini-SIM;;TFT tochscreen, 65K colors;;176 x 220 pixels;;;;;;No;2MB;VGA;LED flash;Yes;No;;No;1.1;No;;No;;;Removable Li-Ion battery;Up to 100 h;Up to 2 h;Black, Silver;;Handwriting recognitionDownloadable pictures;Organizer;Yes;No;;
