Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;displayprotection;sar-us;cam2features;build;battalktime1;batstandby1;batmusicplayback1;sar-eu;gprstext;edge;bodyother;featuresother;optionalother;displayother
https://www.gsmarena.com/micromax_x650-4456.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x650.jpg;Micromax X650;Released 2012, January;12.6mm thickness;Feature phone;microSDHC slot;14;N/A;290,991 hits;"3.2""";240x400 pixels; ;;1080 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2012, January;Discontinued;110.3 x 55.3 x 12.6 mm (4.34 x 2.18 x 0.50 in);-;Dual SIM (Mini-SIM);TFT;3.2 inches, 29.1 cm(~47.8% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~146 ppi density);;;;;microSDHC (dedicated slot);;;3.15 MP;LED flash;Yes;No;;No;3.0, A2DP;No;;FM radio;microUSB;;Removable Li-Ion 1080 mAh battery;White, Gray;;About 70 EUR;;;;;Up to 5 h (multimedia);;;;Class 12;Yes;;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x490-4455.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x490.jpg;Micromax X490;Released 2012, January;14.3mm thickness;Feature phone;microSDHC slot;8;N/A;106,186 hits;"2.2""";240x320 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2012, January;Discontinued;98 x 48 x 14.3 mm (3.86 x 1.89 x 0.56 in);-;Dual SIM (Mini-SIM);TFT;2.2 inches, 15.0 cm(~31.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSDHC (dedicated slot);;;2 MP;;Yes;No;;No;2.0;No;;FM radio;microUSB;;Removable Li-Ion 850 mAh battery;Black;;About 30 EUR;;;;;Up to 3 h 10 min;Up to 300 h;;;Yes;Yes;;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x333-4454.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x333.jpg;Micromax X333;Released 2012, January;13.4mm thickness;Feature phone;microSDHC slot;10;N/A;153,583 hits;"2.8""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2012, January;Discontinued;103.7 x 57.2 x 13.4 mm (4.08 x 2.25 x 0.53 in);-;Dual SIM (Mini-SIM);TFT;2.8 inches, 24.3 cm(~40.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio;;;;;microSDHC (dedicated slot);;;VGA;;Yes;No;;No;2.0;No;;FM radio;microUSB;;Removable Li-Ion 1000 mAh battery;Black;;About 40 EUR;;;;;Up to 3 h;Up to 200 h;;;Class 12;Yes;;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x275-4453.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x275.jpg;Micromax X275;Released 2012, January;;Feature phone;microSDHC slot;9;N/A;102,614 hits;"2.4""";240x320 pixels; ;;2400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2012, January;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm;240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;VGA;;Yes;No;;No;2.1, A2DP;No;;FM radio;microUSB;;Removable Li-Ion 2400 mAh battery;Black;;About 40 EUR;;;;;Up to 10 h;Up to 360 h;;;Class 10;Yes;;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x271-4452.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x271.jpg;Micromax X271;Released 2012, January;91g, 13.5mm thickness;Feature phone;microSDHC slot;10;N/A;152,798 hits;"2.4""";240x320 pixels; ;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2012, January;Discontinued;119.7 x 50.7 x 13.5 mm (4.71 x 2.00 x 0.53 in);91 g (3.21 oz);Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~29.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;VGA;;Yes;No;;No;1.2;No;;FM radio;microUSB;;Removable Li-Ion 1500 mAh battery;Green, Blue;;About 20 EUR;;;;;Up to 9 h;Up to 500 h;;;Class 12;Yes;;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x11i-4395.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x11i.jpg;Micromax X11i;Released 2011, December;95g, 15.8mm thickness;Feature phone;microSDHC slot;9;N/A;104,959 hits;"1.46""";128x128 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011, Q4. Released 2011, December;Discontinued;113.5 x 48 x 15.8 mm (4.47 x 1.89 x 0.62 in);95 g (3.35 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;1.46 inches, 6.9 cm(~12.6% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~124 ppi density);;;;;microSDHC (dedicated slot);;;No;;;;;No;No;No;;FM radio;No;;Removable Li-Ion 1800 mAh battery;Black;;About 20 EUR;;;;;Up to 17 h;Up to 720 h;;;No;No;Flashlight;Audio/video player;;
https://www.gsmarena.com/micromax_a75-4378.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-a75.jpg;Micromax A75;Released 2011, December;135.4g, 10.9mm thickness;Android 2.3;microSDHC slot;12;N/A;1,375,280 hits;"3.75""";320x480 pixels; ;MT6573;1300 mAh Li-Ion;GSM 900 / 1800 - SIM1 & SIM 2;HSDPA 2100;;HSPA 7.2/5.76 Mbps;2011, December. Released 2011, December;Discontinued;120 x 63.5 x 10.9 mm (4.72 x 2.5 x 0.43 in);135.4 g (4.76 oz);Dual SIM (Mini-SIM);TFT;3.75 inches, 41.9 cm(~55.0% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~154 ppi density);Android 2.3 (Gingerbread);Mediatek MT6573 (65 nm);650 MHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);;;3.15 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA;3.0, A2DP;GPS, A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1300 mAh battery;Black;;About 120 EUR;;;;;Up to 5 h;Up to 288 h;;;;;;MP3/WAV/WMA/AAC playerMP4/H.263 playerOrganizerPhoto/video editorDocument editorVoice memo/dial/commandsPredictive text input;;
https://www.gsmarena.com/micromax_x270-4359.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x270.jpg;Micromax X270;Released 2011;15.7mm thickness;Feature phone;microSDHC slot;8;N/A;179,342 hits;"2.4""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011;Discontinued;116 x 50 x 15.7 mm (4.57 x 1.97 x 0.62 in);-;Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;2.4 inches, 17.8 cm(~30.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;VGA;;Yes;No;;No;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 1800 mAh battery;Black;;About 30 EUR;;;;;Up to 6 h;Up to 360 h;;;Class 10;Class 10;;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x256-4358.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x256.jpg;Micromax X256;Released 2011;15.2mm thickness;Feature phone;microSDHC slot;9;N/A;112,607 hits;"2.6""";240x320 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011;Discontinued;118.5 x 52.5 x 15.2 mm (4.67 x 2.07 x 0.60 in);;Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;2.6 inches, 20.9 cm(~33.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;microSDHC (dedicated slot);;;VGA;;Yes;No;;No;2.1, A2DP;No;;FM radio;Proprietary;;Removable Li-Ion 1200 mAh battery;Black, Gray;;About 30 EUR;;;;;;;;;Class 12;Class 12;Flashlight;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x78-4357.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x78.jpg;Micromax X78;Released 2011;140g, 15mm thickness;Feature phone;microSDHC slot;10;N/A;327,358 hits;"2.8""";240x320 pixels; ;;950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2011;Discontinued;106 x 57 x 15 mm (4.17 x 2.24 x 0.59 in);140 g (4.94 oz);Dual SIM (Mini-SIM, dual stand-by);TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~40.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot);;;3.2 MP;LED flash;Yes;No;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;No;;FM radio;Proprietary;;Removable Li-Ion 950 mAh battery;Black, white;;About 50 EUR;;;;;Up to 5 h;Up to 192 h;;;Class 12;Class 12;;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x55_blade-4356.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x55-blade.jpg;Micromax X55 Blade;Released 2011;10.3mm thickness;Feature phone;microSDHC slot;11;N/A;149,659 hits;;240x320 pixels; ;;;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011;Discontinued;118.2 x 51.4 x 10.3 mm (4.65 x 2.02 x 0.41 in);-;Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;, -;240 x 320 pixels, 4:3 ratio;;;;;microSDHC (dedicated slot);;;5 MP;LED flash;Yes;No;;No;Yes;No;;FM radio;Proprietary;;Removable Li-Ion battery;Gray;;About 60 EUR;;;;;;;;;Class 12;Class 12;;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/micromax_x285-4346.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x285.jpg;Micromax X285;Released 2011;86g, 14.4mm thickness;Feature phone;microSDHC slot;9;N/A;140,887 hits;"2.4""";240x320 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011;Discontinued;113.5 x 49.6 x 14.4 mm (4.47 x 1.95 x 0.57 in);86 g (3.03 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;2.4 inches, 17.8 cm(~31.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;1.3 MP;;Yes;No;;No;Yes;No;;FM radio;No;;Removable Li-Ion 1100 mAh battery;Black;;About 30 EUR;;;;;Up to 4 h;Up to 144 h;;;Yes;No;Flashlight;Audio/video playerPhoto viewerVoice memoCalendar, unit & currency convertor;;
https://www.gsmarena.com/micromax_a55-4230.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-a55.jpg;Micromax A55;Released 2011;111.5g, 13.5mm thickness;Android 2.2;150MB 512MB storage, microSDHC slot;10;N/A;288,400 hits;"2.8""";240x320 pixels; ;Snapdragon S1;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;HSPA 7.2/0.384 Mbps;2011;Discontinued;107.2 x 58.7 x 13.5 mm (4.22 x 2.31 x 0.53 in);111.5 g (3.92 oz);Mini-SIM;TFT, 256K colors;2.8 inches, 24.3 cm(~38.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Android 2.2 (Froyo);Qualcomm MSM7227-1 Snapdragon S1;600 MHz ARM 11;Adreno 200;microSDHC (dedicated slot);150MB 512MB;;3.15 MP;;Yes;No;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP;GPS, A-GPS;;Stereo FM radio, RDS;microUSB;Accelerometer;Removable Li-Ion 1000 mAh battery;White;;About 60 EUR;;;;;Up to 4 h;Up to 150 h;;;;;;Swarovski crystalsMP3/WAV/WMA/eAAC+ playerVideo playerOrganizerDocument viewerVoice memoPredictive text input;;
https://www.gsmarena.com/micromax_x40-4229.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x40.jpg;Micromax X40;Released 2011;148g, 17mm thickness;Feature phone;80MB storage, microSDHC slot;10;N/A;168,475 hits;;240x320 pixels; ;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2011;Discontinued;117 x 51 x 17 mm (4.61 x 2.01 x 0.67 in);148 g (5.22 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;, -;240 x 320 pixels, 4:3 ratio;;;;;microSDHC (dedicated slot);80MB;;2 MP;;Yes;No;;No;2.0;No;;FM radio;microUSB;;Removable Li-Ion 1000 mAh battery;Brown;;About 70 EUR;;;;;Up to 2 h 30 min;Up to 200 h;;;Class 12;Class 12;;Built-in VGA projectorMP3/WAV/WMA/eAAC+ playerVideo playerOrganizerDocument viewereBuddy, Snaptu, Facebook, Nimbuzz applications;;
https://www.gsmarena.com/micromax_x450-4228.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x450.jpg;Micromax X450;Released 2011;90.8g, 20.3mm thickness;Feature phone;microSDHC slot;9;N/A;153,714 hits;"2.4""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2011;Discontinued;116.7 x 52 x 20.3 mm (4.59 x 2.05 x 0.80 in);90.8 g (3.17 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;2.4 inches, 17.8 cm(~29.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;2 MP;;Yes;No;;No;2.1, A2DP;No;;Stereo FM Radio;microUSB;;Removable Li-Ion 1000 mAh battery;Black, Yellow;;About 40 EUR;;;;;Up to 4 h 30 min;Up to 300 h;;;Class 10;Class 10;;MP3/WAV/WMA/eAAC+ playerVideo playerOrganizereBuddy, Widgets;;
https://www.gsmarena.com/micromax_x222-4227.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x222.jpg;Micromax X222;Released 2011;83g, 14mm thickness;Feature phone;microSDHC slot;10;N/A;400,361 hits;;240x320 pixels; ;;900 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011;Discontinued;92 x 52 x 14 mm (3.62 x 2.05 x 0.55 in);83 g (2.93 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;, -;240 x 320 pixels, 4:3 ratio;;;;;microSDHC (dedicated slot);;;VGA;;No;No;;No;2.0;No;;FM radio;microUSB;;Removable Li-Ion 900 mAh battery;Brown, White;;About 30 EUR;;;;;Up to 6 h;Up to 157 h;;;Yes;No;;MP3/WAV/WMA/eAAC+ playerOrganizer;;
https://www.gsmarena.com/micromax_a85-4146.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-a85-ofic.jpg;Micromax A85;Released 2011, October;13.8mm thickness;Android 2.2;8GB storage, microSDHC;14;N/A;781,477 hits;"3.8""";480x800 pixels;521 MB RAM;Nvidia Tegra 2 AP20H;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;HSPA;2011, Q3. Released 2011, October;Discontinued;118.7 x 60.1 x 13.8 mm (4.67 x 2.37 x 0.54 in);-;Mini-SIM;TFT;3.8 inches, 41.1 cm(~57.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~246 ppi density);Android 2.2 (Froyo);Nvidia Tegra 2 AP20H;Dual-core 1.0 GHz Cortex-A9;ULP GeForce;microSDHC (dedicated slot);8GB 512MB RAM;;5 MP, AF;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1500 mAh battery;Black;;About 270 EUR;;;;;Up to 3 h 20 min;Up to 250 h;;;Yes;Yes;;MP3/WAV/AAC playerMP4/H.263 playerOrganizerPhoto/video editorDocument editorVoice memoPredictive text input;;
https://www.gsmarena.com/micromax_q80-4029.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-q80.jpg;Micromax Q80;Released 2011, July;118g, 13mm thickness;Feature phone;68MB storage, microSDHC slot;9;N/A;466,183 hits;"2.4""";320x240 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1;HSDPA 2100;;HSPA;2011, June. Released 2011, July;Discontinued;117 x 60 x 13 mm (4.61 x 2.36 x 0.51 in);118 g (4.16 oz);Dual SIM (Mini-SIM);TFT, 256K colors;2.4 inches, 17.8 cm(~25.4% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);68MB;;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 1200 mAh battery;Black;;About 80 EUR;;;;;Up to 5 h;Up to 130 h;;;;;Optical trackpad;SNS applicationsMP3/MP4/H.263 playerOrganizerPredictive text input;;
https://www.gsmarena.com/micromax_a70-3930.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-a70.jpg;Micromax A70;Released 2011, July;85g, 13.5mm thickness;Android 2.2;160MB 256MB RAM storage, microSDHC slot;14;N/A;1,071,265 hits;"3.2""";320x480 pixels;256 MB RAM;;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;HSPA 7.2/0.384 Mbps;2011, Q2. Released 2011, July;Discontinued;111 x 58 x 13.5 mm (4.37 x 2.28 x 0.53 in);85 g (3.00 oz);Mini-SIM;TFT, 256K colors;3.2 inches, 30.5 cm(~47.4% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 2.2 (Froyo);;600 MHz ARM 11;Adreno 200;microSDHC (dedicated slot);160MB 256MB RAM;;5 MP, AF;;Yes;VGA;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP;GPS, A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1450 mAh battery;Cocoa Brown;;About 100 EUR;;;;;Up to 4 h;Up to 168 h;;;;;;MP3/WAV/AAC playerMP4/H.263 playerOrganizerPhoto/video editorDocument editorVoice memoPredictive text input;;
https://www.gsmarena.com/micromax_x410-3869.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-X410.jpg;Micromax X410;Released 2011;86g, 10.8mm thickness;Feature phone;microSDHC slot;8;N/A;160,145 hits;"2.4""";240x320 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 - SIM 1;;;;2011. Released 2011;Discontinued;115 x 51 x 10.8 mm (4.53 x 2.01 x 0.43 in);86 g (3.03 oz);Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~30.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;2 MP;;Yes;No;;No;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 850 mAh battery;Black;;About 30 EUR;;;;;Up to 4 h;Up to 120 h;;;Class 12;No;;MP3 playerH.263 playerOrganizerPredictive text input;;
https://www.gsmarena.com/micromax_x395-3867.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-X395.jpg;Micromax X395;Released 2011;11.4mm thickness;Feature phone;microSDHC slot;11;N/A;147,676 hits;"2.4""";240x320 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1;;;;2011. Released 2011;Discontinued;115 x 52 x 11.4 mm (4.53 x 2.05 x 0.45 in);-;Dual SIM (Mini-SIM);TFT, 256K colors;2.4 inches, 17.8 cm(~29.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;1.3 MP;;Yes;No;;No;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 800 mAh battery;Black/Colored back-panels;;About 30 EUR;;;;;Up to 4 h;Up to 200 h;;;Class 10;Yes;;MP3 playerH.263 playerOrganizerPredictive text input;;
https://www.gsmarena.com/micromax_x266-3864.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-X266.jpg;Micromax X266;Released 2011;95g, 11.5mm thickness;Feature phone;microSDHC slot;8;N/A;205,452 hits;"2.2""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;;;;2011. Released 2011;Discontinued;115 x 50.4 x 11.5 mm (4.53 x 1.98 x 0.45 in);95 g (3.35 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.2 inches, 15.2 cm(~26.3% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;;;;microSDHC (dedicated slot);;;1.3 MP;;Yes;No;;No;Yes;No;;Stereo FM radio;;;Removable Li-Ion 1000 mAh battery;Red;;About 30 EUR;;;;;Up to 6 h;Up to 120 h;;;Yes;No;Flashlight;MP3 playerH.263 playerOrganizerPredictive text input;;
https://www.gsmarena.com/micromax_x265-3873.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-x265.jpg;Micromax X265;Released 2010;95g, 14.7mm thickness;Feature phone;microSD slot;8;N/A;173,076 hits;"2.2""";176x220 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1;;;;2010. Released 2010;Discontinued;113.7 x 50 x 14.7 mm (4.48 x 1.97 x 0.58 in);95 g (3.35 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.2 inches, 15.2 cm(~26.8% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;;;;microSD (dedicated slot);;;Yes;;Yes;No;;No;Yes;No;;Stereo FM radio;;;Removable Li-Ion 1200 mAh battery;Black;;About 30 EUR;;;;;Up to 6 h;Up to 312 h;;;Yes;No;Flashlight;MP3 playerH.263 playerOrganizerPredictive text input;;
https://www.gsmarena.com/micromax_m2-3866.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-M2.jpg;Micromax M2;Released 2011;79g, 10.8mm thickness;Feature phone;2GB storage, no card slot;14;N/A;314,576 hits;"2.0""";240x320 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 - SIM 1;;;;2011. Released 2011;Discontinued;113 x 44.8 x 10.8 mm (4.45 x 1.76 x 0.43 in);79 g (2.79 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.0 inches, 12.4 cm(~24.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;No;2GB;;2 MP;;Yes;No;;No;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 850 mAh battery;Gray, Orange;;About 30 EUR;;;;;Up to 4 h;Up to 184 h;;;Class 12;Yes;;MP3 playerH.263 playerOrganizerPredictive text input;;
https://www.gsmarena.com/micromax_q66-3863.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-Q66.jpg;Micromax Q66;Released 2010;118g, 18mm thickness;Feature phone;microSDHC slot;12;N/A;325,196 hits;"2.4""";320x240 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 - SIM 1;;;;2010. Released 2010;Discontinued;71 x 71 x 18 mm (2.80 x 2.80 x 0.71 in);118 g (4.16 oz);Dual SIM (Mini-SIM);TFT, 256K colors;2.4 inches, 17.8 cm(~35.4% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;2 MP;;Yes;No;;No;Yes;No;;FM radio;2.0;;Removable Li-Ion 850 mAh battery;Black;;About 40 EUR;;;;;Up to 4 h;Up to 192 h;;;Class 12;Yes;;Snaptu, NimbuzzMP3 playerH.263 playerOrganizerPredictive text input;SRS audio;
https://www.gsmarena.com/micromax_x370-3868.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-X370.jpg;Micromax X370;Released 2010;10.9mm thickness;Feature phone;microSDHC slot;9;N/A;111,513 hits;"2.2""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;;;;2010. Released 2010;Discontinued;113 x 47 x 10.9 mm (4.45 x 1.85 x 0.43 in);-;Dual SIM (Mini-SIM);TFT, 256K colors;2.2 inches, 15.0 cm(~28.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSDHC (dedicated slot);;;2 MP;;Yes;No;;No;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 1000 mAh battery;Purple;;About 30 EUR;;;;;Up to 4 h;Up to 180 h;;;Class 12;Yes;;MP3 playerH.263 playerOrganizerPredictive text input;;
https://www.gsmarena.com/micromax_x226+-3870.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-X226-plus.jpg;Micromax X226+;Released 2010;95g, 14.5mm thickness;Feature phone;microSD slot;10;N/A;110,463 hits;"1.77""";128x160 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;;;;2010. Released 2010;Discontinued;112.3 x 46.5 x 14.5 mm (4.42 x 1.83 x 0.57 in);95 g (3.35 oz);Dual SIM (Mini-SIM);TFT;1.77 inches, 9.9 cm(~18.9% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;;;;microSD (dedicated slot);;;1.3 MP;;Yes;No;;No;No;No;;FM radio;Proprietary;;Removable Li-Ion 1000 mAh battery;Red, Green;;About 20 EUR;;;;;Up to 5 h;Up to 120 h;;;Yes;Yes;Flashlight;MP3 playerH.263 playerOrganizerPredictive text input;;
https://www.gsmarena.com/micromax_q50-3865.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-Q50.jpg;Micromax Q50;Released 2010;96g, 10.4mm thickness;Feature phone;microSDHC slot;14;N/A;284,210 hits;"2.2""";320x240 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;;;;2010. Released 2010;Discontinued;114 x 60 x 10.4 mm (4.49 x 2.36 x 0.41 in);96 g (3.39 oz);Dual SIM (Mini-SIM);TFT, 256K colors;2.2 inches, 15.0 cm(~21.9% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~182 ppi density);;;;;microSDHC (dedicated slot);;;2 MP;;Yes;No;;No;Yes;No;;Stereo FM radio, recording;2.0;;Removable Li-Ion 1000 mAh battery;Black, White;;About 40 EUR;;;;;Up to 3 h;Up to 192 h;;;Class 12;Yes;;Snaptu, NimbuzzMP3 playerH.263 playerOrganizerPredictive text input;SRS audio;
https://www.gsmarena.com/micromax_x560-3862.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-X560.jpg;Micromax X560;Released 2010;;Feature phone;microSDHC slot;11;N/A;323,934 hits;"3.2""";320x400 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2010. Released 2010;Discontinued;-;-;Dual SIM (Mini-SIM);TFT resistive touchscreen, 256K colors;3.2 inches, 32.2 cm;320 x 400 pixels (~160 ppi density);;;;;microSDHC (dedicated slot);;;3.15 MP;;Yes;No;;Wi-Fi 802.11 b/g;Yes;No;;FM radio;2.0;Accelerometer;Removable Li-Ion 1100 mAh battery;Black;;About 50 EUR;;;;;Up to 8 h;Up to 168 h;;;Class 12;Yes;;SnaptuMP3 playerH.263 playerOrganizerPredictive text input;;Widgets3D Cube UI
