Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;chipset;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;price;net4g;os;cpu;gpu;cam2video;sar-eu;batlife;batmusicplayback1;sar-us;bodyother;optionalother;gprstext;edge
https://www.gsmarena.com/pantech_u_4000-1778.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-u4000.gif;Pantech U-4000;Released 2006, November;92g, 16.5mm thickness;Feature phone;30MB storage, microSD slot;8;N/A;173,117 hits;"1.9""";176x220 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2006, November;Discontinued;95 x 43 x 16.5 mm (3.74 x 1.69 x 0.65 in);92 g (3.25 oz);Mini-SIM;TFT, 260K colors;1.9 inches, 11.4 cm(~27.8% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;microSD (dedicated slot);30MB;1.3 MP;;Yes;VGA videocall camera;No;1.1;No;;No;2.0;;Video telephonyMP3/AAC/AAC+/AAC++ playerFile managerPhoto editing;Removable Li-Ion 820 mAh battery;;;Silver black;;;;;;;;;;;;;;
https://www.gsmarena.com/pantech_pg_3300-1777.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg3300.gif;Pantech PG-3300;Released 2006, Q3;80g, 18.5mm thickness;Feature phone;14MB storage, no card slot;7;N/A;109,061 hits;;128x128 pixels; ;;710 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, Q3;Discontinued;82.5 x 41.5 x 18.5 mm (3.25 x 1.63 x 0.73 in);80 g (2.82 oz);Mini-SIM;TFT, 256K colors;;128 x 128 pixels, 1:1 ratio;Second external 65K colors CSTN display (96 x 96 pixels);;No;14MB;VGA;;Yes;No;No;No;No;;No;Proprietary;;MP3 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 710 mAh battery;Up to 240 h;Up to 4 h;Black, Pink;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pu_5000-1591.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pu5000.gif;Pantech PU-5000;Cancelled;92g, 21.6mm thickness;Feature phone;30MB storage, microSD slot;8;N/A;132,707 hits;"1.9""";176x220 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2006, June;Cancelled;95.7 x 45.6 x 21.6 mm (3.77 x 1.80 x 0.85 in);92 g (3.25 oz);Mini-SIM;TFT, 260K colors;1.9 inches, 11.4 cm(~26.0% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;microSD (dedicated slot);30MB;1.3 MP;;Yes;VGA videocall camera;No;Yes;No;;No;Proprietary;;Audio player MP3, AAC, AAC+, SMF (MIDI)Video MP4, H.263 PlayerFile managerPhoto editingFlight modePC Sync;Removable Li-Ion 720 mAh battery;Up to 340 h;Up to 4 h;Silver black;;;;;;;;;;;;;;
https://www.gsmarena.com/pantech_pg_1600-1590.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg1600.gif;Pantech PG-1600;Cancelled;83.4g, 18.6mm thickness;Feature phone;128MB 32MB RAM storage, no card slot;8;N/A;103,439 hits;"1.5""";128x128 pixels;32 MB RAM;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, June;Cancelled;89.8 x 43.5 x 18.6 mm (3.54 x 1.71 x 0.73 in);83.4 g (2.93 oz);Mini-SIM;STN, 65K colors;1.5 inches, 7.3 cm(~18.6% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;No;128MB 32MB RAM;VGA;;No;No;No;No;No;;Stereo FM radio, RDS;No;;Video playerMotion JPEG recorderOrganizerPC Sync;Removable Li-Ion 720 mAh battery;Up to 210 h;Up to 2 h 10 min;Silver black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_1800-1586.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg1800.gif;Pantech PG-1800;Cancelled;88g, 18.5mm thickness;Feature phone;256MB 64MB RAM storage, microSD slot;8;N/A;95,394 hits;"1.8""";120x160 pixels;64 MB RAM;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, June;Cancelled;95.5 x 46 x 18.5 mm (3.76 x 1.81 x 0.73 in);88 g (3.10 oz);Mini-SIM;TFT, 260K colors;1.8 inches, 10.0 cm(~22.8% screen-to-body ratio);120 x 160 pixels, 4:3 ratio (~111 ppi density);Second external 1.06-inch CSTN display, 65K colors (96 x 96 pixels);;microSD (dedicated slot);256MB 64MB RAM;VGA;;Yes;No;No;1.1;No;;No;1.1;;Audio player MP3, MIDI, i-melody;Removable Li-Ion 720 mAh battery;Up to 110 h;Up to 2.5 h;Silver black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_1300-1584.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg1300.gif;Pantech PG-1300;Cancelled;75.2g, 18.9mm thickness;Feature phone;128MB 64MB RAM storage, no card slot;7;N/A;99,302 hits;"1.5""";;64 MB RAM;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, June;Cancelled;89.9 x 44 x 18.9 mm (3.54 x 1.73 x 0.74 in);75.2 g (2.65 oz);Mini-SIM;CSTN, 65K colors;1.5 inches;;;;No;128MB 64MB RAM;No;;;;No;No;No;;No;No;;Document viewer (Word, Excel, PowerPoint, PDF)Voice schedulerFatness checkerPC syncOrganizer;Removable Li-Ion 720 mAh battery;;;Black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_3900-1583.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg3900.gif;Pantech PG-3900;Cancelled;92g, 16.9mm thickness;Feature phone;64MB storage, microSD slot;8;N/A;117,459 hits;"1.9""";176x220 pixels; ;;570 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, Q2;Cancelled;90 x 42 x 16.9 mm (3.54 x 1.65 x 0.67 in);92 g (3.25 oz);Mini-SIM;TFT, 260K colors;1.9 inches, 11.4 cm(~30.1% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;microSD (dedicated slot);64MB;2 MP;LED flash;Yes;No;No;2.0, A2DP;No;;No;Proprietary;;MP3/AAC/AAC+/MP4 playerDocument viewer (Word, Excel, PowerPoint, PDF)Photo editingPictbridgeFlight modePC syncVoice memoOrganizer;Removable Li-Ion 570 mAh battery;Up to 220 h;Up to 4 h 20 min;Silver black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_1900-1580.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg1900.gif;Pantech PG-1900;Cancelled;80g, 13.5mm thickness;Feature phone;microSD slot;8;N/A;105,285 hits;"1.6""";128x128 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;2006, May;Cancelled;103 x 43.5 x 13.5 mm (4.06 x 1.71 x 0.53 in);80 g (2.82 oz);Mini-SIM;STN, 65K colors;1.6 inches, 28 x 28 mm, 8.3 cm(~18.4% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~113 ppi density);;;microSD (dedicated slot);;VGA;;Yes;No;No;No;No;;FM radio;1.1;;MP3 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 720 mAh battery;Up to 160 h;Up to 2 h 30 min;Silver black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_2800-1560.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg2800.gif;Pantech PG-2800;Released 2006, May;80g, 18.5mm thickness;Feature phone;24MB storage, microSD slot;9;N/A;120,819 hits;"2.0""";176x220 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, May;Discontinued;90 x 45 x 18.5 mm (3.54 x 1.77 x 0.73 in);80 g (2.82 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~31.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);Second external 65K colors CSTN display (96 x 96 pixels);;microSD (dedicated slot);24MB;1.3 MP;;Yes;No;No;1.2;No;;No;Proprietary;Fingerprint (front-mounted);Text To SpeechMP3 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 800 mAh battery;Up to 210 h;Up to 3 h 30 min;Black, Silver;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_3600v-1511.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg3600v.gif;Pantech PG-3600V;Released 2006, February;94.2g, 17.9mm thickness;Feature phone;32MB storage, microSD slot;10;N/A;175,032 hits;;176x220 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, February;Discontinued;102.3 x 46.6 x 17.9 mm (4.03 x 1.83 x 0.70 in);94.2 g (3.32 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;;;microSD (dedicated slot);32MB;1.3 MP;;Yes;No;No;2.0, A2DP;No;;No;Proprietary;;MP3 playerTouch wheel sensorOrganizerVoice memoPhoto EditorVideo EditorFatness Checker;Removable Li-Ion 800 mAh battery;Up to 180 h;Up to 4 h 30 min;Black, Pink;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_3600-1385.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg3600.gif;Pantech PG-3600;Released 2005, Q4;75g, 16.8mm thickness;Feature phone;22MB storage, microSD slot;11;N/A;140,236 hits;;176x220 pixels; ;;800 mAh Li-Po;GSM 900 / 1800 / 1900;;;2005, Q4;Discontinued;94.9 x 43.2 x 16.8 mm (3.74 x 1.70 x 0.66 in);75 g (2.65 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;;;microSD (dedicated slot);22MB;1.3 MP;LED flash;Yes;No;No;2.0;No;;No;Proprietary;;MP3 playerPredictive text inputOrganizerVoice memo;Removable Li-Po 800 mAh battery;Up to 230 h;Up to 4 h 30 min;Black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_3500-1384.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg3500.gif;Pantech PG-3500;Released 2005, Q4;75g, 16.4mm thickness;Feature phone;22MB storage, microSD slot;8;N/A;111,107 hits;;176x220 pixels; ;;800 mAh Li-Po;GSM 900 / 1800 / 1900;;;2005, Q4;Discontinued;92.7 x 45 x 16.4 mm (3.65 x 1.77 x 0.65 in);75 g (2.65 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;Second external 65K colors TFT display (96 x 128 pixels);;microSD (dedicated slot);22MB;1.3 MP;LED flash;Yes;No;No;2.0;No;;No;Proprietary;;MP3 playerPredictive text inputOrganizerVoice memo;Removable Li-Po 800 mAh battery;Up to 230 h;Up to 4 h 30 min;Black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_1500-1383.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg1500.gif;Pantech PG-1500;Released 2005, Q3;75g, 15.9mm thickness;Feature phone;2.2MB storage, no card slot;9;N/A;75,380 hits;;128x160 pixels; ;;790 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q3;Discontinued;90.7 x 44.6 x 15.9 mm (3.57 x 1.76 x 0.63 in);75 g (2.65 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;;;No;2.2MB;No;;;;No;No;No;;No;Proprietary;;Predictive text inputOrganizerVoice memo;Removable Li-Ion 790 mAh battery;Up to 190 h;Up to 4 h;Black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_8000-1375.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg8000.gif;Pantech PG-8000;Released 2005, Q4;106g, 16.1mm thickness;Feature phone;8.4MB storage, RS-MMC slot;9;N/A;374,071 hits;"2.0""";320x240 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q4;Discontinued;99.8 x 51.8 x 16.1 mm (3.93 x 2.04 x 0.63 in);106 g (3.74 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 40 x 30 mm, 12.4 cm(~24.0% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~200 ppi density);;;RS-MMC;8.4MB;2 MP;LED flash;Yes;No;No;1.2;No;;FM radio;;;MP3/AAC/MP4 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 820 mAh battery;Up to 200 h;Up to 3 h 30 min;Black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_6200-1558.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg6200.gif;Pantech PG-6200;Released 2006, February;92g, 20.9mm thickness;Feature phone;microSD slot;8;N/A;148,805 hits;"1.9""";176x220 pixels; ;;570 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, February;Discontinued;87 x 43.6 x 20.9 mm (3.43 x 1.72 x 0.82 in);92 g (3.25 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 30 x 37 mm, 11.4 cm(~30.0% screen-to-body ratio);176 x 220 pixels (~148 ppi density);Second external TFT display, 65K colors (96 x 128 pixels)Fingerprint identification;;microSD (dedicated slot);;2 MP;LED flash;320p;No;No;1.2, A2DP;No;;FM radio;Proprietary;;Voice recognitionMP3/AAC/AAC+/AMR playerPredictive text inputOrganizer;Removable Li-Ion 570 mAh battery;Up to 160 h;Up to 3 h;Silver black, Black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_6100-1258.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg6100.gif;Pantech PG-6100;Released 2005, Q3;115g, 25mm thickness;Feature phone;RS-MMC slot;9;N/A;305,027 hits;;176x220 pixels; ;;;GSM 900 / 1800 / 1900;;;2005, Q3;Discontinued;82 x 47.5 x 25 mm (3.23 x 1.87 x 0.98 in);115 g (4.06 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;;;RS-MMC;;2 MP;LED flash;Yes;No;No;1.2;No;;FM radio;Proprietary;;Predictive text input (iTAP)Bio-rhythmStopwatchCalculatorVoice memo;Removable Li-Ion battery;Up to 200 h;Up to 3 h 30 min;Silver;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_1400-1376.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg1400.gif;Pantech PG-1400;Released 2005, Q3;75g, 12.8mm thickness;Feature phone;3MB storage, no card slot;9;N/A;132,252 hits;;128x128 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q3;Discontinued;103 x 42.5 x 12.8 mm (4.06 x 1.67 x 0.50 in);75 g (2.65 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;;No;3MB;VGA;;Yes;No;No;No;No;;FM radio;Proprietary;;Predictive text inputOrganizerVoice memo;Removable Li-Ion 720 mAh battery;Up to 240 h;Up to 4 h;Black, Silver;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_1200-1287.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg1200.gif;Pantech PG-1200;Released 2005, Q2;91.5g, 23.3mm thickness;Feature phone;No card slot;9;N/A;83,836 hits;;128x160 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q2;Discontinued;90 x 45.5 x 23.3 mm (3.54 x 1.79 x 0.92 in);91.5 g (3.21 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;Second external 65K colors CSTN display (96 x 64 pixels);;No;;VGA;;Yes;No;No;No;No;;No;Proprietary;;Predictive text inputOrganizerVoice memo;Removable Li-Ion 700 mAh battery;Up to 270 h;Up to 3 h 50 min;Dark Blue, Silver;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_3200-1151.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg3200.gif;Pantech PG-3200;Released 2005, Q2;70g, 18mm thickness;Feature phone;3.5MB storage, no card slot;9;N/A;188,700 hits;;128x128 pixels; ;;760 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q2;Discontinued;70 x 43 x 18 mm (2.76 x 1.69 x 0.71 in);70 g (2.47 oz);Mini-SIM;TFT, 256K colors;;128 x 128 pixels, 1:1 ratio;Second external 256K colors TFT display (96 x 64 pixels);;No;3.5MB;VGA;LED flash;No;No;No;No;No;;No;Proprietary;;Predictive text inputOrganizerVoice memo;Removable Li-Ion 760 mAh battery;Up to 160 h;Up to 2 h 20 min;Black, Silver, Navy, Red;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg_1000s-1152.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg1000s.gif;Pantech PG-1000s;Released 2005, Q2;80g, 23.3mm thickness;Feature phone;No card slot;7;N/A;77,334 hits;;128x160 pixels; ;;670 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q2;Discontinued;82 x 42 x 23.3 mm (3.23 x 1.65 x 0.92 in);80 g (2.82 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;Second external mono display (96 x 64 pixels);;No;;No;;;;No;No;No;;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion 670 mAh battery;Up to 150 h;Up to 3 h;Black, Blue, Silver;;;;;;;;;;;;;Class 8;No
https://www.gsmarena.com/pantech_gf500-1096.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-gf500.gif;Pantech GF500;Released 2005, Q1;83g, 22mm thickness;Feature phone;8.4MB storage, no card slot;8;N/A;96,398 hits;;128x160 pixels; ;;;GSM 900 / 1800 / 1900;;;2005, Q1;Discontinued;89 x 46 x 22 mm (3.50 x 1.81 x 0.87 in);83 g (2.93 oz);Mini-SIM;TFT, 256K colors;;128 x 160 pixels;Second external 256K colors TFT display (128 x 160 pixels);;No;8.4MB;1.3 MP;LED flash;Yes;No;No;No;No;;No;;;Predictive text inputOrganizerStopwatchVoice memo;Removable Li-Ion battery;Up to 150 h;Up to 3 h;2 - Silver Blue and Silver Black;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_pg3000-1095.php;https://fdn2.gsmarena.com/vv/bigpic/pantech-pg3000.gif;Pantech PG3000;Released 2005, Q1;99g, 22mm thickness;Feature phone;8.4MB storage, no card slot;7;N/A;135,199 hits;;128x160 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800;;;2005, Q1;Discontinued;87 x 42 x 22 mm (3.43 x 1.65 x 0.87 in);99 g (3.49 oz);Mini-SIM;TFT, 256K colors;;128 x 160 pixels;;;No;8.4MB;1.3 MP;LED flash;Yes;No;No;No;No;;No;;;Predictive text inputOrganizerStopwatchVoice memo;Removable Li-Ion 850 mAh battery;Up to 200 h;Up to 3 h 20 min;Black, Silver;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_gf100-1018.php;https://fdn2.gsmarena.com/vv/bigpic/pthgf100.gif;Pantech GF100;Released 2005, Q1;85g, 22.5mm thickness;Feature phone;1.8MB storage, no card slot;7;N/A;81,219 hits;;128x128 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800;;;2005, Q1;Discontinued;82 x 44 x 22.5 mm (3.23 x 1.73 x 0.89 in);85 g (3.00 oz);Mini-SIM;STN, 65K colors;;128 x 128 pixels, 1:1 ratio;Second external 65K colors STN display  (96 x 64 pixels);;No;1.8MB;No;;;;No;No;No;;No;;;Predictive text inputOrganizerStopwatchVoice memo;Removable Li-Ion 680 mAh battery;Up to 300 h;Up to 2 h 30 min;;;;;;;;;;;;;3D sound;Class 10;No
https://www.gsmarena.com/pantech_g670-926.php;https://fdn2.gsmarena.com/vv/bigpic/pthg670.gif;Pantech G670;Released 2004, Q4;85g, 21mm thickness;Feature phone;1.8MB storage, no card slot;7;N/A;91,597 hits;;128x160 pixels; ;;;GSM 900 / 1800;;;2004, Q4;Discontinued;80 x 40 x 21 mm (3.15 x 1.57 x 0.83 in);85 g (3.00 oz);Mini-SIM;TFT, 256K colors;;128 x 160 pixels;Second external 256K colors TFT display  (128 x 160 pixels);;No;1.8MB;VGA;;Yes;No;No;No;No;;No;;Thermometer;Predictive text inputOrganizerStopwatchVoice memo;Removable Li-Ion battery;Up to 200 h;Up to 3 h 30 min;Gray;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_gi100-806.php;https://fdn2.gsmarena.com/vv/bigpic/pthgi100.gif;Pantech GI100;Released 2004, Q2;82g, 22mm thickness;Feature phone;13.5MB storage, no card slot;9;N/A;190,199 hits;;128x160 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800;;;2004, Q2;Discontinued;82 x 40 x 22 mm (3.23 x 1.57 x 0.87 in);82 g (2.89 oz);Mini-SIM;TFT, 256K colors;;128 x 160 pixels;External 256K colors TFT (128 x 160 pixels)ScreensaverDownloadable logos;;No;13.5MB;1.3 MP;LED flash;Yes;No;No;No;No;;No;;Fingerprint (front-mounted);Predictive text inputVoice memo(max 30 sec)OrganizerStopwatch;Removable Li-Ion 780 mAh battery;Up to 90 h;Up to 3 h;B.Silver, P.Silver;;;;;;;;;;;;;Class 10;No
https://www.gsmarena.com/pantech_gf200-805.php;https://fdn2.gsmarena.com/vv/bigpic/pthgf200.gif;Pantech GF200;Released 2004, Q2;85g, 22mm thickness;Feature phone;8.4MB storage, no card slot;9;N/A;108,015 hits;;128x160 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q2;Discontinued;81 x 42 x 22 mm (3.19 x 1.65 x 0.87 in);85 g (3.00 oz);Mini-SIM;TFT, 256K colors;;128 x 160 pixels;External 256K colors TFT (128 x 160 pixels)Downloadable logos;;No;8.4MB;VGA;LED flash;Yes;No;No;No;No;;No;;;Predictive text inputVoice memoOrganizer;Removable Li-Ion 820 mAh battery;Up to 200 h;Up to 3 h 30 min;;;;;;;;;;;;;;Class 10;No
