Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;chipset;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;displayother;displayprotection;os;cpu;gpu;memoryother;cam2features;featuresother;build;batstandby1;battalktime1;gprstext;edge;optionalother
https://www.gsmarena.com/plum_blast-4150.php;https://fdn2.gsmarena.com/vv/bigpic/plum-blast.jpg;Plum Blast;Released 2011, January;91g, 13.4mm thickness;Feature phone;64MB ROM storage, microSDHC slot;8;N/A;88,301 hits;"2.0""";220x176 pixels; ;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, January. Released 2011, January;Discontinued;112.2 x 57.6 x 13.4 mm (4.42 x 2.27 x 0.53 in);91 g (3.21 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT;2.0 inches, 12.6 cm(~19.5% screen-to-body ratio);220 x 176 pixels (~141 ppi density);;microSDHC (dedicated slot);64MB ROM, 32MB RAM;1.3 MP;LED flash;@10fps;No;;No;2.0;No;;Stereo FM radio;microUSB;;Removable Li-Ion 800 mAh battery (BL-4U);White, Yellow, Light Blue, Pink, Green, Dark Red;;;;;;;;Analog TVMSN, Facebook, Yahoo, Twitter applicationsMP3/WAV/WMA playerMP4/H.263 playerOrganizerPredictive text input;;Up to 400 h;Up to 4 h;Class 10;No;2.5 mm audio jack
https://www.gsmarena.com/plum_whiz-4187.php;https://fdn2.gsmarena.com/vv/bigpic/plum-whiz.jpg;Plum Whiz;Released 2011, September;63.8g, 16.1mm thickness;Feature phone;64MB ROM storage, microSDHC slot;7;N/A;78,405 hits;"2.0""";240x320 pixels;32 MB RAM;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2011, September. Released 2011, September;Discontinued;111.4 x 57.1 x 16.1 mm (4.39 x 2.25 x 0.63 in);63.8 g (2.22 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT;2.0 inches, 12.4 cm(~19.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;microSDHC (dedicated slot);64MB ROM, 32MB RAM;1.3 MP;LED flash;Yes;No;;No;Yes;No;;FM radio;microUSB;;Removable Li-Ion 1000 mAh battery (BL-4L);Black, Red, Blue, White;;;;;;;;Analog TVMSN, Facebook, Yahoo, Twitter applicationsMP3/WAV playerMP4/H.263 player;;Up to 400 h;Up to 4 h;Yes;No;
https://www.gsmarena.com/plum_stubby-4181.php;https://fdn2.gsmarena.com/vv/bigpic/plum-stuby.jpg;Plum Stubby;Released 2011, May;83g, 15mm thickness;Feature phone;64MB ROM storage, microSDHC slot;5;N/A;76,217 hits;"1.77""";160x128 pixels;32 MB RAM;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, May. Released 2011, May;Discontinued;103 x 44 x 15 mm (4.06 x 1.73 x 0.59 in);83 g (2.93 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT, 65K colors;1.77 inches, 9.9 cm(~21.8% screen-to-body ratio);160 x 128 pixels (~116 ppi density);;microSDHC (dedicated slot);64MB ROM, 32MB RAM;1.3 MP;;@10fps;No;;No;1.2;No;;FM radio;microUSB 2.0;;Removable Li-Ion 800 mAh battery (BL-4C);Black, white, Dark red, Silver, Yellow, Sky Blue, magenta, Violet, Green, Orange;;;;;;;;Ebuddy, Facebook, Yahoo, TwitterOrganizerMP4/3gp playerMP3/WMA/WAV playerPredictive text input;;Up to 400 h;Up to 3 h;Class 10;No;2.5 mm audio jack
https://www.gsmarena.com/plum_stubby_ii-4366.php;https://fdn2.gsmarena.com/vv/bigpic/plum-stubby-2.jpg;Plum Stubby II;Released 2011, November;85g, 12.5mm thickness;Feature phone;32MB RAM storage, microSDHC slot;8;N/A;84,239 hits;"2.0""";176x144 pixels;32 MB RAM;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2011, October. Released 2011, November;Discontinued;100.6 x 56.2 x 12.5 mm (3.96 x 2.21 x 0.49 in);85 g (3.00 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT;2.0 inches, 12.6 cm(~22.4% screen-to-body ratio);176 x 144 pixels (~114 ppi density);;microSDHC (dedicated slot);32MB RAM, 32MB ROM;1.3 MP;;Yes;No;;No;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 800 mAh battery (BL-4C);Blue, Magenta, Orange, Green, Red;;;;;;;;Analog TVFacebook, Twitter, Yahoo, MSN, Ebuddy applicationsMusic/video player;;Up to 500 h;Up to 5 h;Yes;No;
https://www.gsmarena.com/plum_strike-4189.php;https://fdn2.gsmarena.com/vv/bigpic/plum-stryke.jpg;Plum Strike;Released 2011, September;90g, 15mm thickness;Feature phone;64MB ROM storage, microSDHC slot;8;N/A;77,395 hits;"2.0""";144x176 pixels;32 MB RAM;MT6252;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, May. Released 2011, September;Discontinued;112 x 52 x 15 mm (4.41 x 2.05 x 0.59 in);90 g (3.17 oz);Dual SIM (Mini-SIM, dual stand-by);;TFT;2.0 inches, 12.6 cm(~21.7% screen-to-body ratio);144 x 176 pixels (~114 ppi density);Mediatek MT6252;microSDHC (dedicated slot);64MB ROM, 32MB RAM;1.3 MP;;Yes;No;;No;Yes;No;;FM radio, recording;microUSB;;Removable Li-Ion 800 mAh battery;Black, white, red, blue, rose;;;;;;;;TV applicationEbuddy, Facebook, Yahoo, TwitterCalendarMP4/3gp playerMP3 player;;Up to 400 h;Up to 5 h;Yes;No;
https://www.gsmarena.com/plum_profile-4365.php;https://fdn2.gsmarena.com/vv/bigpic/plum-profile.jpg;Plum Profile;Released 2011, November;65.7g, 18.5mm thickness;Feature phone;32MB ROM storage, microSDHC slot;9;N/A;80,135 hits;"1.77""";240x320 pixels;32 MB RAM;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2011, November. Released 2011, November;Discontinued;94.2 x 45 x 18.5 mm (3.71 x 1.77 x 0.73 in);65.7 g (2.29 oz);Dual SIM (Mini-SIM, dual stand-by);;TFT;1.77 inches, 9.7 cm(~22.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~226 ppi density);;microSDHC (dedicated slot);32MB ROM, 32MB RAM;1.3 MP;;Yes;No;;No;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 800 mAh battery (BL-4C);Orange, Red, Blue, Green, Purple, Black (with black and white);;;;;;;;Facebook, Twitter, Yahoo, MSN, Skype applicationsMusic/video player;;Up to 600 h;Up to 5 h;Yes;No;
https://www.gsmarena.com/plum_inspire-4155.php;https://fdn2.gsmarena.com/vv/bigpic/plum-inspire.jpg;Plum Inspire;Released 2011, June;75g, 14.5mm thickness;Feature phone;32MB storage, microSD slot;8;N/A;77,662 hits;"2.4""";240x320 pixels; ;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, June. Released 2011, June;Discontinued;113.5 x 49.2 x 14.5 mm (4.47 x 1.94 x 0.57 in);75 g (2.65 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT;2.4 inches, 17.8 cm(~31.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;microSD (dedicated slot);32MB;VGA;LED flash;Yes;VGA;;No;Yes;No;;Stereo FM radio;microUSB;;Removable Li-Ion 700 mAh battery (BL-4U);Black, white, orange, Magenta, light blue, dark red;;;;;;;;MSN, Facebook, Yahoo, Twitter applicationsMP3/WAV playerMP4/H.263 playerOrganizer;;Up to 116 h;Up to 2 h 30 min;Yes;No;dedicated music keys2.5 mm audio jack
https://www.gsmarena.com/plum_spare-4180.php;https://fdn2.gsmarena.com/vv/bigpic/plum-spare.jpg;Plum Spare;Released 2011, April;65g, 13.6mm thickness;Feature phone;64MB 32MB storage, microSDHC slot;7;N/A;76,220 hits;"1.77""";240x320 pixels; ;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, April. Released 2011, April;Discontinued;102 x 45 x 13.6 mm (4.02 x 1.77 x 0.54 in);65 g (2.29 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT;1.77 inches, 9.7 cm(~21.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~226 ppi density);;microSDHC (dedicated slot);64MB 32MB;VGA;;Yes;No;;No;Yes;No;;FM radio;microUSB 2.0;;Removable Li-Ion 700 mAh battery (BL-5B);Black, dark red, dark blue, light blue, light red, purple, pink, green, orange, champagne;;;;;;;;MP3/MP4 playerOrganizerCalculatorVoice memo;;Up to 150 h;Up to 1 h 20 min;Yes;No;
https://www.gsmarena.com/plum_boom-4151.php;https://fdn2.gsmarena.com/vv/bigpic/plum-boom.jpg;Plum Boom;Released 2011, April;85g, 15.3mm thickness;Feature phone;64MB ROM storage, microSDHC slot;8;N/A;75,991 hits;"1.77""";128x160 pixels;32 MB RAM;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, April. Released 2011, April;Discontinued;100.2 x 41.3 x 15.3 mm (3.94 x 1.63 x 0.60 in);85 g (3.00 oz);Dual SIM (Mini-SIM);Flashlight;TFT, 65K colors;1.77 inches, 9.9 cm(~23.8% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;microSDHC (dedicated slot);64MB ROM, 32MB RAM;1.3 MP;;@10fps;No;;No;2.0;No;;Stereo FM radio;microUSB;;Removable Li-Ion 800 mAh battery (BL-5C);Black, white, red, Orchid, Yellow, Dark Blue, Magenta, Coral, Green, Orange;;;;;;;;Ebuddy, Facebook, Yahoo, Twitter applicationsMP3/WAV/WMA playerMP4/H.263 playerOrganizerPredictive text input;;Up to 400 h;Up to 4 h;Class 10;No;
https://www.gsmarena.com/plum_snap-4179.php;https://fdn2.gsmarena.com/vv/bigpic/plum-snap.jpg;Plum Snap;Released 2011, May;95g, 14.5mm thickness;Feature phone;64MB 128MB storage, microSD slot;8;N/A;75,311 hits;"1.8""";128x160 pixels; ;;650 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, May. Released 2011, May;Discontinued;107.5 x 45.5 x 14.5 mm (4.23 x 1.79 x 0.57 in);95 g (3.35 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT, 65K colors;1.8 inches, 10.2 cm(~20.8% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;microSD (dedicated slot);64MB 128 MB;VGA;;QCIF@10fps;No;;No;2.1, A2DP, EDR;No;;Stereo FM radio, recording;microUSB;;Removable Li-Ion 650 mAh battery (BL-4C);Black, Purple, Red, Magenta, Champagne, Apple Green;;;;;;;;MP3/MP4 player;;Up to 300 h;Up to 2 h 30 min;Class 12;Class 6;
https://www.gsmarena.com/plum_buzz-4937.php;https://fdn2.gsmarena.com/vv/bigpic/plum-buzz.jpg;Plum Buzz;Released 2012, August;50.5g, 9.5mm thickness;Feature phone;microSDHC slot;7;N/A;69,975 hits;"1.77""";240x320 pixels; ;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2012, February. Released 2012, August;Discontinued;109.4 x 46 x 9.5 mm (4.31 x 1.81 x 0.37 in);50.5 g (1.76 oz);Dual SIM (Mini-SIM);Flashlight;TFT;1.77 inches, 9.7 cm(~19.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~226 ppi density);;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;;FM radio;microUSB 2.0;;Removable Li-Ion 700 mAh battery;Black, White, Red, Blue, Green, Purple;;;;;;;;Facebook, MSN, Ebuddy, YahooMP3/WAV/WMA playerMP4/H.263 playerOrganizerVoice memoCalculator;;Up to 200 h;Up to 4 h;Yes;No;
https://www.gsmarena.com/plum_tweek-4364.php;https://fdn2.gsmarena.com/vv/bigpic/plum-tweek.jpg;Plum Tweek;Released 2012, September;50.5g, 14.8mm thickness;Feature phone;32MB ROM storage, microSDHC slot;7;N/A;85,731 hits;"1.77""";240x320 pixels;16 MB RAM;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2012, August. Released 2012, September;Discontinued;104 x 44 x 14.8 mm (4.09 x 1.73 x 0.58 in);50.5 g (1.76 oz);Dual SIM (Mini-SIM);Flashlight;TFT;1.77 inches, 9.7 cm(~21.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~226 ppi density);;microSDHC (dedicated slot);32MB ROM, 16MB RAM;1.3 MP;;Yes;No;;No;Yes;No;;FM radio;microUSB 2.0;;Removable Li-Ion 800 mAh battery (BL-5B);Black, White, Red, Blue, Green, Purple;;;;;;;;MP3/WAV/WMA playerMP4/H.263 playerOrganizerVoice memo/dial;;Up to 230 h;Up to 6 h;Yes;No;
https://www.gsmarena.com/plum_kazzom-4156.php;https://fdn2.gsmarena.com/vv/bigpic/plum-kazzom.jpg;Plum Kazzom;Released 2011, August;69g, 14.6mm thickness;Feature phone;128MB ROM storage, microSDHC slot;9;N/A;83,165 hits;"1.77""";128x160 pixels;32 MB RAM;;600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, August. Released 2011, August;Discontinued;102 x 43 x 14.6 mm (4.02 x 1.69 x 0.57 in);69 g (2.43 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT, 65K colors;1.77 inches, 9.9 cm(~22.5% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;microSDHC (dedicated slot);128MB ROM, 32MB RAM;No;;;;;No;No;No;;FM radio;No;;Removable Li-Ion 600 mAh battery (BL-4C);Blue, Purple, Orange, Yellow, Orchid, Green ,White;;;;;;;;MP3 playerOrganizer;;Up to 300 h;Up to 3 h;No;No;
https://www.gsmarena.com/plum_trip-4185.php;https://fdn2.gsmarena.com/vv/bigpic/plum-trip.jpg;Plum Trip;Released 2011, September;50.5g, 16.7mm thickness;Feature phone;32MB 32MB storage, microSDHC slot;8;N/A;75,476 hits;"1.77""";240x320 pixels; ;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, September. Released 2011, September;Discontinued;104 x 43.8 x 16.7 mm (4.09 x 1.72 x 0.66 in);50.5 g (1.76 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT;1.77 inches, 9.7 cm(~21.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~226 ppi density);;microSDHC (dedicated slot);32MB 32MB;1.3 MP;;Yes;No;;No;Yes;No;;FM radio;microUSB 2.0;;Removable Li-Ion 700 mAh battery (BL-5B);White, white black, white purple, white red, white blue, black orange, black red, black yellow, blac;;;;;;;;MP3/MP4 player;;Up to 250 h;Up to 4 h;Yes;No;
https://www.gsmarena.com/plum_trion-4184.php;https://fdn2.gsmarena.com/vv/bigpic/plum-trion.jpg;Plum Trion;Released 2011, June;66g, 14.4mm thickness;Feature phone;32MB ROM storage, microSDHC slot;10;N/A;74,412 hits;"1.77""";128x160 pixels;16 MB RAM;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2011, June. Released 2011, June;Discontinued;107.6 x 44.9 x 14.4 mm (4.24 x 1.77 x 0.57 in);66 g (2.33 oz);Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT, 65K colors;1.77 inches, 9.9 cm(~20.4% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;microSDHC (dedicated slot);32MB ROM, 16MB RAM;No;;;;;No;No;No;;FM radio;microUSB;;Removable Li-Ion 700 mAh battery (BL-5B);Blue, Purple, Orange, Yellow, Orchid, Green, White, Red, Lime, Light Blue;;;;;;;;MSN, Facebook, Yahoo, TwitterOrganizerMP3 playerVideo playerVoice memo;;Up to 300 h;Up to 4 h;No;No;
https://www.gsmarena.com/plum_bubby-4938.php;https://fdn2.gsmarena.com/vv/bigpic/plum-bubby.jpg;Plum Bubby;Released 2012, August;50.5g, 14.8mm thickness;Feature phone;32MB ROM storage, microSDHC slot;16;N/A;80,120 hits;"1.77""";120x160 pixels;16 MB RAM;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2012, August. Released 2012, August;Discontinued;104 x 44 x 14.8 mm (4.09 x 1.73 x 0.58 in);50.5 g (1.76 oz);Dual SIM (Mini-SIM);Flashlight;TFT;1.77 inches, 9.7 cm(~21.2% screen-to-body ratio);120 x 160 pixels, 4:3 ratio (~113 ppi density);;microSDHC (dedicated slot);32MB ROM, 16MB RAM;No;;;;;No;No;No;;FM radio;microUSB 2.0;;Removable Li-Ion 700 mAh battery;Black, White, Red, Blue;;;;;;;;MP3/WAV/WMA playerMP4/H.263 playerOrganizerVoice memo/dial;;Up to 230 h;Up to 6 h;No;No;
